	InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_N	InsDel_O	InsDel_P	InsDel15	InsDel16	InsDel_M	InsDel_N_beta	InsDel_N_alpha
G[Del(T):R3]G	0.000304605	0.000392093	0.000351003	0.000380821	0.000906375	0.001948032	0.002419866	0.001835819	0.000676696	0.005266488	0.003031818	0.003649246	0.001012209	0.000308217	0.0025997	0.006127661	0.001061479	2.99E-06	0.002091248	0.00110044	0.000892995	5.64E-06	0.001124847	0.001978161	0.000869602	0.001408095	0.000512959	0.000273723	0.002537166	6.62E-05	0.000247775	0.00039675	6.67E-05	0.000669623	0.001145739	1.01E-05	0.000422212	0.00323331	4.57E-05	0.002152009	0.000312274	0.000735191	0.017413959	0	0.001891322	0.000846181	0.000812298
G[Del(T):R4]A	0.001228712	0.001154692	0.000875682	0.00154572	0.004611215	0.010636973	0.001880943	0.001365868	0.000931739	0.004959013	0.003763164	0.00305512	0.001913728	0.001502693	0.002074619	0.009858497	0.004894377	2.51E-06	0.003373	0.006171441	0.001796748	5.20E-06	0.00039166	0.003349643	0.000805397	0.000397155	0.000421267	0.001311076	0.002364818	0.005506251	0.000539323	0.000377609	0.000190608	0.00059435	0.001380526	3.38E-06	0.000718151	0.008098785	0.000174284	0.011328458	0.000677042	0.001404773	0.008364185	0	0.000313831	0.001594117	0.011299161
G[Del(T):R4]C	0.000293623	0.000639956	0.00018636	0.001294047	0.004279565	0.007306615	0.002053348	0.000678924	0.000511066	0.004777076	0.002095244	0.002733807	0.001249616	0.001511983	0.001447599	0.005806334	0.001082949	2.03E-06	0.003954676	0.001196219	0.000412083	4.36E-06	0.000484072	0.002256928	0.000537794	0.001624725	0.000787613	0.000763607	0.001881661	0.005707658	0.000296329	0.000187836	0.000121284	0.001182898	0.005449446	0.003586457	0.000792146	0.003945167	0.000103237	0.006896333	0.000372059	0.001294662	0.016179899	0	0.001644187	0.001376014	0.005656475
G[Del(T):R4]G	0.000155175	0.000251483	0.000730304	0.001738846	0.003865119	0.011032091	0.003222875	0.002055989	0.001349707	0.005036596	0.002762362	0.002701429	0.00189894	0.001246701	0.001505303	0.011024662	0.001853285	1.40E-06	0.001743049	0.001344984	0.00155358	4.36E-06	0.000496444	0.002323785	0.001140635	0.00151641	0.000627799	0.000317796	0.001816362	0.001498387	0.000244339	0.000446201	0.00029971	0.001321625	0.003010884	0.003410849	0.00114657	0.00306143	0.000111576	0.005096726	0.00030831	0.001693162	0.014945838	0	0.003562902	0.002206025	0.004686114
G[Del(T):R5]A	0.001123942	0.001049674	0.001099015	0.003624102	0.013615149	0.022222951	0.002644653	0.000569349	0.001169612	0.003434672	0.00330058	0.003473978	0.001203737	0.004179575	0.002092735	0.009433648	0.002990314	0.000386357	0.003255113	0.002892936	0.000771156	0.000209698	0.001337072	0.003167457	0.001134066	0.000469365	0.0009809	0.000623353	0.001956271	2.50E-05	0.000456645	0.000417737	0.00037079	0.001336357	0.00087888	1.35E-05	0.001658207	0.009186357	0.000265609	0.019013383	0.000578569	0.003221165	0.004113534	0	0.000241179	0.00317415	0.019124979
G[Del(T):R5]C	0.000392205	0.000689639	0.000900225	0.002587763	0.008374968	0.012306774	0.002015513	0.000428743	0.000515593	0.002709864	0.002420303	0.00128342	0.000718372	0.002673183	0.000632091	0.004606999	0.002226322	0.000388191	0.00252077	0.000849	0.000851913	4.02E-06	0.000524954	0.001823398	0.000215684	0.000830415	0.001139222	0.000741661	0.001549241	0.003775368	0.000764236	0.000315187	0.000224127	0.000813405	0.001239089	1.35E-05	0.001135936	0.003672819	0.000292525	0.008010218	0.000966458	0.002198791	0.013300425	0	0.000224505	0.00210118	0.005126606
G[Del(T):R5]G	0.000574167	0.000140977	0.000756138	0.002893688	0.007843516	0.00769909	0.002738772	0.001095756	0.000332544	0.002648175	0.001967516	0.002018291	0.001756735	0.003068882	0.001243663	0.008895418	0.002883475	0.000387516	0.004947391	0.000671487	0.001710568	0.000435936	0.000392477	0.001658655	0.000685482	0.0007221	0.000470173	0.00077233	0.000453309	0.00157476	0.000779749	0.000203524	0.000576616	0.000808891	0.00121258	1.35E-05	0.000723997	0.00373556	0.000260476	0.009928228	0.000984838	0.002734164	0.012066365	0	0.001477446	0.002249564	0.006970027
G[Del(T):R6]A	0.001095744	0.000575757	0.000516652	0.003909498	0.017954642	0.020976143	0.001218241	0.000465031	0.000968702	0.000914607	0.001269723	0.00209938	0.000549397	0.005908129	0.00075441	0.003754849	0.000826278	0.000193517	0.001683101	0.001558417	0.000343822	6.65E-06	0.000282714	0.000388017	0.000489856	0.000685995	0.000380249	0.000573757	0.00044311	0.001682222	0.000487301	0.000138925	0.001600495	0.000595613	0.000799649	1.35E-05	0.001948847	0.005219596	0.000688401	0.016548034	0.000612086	0.003851602	0.00246812	0	0.001341076	0.002772126	0.014042108
G[Del(T):R6]C	0.000748966	0.000525847	0.000748509	0.003240042	0.007382565	0.010696945	0.001653568	0.000235232	0.000895383	0.000994269	0.00132834	0.001031307	0.000499819	0.002762682	0.000313718	0.002854327	0.000431642	3.47E-06	0.002137358	0.000484034	0.000405161	0.000221823	0.000163675	0.000940696	0.000410469	0.00036105	0.000129416	0.000683055	0.001281022	0.007856901	0.000883186	0.000260572	0.000147783	0.000465721	0.001487278	2.03E-05	0.000671515	0.003341539	0.000754484	0.008286873	0.001117605	0.00316172	0.005896065	0	6.25E-05	0.003036952	0.005481597
G[Del(T):R6]G	0.000301366	0.000677056	0.000634113	0.003047263	0.007854529	0.01548772	0.002091453	0.000541177	0.000916943	0.001272942	0.001477783	0.001778767	0.00022028	0.003174166	0.000958091	0.005781441	0.000345039	2.51E-06	0.001515021	0.000524699	0.000687523	0.000221376	0.000638673	0.001366829	0.000752129	0.00079431	0.000526697	0.001196467	0.000511513	0.001609904	0.000482575	0.000605678	0.000700071	0.000874764	0.00074562	6.75E-06	0.001247592	0.002858466	0.000511564	0.009546204	0.000610284	0.003005215	0.005621829	0	0.000142326	0.002638891	0.009361641
G[Del(T):R7]A	0.001599401	0.00175827	0.001420712	0.007133632	0.017339019	0.024863426	0.001023982	0.000249148	0.000615095	0.00058738	0.000753022	0.000534881	0.00030537	0.009423004	0.000407165	0.001373585	0.002072679	1.93E-06	0.001039613	0.000567929	0.001497545	4.81E-06	0.000413979	0.000853221	0.000167274	3.61E-05	0.001177886	0.000705652	0.000245091	0.00175927	0.001547746	0.000324975	0.000797707	0.000893709	0.002041561	6.75E-06	0.002470994	0.003815578	0.002187867	0.011877379	0.001941607	0.00742926	0.000548471	0	0.000285247	0.003556143	0.008357958
G[Del(T):R7]C	0.002158431	0.000715162	0.00130913	0.007518826	0.013135202	0.024177521	0.001202738	0.0003022	0.001521258	0.000599135	0.001141023	0.001203319	0.000626984	0.008019122	0.000139369	0.002500201	0.001622079	2.17E-06	0.001135	0.000539626	0.001671314	4.41E-06	0.000417148	0.000315578	0.000388187	7.22E-05	0.0002469	0.001153566	0.001017518	0.001561918	0.002301825	0.00096311	0.000181879	0.00150397	0.001294973	6.75E-06	0.004004088	0.003611236	0.003804412	0.010733349	0.00289272	0.007887757	0.00246812	0	0.00010064	0.005182161	0.00583787
G[Del(T):R7]G	0.001033188	0.00066733	0.000654248	0.006552271	0.015345158	0.024799433	0.000433405	0.000245357	0.001785853	0.000565552	0.000769081	0.001052451	0.000311133	0.00841082	0.00051163	0.002826389	0.000414579	0.000387178	0.000511087	0.000227285	0.001369293	0.00021875	0.000255471	0.000741509	0.000254285	3.61E-05	0.000502954	0.00067195	0.000786476	0.001725477	0.001186593	0.000149885	0.00066953	0.000378845	0.002224047	6.75E-06	0.003449721	0.002866422	0.003098512	0.010447339	0.001506949	0.006423567	0.001782531	0	0.000107191	0.004323249	0.00912259
G[Del(T):R8]A	0.000835303	0.00425552	0.001297874	0.013166297	0.004247834	0.028891884	0.000350286	7.56E-05	0.002525957	0.000107042	0.000358657	0.000603571	0.000192557	0.016646681	0.000297892	0.00114144	0.002046175	0.000577365	0.000895367	0.000489033	0.001620672	6.82E-06	0.000413735	0.000407922	0.000157394	0	0.001607851	0.000305375	0.000626613	5.27E-05	0.003446445	0.00033706	0.000337663	0.000254056	0.001370495	3.38E-05	0.002947333	0.000738508	0.002529118	0.004583168	0.004362923	0.013303545	0	0	0.001236267	0.005571998	0.005754041
G[Del(T):R8]C	0.001064591	0.001198322	0.001205069	0.010277828	0.002777183	0.025952201	0.000542671	0.000106553	0.00298554	7.85E-05	0.000345065	0.000558993	0.000383054	0.010282169	0.000527616	0.000692238	0.000938227	0.000193565	0.000745175	0.000211331	0.001361443	7.77E-06	0.00037128	0.000803794	0.000149484	3.61E-05	0.000224702	0.00022067	0.000275313	0.001713311	0.002300275	0.0003488	0.00069148	0.000638149	0.00106478	0.003475013	0.004442437	0.001130084	0.003747263	0.002352721	0.002893067	0.011284099	0	0	7.80E-05	0.006072584	0.002748532
G[Del(T):R8]G	0.000489621	0.000347736	0.001188931	0.009624196	0.00186118	0.019901195	0.00016126	0.000101365	0.00083882	0.000135852	0.000270218	0.000781538	0.000105884	0.011986852	0.00011998	0.000379774	0.000607913	0.000191104	0.000391271	9.03E-05	0.00096674	5.31E-06	0.000219715	0.00054434	0.000131751	0.000180525	0.000955766	0.000729588	0.000456786	0.00172007	0.002191623	0.000672274	0.000292182	0.000934523	0.002572455	0	0.011026663	0.001337664	0.002411104	0.001099584	0.002763059	0.009450544	0	0	0.000119696	0.004448752	0.002976192
"G[Del(T):R(9,)]A"	0.001242167	0.002239143	0	0.021588157	0.00526456	0.02803069	0.000139706	0.000105806	0.004897216	1.56E-05	9.58E-05	0.000754316	0.000259442	0.025976355	0.000421143	0.000896615	0.000911149	0	0.000300593	0.00035512	0.000812149	7.04E-06	0.000505281	0.000183222	0.000100116	0.001047045	0.001555177	0.000459072	0.001065126	0.001463242	0.004973736	0.000161144	0.000791345	0.001204009	0.000380944	6.75E-06	0.004387924	0.000585336	0.002633149	0.000787975	0	0	0	0	0.002623792	0.007813468	0.002559483
"G[Del(T):R(9,)]C"	0.000359349	0.000256274	0	0.019074692	0.001523799	0.028780244	0.000131152	0.000207396	0.002839937	3.13E-05	0.000170022	0.000349225	0.00032261	0.019277727	0.00013492	0.00035278	0.00138546	0	0.000351975	0.000160567	0.002906602	7.38E-06	0.000783193	0.000588966	0.000106197	0	0.000884385	0.001304388	0.001235234	4.26E-05	0.004673342	0.000298418	0.00014769	0.002564655	0.00110646	1.01E-05	0.009515582	0.000625651	0.006152042	0.00034708	0	0	0	0	0.001866906	0.008285813	0.000496965
"G[Del(T):R(9,)]G"	0.000873001	0.000128911	0	0.012690761	0.00100863	0.019466447	0.000145916	8.34E-05	0.000837426	2.67E-05	7.68E-05	0.00037738	0.000125351	0.019135233	0.000296148	9.54E-05	0.000507451	0	0.000418963	3.53E-05	0.000656719	0.000218471	0.000873995	0.000207458	0.000183693	0	0.001088127	0.000685211	0.000648551	0.003533409	0.002724453	0.000382713	0.000357639	0.000360695	0.000808794	3.38E-06	0.011699079	0.000433763	0.002116764	0.000200022	0	0	0	0	0.025736505	0.004298037	0.000610565
A[Ins(C):R0]A	0.001718747	0.038251403	0.001354091	0.005594153	0.000164761	0.000424412	0.000707788	0.000705224	0.000271703	0.000556655	0.001397381	0.001677133	0.001455378	0.000180117	0.001302074	0.001265945	0.001607875	0.000188691	0.000549451	0.004463591	0.255365081	5.08E-06	0.002630415	0.00189047	0.000668695	0.000830415	0.006902656	0.000611075	0.000681597	0.008696322	0.000798589	0.002816551	0.000667267	0.001977815	0.001300367	0.041092282	0.001627752	0.002712808	0.000300239	7.26E-05	0.001000973	0.00551475	0	0.025806452	0.005210663	0.003263024	3.77E-05
A[Ins(C):R0]G	4.55E-05	0.000178891	8.34E-05	0.00011916	2.01E-05	6.71E-06	0.000156757	0.000592051	9.32E-05	0.000130341	0.00019632	0.000187935	0.000183999	1.55E-05	0.000241281	0.00031983	0.00018883	0.000200031	0.000170234	0.000578166	0.007900406	1.46E-05	0.000389808	0.000957723	0.000433884	0.00028884	0.000299623	0.000560314	0.000183387	3.78E-05	1.39E-06	0.012563266	0.000230432	0.00020342	0.00059116	0.003701277	7.44E-05	9.09E-05	4.00E-05	2.78E-05	1.18E-06	4.21E-05	0	0.06359447	4.53E-05	0.000132995	2.06E-06
A[Ins(C):R0]T	4.78E-05	0.001080411	0.000256073	0.001310804	9.29E-05	2.16E-05	0.001333279	0.001365673	9.81E-05	0.000126211	0.000672263	0.000146734	0.000592615	6.74E-06	0.0001131	0.000487461	0.000458363	1.69E-06	0.000186724	0.000887793	0.131313494	3.86E-06	0.001420659	0.001327987	0.000732926	0.00079431	0.003328866	0.000433835	0.000898963	0.001496359	7.98E-06	0.000272446	0.000199845	0.000614365	0.001895573	0.029806088	0.000126969	0.002016837	0.000158203	7.59E-05	8.77E-06	0.001332629	0	0.032258065	5.54E-05	0.000222933	5.21E-06
A[Ins(C):R1]A	0.000392189	0.000430671	0.000307685	0.000204135	1.41E-05	8.56E-05	0.000260695	0.000541393	0.00028309	0.001077881	0.000561184	0.001099529	0.000162146	4.36E-05	0.000477471	0.000822178	0.000604622	0.040781853	0.000485646	0.000857767	0.005008906	0.00044862	0.000191022	0.001571772	0.000604248	0.000613785	0.000258165	0.000256936	0.000527382	5.47E-05	0.000318887	0.002561008	0.000437528	0.000884297	0.00077491	0.003606719	0.000376167	0.000202548	0.000267538	6.79E-05	0.000400628	0.000369421	0	0.019354839	0.001903827	0.000118506	2.66E-05
A[Ins(C):R1]G	1.35E-05	1.19E-05	1.88E-05	7.54E-06	6.80E-06	1.94E-06	0.000246469	0.000199104	2.51E-05	5.08E-05	2.63E-05	5.57E-05	1.82E-05	3.59E-06	1.14E-05	0.000101045	0.000287992	0.006006445	9.40E-05	1.29E-05	0.00025911	1.73E-06	5.89E-05	7.88E-05	0.000131576	0	0.000250634	0.000165892	0.000317204	3.04E-05	2.06E-07	0.001101285	1.85E-05	0.000180408	0.001325359	0	1.48E-05	2.26E-06	1.85E-05	6.22E-06	2.22E-07	1.45E-05	0	0.010138249	3.93E-05	1.72E-05	1.36E-07
A[Ins(C):R1]T	6.19E-05	0.000357229	0.000136195	0.000162224	2.62E-05	3.29E-05	0.000321658	0.000512913	0.000150365	0.000873529	0.000402458	0.000456047	0.000282091	5.19E-05	0.000122177	0.000408986	0.001429536	0.036372426	0.00046832	0.00030633	0.003694959	0.000690949	0.000224017	0.000748934	0.000501402	0.00108315	0.000291337	0.000490921	0.000453029	7.37E-05	0.000102668	0.000765907	0.000704412	0.000890423	0.000533254	1.35E-05	9.89E-05	0.000342538	0.000205539	5.33E-05	0.000131949	0.00021268	0	0.00921659	0.000201876	0.000290851	2.81E-05
A[Ins(C):R2]A	4.56E-05	8.67E-05	4.61E-05	6.46E-05	1.78E-05	5.97E-05	0.00028284	0.000598411	0.000148336	0.001216058	0.000499499	0.00032258	8.51E-05	1.21E-05	0.000234739	0.000649269	0.001130987	0.015789262	0.000678766	0.000544666	0.000766692	0.002482522	0.000404386	0.000737905	0.000493506	0.000324945	9.73E-05	0.000216834	0.000317437	3.65E-05	5.02E-05	0.001405228	2.86E-05	0.000262072	0.000675997	3.38E-06	9.74E-05	0.000241043	0.000231291	3.52E-05	6.31E-05	0.00012739	0	0.008294931	0.004426383	6.84E-05	1.06E-05
A[Ins(C):R2]G	2.07E-05	7.62E-07	2.84E-05	9.18E-06	1.55E-05	1.54E-07	0.000293664	0.000233799	9.45E-05	7.35E-05	2.46E-05	0.000130168	4.34E-05	5.74E-06	3.16E-05	9.95E-05	0.000115825	0.001547939	0.00011575	2.09E-05	9.37E-05	0.001583551	0.000124579	4.53E-05	5.21E-05	3.61E-05	9.57E-05	0.000461395	1.19E-05	2.37E-05	5.46E-05	0.001295742	2.01E-05	8.75E-05	0.000402564	1.35E-05	3.16E-05	6.89E-07	3.86E-06	1.43E-05	7.12E-05	1.59E-05	0	0.002764977	0.000533572	3.76E-05	8.64E-06
A[Ins(C):R2]T	3.40E-05	0.000118382	0.000121649	4.61E-05	2.19E-05	6.12E-05	0.000265411	0.000465849	8.32E-05	0.000972356	0.000263199	0.000474292	9.21E-05	6.50E-06	0.000217188	0.000282605	0.00058469	0.018894407	0.001296989	0.000422407	0.000664001	0.001143871	4.69E-05	0.000303608	0.000347608	3.61E-05	0.00015332	0.000505846	0.000254799	2.97E-05	8.91E-05	0.001403982	5.31E-05	0.000946631	0.000505986	8.78E-05	4.50E-05	0.000224714	0.000222811	2.64E-05	0.000111988	0.000122669	0	0.006451613	7.80E-05	8.16E-05	3.28E-06
A[Ins(C):R3]A	5.34E-05	9.08E-05	0.000304769	0.00013923	0.000197956	0.000275402	0.000643509	0.000808199	0.000216175	0.000319577	0.000235943	0.000405214	6.44E-05	5.96E-05	0.000295092	0.000255227	0.000668121	0.004682377	0.000691366	0.000202195	0.001082256	0.008554894	0.000144026	0.000490152	0.000600575	0.00014442	0.000117668	0.000284344	0.000280891	3.51E-05	0.000257141	0.011113976	0.000169906	0.000535698	0.001239721	3.38E-06	0.000149689	8.20E-05	0.00072459	0.000124399	0.000330904	0.000270165	0	0.001843318	0.000209022	0.000201886	3.73E-05
A[Ins(C):R3]G	1.94E-05	8.79E-07	2.38E-05	8.19E-06	4.18E-05	2.66E-05	0.000483142	0.000781425	0.000128653	2.85E-05	8.37E-05	2.06E-05	1.04E-05	1.65E-05	0.000162359	7.73E-05	0.000353603	0.001166166	0.000142735	2.13E-05	4.67E-06	0.000898021	9.33E-05	0.00013857	0.000117319	0	3.43E-05	0.000138409	2.18E-05	0.002003932	0.00011831	0.001653144	2.69E-05	7.90E-05	0.000332393	0	8.49E-05	1.04E-07	7.06E-05	7.13E-06	0.000153309	7.30E-06	0	0.001843318	3.10E-05	1.19E-05	2.03E-06
A[Ins(C):R3]T	0.000236045	4.29E-05	0.00010937	7.23E-05	6.30E-05	0.000213924	0.000710566	0.000466297	0.000325049	0.000253245	0.000232253	0.000334124	1.62E-05	6.84E-05	9.91E-05	0.000167416	0.000328723	0.005266932	0.000294197	0.000183081	0.000645362	0.002539123	0.000128303	0.000423564	0.000263647	0.000252735	0.000106186	0.000674636	0.000153188	3.11E-05	0.00031789	0.000785438	4.37E-05	0.000558771	0.001534985	3.38E-06	0.000164816	0.000106318	0.000404668	3.40E-05	0.000406353	0.000183474	0	0.000921659	6.85E-05	9.19E-05	8.28E-06
A[Ins(C):R4]A	0.000267732	0.00033581	0.000491589	0.000164135	0.001015363	0.000374164	0.000841384	0.001028393	0.000166527	7.99E-05	0.00030193	0.000353569	9.39E-05	0.000121167	9.22E-05	8.13E-05	0.001099914	0.00214176	0.000279587	0.000258198	0.000510518	0.00139352	0.000100012	0.000514281	0.000547535	0	9.81E-05	0.000297409	0.000144226	4.12E-05	0.000898894	0.004448887	6.29E-05	0.000126871	0.000779883	3.38E-06	0.000366284	0.000406345	0.012620206	0.000288333	0.001138162	0.000398055	0	0	0.000191157	0.000242762	6.07E-05
A[Ins(C):R4]G	0.000120929	1.92E-05	0.000128968	4.34E-05	0.00024606	0.000127215	0.000295846	0.000333204	0.000109675	3.44E-05	5.85E-05	6.03E-05	1.93E-05	1.87E-05	3.79E-05	8.53E-05	0.000295008	0.000195833	0.000205689	3.12E-05	0.000136612	0.000469182	6.10E-05	5.96E-05	2.44E-05	0.000469365	6.62E-05	0.000221283	4.65E-05	2.43E-05	0.00039801	0.0004878	5.37E-05	0.000163124	0.000497178	1.69E-05	0.000251542	1.57E-05	0.00068789	7.66E-05	0.000506516	4.29E-05	0	0	0.000208427	3.13E-05	3.36E-05
A[Ins(C):R4]T	6.40E-05	0.000131385	0.000212292	8.25E-05	0.000501916	0.000121722	0.000620207	0.000492762	0.000303752	6.57E-05	0.000219138	8.60E-05	7.61E-05	4.09E-05	8.97E-05	3.86E-05	0.000219892	0.001942067	0.000511859	7.12E-05	6.86E-05	0.000910928	3.50E-05	5.29E-05	0.000302753	0	5.82E-05	0.000175333	0.000351674	3.38E-05	0.000591215	0.000868697	1.20E-05	0.000197126	0.000361431	6.75E-06	0.000260765	0.00040563	0.01243574	0.00040528	0.000750148	0.000146716	0	0.000921659	0.000322168	7.67E-05	4.40E-05
A[Ins(C):R5]A	0.000188342	0.000416347	0.00040147	0.00014106	0.000467719	0.000245337	0.000672443	0.000652205	0.00036734	3.10E-05	0.000454494	0.000367269	4.52E-05	0.000266777	8.43E-05	0.000150085	0.000858531	0.001172488	0.000394309	0.000194412	0.000105508	0.000221879	0.000167576	0.000433745	0.000463707	0	8.76E-05	0.000239287	0.000228965	0.000104083	0.001243645	0.005834254	5.52E-05	0.000267753	0.000317558	1.01E-05	0.000455209	0.000328627	0.012127417	0.000391108	0.001552304	0.000316442	0	0	5.96E-05	0.0001963	0.000156521
A[Ins(C):R5]G	2.32E-05	4.24E-05	8.69E-05	1.62E-05	9.72E-05	5.80E-05	0.000307504	0.000148037	6.81E-05	2.54E-05	0.000104385	0.000152245	7.80E-06	1.85E-05	1.85E-05	3.27E-05	0.000123793	7.72E-07	0.000421792	1.12E-05	0.000188182	1.45E-06	1.48E-05	7.60E-05	5.23E-05	3.61E-05	1.87E-05	0.000292772	2.18E-05	3.72E-05	0.0002232	0.000483717	7.03E-05	0.000305823	0.000260663	0	0.000176461	4.85E-05	0.000769771	6.95E-05	0.000284773	1.11E-05	0	0	8.40E-05	5.07E-06	1.75E-05
A[Ins(C):R5]T	0.00025506	8.59E-05	0.000364621	0.000113302	0.000422306	0.000143085	0.000398815	0.000224487	9.47E-05	6.88E-05	0.000101946	0.00022969	3.25E-05	0.000166959	3.92E-05	9.93E-05	0.000605369	0.000198101	0.000521775	0.00011225	0.000145871	0.000669828	2.82E-05	2.54E-05	8.58E-05	0.000397155	7.45E-05	0.00040493	0.000196666	0.000160179	0.000731846	9.02E-05	0.000228296	0.000256307	0.000416261	3.38E-06	0.000387589	0.000358737	0.004646648	0.000415163	0.000917194	0.000240374	0	0	8.93E-05	0.000302167	4.65E-05
A[Ins(C):R6]A	0.000832402	0.000213895	0.000877342	0.000300745	0.000308622	0.000931444	0.000298957	0.00037271	0.000172449	2.36E-05	0.000193342	0.00102384	2.46E-05	0.000276791	7.78E-05	0.000104633	0.00035213	0.000194868	0.000845946	0.000312289	0.000254345	6.93E-06	8.93E-05	0.000725854	0.000325331	0.000324945	0.000271293	0.000152033	2.53E-05	0.001866732	0.00208088	0.001664598	2.91E-05	0.000718754	0.000783845	0	0.000546606	0.000153237	0.005285103	0.000485233	0.002653012	0.000415215	0	0	5.00E-05	0.000388354	0.000350141
