	C_ID1	C_ID2	C_ID3	C_ID4	C_ID5	C_ID6	C_ID7	C_ID8	C_ID9	C_ID10	C_ID11	C_ID12	C_ID13	C_ID14	C_ID15	C_ID16	C_ID17	C_ID18	C_ID19	C_ID23	ID_A	ID_B	ID_C	ID_D	ID_E	ID_F	ID_G	ID_H	ID_I	ID_J	ID_K	ID_L	ID_M	ID_N
INS:repeats:4:0	0.004660378	0.001590949	0.004028251	0.00022995	0.001894899	0.004269109	0.000605996	0.000905161	0.000216122	0.004675506	0.000182158	0.003899143	0.02051879	0.012597197	0	0	0.009432987	0.001621501	0.01251377	0.000752367	0.007890449	0.000730623	0.006515599	0.000999894	0.02210432	0.003341909	0.015710767	0.001659799	8.66E-05	0.008838331	0.000199309	0.000967978	0.001813749	0.000144567
INS:repeats:4:1	0.002170799	0.001735372	0.000376884	0.001022957	0.003468996	0.000540461	0.000281586	0.001720643	0.002250263	0.043463557	0.000357496	0.004904258	0.004663129	0.000286592	0	0	0.14134505	0.000290057	0.00230506	0.001171802	0.005092248	0.001751015	0.001618115	0.001013166	0.003186884	0.00299315	0.003616122	0.001685421	0.003198678	0.000721166	0.000133458	0.004608529	0.002587452	0.001807717
INS:repeats:4:2	0.000524911	0.00014575	7.24E-05	4.73E-05	0.000326491	0.000427046	0.000544047	8.17E-05	0.000205771	0.00312755	2.63E-06	0.00068271	0.000336224	5.85E-05	0	0	0.005736225	0.000191131	0.000538182	0.000284922	0.000351515	0.000150984	0.001159674	0.00156238	0.001221938	0.001048485	0.00078266	0.00043895	8.00E-05	0.000415901	0.000187933	0.000100007	0.000102171	3.77E-05
INS:repeats:4:3	0.000281511	0.000169169	6.67E-05	0.000171658	5.07E-06	5.14E-05	0.001071185	6.42E-05	0.000109847	0.001450543	1.75E-06	9.83E-05	6.63E-05	8.99E-05	0	0	0.000289477	0.000472694	0.000258262	4.00E-06	0.000845476	4.07E-05	0.001476482	0.006235298	0.001298034	0.00185984	0.000535643	0.000420863	6.68E-05	0.000662647	0.000289408	0.000738857	6.29E-05	4.42E-05
INS:repeats:4:4	0.000627098	0.000271394	4.90E-05	0.000181505	1.64E-05	0.000174185	0.002122592	0.000252874	7.35E-05	0.000557219	1.43E-06	0.000742235	0.000156734	0.000253791	0	0	0.000188264	0.000285474	0.000480374	1.52E-05	0.000535477	0.000138249	0.001554444	0.008545897	0.000411868	0.000499174	0.000728443	0.000444851	8.00E-05	0.001015842	0.00020659	0.000663479	0.000105664	0.000305823
INS:repeats:4:5+	0.001275906	0.000531842	2.37E-05	0.000307868	0.000129838	0.000135904	0.001417051	0.000234446	0.000288953	0.00170457	2.26E-06	0.000968671	8.18E-05	0.000560324	0	0	0.000105466	0.000627705	0.000376804	2.49E-05	0.003933043	0.000326788	0.000664011	0.014567206	0.001322532	0.002278603	0.002055122	0.00054392	0.000157112	0.001558956	0.000467786	0.004260743	0.000106537	0.001103328
INS:repeats:5+:0	0.016892972	0.004086751	0.006929178	0.000246393	0.003371195	0.019117209	0.009895088	0.001084562	0.000210266	0.0160112	0.000729002	0.002868922	0.040520893	0.017938219	0	0	0.00691834	0.002984556	0.329583886	0.002344145	0.006036914	0.004217882	0.016883071	0.001960657	0.054829583	0.008795926	0.028300768	0.005700202	0.0084558	0.027118904	0.000289083	0.007513954	9.26E-05	0.000888119
INS:repeats:5+:1	0.007849485	0.001903089	0.001530396	0.002719253	0.009988422	0.006559053	0.00078815	0.01300992	0.009422286	0.213791259	0.00122428	0.007553223	0.018400417	0.008805389	0	0	0.005167993	0.001011896	0.012255357	0.00145986	0.008663335	0.004091482	0.012649545	0.002614869	0.004635732	0.016841041	0.016224107	0.01507327	0.000233315	0.002572303	0.000192289	0.005765326	0.016564758	0.004180992
INS:repeats:5+:2	0.000575585	0.000366903	0.000100816	0.000137129	0.000228785	0.000479235	0.000277011	0.000174013	0.000370517	0.002612108	0.000372473	0.003386179	0.000310579	0.000253677	0	0	0.000515883	0.000328268	0.00125632	0.000263837	0.001109983	0.000372896	0.002581816	0.001240199	0.000506682	0.001478916	0.001632408	0.001728396	7.90E-05	0.000788559	4.94E-05	0.001456071	8.99E-05	9.14E-05
INS:repeats:5+:3	0.000235735	0.000197601	1.45E-05	0.000138442	3.02E-05	5.68E-05	0.000168116	0.00018435	9.46E-05	0.000379818	3.36E-06	0.001705318	0.000158385	0.000223386	0	0	8.23E-05	0.000127009	0.000563245	1.49E-05	0.000501419	0.000238905	0.000154111	0.000740841	0.001068483	0.001067721	0.000447398	0.00141732	7.43E-05	0.000420826	6.79E-05	0.002088205	7.16E-05	0.000209164
INS:repeats:5+:4	0.000152596	4.89E-05	3.03E-05	2.91E-05	1.56E-05	1.00E-06	0.000340978	6.40E-05	0.00018019	0.000291474	4.19E-06	0.000105929	3.28E-05	2.64E-05	0	0	9.37E-05	0.000158163	4.81E-05	2.32E-05	0.000197883	7.51E-05	0.00093176	0.001040167	0.000283102	0.00180781	0.000874255	0.000696066	4.89E-05	0.000171672	8.52E-06	0.000702288	0.000140594	9.31E-05
INS:repeats:5+:5+	0.000214837	9.20E-05	1.41E-05	0.000123443	1.65E-05	6.73E-05	0.00019642	7.31E-05	0.00010842	0.00046857	1.80E-06	0.000473767	3.92E-05	2.82E-05	0	0	0.000152159	7.81E-05	4.31E-05	1.71E-05	0.000518323	2.11E-05	0.000120623	0.00068068	0.000499983	0.000117935	0.000612869	0.000444518	0.000158993	6.04E-05	3.32E-06	0.001432189	6.29E-05	0.000110514
DEL:MH:2:1	0.008463762	0.007141587	0.009587649	0.091531273	0.022742326	0.005262443	0.010664369	0.007073528	0.012946553	0.006146122	0.000296393	0.011315095	0.007526454	0.003663153	0	0	0.017245866	0.007799224	0.01045195	0.04638744	0.05349918	0.022611508	0.00813334	0.003574262	0.011893293	0.246360337	0.011300172	0.014129207	0.010328909	0.015665179	0.001587585	0.005221258	0.011147962	0.005419578
DEL:MH:3:1	0.002003897	0.000940435	0.000358627	0.005453244	0.009965434	0.003671463	0.002393209	0.004284186	0.004283728	0.003930339	0.000172389	0.005279708	0.002355524	0.000533892	0	0	0.013762682	0.00344762	0.00324859	0.002980812	0.00468281	0.017897713	0.003450652	0.000171092	0.001166589	0.002857556	0.001899436	0.006779391	0.000125125	0.002793359	0.000329777	0.005226482	0.002528071	0.000248039
DEL:MH:3:2	0.003791792	0.004095848	0.000686592	0.062280352	0.007772293	0.004561463	0.008813303	0.003075272	0.005259487	0.010677139	0.000327636	0.00644153	0.001866778	0.001259566	0	0	0.006701911	0.005261045	0.003781675	0.001915626	0.008916157	0.011204374	0.00346073	0.001825997	0.007298212	0.007245744	0.00236473	0.005010254	0.007245947	0.007450244	0.000776956	0.00258003	0.002219812	0.003653917
DEL:MH:4:1	0.002637297	0.001286967	0.000465105	0.019621168	0.006997687	0.003877031	0.003261951	0.005268164	0.003278577	0.002244569	2.95E-06	0.004599589	0.00207143	0.000760534	0	0	0.020598178	0.00424828	0.003380678	0.003942843	0.001987528	0.014548028	0.003649876	0.00046304	0.004942948	0.002124405	0.003545332	0.002990219	0.000125125	0.010479283	0.000328022	0.002924084	0.004804644	0.000302619
DEL:MH:4:2	0.002344549	0.002662991	0.000672404	0.039120928	0.005448661	0.004581585	0.002387298	0.003035723	0.005427299	0.002808004	3.00E-06	0.00613921	0.001146745	0.000858561	0	0	0.014311639	0.003435331	0.003378206	0.002259155	0.004168464	0.007607557	0.00172034	0.00060717	0.001421862	0.013075954	0.002514597	0.004185847	0.000185335	0.001262566	0.000555349	0.004477176	0.000103917	0.000802023
DEL:MH:4:3	0.004030818	0.003517526	0.00072392	0.059712834	0.004547429	0.004614865	0.004120121	0.001698198	0.006853192	0.00535872	0.000711399	0.002212856	0.000928115	0.001431119	0	0	0.003613693	0.00186991	0.006051795	0.002978109	0.004589089	0.005317368	0.005035331	0.001086714	0.004250773	0.016094015	0.002307075	0.001011826	0.000212618	0.002459193	0.000689327	0.002848705	0.002287926	0.002328982
DEL:MH:5+:1	0.011527532	0.003539826	0.004231238	0.005210625	0.041828039	0.102054817	0.002579512	0.248577811	0.017864514	0.033057359	0.000445696	0.016663802	0.031912644	0.005193877	0.000685589	0	0.050348214	0.013614947	0.05382466	0.00725983	0.004337509	0.119681811	0.010301775	0.001645169	0.009356249	0.011246386	0.005391521	0.096285098	0.006873395	0.02037748	0.000381327	0.012858355	0.007854921	0.00309371
DEL:MH:5+:2	0.007877503	0.004133609	0.002500301	0.004821555	0.024561755	0.185997176	0.001512135	0.152023586	0.019505371	0.021380058	0.000464266	0.007261917	0.01830448	0.003254878	0.000411353	0	0.049122121	0.007423075	0.02027345	0.008075885	0.009438955	0.072414041	0.008504593	0.001389843	0.006208064	0.005336397	0.012942454	0.063665471	0.00320056	0.002583021	0.000266656	0.007919953	0.004220437	0.003759522
DEL:MH:5+:3	0.005020744	0.003325681	0.001820802	0.008120409	0.012346067	0.151451063	0.001366468	0.075168912	0.01153454	0.0135554	0.000872037	0.008325098	0.008661246	0.00308642	0.000274236	0	0.03024108	0.005480132	0.006395766	0.002650368	0.001739926	0.036348571	0.009816885	0.00102834	0.007193714	0.008304635	0.011457445	0.042069926	0.000200388	0.004727706	0.000448154	0.012248611	0.002181389	0.001830075
DEL:MH:5+:4	0.003356594	0.002548803	0.001309766	0.006943321	0.005607577	0.083601017	0.000498181	0.030115615	0.008388435	0.00688222	0.000160224	0.001236653	0.003567155	0.001687537	0.000274236	0	0.011446841	0.001961652	0.005146787	0.000897693	0.002669179	0.014631904	0.004710737	0.000565452	0.003222367	0.009840627	0.004321468	0.033642188	0.000246486	0.001404577	0.000159981	0.010773882	0.00011265	0.001505357
DEL:MH:5+:5+	0.006047014	0.003409456	0.001295775	0.001987393	0.003623973	0.071942433	0.000949958	0.02203905	0.005539215	0.008580269	0.000704993	0.005421028	0.010790213	0.002845576	0.000137118	0	0.010775247	0.003799023	0.007567298	0.001061293	0.007033785	0.011004635	0.004238432	0.001198025	0.00637461	0.006844639	0.003296993	0.206696718	0.004002111	0.004678626	0.000300004	0.014722664	0.010867648	0.002539528
