MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	0.003947187619196484	0.024473808049660876	0.0038549642789439532	0.015110987691914489	0.014995083683024858	0.019375457238303723	0.00924049381923396	0.02873109096195549	0.0060226913655060344	0.027954123285016976	0.32817323088645933	0.06410664672031999	0.01900115897646174	0.021409078266005962	0.01691031941852998	0.04306082131981384	0.01823512141476385	0.04785569424042478	0.018949931734241546	0.032358509472117346
1:Del:C:1	0.0005894494281781704	0.00655273043201305	0.004206944689212832	0.006263926318183053	0.02110186472455098	0.00473680707075502	0.007649535613018088	0.008985032647906337	0.003412606872152537	0.007155471339647192	0.10545673911459744	0.03244411218096502	0.030330018931999804	0.020505850391054993	0.005455593034930643	0.17304171867668627	0.0064668321167118846	0.03146870531025391	0.010895902397928694	0.017212960682112453
1:Del:C:2	0.001034021259229121	0.004341698520584032	0.0028922794784011787	0.0020671490079257637	0.005255597461946308	0.008708280143910088	0.005457204869344423	0.004543845833395608	0.0014997062494512647	0.00513237918203231	0.022075158013030886	0.020859302162641598	0.0037060922232922166	0.01735743534518406	0.004857377371154143	0.11597465027123689	0.006290560929330489	0.027935935645364226	0.010633743568032514	0.00979880992847029
1:Del:C:3	0.00204187043265847	0.005418401517090388	0.00267369513749145	0.005262837952323025	0.01086581358084004	0.010617766278155614	0.004691448992234655	0.0009770785443834029	0.0002309586706542177	0.003201761428208556	0.008818296224834512	0.004101749947294593	0.004986859078635462	0.005202785316068912	0.003974882880138466	0.07745764833875	0.0019817085639806465	0.0039212663372074985	0.004678721470409073	0.010585445886244998
1:Del:C:4	0.004266201350583287	0.0107463581871707	0.003412501465645619	0.0025307993686874398	0.019964237723606858	0.0420281179738231	0.0040914601873436145	0.00016304349522670237	0.0007754246475815308	0.004221045931044501	0.007342097664950416	0.005502216401800979	0.002468252837425098	0.0010106649488102449	0.005665640313090989	0.026715244188771976	0.00035395724800764585	0.0018377655747576682	0.004496588001347846	0.00760631602696094
1:Del:C:5	0.024500544018368372	0.031076595750637353	0.004610728176981382	0.0015488001838093624	0.04838250017631026	0.013250910756487997	0.005879369862377644	0.0002844560525394968	0.0002700608648592606	0.012593453003326545	0.0016977050055191967	0.0016337169008676256	0.0035328388470372827	0.0021731710561658703	0.02942142780520953	0.005936027654293526	0.000822117386210266	0.0002467685059946234	0.006194011121653489	0.0043937641481329595
1:Del:T:0	0.0015850367306848056	0.010308574673472322	0.003327885634425911	0.004367166927841027	0.030394366549153347	0.03408214757684618	0.009140792070247698	0.004148611940036062	0.011796798087307252	0.009424828899791465	0.02903762888221536	0.11116672970354557	0.04858401583973318	0.06556420963257552	0.009146528896526434	0.08609865672886372	0.026308746108261404	0.06580164661863819	0.030775383154395968	0.026567288255901076
1:Del:T:1	0.0009662559424032225	0.008043547656270675	0.004898696940554146	0.004493212675588438	0.01687188430893002	0.017628436497761867	0.006645903982280288	0.003830283145071007	0.005402572955354117	0.00678660136560211	0.016821465849097876	0.10798185558523983	0.015456750982557423	0.034866663473658265	0.00816073074034648	0.05758124007843435	0.018040000464534387	0.0431620278157061	0.011805251379410037	0.026214595924830063
1:Del:T:2	0.0018802004433382535	0.012088181653234642	0.002094460854132194	0.005427608701284043	0.011144029666902498	0.04192111002164893	0.010215612561441958	0.004677053416889976	0.0005207687127403915	0.008187586122949142	0.024661074260948226	0.08133026244235225	0.009597340766340494	0.0413222862186376	0.01282293449214194	0.05539496881421655	0.00488311315595638	0.026035415267106145	0.019064140839036556	0.02177590632083593
1:Del:T:3	0.00840078304252529	0.019816208816191647	0.00418551383074373	0.002980810271110386	0.027942584638367407	0.11995954999700188	0.006828405269188807	0.014839561263215728	0.0005406696393038147	0.01023451357788872	0.03331985272023303	0.05380270301364362	0.015328294805949555	0.014231194227031665	0.018203381578205155	0.045361459291307256	0.012050836676048676	0.043825114420054614	0.016879069402930328	0.0255425393092446
