De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-ID83A, Signature ID1 (23.08%) & Signature ID2 (56.04%) & Signature ID14 (20.88%), 37.86,  9.33, 0.301, 1.00, 1.00
Signature 83-ID83B, Signature ID1 (3.98%) & Signature ID3 (16.20%) & Signature ID8 (15.64%) & Signature ID9 (13.46%) & Signature ID12 (13.74%) & Signature ID21 (25.18%) & Signature ID23 (11.80%), 29.44,  25.79, 0.098, 0.97, 0.95
Signature 83-ID83C, Signature ID1 (44.78%) & Signature ID8 (21.52%) & Signature ID19 (33.70%), 36.75,  12.66, 0.195, 0.99, 0.99
