NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	283.092	30.933	71.908	19.167	3.022	0.958	1000000.0
2	283.412	30.857	71.737	19.133	1.597	0.959	1000000.0
3	318.325	33.576	88.046	22.159	0.178	0.955	1000000.0
4	284.657	30.825	71.641	19.063	0.176	0.959	1000000.0
5	284.483	30.888	71.676	19.229	4.449	0.958	1000000.0
6	285.411	30.964	72.175	19.281	1.618	0.958	1000000.0
7	283.652	30.983	71.405	19.33	3.028	0.958	1000000.0
8	284.369	30.95	71.671	19.279	3.024	0.958	1000000.0
9	284.614	31.025	71.605	19.23	0.176	0.958	1000000.0
10	283.609	30.999	71.041	19.36	7.303	0.958	1000000.0
11	285.476	30.95	72.276	19.265	1.599	0.958	1000000.0
12	281.726	31.008	70.434	19.346	1.601	0.958	1000000.0
13	282.637	31.09	70.085	19.439	0.18	0.958	1000000.0
14	282.985	30.928	71.674	19.247	7.301	0.959	1000000.0
15	282.854	30.937	71.276	19.241	0.176	0.958	1000000.0
16	286.794	30.953	73.117	19.193	0.187	0.958	1000000.0
17	284.367	30.954	72.27	19.308	0.177	0.958	1000000.0
18	281.833	30.909	70.544	19.238	0.184	0.958	1000000.0
19	284.728	31.003	73.282	19.296	1.601	0.958	1000000.0
20	283.413	30.894	71.372	19.182	3.023	0.958	1000000.0
21	283.493	31.054	72.031	19.239	3.021	0.959	1000000.0
22	290.01	31.561	74.218	19.839	0.178	0.957	1000000.0
23	284.877	30.952	71.946	19.227	0.177	0.958	1000000.0
24	283.252	30.885	72.028	19.163	0.185	0.958	1000000.0
25	284.538	30.968	72.046	19.315	0.176	0.958	1000000.0
26	282.652	30.91	71.452	19.251	3.023	0.958	1000000.0
27	284.198	31.062	71.904	19.371	0.186	0.957	1000000.0
28	283.739	30.875	71.793	19.115	0.176	0.959	1000000.0
29	285.085	31.025	71.99	19.388	0.177	0.958	1000000.0
30	283.714	30.996	71.331	19.291	0.178	0.958	1000000.0
31	282.408	31.034	71.847	19.397	0.185	0.957	1000000.0
32	285.041	30.945	72.193	19.316	1.608	0.958	1000000.0
33	282.522	31.001	70.822	19.324	1.601	0.958	1000000.0
34	284.364	31.0	72.147	19.227	0.181	0.958	1000000.0
35	282.411	30.923	71.398	19.263	0.179	0.957	1000000.0
36	284.234	30.957	72.009	19.158	5.904	0.958	1000000.0
37	283.298	31.04	71.402	19.396	4.456	0.958	1000000.0
38	285.722	31.052	72.869	19.434	7.304	0.958	1000000.0
39	284.32	31.028	72.056	19.277	5.879	0.958	1000000.0
40	283.351	30.995	71.671	19.334	0.178	0.958	1000000.0
41	285.186	30.954	72.258	19.318	0.177	0.958	1000000.0
42	283.294	30.973	72.129	19.372	0.177	0.958	1000000.0
43	282.653	30.974	71.55	19.306	4.445	0.958	1000000.0
44	282.131	30.911	71.144	19.309	0.177	0.958	1000000.0
45	284.77	31.027	72.401	19.317	0.176	0.958	1000000.0
46	287.309	30.895	73.582	19.276	0.178	0.958	1000000.0
47	284.825	30.936	72.036	19.21	1.599	0.959	1000000.0
48	281.509	30.889	71.17	19.135	1.604	0.959	1000000.0
49	284.787	30.87	72.843	19.198	3.024	0.958	1000000.0
50	283.84	30.864	71.955	19.185	3.023	0.958	1000000.0
51	282.722	30.909	70.933	19.166	4.448	0.958	1000000.0
52	283.682	31.125	72.085	19.42	1.609	0.957	1000000.0
53	285.99	30.992	73.277	19.216	0.178	0.958	1000000.0
54	284.99	31.019	72.813	19.33	0.18	0.958	1000000.0
55	284.336	30.96	71.465	19.251	0.178	0.958	1000000.0
56	282.981	30.898	71.424	19.104	0.176	0.958	1000000.0
57	316.13	33.665	86.532	22.194	0.179	0.955	1000000.0
58	284.665	30.839	72.26	19.153	1.597	0.959	1000000.0
59	282.816	31.017	71.233	19.412	1.6	0.958	1000000.0
60	283.592	30.905	71.626	19.207	4.448	0.958	1000000.0
61	281.448	30.911	70.396	19.189	0.176	0.959	1000000.0
62	283.489	30.922	71.565	19.26	1.599	0.958	1000000.0
63	285.297	30.972	72.464	19.242	0.176	0.958	1000000.0
64	284.35	30.98	72.082	19.295	1.598	0.958	1000000.0
65	284.015	30.833	71.73	19.127	0.176	0.958	1000000.0
66	285.694	30.916	71.84	19.18	3.024	0.958	1000000.0
67	284.641	31.032	72.383	19.382	0.177	0.957	1000000.0
68	284.943	31.021	72.387	19.294	0.177	0.958	1000000.0
69	283.348	30.921	71.589	19.229	1.597	0.958	1000000.0
70	282.66	30.962	70.751	19.441	1.602	0.958	1000000.0
71	284.945	31.079	72.454	19.341	0.176	0.958	1000000.0
72	281.904	30.865	71.514	19.184	4.454	0.958	1000000.0
73	282.654	30.941	70.679	19.189	0.176	0.959	1000000.0
74	284.447	31.023	72.558	19.33	3.029	0.958	1000000.0
75	286.382	31.006	74.118	19.328	0.179	0.958	1000000.0
76	284.774	31.1	72.179	19.416	3.024	0.958	1000000.0
77	283.622	30.993	71.667	19.395	0.177	0.958	1000000.0
78	285.152	30.989	72.624	19.346	0.179	0.958	1000000.0
79	285.521	30.96	72.878	19.282	1.597	0.959	1000000.0
80	284.419	30.928	72.587	19.202	3.021	0.958	1000000.0
81	281.67	30.872	70.976	19.311	1.602	0.959	1000000.0
82	285.466	31.099	71.162	19.452	0.179	0.958	1000000.0
83	283.077	30.877	71.553	19.119	0.177	0.958	1000000.0
84	282.316	30.883	72.244	19.172	1.601	0.958	1000000.0
85	283.892	30.889	72.817	19.209	3.024	0.958	1000000.0
86	281.701	30.982	70.969	19.233	0.176	0.958	1000000.0
87	286.104	31.066	72.527	19.352	3.027	0.957	1000000.0
88	281.504	30.857	70.905	19.187	1.599	0.958	1000000.0
89	282.52	30.873	71.129	19.13	0.176	0.958	1000000.0
90	283.781	30.822	71.069	19.119	3.027	0.958	1000000.0
91	284.472	31.074	72.765	19.366	3.021	0.958	1000000.0
92	283.512	31.035	71.11	19.323	0.177	0.958	1000000.0
93	283.456	30.98	71.428	19.349	0.176	0.957	1000000.0
94	283.728	30.912	71.314	19.18	0.176	0.959	1000000.0
95	283.662	30.954	71.919	19.281	4.449	0.958	1000000.0
96	283.529	31.015	71.567	19.289	0.176	0.958	1000000.0
97	283.122	30.889	72.175	19.193	0.177	0.958	1000000.0
98	281.615	30.813	70.968	19.155	0.174	0.959	1000000.0
99	284.884	30.925	72.899	19.237	0.183	0.958	1000000.0
100	284.609	30.925	71.912	19.267	0.177	0.958	1000000.0
