Samples	ID83A	ID83B	ID83C
SP135192	8.70E-02	6.03E-02	9.59E-02
SP135335	4.31E-01	1.61E+00	1.46E+00
SP135278	2.51E-01	5.55E-01	5.13E-01
SP135287	1.32E+02	1.34E+02	3.28E+00
SP135345	1.45E+00	7.22E+00	6.17E+00
SP85122	2.35E+02	2.38E+02	5.32E+00
SP84384	2.77E+01	3.06E+01	6.39E+00
SP135184	0.00E+00	2.11E-01	2.11E-01
SP135226	1.16E+00	4.18E+00	3.52E+00
SP135436	2.70E+00	9.20E+00	8.82E+00
SP135262	6.88E-01	3.45E+00	3.10E+00
SP135431	3.54E+00	9.36E+00	1.06E+01
SP135425	2.75E+00	1.48E+01	1.28E+01
SP135222	1.41E+00	3.77E+00	3.55E+00
SP135230	1.33E+00	4.03E+00	3.71E+00
SP135205	6.79E-01	1.14E+00	1.02E+00
SP135180	0.00E+00	1.73E-01	1.71E-01
SP135213	1.33E+00	4.56E+00	4.10E+00
SP135217	0.00E+00	0.00E+00	0.00E+00
SP135405	2.20E+00	1.02E+01	9.26E+00
SP135238	1.89E-01	2.03E-01	1.57E-01
SP135270	1.88E+00	8.96E+00	8.15E+00
SP135411	1.39E+00	4.05E+00	3.34E+00
SP135188	9.97E-01	4.96E+00	4.42E+00
SP135194	1.67E+00	5.39E+00	4.38E+00
SP135186	1.81E+00	8.91E+00	7.64E+00
SP135420	2.97E+00	1.47E+01	1.24E+01
SP135258	5.57E-01	7.00E-01	5.55E-01
SP135234	2.68E+00	1.38E+01	1.25E+01
SP135293	0.00E+00	1.06E-01	1.06E-01
SP135393	2.14E+00	1.10E+01	9.56E+00
SP135299	2.46E+00	1.52E+01	1.34E+01
SP135415	9.13E-01	4.87E+00	4.36E+00
SP135310	0.00E+00	3.38E-02	3.38E-02
SP135323	5.29E-01	4.43E+00	4.19E+00
SP135390	3.79E-01	1.10E+00	9.68E-01
SP135209	5.73E-01	1.95E+00	1.69E+00
SP135240	1.76E+00	7.48E+00	7.02E+00
SP135182	4.37E+00	1.69E+01	1.66E+01
SP85251	1.19E+00	6.84E+00	6.47E+00
SP84408	1.12E+00	6.29E+00	5.72E+00
SP84491	5.32E+00	3.54E+01	3.24E+01
SP84743	1.75E+01	9.87E+01	8.18E+01
SP83967	2.19E+00	9.66E+00	8.10E+00
SP105253	3.60E+00	2.03E+01	1.93E+01
SP84998	2.54E+00	8.97E+00	8.02E+00
SP84062	7.49E-01	4.85E+00	4.48E+00
SP84982	6.43E+00	9.91E+00	5.80E+00
SP84790	4.38E+00	2.67E+01	2.29E+01
SP105673	1.92E+00	1.39E+01	1.31E+01
SP85339	4.01E+00	6.26E+00	7.87E+00
SP84719	2.45E+00	6.71E+00	6.21E+00
SP105425	3.75E+00	8.26E+00	9.00E+00
SP84056	2.41E+00	1.13E+01	1.07E+01
SP105261	1.83E+00	8.09E+00	7.18E+00
SP85379	3.41E+00	1.77E+01	1.68E+01
SP105086	4.63E+00	2.64E+01	2.27E+01
SP84392	1.49E+02	1.53E+02	6.18E+00
SP105018	3.85E+00	2.79E+01	2.91E+01
SP84858	4.79E+00	2.38E+01	2.02E+01
SP84086	1.19E+00	3.08E+00	2.96E+00
SP105213	2.54E+00	1.11E+01	9.81E+00
SP105577	2.27E+00	1.03E+01	9.19E+00
SP85431	1.34E+00	1.01E+01	9.34E+00
SP84962	1.88E+00	9.80E+00	8.81E+00
SP105006	2.97E+00	1.52E+01	1.33E+01
SP84439	3.49E+01	3.41E+01	3.28E+01
SP105159	2.65E+00	1.37E+01	1.18E+01
SP85230	1.28E+00	1.18E+01	1.11E+01
SP84922	6.02E+00	3.12E+01	2.64E+01
SP85130	3.97E+00	1.86E+01	1.60E+01
SP104984	1.71E+00	8.57E+00	8.16E+00
SP85222	1.22E+00	4.54E+00	4.08E+00
SP105375	7.48E+00	5.62E+01	5.00E+01
SP85287	2.28E+00	9.12E+00	8.68E+00
CPCT02060042T	3.07E-01	3.88E+00	3.85E+00
CPCT02130027T	1.69E+00	1.09E+01	1.01E+01
CPCT02290024T	4.57E+00	1.55E+01	1.68E+01
CPCT02230080T	3.31E+00	1.10E+01	1.18E+01
CPCT02070282T	3.68E+00	2.22E+01	1.99E+01
CPCT02060201T	3.76E+00	8.39E+00	9.01E+00
CPCT02010752T	2.27E+00	1.22E+01	1.06E+01
CPCT02130046T	3.31E+00	1.82E+01	1.64E+01
CPCT02190033T	4.70E+00	1.28E+01	1.43E+01
WIDE01010213T	4.08E+00	2.34E+01	2.11E+01
CPCT02440010T	6.01E+00	4.14E+01	3.69E+01
WIDE01010272T	2.22E+00	7.16E+00	7.18E+00
DRUP01070085T	2.30E+02	1.65E+02	6.72E+01
CPCT02380045T	3.04E+00	1.35E+01	1.42E+01
CPCT02150013T	2.42E+00	1.31E+01	1.17E+01
CPCT02010769T	3.13E+00	1.91E+01	1.69E+01
CPCT02450014T	1.97E+03	8.51E+03	6.56E+03
CPCT02130122T	2.21E+00	7.62E+00	8.01E+00
CPCT02230107T	3.29E+00	1.36E+01	1.37E+01
DRUP01090017T	8.61E+00	6.11E+01	5.37E+01
CPCT02020781T	4.65E+00	2.73E+01	2.42E+01
CPCT02310016T	3.46E+00	1.88E+01	1.64E+01
CPCT02300050T	5.31E+00	3.24E+01	2.81E+01
CPCT02020808T	3.44E+00	9.82E+00	1.01E+01
CPCT02050414T	4.01E+00	1.51E+01	1.58E+01
CPCT02230042T	1.09E-01	4.21E+00	4.20E+00
CPCT02040170T	2.89E+00	2.04E+01	1.80E+01
CPCT02330059T	4.58E+00	3.21E+01	3.02E+01
CPCT02330063T	3.89E+00	2.67E+01	2.50E+01
CPCT02020512T	2.33E+00	6.48E+00	6.70E+00
CPCT02110031T	3.83E+00	2.27E+01	1.97E+01
CPCT02030347T	5.10E+01	4.71E+01	4.98E+01
CPCT02050179T	5.45E+00	1.63E+01	1.81E+01
CPCT02010591T	3.22E+00	1.87E+01	1.62E+01
CPCT02170007T	5.50E+00	3.10E+01	2.63E+01
CPCT02210025T	5.77E+00	4.04E+01	3.55E+01
CPCT02030376T	3.37E+00	1.68E+01	1.46E+01
CPCT02050110T	3.93E+00	2.69E+01	2.43E+01
CPCT02030318T	3.75E+00	1.76E+01	1.78E+01
CPCT02100056T	3.16E+00	1.33E+01	1.08E+01
CPCT02030326T	3.07E+00	1.64E+01	1.55E+01
CPCT02120007T	5.49E+00	3.13E+01	2.71E+01
WIDE01010573T	6.54E+00	4.29E+01	3.74E+01
WIDE01010693T	2.84E+00	1.32E+01	1.19E+01
