Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP18310	92250	31153	3524	0	7055	0	0	0	0	0	0	0	0	0	0	0	0	0
SP17172	33239	4882	1625	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0
SP96133	62904	9190	643	0	4640	0	11	0	0	0	0	0	0	0	0	0	0	0
SP110242	83437	22318	7799	4362	6579	0	0	0	0	0	0	0	0	0	0	0	0	0
SP114330	291	0	447	91	39	0	15	56	0	11	36	62	35	45	43	0	33	84
SP21017	78595	23286	5419	0	5079	0	0	0	0	0	0	0	0	0	0	0	0	0
SP22383	64432	10288	0	0	4568	0	0	0	0	0	0	0	0	0	0	0	0	0
SP81312	4361	0	4364	0	68	0	484	1825	0	0	340	0	94	0	0	0	53	0
SP22031	67	0	2116	0	0	563	131	569	0	15	0	13	0	11	9	0	0	0
SP96112	0	0	220	49	0	161	2	49	0	5	30	76	33	61	31	14	17	5
SP19215	57059	8893	0	0	6999	780	0	0	0	0	0	0	0	0	0	0	0	0
SP96120	538	0	535	168	4	0	148	70	0	10	58	106	92	140	64	13	19	50
SP16886	0	58	3637	0	0	474	583	2844	20	31	0	0	16	0	0	0	0	0
SP96124	579	68	475	190	0	48	9	0	0	7	0	63	27	99	10	18	18	26
SP19295	740	38	2011	0	0	258	86	1055	0	6	0	0	16	4	45	0	0	19
SP19670	350	0	429	85	23	0	10	0	0	0	6	72	12	82	41	0	14	26
SP17905	2862	0	0	0	0	0	481	20291	0	0	2032	0	0	0	0	0	0	0
SP16934	473	0	420	25	0	86	196	0	0	2	42	97	27	77	31	0	25	33
SP20993	613	42	714	117	0	0	121	0	0	0	38	125	33	92	21	0	57	31
SP19983	982	0	543	74	0	0	197	0	0	1	43	212	29	94	37	11	10	39
SP18121	67334	12959	14670	0	5042	0	25	0	0	0	0	0	0	0	0	0	0	0
SP96122	1134	0	644	216	0	0	42	0	0	2	6	167	31	153	37	8	11	23
SP119755	1201	0	485	116	0	0	95	1	0	7	103	140	63	78	47	23	23	29
SP96126	1153	0	1315	371	16	88	30	0	0	5	2	85	17	106	50	14	19	29
SP19606	202	0	210	45	15	30	109	0	19	0	97	53	91	14	19	38	21	37
SP96118	6648	0	422	0	2386	0	0	0	0	0	0	9	0	0	0	0	0	0
SP21528	344	0	516	84	23	0	34	0	0	0	27	101	15	57	35	8	37	21
SP21400	1340	0	5433	0	0	808	339	2461	0	14	98	0	0	0	0	0	0	58
SP23078	126	0	36	0	0	0	249	172	0	10	16	13	37	276	50	15	21	32
SP17430	71	0	180	25	1	32	15	0	0	0	66	76	64	28	5	39	0	24
SP96110	474	0	283	36	0	0	56	40	0	1	34	156	42	35	30	18	27	13
SP18946	6404	0	3434	0	47	0	222	6111	0	0	583	0	0	0	0	0	0	0
SP21057	1084	0	461	42	25	0	86	0	0	0	31	144	69	46	25	58	20	41
SP22750	346	0	462	41	14	0	44	0	0	0	21	138	29	40	47	4	21	19
SP19750	364	0	543	95	2	0	15	0	0	5	29	58	4	48	7	33	15	14
SP17016	690	30	313	54	0	1	11	0	0	0	32	152	50	114	15	14	4	32
SP16958	588	53	452	70	0	0	10	0	0	15	63	129	21	647	137	37	21	38
SP17329	225	0	226	2	13	0	27	67	0	4	83	73	29	41	13	6	19	35
SP96116	443	0	428	146	0	0	24	0	19	7	19	48	30	88	31	21	11	4
SP96129	643	33	457	14	0	48	21	0	0	1	23	222	28	87	63	20	30	17
SP21193	400	0	305	1	3	0	16	0	0	0	56	74	29	53	40	24	23	17
SP18787	748	0	884	237	0	0	16	0	0	0	7	96	35	78	73	18	23	44
SP96114	273	0	410	78	7	0	79	160	0	6	51	115	67	90	35	11	19	26
SP19582	76	0	108	0	9	0	31	78	0	3	122	31	31	29	3	26	19	16
SP17294	863	39	687	108	21	0	180	0	0	0	90	83	42	62	14	23	13	40
SP80367	0	0	201	0	3	52	400	167	0	11	59	24	22	41	24	21	28	40
SP82087	202	21	360	0	21	0	92	0	0	0	57	114	42	73	21	4	23	16
SP80615	0	0	6007	0	0	2114	1376	9677	0	75	25	0	0	0	35	0	0	30
SP80271	388	0	429	68	8	120	33	0	0	3	59	63	46	75	34	27	3	17
SP81172	216	0	71	90	0	99	166	176	0	8	239	0	114	0	6	49	12	57
SP81840	1037	0	685	185	17	0	15	0	0	0	73	15	12	195	83	0	23	24
SP80657	121	0	203	33	0	0	18	105	11	0	37	46	27	26	23	15	11	6
SP81494	101	0	288	6	48	95	63	0	0	3	287	32	57	63	3	33	46	60
SP81711	156	0	863	99	19	422	100	10	0	8	278	154	22	69	114	46	35	34
SP80423	226	21	245	6	0	141	31	0	0	4	128	128	69	41	14	36	13	44
SP80754	287	0	182	0	19	0	6	187	0	5	328	62	18	119	84	0	0	23
SP81440	59	0	119	27	9	0	21	60	1	0	23	24	27	60	17	2	4	24
SP80950	339	2	206	0	0	0	6	0	0	0	21	111	13	41	13	8	20	9
SP82103	213	0	733	141	11	74	4	0	0	3	59	69	31	62	0	33	17	28
SP81137	235	0	350	0	0	0	1065	183	33	4	41	0	0	592	99	0	0	52
DRUP01010006T	165	40	544	124	0	368	47	0	114	37	14	104	16	83	69	23	34	36
CPCT02020319T	527	131	309	214	0	0	121	0	132	22	0	83	38	156	61	0	1	16
CPCT02040021T	468	76	336	275	0	18	115	0	167	0	80	99	31	101	33	32	25	13
CPCT02110003T	0	49	465	161	0	214	22	0	39	34	21	64	6	44	26	19	29	3
CPCT02140012T	315	17	139	188	0	330	49	0	37	94	1099	74	38	41	34	71	11	58
CPCT02040027T	1141	100	415	140	0	0	103	0	130	58	0	106	64	119	46	22	9	32
CPCT02100013T	1053	0	357	122	2	0	51	52	102	78	487	108	95	0	493	113	37	62
CPCT02050048T	297	124	338	189	35	68	64	1	68	122	30	63	30	26	15	87	34	24
CPCT02060015T	710	103	389	192	0	105	148	0	91	70	6	152	27	78	0	38	21	42
CPCT02010397T	590	139	464	345	0	135	33	0	120	21	9	135	34	120	41	70	21	20
CPCT02040040T	582	8	470	216	12	0	149	0	169	48	41	41	54	90	0	60	20	51
CPCT02110008T	572	102	285	331	0	0	28	0	122	111	57	119	61	66	19	32	62	210
CPCT02050057T	609	90	746	404	0	136	43	0	78	68	22	124	67	86	0	57	6	37
CPCT02050061T	252	25	285	128	11	0	43	0	57	40	139	30	37	34	42	2	35	36
CPCT02110011T	560	38	345	167	0	0	41	0	36	17	24	73	31	83	24	0	15	19
CPCT02020383T	362	39	249	142	24	0	140	75	92	18	72	114	24	50	123	20	62	43
CPCT02010414T	627	133	282	54	0	120	350	0	47	92	51	107	77	0	21	24	5	171
CPCT02210001T	844	0	319	370	11	0	66	0	52	41	53	77	26	53	0	29	23	6
CPCT02210003T	188	52	733	280	0	546	70	0	58	65	0	208	47	54	31	105	72	33
CPCT02330007T	314	22	398	121	29	0	284	0	127	78	70	23	50	112	4	55	44	43
CPCT02050068T	239	0	62	0	20	20	10	26	19	20	280	58	56	58	44	34	0	36
CPCT02050075T	484	126	406	34	0	193	388	0	260	21	148	92	149	115	60	11	17	57
CPCT02040058T	672	86	274	273	0	0	194	0	142	61	50	114	31	163	38	67	21	42
CPCT02330009T	57	1	290	107	0	286	20	0	24	32	29	90	20	44	13	0	17	25
DRUP01010007T	2630	282	458	75	0	0	280	0	93	89	1	115	33	122	31	39	0	38
DRUP01070001T	68482	28047	2242	0	6411	0	0	0	0	0	0	0	0	0	0	0	0	0
CPCT02040021TII	753	107	436	349	0	0	117	0	172	22	70	94	32	114	40	50	6	38
CPCT02340048T	178	33	422	128	0	213	420	64	177	57	14	108	67	231	87	72	35	33
CPCT02330131T	62	110	149	116	8	63	59	54	102	21	44	108	190	37	39	49	53	25
CPCT02190027T	150	64	299	68	28	178	62	0	82	75	86	124	63	82	36	70	50	43
CPCT02050300T	444	86	385	164	0	105	111	0	70	89	10	204	26	34	51	70	32	27
DRUP01070063T	446	49	223	76	53	0	1363	0	350	81	212	1	114	55	0	793	47	287
CPCT02060160T	449	120	305	94	7	0	97	0	38	187	59	105	121	0	189	118	122	14
CPCT02030443T	497	26	43	0	6	0	320	333	164	8	358	60	10	164	99	38	15	92
CPCT02020651T	701	55	582	250	0	0	249	0	138	75	67	128	63	83	55	42	30	19
DRUP01090009T	330	84	251	141	0	127	103	0	31	97	15	99	46	42	56	81	37	18
CPCT02070273T	505	70	503	158	18	0	222	133	178	80	59	105	59	0	64	148	0	39
CPCT02210041T	727	64	195	95	0	0	160	0	104	65	22	33	19	155	95	22	0	39
CPCT02010750TII	470	153	464	114	0	47	186	0	234	0	38	115	26	54	49	80	59	25
CPCT02160059T	255	74	560	138	9	0	29	36	99	9	41	76	32	39	30	76	40	40
DRUP01340003T	182	0	43	34	7	0	2191	114	101	223	131	19	240	7	28	47	90	39
CPCT02080283T	497	28	329	211	14	18	298	80	85	46	159	94	90	244	48	85	14	77
DRUP01330002T	795	108	419	49	0	81	106	0	75	61	162	129	138	76	47	161	100	66
CPCT02330078T	301	46	720	346	0	121	83	0	147	5	39	79	336	31	27	34	125	30
CPCT02010730T	590	48	225	180	6	183	145	103	109	48	208	101	129	48	48	11	0	39
CPCT02050307T	366	41	117	162	0	0	34	84	77	70	213	41	22	266	67	41	10	33
DRUP01340004T	1387	128	577	466	0	0	143	0	111	89	11	91	405	89	9	42	146	36
CPCT02120078T	129	54	415	102	8	0	57	0	31	44	35	56	514	144	10	0	186	0
CPCT02100139T	644	52	353	131	0	0	71	0	45	57	21	52	48	76	50	4	0	28
CPCT02230077T	318	93	283	0	0	38	90	62	90	123	381	85	504	88	124	1	200	164
CPCT02230078T	459	19	325	178	0	0	244	0	106	67	80	46	51	105	0	33	23	24
CPCT02010735T	359	8	311	196	5	0	17	0	33	59	56	47	55	60	11	19	13	23
DRUP01010051TII	289	68	571	357	0	389	123	0	185	26	0	145	48	103	55	4	27	56
CPCT02440004T	1412	245	662	395	0	53	44	0	67	77	3	183	214	102	40	12	92	49
CPCT02220032T	431	139	135	323	0	344	203	0	235	70	591	75	386	325	61	93	36	49
CPCT02130031T	594	106	403	225	0	0	103	0	133	168	60	59	13	113	143	16	57	21
DRUP01020018T	265	34	351	323	0	354	69	0	127	101	139	46	249	104	37	101	54	72
CPCT02310005T	538	6	215	152	13	0	14	0	54	59	157	134	179	8	263	37	85	59
CPCT02250005T	21908	14632	0	0	621	0	9	0	81	254	0	0	266	0	0	0	0	84
CPCT02330080T	622	156	463	84	13	48	131	0	136	111	58	57	36	113	73	53	51	35
CPCT02100144T	885	128	437	126	0	0	453	0	22	92	32	87	124	61	0	26	59	60
CPCT02330085T	890	50	459	261	17	0	277	0	37	149	120	239	222	81	50	52	68	42
CPCT02010742T	348	109	271	208	0	71	56	0	68	59	13	61	9	72	45	0	65	35
DRUP01010123T	115686	61007	5455	9450	4438	0	5	0	0	749	0	0	0	0	0	0	0	0
DRUP01220007T	0	0	0	53	0	337	179	667	259	0	0	23	48	308	0	179	301	106
CPCT02300033T	0	11	153	19	0	167	357	37	186	97	7	25	5	207	61	66	47	33
DRUP01010059T	604	144	174	166	0	0	6	0	11	81	37	75	169	59	8	19	29	27
DRUP01010070T	433	63	412	89	10	0	168	0	84	94	13	32	0	5	28	32	0	245
CPCT02160038T	266	31	238	20	2	0	35	93	71	26	72	68	76	67	50	62	25	17
