InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_M	InsDel_N_alpha	InsDel_N_beta
52	0.0007797	0.0007797	0.0007797	0.0009012	0.0009012	0.0009012	0.0011936	0.0011936	0.000586	0.0011172	0.0011172	0.0011172	0.0006369	0.0044882	0.0002487	0.0005679	0.0053854	0.0003582	0.0004389	0.0010911	0.0006309	0.0094716	0.0022854	0.0032205	0.0032205	0.0003405	0.0020974	0.0020974	0.000401886756504818	0.0007957	0.0133877009985292	0.003046	0.0031518	0.0009551	0.0011248	0.0001562	0.0015334	0.0016321	0.0026591	6.64e-05	0.0004888	0.0004888
53	0.0033436	0.0033436	0.0033436	0.0023656	0.0023656	0.0023656	0.000446	0.000446	0.0007806	0.0002241	0.0002241	0.0002241	0.0004016	0.0092733	0.0001143	0.000291	0.003536	0.0004846	0.0009102	0.0005929	0.0005287	0.0017879	0.0014558	0.0017739	0.0017739	0.0009227	0.0020261	0.0020261	0.000621451840847101	0.001708	0.0574831844672245	0.0028226	0.0031142	0.0012387	0.0012312	0.0003189	0.0022496	0.007478	0.0055161	8.38e-05	0.0016667	0.0016667
54	0.0262346	0.0262346	0.0262346	0.0150979	0.0150979	0.0150979	0.0011859	0.0011859	0.0016533	0.0002552	0.0002552	0.0002552	0.002337	0.0259871	0.0010104	0.0008198	0.0077126	0.0006991	0.0247166	0.0046023	0.002052	0.0032113	0.0037753	0.0049254	0.0049254	0.000183	0.0048446	0.0048446	0.00148773885194054	0.0113862	0.274510694245696	0.0061547	0.0071644	0.0092748	0.0027216	0.0025571	0.0139779	0.003096	0.0247092	0.0016863	0.0127441	0.0127441
55	0.0028563	0.0028563	0.0028563	0.000725	0.000725	0.000725	0.001045	0.001045	0.0006222	0.0032752	0.0032752	0.0032752	0.0036107	0.0006884	0.0002366	0.0001956	0.0063392	3.5e-06	0.0041812	0.004838	0.0078217	0.0131312	0.0006113	0.0071719	0.0071719	0.0007558	0.0029655	0.0029655	0.00119339978317168	0.006549	0.00109983439546205	0.0262872	0.0020424	0.0026207	0.0008833	0.000112	0.0042645	8.2e-05	0.0032547	0.2200566	0.0002698	0.0002698
56	0.0025102	0.0025102	0.0025102	0.0006013	0.0006013	0.0006013	0.0003215	0.0003215	0.0002783	0.0051835	0.0051835	0.0051835	0.0005391	0.0002423	0.0013353	0.0027117	0.0406643	0.0001715	0.004584	0.0040576	0.0010456	0.0776516	0.0007562	0.0036397	0.0036397	0.0016029	0.0044454	0.0044454	0.00127506560920846	0.0014398	0.000956275222443513	0.0038519	0.0015294	0.0025084	0.0040526	0.0006284	0.000648	0.0003684	0.0043518	8.91e-05	0.0009783	0.0009783
57	0.0003432	0.0003432	0.0003432	0.0001461	0.0001461	0.0001461	0.0001405	0.0001405	0.0001437	0.0010811	0.0010811	0.0010811	0.000664	0.0004382	0.0001241	0.0004015	0.0063157	0.0001843	0.0006497	0.000555	0.0002525	0.0138547	0.0004193	0.0008031	0.0008031	0.0003023	0.0010839	0.0010839	0.000391349230564588	0.0002898	0.00198062221169582	0.002041	0.001168	0.0009593	0.0003106	3.86e-05	0.0003059	0.0001855	0.0013673	8.82e-05	0.0001681	0.0001681
58	6.38e-05	6.38e-05	6.38e-05	8.65e-05	8.65e-05	8.65e-05	1.4e-05	1.4e-05	5.43e-05	3.12e-05	3.12e-05	3.12e-05	4.91e-05	0.0002594	4.86e-05	8.59e-05	0.0009887	3e-06	4.06e-05	4.33e-05	0.0001504	0.0006651	0.000201	0.0002084	0.0002084	3.76e-05	0.0009298	0.0009298	6.37745053349471e-05	0.0005605	0.00228158308461469	0.0001818	2.52e-05	6.82e-05	0.0002907	9.13e-05	0.0003825	0.000276	0.000497	4.1e-05	2.93e-05	2.93e-05
59	0.0001867	0.0001867	0.0001867	8.35e-05	8.35e-05	8.35e-05	3.8e-05	3.8e-05	6.73e-05	7.7e-06	7.7e-06	7.7e-06	2.12e-05	0.0006613	0.0001493	8.57e-05	0.0006865	1.3e-06	0.0004188	1.94e-05	0.0003535	4.76e-05	0.0006878	2.97e-05	2.97e-05	8.07e-05	0.0004629	0.0004629	2.58444060382421e-05	0.0008879	0.00424927546350884	0.0001383	2.33e-05	0.0011141	0.0001909	0.0002079	0.0007003	0.0001526	0.0038241	5.24e-05	3.38e-05	3.38e-05
60	0.00114	0.00114	0.00114	0.0012046	0.0012046	0.0012046	4.87e-05	4.87e-05	0.0001191	3.56e-05	3.56e-05	3.56e-05	0.0001771	0.0046996	0.0001157	0.0001098	0.0024129	0.0001801	0.0004224	0.0002196	0.0006565	0.0007022	0.0003791	0.0001633	0.0001633	1.64e-05	0.0032263	0.0032263	0.00020022547808468	0.0024957	0.0310601584429317	0.0007593	0.0016044	0.0012958	0.0010757	7.81e-05	0.002289	0.0007124	0.0163646	0.002735	0.0008487	0.0008487
61	0.0046604	0.0046604	0.0046604	0.0015909	0.0015909	0.0015909	0.0040283	0.0040283	0.00023	0.0018949	0.0018949	0.0018949	0.0042691	0.000606	0.0009052	0.0002161	0.0046755	0.0001822	0.0038991	0.0205188	0.0125972	0.009433	0.0016215	0.0125138	0.0125138	0.0007524	0.0078904	0.0078904	0.000730622607223134	0.0065156	0.000999894393689146	0.0221043	0.0033419	0.0157108	0.0016598	8.66e-05	0.0088383	0.0001993	0.000968	0.0018137	0.0001446	0.0001446
62	0.0021708	0.0021708	0.0021708	0.0017354	0.0017354	0.0017354	0.0003769	0.0003769	0.001023	0.003469	0.003469	0.003469	0.0005405	0.0002816	0.0017206	0.0022503	0.0434636	0.0003575	0.0049043	0.0046631	0.0002866	0.1413451	0.0002901	0.0023051	0.0023051	0.0011718	0.0050922	0.0050922	0.00175101469258229	0.0016181	0.00101316648677086	0.0031869	0.0029932	0.0036161	0.0016854	0.0031987	0.0007212	0.0001335	0.0046085	0.0025875	0.0018077	0.0018077
63	0.0005249	0.0005249	0.0005249	0.0001458	0.0001458	0.0001458	7.24e-05	7.24e-05	4.73e-05	0.0003265	0.0003265	0.0003265	0.000427	0.000544	8.17e-05	0.0002058	0.0031276	2.6e-06	0.0006827	0.0003362	5.85e-05	0.0057362	0.0001911	0.0005382	0.0005382	0.0002849	0.0003515	0.0003515	0.000150983769188629	0.0011597	0.0015623801494818	0.0012219	0.0010485	0.0007827	0.000439	8e-05	0.0004159	0.0001879	1e-04	0.0001022	3.77e-05	3.77e-05
64	0.0002815	0.0002815	0.0002815	0.0001692	0.0001692	0.0001692	6.67e-05	6.67e-05	0.0001717	5.1e-06	5.1e-06	5.1e-06	5.14e-05	0.0010712	6.42e-05	0.0001098	0.0014505	1.8e-06	9.83e-05	6.63e-05	8.99e-05	0.0002895	0.0004727	0.0002583	0.0002583	4e-06	0.0008455	0.0008455	4.07392738660792e-05	0.0014765	0.00623529778184535	0.001298	0.0018598	0.0005356	0.0004209	6.68e-05	0.0006626	0.0002894	0.0007389	6.29e-05	4.42e-05	4.42e-05
65	0.0006271	0.0006271	0.0006271	0.0002714	0.0002714	0.0002714	4.9e-05	4.9e-05	0.0001815	1.64e-05	1.64e-05	1.64e-05	0.0001742	0.0021226	0.0002529	7.35e-05	0.0005572	1.4e-06	0.0007422	0.0001567	0.0002538	0.0001883	0.0002855	0.0004804	0.0004804	1.52e-05	0.0005355	0.0005355	0.000138248844474133	0.0015544	0.00854589693242379	0.0004119	0.0004992	0.0007284	0.0004449	8e-05	0.0010158	0.0002066	0.0006635	0.0001057	0.0003058	0.0003058
66	0.0012759	0.0012759	0.0012759	0.0005318	0.0005318	0.0005318	2.37e-05	2.37e-05	0.0003079	0.0001298	0.0001298	0.0001298	0.0001359	0.0014171	0.0002344	0.000289	0.0017046	2.3e-06	0.0009687	8.18e-05	0.0005603	0.0001055	0.0006277	0.0003768	0.0003768	2.49e-05	0.003933	0.003933	0.000326788156350217	0.000664	0.0145672059814015	0.0013225	0.0022786	0.0020551	0.0005439	0.0001571	0.001559	0.0004678	0.0042607	0.0001065	0.0011033	0.0011033
67	0.016893	0.016893	0.016893	0.0040868	0.0040868	0.0040868	0.0069292	0.0069292	0.0002464	0.0033712	0.0033712	0.0033712	0.0191172	0.0098951	0.0010846	0.0002103	0.0160112	0.000729	0.0028689	0.0405209	0.0179382	0.0069183	0.0029846	0.3295839	0.3295839	0.0023441	0.0060369	0.0060369	0.00421788197676296	0.0168831	0.00196065702869324	0.0548296	0.0087959	0.0283008	0.0057002	0.0084558	0.0271189	0.0002891	0.007514	9.26e-05	0.0008881	0.0008881
68	0.0078495	0.0078495	0.0078495	0.0019031	0.0019031	0.0019031	0.0015304	0.0015304	0.0027193	0.0099884	0.0099884	0.0099884	0.0065591	0.0007882	0.0130099	0.0094223	0.2137913	0.0012243	0.0075532	0.0184004	0.0088054	0.005168	0.0010119	0.0122554	0.0122554	0.0014599	0.0086633	0.0086633	0.00409148160636143	0.0126495	0.00261486853953774	0.0046357	0.016841	0.0162241	0.0150733	0.0002333	0.0025723	0.0001923	0.0057653	0.0165648	0.004181	0.004181
69	0.0005756	0.0005756	0.0005756	0.0003669	0.0003669	0.0003669	0.0001008	0.0001008	0.0001371	0.0002288	0.0002288	0.0002288	0.0004792	0.000277	0.000174	0.0003705	0.0026121	0.0003725	0.0033862	0.0003106	0.0002537	0.0005159	0.0003283	0.0012563	0.0012563	0.0002638	0.00111	0.00111	0.000372896074948877	0.0025818	0.00124019913920018	0.0005067	0.0014789	0.0016324	0.0017284	7.9e-05	0.0007886	4.94e-05	0.0014561	8.99e-05	9.14e-05	9.14e-05
70	0.0002357	0.0002357	0.0002357	0.0001976	0.0001976	0.0001976	1.45e-05	1.45e-05	0.0001384	3.02e-05	3.02e-05	3.02e-05	5.68e-05	0.0001681	0.0001844	9.46e-05	0.0003798	3.4e-06	0.0017053	0.0001584	0.0002234	8.23e-05	0.000127	0.0005632	0.0005632	1.49e-05	0.0005014	0.0005014	0.000238904690599885	0.0001541	0.000740841390615687	0.0010685	0.0010677	0.0004474	0.0014173	7.43e-05	0.0004208	6.79e-05	0.0020882	7.16e-05	0.0002092	0.0002092
71	0.0001526	0.0001526	0.0001526	4.89e-05	4.89e-05	4.89e-05	3.03e-05	3.03e-05	2.91e-05	1.56e-05	1.56e-05	1.56e-05	1e-06	0.000341	6.4e-05	0.0001802	0.0002915	4.2e-06	0.0001059	3.28e-05	2.64e-05	9.37e-05	0.0001582	4.81e-05	4.81e-05	2.32e-05	0.0001979	0.0001979	7.50861149342937e-05	0.0009318	0.00104016701997435	0.0002831	0.0018078	0.0008743	0.0006961	4.89e-05	0.0001717	8.5e-06	0.0007023	0.0001406	9.31e-05	9.31e-05
72	0.0002148	0.0002148	0.0002148	9.2e-05	9.2e-05	9.2e-05	1.41e-05	1.41e-05	0.0001234	1.65e-05	1.65e-05	1.65e-05	6.73e-05	0.0001964	7.31e-05	0.0001084	0.0004686	1.8e-06	0.0004738	3.92e-05	2.82e-05	0.0001522	7.81e-05	4.31e-05	4.31e-05	1.71e-05	0.0005183	0.0005183	2.11374779820019e-05	0.0001206	0.000680679639167917	5e-04	0.0001179	0.0006129	0.0004445	0.000159	6.04e-05	3.3e-06	0.0014322	6.29e-05	0.0001105	0.0001105
73	0.0084638	0.0084638	0.0084638	0.0071416	0.0071416	0.0071416	0.0095876	0.0095876	0.0915313	0.0227423	0.0227423	0.0227423	0.0052624	0.0106644	0.0070735	0.0129466	0.0061461	0.0002964	0.0113151	0.0075265	0.0036632	0.0172459	0.0077992	0.010452	0.010452	0.0463874	0.0534992	0.0534992	0.0226115080620439	0.0081333	0.00357426213342165	0.0118933	0.2463603	0.0113002	0.0141292	0.0103289	0.0156652	0.0015876	0.0052213	0.011148	0.0054196	0.0054196
74	0.0020039	0.0020039	0.0020039	0.0009404	0.0009404	0.0009404	0.0003586	0.0003586	0.0054532	0.0099654	0.0099654	0.0099654	0.0036715	0.0023932	0.0042842	0.0042837	0.0039303	0.0001724	0.0052797	0.0023555	0.0005339	0.0137627	0.0034476	0.0032486	0.0032486	0.0029808	0.0046828	0.0046828	0.017897713134634	0.0034507	0.000171092111102098	0.0011666	0.0028576	0.0018994	0.0067794	0.0001251	0.0027934	0.0003298	0.0052265	0.0025281	0.000248	0.000248
75	0.0037918	0.0037918	0.0037918	0.0040958	0.0040958	0.0040958	0.0006866	0.0006866	0.0622804	0.0077723	0.0077723	0.0077723	0.0045615	0.0088133	0.0030753	0.0052595	0.0106771	0.0003276	0.0064415	0.0018668	0.0012596	0.0067019	0.005261	0.0037817	0.0037817	0.0019156	0.0089162	0.0089162	0.0112043740421183	0.0034607	0.00182599662295585	0.0072982	0.0072457	0.0023647	0.0050103	0.0072459	0.0074502	0.000777	0.00258	0.0022198	0.0036539	0.0036539
76	0.0026373	0.0026373	0.0026373	0.001287	0.001287	0.001287	0.0004651	0.0004651	0.0196212	0.0069977	0.0069977	0.0069977	0.003877	0.003262	0.0052682	0.0032786	0.0022446	3e-06	0.0045996	0.0020714	0.0007605	0.0205982	0.0042483	0.0033807	0.0033807	0.0039428	0.0019875	0.0019875	0.0145480284076717	0.0036499	0.000463040129979806	0.0049429	0.0021244	0.0035453	0.0029902	0.0001251	0.0104793	0.000328	0.0029241	0.0048046	0.0003026	0.0003026
77	0.0023445	0.0023445	0.0023445	0.002663	0.002663	0.002663	0.0006724	0.0006724	0.0391209	0.0054487	0.0054487	0.0054487	0.0045816	0.0023873	0.0030357	0.0054273	0.002808	3e-06	0.0061392	0.0011467	0.0008586	0.0143116	0.0034353	0.0033782	0.0033782	0.0022592	0.0041685	0.0041685	0.00760755686437288	0.0017203	0.000607169736798422	0.0014219	0.013076	0.0025146	0.0041858	0.0001853	0.0012626	0.0005553	0.0044772	0.0001039	0.000802	0.000802
78	0.0040308	0.0040308	0.0040308	0.0035175	0.0035175	0.0035175	0.0007239	0.0007239	0.0597128	0.0045474	0.0045474	0.0045474	0.0046149	0.0041201	0.0016982	0.0068532	0.0053587	0.0007114	0.0022129	0.0009281	0.0014311	0.0036137	0.0018699	0.0060518	0.0060518	0.0029781	0.0045891	0.0045891	0.00531736793277538	0.0050353	0.00108671441806036	0.0042508	0.016094	0.0023071	0.0010118	0.0002126	0.0024592	0.0006893	0.0028487	0.0022879	0.002329	0.002329
79	0.0115275	0.0115275	0.0115275	0.0035398	0.0035398	0.0035398	0.0042312	0.0042312	0.0052106	0.041828	0.041828	0.041828	0.1020548	0.0025795	0.2485778	0.0178645	0.0330574	0.0004457	0.0166638	0.0319126	0.0051939	0.0503482	0.0136149	0.0538247	0.0538247	0.0072598	0.0043375	0.0043375	0.119681811163989	0.0103018	0.00164516910833249	0.0093562	0.0112464	0.0053915	0.0962851	0.0068734	0.0203775	0.0003813	0.0128584	0.0078549	0.0030937	0.0030937
80	0.0078775	0.0078775	0.0078775	0.0041336	0.0041336	0.0041336	0.0025003	0.0025003	0.0048216	0.0245618	0.0245618	0.0245618	0.1859972	0.0015121	0.1520236	0.0195054	0.0213801	0.0004643	0.0072619	0.0183045	0.0032549	0.0491221	0.0074231	0.0202735	0.0202735	0.0080759	0.009439	0.009439	0.0724140405691253	0.0085046	0.00138984293941951	0.0062081	0.0053364	0.0129425	0.0636655	0.0032006	0.002583	0.0002667	0.00792	0.0042204	0.0037595	0.0037595
81	0.0050207	0.0050207	0.0050207	0.0033257	0.0033257	0.0033257	0.0018208	0.0018208	0.0081204	0.0123461	0.0123461	0.0123461	0.1514511	0.0013665	0.0751689	0.0115345	0.0135554	0.000872	0.0083251	0.0086612	0.0030864	0.0302411	0.0054801	0.0063958	0.0063958	0.0026504	0.0017399	0.0017399	0.0363485714698083	0.0098169	0.00102834002585282	0.0071937	0.0083046	0.0114574	0.0420699	0.0002004	0.0047277	0.0004482	0.0122486	0.0021814	0.0018301	0.0018301
82	0.0033566	0.0033566	0.0033566	0.0025488	0.0025488	0.0025488	0.0013098	0.0013098	0.0069433	0.0056076	0.0056076	0.0056076	0.083601	0.0004982	0.0301156	0.0083884	0.0068822	0.0001602	0.0012367	0.0035672	0.0016875	0.0114468	0.0019617	0.0051468	0.0051468	0.0008977	0.0026692	0.0026692	0.0146319041177031	0.0047107	0.000565452011553034	0.0032224	0.0098406	0.0043215	0.0336422	0.0002465	0.0014046	0.00016	0.0107739	0.0001127	0.0015054	0.0015054
83	0.006047	0.006047	0.006047	0.0034095	0.0034095	0.0034095	0.0012958	0.0012958	0.0019874	0.003624	0.003624	0.003624	0.0719424	0.00095	0.0220391	0.0055392	0.0085803	0.000705	0.005421	0.0107902	0.0028456	0.0107752	0.003799	0.0075673	0.0075673	0.0010613	0.0070338	0.0070338	0.0110046354876256	0.0042384	0.00119802506691474	0.0063746	0.0068446	0.003297	0.2066967	0.0040021	0.0046786	3e-04	0.0147227	0.0108676	0.0025395	0.0025395
84	0.00110875061804255	0.0022592	0.0006907	0.00227179223323166	0.0004687	0.0013872	0.0392327	0.0619078	0.0043195	0.02343	0.0374401	0.0211866	0.0104569	0.0013128	0.0101107	0.0421575	0.0092332	0.0013709	0.0235885	0.016599	0.0074254	0.0053101	0.000915	0.0221582	0.011018	0.0180898	0.0747299	0.1957455	0.026659	0.003144	0.000725731093022751	0.0071678	0.0018514	0.0182755	0.005376	0.0775875	0.0078042	0.0041501	0.0004526	0.1154558	0.0001668	0.00314507145546422
85	0.000966162570053837	0.007278	0.0012461	0.00205378746574029	0.0002634	0.0009919	0.0274636	0.0337068	0.0029125	0.030137	0.021795	0.0368375	0.0248867	0.000662	0.0118259	0.1270196	0.0135042	0.0003856	0.0142022	0.0278206	0.014623	0.0038243	0.0021625	0.0240967	0.0131749	0.0127826	0.1529267	0.1837771	0.0249119	0.0150523	0.000955332414941337	0.0166506	0.0005078	0.0396065	0.0083796	0.0733348	0.006767	0.0206002	0.0004234	0.0176763	0.0003777	0.00930687878971905
86	0.0013762408081006	0.0067505	0.0009255	0.000655699007716557	0.0004317	0.000538	0.0610039	0.0941493	0.0048819	0.01728	0.0614676	0.0135591	0.0051866	0.0002711	0.0067327	0.0181238	0.0059131	6e-06	0.0105105	0.008448	0.0074821	0.0028559	0.0004334	0.013145	0.008553	0.0669594	0.0716152	0.0319446	0.0195581	0.0026888	0.000351874333217836	0.0031015	0.0005367	0.015709	0.0083855	0.0001345	0.0017453	0.0131642	0.0002256	0.0078581	0.0003746	0.00115811398160132
87	0.000490421410560543	0.0017477	0.0009044	0.000595468903789448	0.0002599	0.0003424	0.0278454	0.053253	0.005522	0.0233413	0.0275498	0.0202642	0.0111723	0.0002848	0.0149287	0.0492311	0.0028446	0.0005869	0.0142996	0.0194826	0.0055422	0.002128	0.0012888	0.0166451	0.0063289	0.0422938	0.0707528	0.0438491	0.0229678	0.0011433	0.0003492267128199	0.0047744	0.001333	0.0147283	0.0093422	0.0001091	0.0016138	0.0051598	0.00038	0.0063622	0.0001904	0.00242441116941387
88	0.000461501665072239	0.0013116	0.0011643	0.000264235803118491	0.0006623	0.0008598	0.0524062	0.0924542	0.0032219	0.0135197	0.0385238	0.0093348	0.0044446	0.0003343	0.0053779	0.0121368	0.0074419	0.0003951	0.0039036	0.004315	0.0023879	0.0009243	0.0006324	0.0086184	0.0042307	0.0330065	0.0318776	0.0091726	0.0134594	0.0013903	0.000121208380807912	0.0037629	0.0006268	0.010338	0.0024783	0.0034108	0.0011606	0.0052943	0.000136	0.0047959	0.0003764	0.000985301786195804
89	0.00055608433200707	0.0011886	0.0007133	0.00051024312073407	0.0005764	0.0006113	0.0197287	0.038544	0.0017729	0.0150504	0.0160208	0.0073344	0.0024526	0.0003222	0.0053784	0.0124651	0.0022143	5.1e-06	0.0043318	0.0050314	0.0018935	0.002113	0.0006719	0.0080097	0.0011254	0.0192412	0.0207676	0.0106795	0.0112301	0.0017067	0.000235877458223331	0.0009348	0.0002664	0.0051838	0.0024791	0.0001148	0.0008318	0.0028878	0.0002521	0.0016421	0.0002324	0.000697672817931152
90	0.00238634703397621	0.0014707	0.0033374	0.00104661304380184	0.0123966	0.0087111	0.0520167	0.0530994	0.0053571	0.010099	0.0277712	0.0072335	0.0037654	0.0050024	0.0043928	0.0143054	0.0034472	5.7e-06	0.0037418	0.004627	0.0035839	0.0005301	0.0004596	0.0087873	0.0029287	0.0184887	0.0120433	0.0129967	0.0089866	0.0003589	0.000272433759139409	0.001746	0.001301	0.0106657	0.0075287	0.0001138	0.0098292	0.0050693	0.0003027	0.0031803	0.0043992	0.00313160766799569
91	0.000767139124661905	0.0008075	0.0018811	0.00126344507485949	0.011167	0.0048956	0.027163	0.0277297	0.0015361	0.0096252	0.0151633	0.0068077	0.0030216	0.0059379	0.0036691	0.0107867	0.0039757	6e-06	0.0024087	0.0040041	0.0019248	0.0010364	0.0006465	0.0048652	0.0013774	0.0245182	0.0082152	0.0039362	0.0068745	0.0003216	0.000251220896914984	0.0044822	0.0011908	0.0062765	0.0023963	0.0001148	0.0100761	0.0033691	0.0006183	7.13e-05	0.0031899	0.00151761419719516
92	0.000548582741167415	0.0008641	0.0004429	0.000512208400015747	0.0027755	0.0029884	0.0381502	0.0506276	0.0039134	0.0094363	0.0208234	0.0104979	0.0022613	0.001358	0.0051231	0.013592	0.0024821	0.0001965	0.0100075	0.0093365	0.0022397	0.0021025	0.000461	0.011846	0.0021371	0.0166468	0.0139706	0.0154639	0.0098148	0.0013599	0.000237946908504248	0.0016825	0.0006139	0.007275	0.008507	0.0001656	0.0085588	0.0026221	0.0003794	0.0015228	0.0009392	0.000398848608547649
93	0.00199021481624697	0.0017518	0.001957	0.0141639928727839	0.0242917	0.0217935	0.0204652	0.0197297	0.0040232	0.0018656	0.0078411	0.0045166	0.0022249	0.0327106	0.0025813	0.0070554	0.0021751	0.0003535	0.0084464	0.0024116	0.0018556	7e-06	0.0010779	0.007438	0.0016226	0.0061329	0.0022289	0.0105444	0.0020618	0.0061621	0.00555110699062338	0.0050902	0.001811	0.0073117	0.00217	0.0001308	0.0758889	0.0027696	0.003465	0.0015382	0.0221924	0.00760907084227778
94	0.00324898415930105	0.0149199	0.0042705	0.00477802772013754	0.0048921	0.0028558	0.0269216	0.0183897	0.0057776	0.0571304	0.0291098	0.0193898	0.0102823	0.0031747	0.0162854	0.041545	0.0193741	0.0007696	0.0176989	0.2084119	0.0079357	0.0078309	0.2916127	0.0217948	0.0115932	0.1283845	0.0066179	0.0112607	0.0288573	0.2383743	0.00149362075602649	0.008098	0.0032089	0.0049014	0.0333722	0.0600414	0.0081377	0.0760391	0.00059	0.0296121	0.0157557	0.00773236247353304
95	0.00171289269822979	0.0111925	0.0024882	0.00147222999027003	0.0048162	0.0030958	0.0129022	0.0044886	0.0032559	0.0447364	0.0231208	0.0133371	0.0043411	0.0011916	0.009032	0.0190161	0.0112477	0.0003826	0.0101393	0.0073536	0.0045936	0.0036354	0.1875062	0.0082681	0.0053039	0.0100592	0.0040675	0.0041601	0.0220798	0.0013514	0.000513335316310631	0.0036268	0.0009704	0.0065992	0.0146472	0.0141588	0.0011915	0.0605187	0.0002826	0.0062205	0.0053165	0.00322934713296243
96	0.00133959691148595	0.0046583	0.001199	0.00117589840857157	0.0045412	0.0011848	0.0120939	0.0119301	0.0012917	0.0406007	0.0199744	0.0109972	0.0054213	0.001025	0.0116465	0.0248355	0.0057284	0.0001938	0.0147461	0.0082762	0.0040652	0.0015264	0.0955516	0.0086364	0.0042641	0.0397992	0.0040861	0.0042112	0.0222741	0.0058749	0.000186473818569077	0.0024231	0.0019509	0.001125	0.0080191	0.0321207	0.0014655	0.0356679	0.0003222	0.0064868	0.0040985	0.00259651517568545
97	0.000657187797145598	0.0005431	0.0020022	0.00189314401143761	0.0052334	0.0012473	0.0249591	0.0248655	0.0048595	0.0259657	0.0213919	0.0164444	0.006807	0.0014333	0.0100119	0.0337981	0.0123024	0.0005863	0.0176201	0.0499823	0.0080756	0.0049584	0.0019253	0.0126691	0.0064259	0.07451	0.0091443	0.0063486	0.0202656	0.0625142	0.000568440909532729	0.0032204	0.0003515	0.0083849	0.0098202	0.028233	0.0018414	0.0094135	0.0004794	0.006223	0.0026346	0.00375007216505803
98	0.000928590247929508	0.0009416	0.0012886	0.00225634363747945	0.0069865	0.0027801	0.0156319	0.01309	0.0031645	0.0290427	0.0192125	0.0107626	0.0056998	0.002061	0.0096574	0.0276176	0.0087289	0.0001925	0.0167192	0.0072923	0.008969	0.0023818	0.0026825	0.0143224	0.0078762	0.0089602	0.0120688	0.0081426	0.02358	0.0111379	0.000415819948160151	0.0105238	0.0011844	0.0064231	0.0066708	0.0140723	0.0022837	0.0084043	0.0004298	0.0147981	0.0019421	0.00281757085367904
99	0.0010802028973472	0.0004512	0.0010536	0.00112138823202443	0.0054069	0.0009423	0.0187747	0.0251981	0.0053306	0.0275561	0.0238651	0.0162581	0.0078721	0.0009802	0.0101782	0.0371697	0.0068877	0.0005841	0.0189093	0.0068554	0.005023	0.0033242	0.0010214	0.014405	0.0060225	0.0255707	0.0164447	0.0041782	0.0230751	0.0023408	0.000602433325033336	0.0024031	0.0008001	0.0048626	0.0042215	0.00325	0.0018871	0.0036474	0.0001853	0.0029303	0.0013588	0.00309076095753539
100	0.00140514200689835	0.0028803	0.0007434	0.00169718353638296	0.0049967	0.0071811	0.008344	0.0078452	0.002586	0.0193391	0.012788	0.0066089	0.0054304	0.0014117	0.0076346	0.0239504	0.009471	0.0001937	0.0114352	0.1004725	0.0085055	0.0039318	0.0040003	0.007706	0.0053631	0.0690808	0.0052361	0.0038423	0.0147305	0.0705587	0.00020556539457106	0.0046507	0.0003444	0.0028951	0.0061735	0.0105128	0.0012844	0.0157368	0.0002542	0.0101121	0.0113534	0.00312883226892702
101	0.000742856051813004	0.00216	0.0008723	0.0012457052295373	0.0046311	0.0090192	0.0067571	0.0037932	0.0017058	0.0203585	0.0100652	0.0061359	0.0046077	0.0008567	0.0071391	0.0182118	0.0062823	4.5e-06	0.011536	0.0054979	0.0047363	0.000759	0.0023118	0.0052222	0.0040759	0.0072906	0.0039886	0.0048026	0.0149317	0.0068314	0.000253984151336323	0.001185	0.0002809	0.0057664	0.0083226	0.0143394	0.0008749	0.0097203	0.0001979	0.001592	0.0073862	0.00229365955576103
102	0.000915358820689349	0.0026897	0.0011036	0.00190085254672724	0.0040768	0.006034	0.009587	0.0098549	0.0016063	0.0185749	0.011533	0.0105548	0.0068231	0.0013672	0.007272	0.0275491	0.0048553	0.0001936	0.0088832	0.0061835	0.0065498	0.001816	0.0020216	0.0097719	0.0074686	0.0280243	0.0057416	0.0034867	0.0161854	0.0063329	0.000310313870254455	0.0037943	0.0003779	0.0042534	0.0100185	0.0034024	0.0018302	0.0063189	0.0001846	0.0066183	0.004908	0.00266377558500051
103	0.00413763792755103	0.0319011	0.003774	0.055660950023369	0.1241003	0.0242178	0.0130368	0.0047216	0.016125	0.01525	0.0082104	0.014021	0.0056968	0.0491375	0.0067477	0.0243383	0.0074524	0.0018519	0.0073828	0.019157	0.0058178	0.0009995	0.0470256	0.0041647	0.0029209	0.0053108	0.006988	0.0043074	0.005696	0.0287527	0.00751234774991482	0.002537	0.0049224	0.003144	0.0053287	0.0031559	0.0237297	0.1461775	0.0085559	0.0048028	0.1355546	0.0427950534826775
