InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_M	InsDel_N_alpha	InsDel_N_beta
104	0.00334953776961364	0.0224492	0.0039825	0.0314969352216749	0.0498111	0.0440934	0.0059763	0.002511	0.0093575	0.0097986	0.0051051	0.0105975	0.0025213	0.0217278	0.0034664	0.0138603	0.0052868	0.0013231	0.0053972	0.0035822	0.0023282	0.0003796	0.0390089	0.0021724	0.0015635	0.0017626	0.0019878	0.008153	0.0037	0.0154986	0.00388304632922205	0.0037774	0.0031692	0.0036193	0.0010415	0.0033525	0.0170981	0.0638948	0.0089843	7.13e-05	0.0362636	0.0281162112850559
105	0.00200938663937455	0.0117933	0.0022326	0.0250998118185505	0.0812303	0.0160574	0.0060432	0.0037316	0.0039667	0.0111868	0.0054031	0.0053317	0.0045173	0.0302003	0.0033212	0.018145	0.0056003	0.0011165	0.002385	0.0020423	0.0042579	0.0003702	0.0563119	0.0029642	0.0037393	0.0038488	0.0023881	0.0017992	0.0041272	0.0179569	0.00243844642435855	0.00244	0.002464	0.0047255	0.003537	0.0139142	0.0160112	0.0622282	0.0084959	0.0113971	0.0581112	0.0216900738197624
106	0.00215018329525176	0.0177411	0.0017381	0.0220921993505509	0.0685898	0.0120845	0.0113551	0.0059581	0.0067011	0.0060723	0.0058316	0.0080016	0.0015516	0.0258118	0.0025329	0.013739	0.0043067	0.0011271	0.0026295	0.0067613	0.0056858	0.000395	0.0009924	0.0020338	0.0009566	0.0021332	0.0023551	0.0031467	0.002263	0.0159229	0.00266245345197246	0.0054814	0.0010862	0.0075947	0.003986	0.0002088	0.0127659	0.0250993	0.0026805	0.0034755	0.0319866	0.0167433539902934
107	0.00105382404846529	0.0054371	0.0039569	0.017451914568582	0.0553711	0.0606355	0.0079909	0.0050152	0.0053384	0.0061537	0.0061868	0.0046484	0.0011814	0.0232145	0.0017757	0.0130807	0.0014465	0.000354	0.0080028	0.0024893	0.0018212	3.9e-06	0.0016548	0.0028651	0.0013815	0.0012924	0.0034339	0.002815	0.0029659	0.0160998	0.00204486409511299	0.0012448	0.0014116	0.0048104	0.0031911	0.0001251	0.0104499	0.0147866	0.0055574	0.003291	0.0195521	0.0158116779241036
108	0.000520998357399259	0.0028171	0.0012211	0.0148975168139541	0.0644722	0.0105721	0.0058172	0.0051687	0.0028978	0.0055122	0.0049351	0.0061882	0.0016163	0.0219294	0.0011126	0.0138093	0.0014923	5.1e-06	0.0035047	0.0011164	0.0029012	0.0004104	0.0003457	0.0017789	0.0026654	0.0024769	0.0016381	0.0009042	0.0021335	0.0089175	0.00139405188711556	0.0006462	0.000494	0.0043022	0.0038135	0.003535	0.0067998	0.0149697	0.001978	0.0016013	0.0203859	0.0129092952761935
109	0.000585023715167729	0.0045374	0.0008093	0.0124129302938162	0.0506676	0.0528167	0.0041229	0.0019373	0.0047877	0.0050874	0.004699	0.0045298	0.0013152	0.0190052	0.002784	0.0138746	0.0042534	0.000552	0.0043	0.0051212	0.0026368	0.0001833	0.0014079	0.0030217	0.001169	0.0006665	0.0013281	0.0023537	0.0024573	0.0034985	0.0010124715720233	0.0009115	0.0029279	0.0029851	0.0020308	0.0001458	0.0087735	0.0175007	0.00297	0.0017394	0.0418555	0.0089201525062474
110	0.000507210529442371	0.0032765	0.0005981	0.0111590316718293	0.0335749	0.0427716	0.006256	0.0017037	0.0044073	0.0040713	0.0043684	0.003715	0.0019549	0.0136716	0.0011274	0.009929	0.0028069	0.0003677	0.00462	0.0018402	0.0013406	0.00019	0.0008217	0.0026343	0.0014392	0.0016058	0.001084	0.0024221	0.0019431	0.0128992	0.00176668452122444	0.0016713	0.0003448	0.0031825	0.002099	0.0001044	0.0068038	0.0105777	0.0053625	4.93e-05	0.0166604	0.00948287373926532
111	0.000442265474018603	0.0027137	0.0018855	0.0095049222402543	0.0375341	0.036766	0.0049681	0.0025715	0.0021838	0.004867	0.0036975	0.0044469	0.0021228	0.0151301	0.002692	0.0169637	0.0013285	0.0007587	0.0059065	0.0013887	0.003166	0.0008564	0.0008757	0.0023042	0.0013598	0.0014584	0.0011222	0.0040235	0.0018625	0.0051134	0.00115692637891549	0.0015193	0.0019795	0.0019694	0.0015988	0.0001693	0.0045461	0.0090514	0.0041456	0.0015435	0.0265998	0.00822227718134076
112	0.00231283558947842	0.0170986	0.0014753	0.111750108992926	0.0189192	0.0406995	0.005482	0.0008559	0.0259748	0.0008798	0.0002528	0.0022127	0.0017351	0.0926209	0.0040043	0.0056341	0.0029237	0.0010837	0.001741	0.0038411	0.0112908	0.0004101	0.0073188	0.0014313	0.0024638	0.0001498	0.0064403	0.002971	0.0003417	0.001335	0.0189684417165785	0.0072178	0.0025521	0.008413	0.0044298	0.0032669	0.0402521	0.0139343	0.0158331	0.0064807	0.0528473	0.0606623996144829
113	0.00226459564733807	0.0066822	0.0025738	0.0751669736144554	0.00444	0.092471	0.0034531	0.000555	0.0092427	0.0011573	0.0002715	0.002415	0.0010659	0.0564776	0.0020307	0.0066983	0.0025592	0.0012987	0.0004764	0.0012467	0.0021521	0.0006325	0.0039171	0.0016127	0.0011266	0.0025515	0.0067294	0.0045928	0.0006136	0.0030133	0.0134251300540845	0.0041245	0.0017198	0.0084773	0.0014648	0.003298	0.0278653	0.0123795	0.0254956	0.0122131	0.0166992	0.0468118086054836
114	0.00139280082080496	0.0029764	0.0022232	0.0500574135819254	0.0087684	0.0229007	0.0013107	0.0003389	0.0037131	0.0007578	0.0002326	0.0011254	0.0006438	0.0545882	0.0008347	0.0019983	0.001361	0.0007426	0.0009278	0.0004096	0.0028044	0.0002069	0.0022918	0.000405	0.0023448	0.0006618	0.0036626	0.0021305	0.0002644	0.0049502	0.0100655350245309	0.003864	0.0017889	0.0035021	0.0010188	7.81e-05	0.0277502	0.0094647	0.0084669	0.0979925	0.0190537	0.0248967319775464
115	0.00263209832073714	0.0081901	0.0026975	0.0574040695197603	0.0099889	0.0249842	0.000776	0.0004506	0.0106168	0.0005295	0.0004507	0.002128	0.0007236	0.0641739	0.0011799	0.0011299	0.0007489	0.0005201	0.0011695	0.0013874	0.0057219	0.0006524	0.0029348	0.0004684	0.001839	0.0006503	0.0083405	0.0034074	0.0003009	0.0014577	0.00942158908509559	0.0030946	0.0018775	0.001447	0.0017404	0.0001251	0.0145103	0.0032722	0.0040901	0.0155338	0.0194319	0.0335798857710827
116	0.00100935235745353	0.0018001	0.0012676	0.0598816921291937	0.0084887	0.1434745	0.0021726	0.0007651	0.0137709	0.0007584	0.0005169	0.0016934	0.0008161	0.0687232	0.0016556	0.0020667	0.00114	0.0007186	0.0013662	0.0007014	0.0022054	3.5e-06	0.0013775	0.0006884	0.0018226	0.0018764	0.0023887	0.0022924	0.0002512	0.0014549	0.00838564779370144	0.0011228	0.0001551	0.0056099	0.0009549	0.0002041	0.0218011	0.0031793	0.0117271	0.0323547	0.0116066	0.0370136279937028
117	0.000744181594696974	0.0013877	0.0017372	0.0443667844366844	0.0218049	0.0236074	0.0005656	0.0003088	0.0035114	0.000486	0.0002373	0.0017633	0.0002423	0.0762295	0.0008812	0.0003063	0.0008366	0.000166	0.0005331	0.0001935	0.0014392	0.0002121	0.0005934	0.0006367	0.0015664	0.0005246	0.0035209	0.0008315	0.0003126	0.0003786	0.00552066733080736	0.0029786	0.0020544	0.0018073	0.0012879	0.0034993	0.0051479	0.0020461	0.0028522	0.1830256	0.0106825	0.0235494437051444
118	0.000576200945371294	0.0043755	0.0007128	0.0330633630592218	0.004351	0.0615978	0.0006055	0.0001997	0.007787	0.0002868	0.0001846	0.0008241	0.0002431	0.0439474	0.0007116	0.0022654	0.0014138	0.0011367	0.0006722	0.0007506	0.0022182	4.4e-06	0.0006075	0.0004146	0.0008487	0.0002417	0.0028691	0.0007652	0.000132	0.0017841	0.00722618145365118	0.0005621	0.0010635	0.0013801	0.0007548	0.0001326	0.0063366	0.0018698	0.0065341	0.0099676	0.0110709	0.0156552594292281
119	0.000297065615606657	0.0011609	0.0009311	0.0286801572356083	0.0034312	0.064337	0.0008163	0.0003281	0.0039095	0.0002438	0.0002613	0.0011017	0.0002461	0.0310885	0.0009103	0.0011048	0.0011931	0.0005677	0.0010571	0.0003008	0.0017294	3.7e-06	0.0010665	0.0008694	0.0009788	3.46e-05	0.0010545	0.001085	0.0001427	0.0016855	0.00716703265699006	0.0026939	0.0004588	0.0038623	0.0012033	0.0034522	0.0099923	0.0022429	0.0113046	0.0049087	0.0055416	0.0153631039033091
120	0.000784263174955568	0.0006108	0.0007899	0.0212660916509588	0.0009704	0.039267	0.000563	0.0001814	0.0010392	0.0003319	0.0002335	0.0003778	0.0002826	0.0338787	0.0005306	0.000333	0.0003862	0.0003617	0.0012739	0.0001137	0.0021725	0.0002136	0.0008234	0.0007112	0.0005204	0.0001571	0.0027685	0.0008365	0.0001506	0.0054912	0.00424833022177461	0.0016543	0.0006181	0.0010122	0.0017363	0.0001609	0.014004	0.0016809	0.005891	0.0312648	0.0058456	0.00976232165983239
121	0.000708720322350821	0.0416551	0.0005648	0.00126792606294255	0.0001425	0.0005529	0.0003996	0.0006591	0.0003089	0.0007505	0.0012804	0.0013712	0.0011954	0.0001132	0.0015453	0.0011222	0.0021591	0.0001933	0.0006212	0.0036634	0.2828369	3.2e-06	0.0030533	0.0022639	0.001361	0.0006587	0.0096491	0.0006072	0.0004554	0.0093907	0.00055140682167131	0.001308	0.0007171	0.002159	0.0054722	0.0383526	0.002598	0.0087742	0.0002914	0.0049026	4e-05	0.00359497991528794
122	0.000128732579160382	0.0007177	5.27e-05	0.000186088051893754	3.54e-05	3.73e-05	0.0009021	0.001367	0.0002237	0.0002116	0.0007485	0.0005477	0.0003435	1.42e-05	0.000309	0.0004854	0.0005315	6e-06	0.0002683	0.0011358	0.1839847	5.2e-06	0.0017865	0.0011485	0.0017041	0.0007857	0.0059439	0.0009298	0.0001735	0.0019289	0.000112779059239785	0.0002832	0.0002052	0.0007124	0.0012465	0.0278445	0.0003889	0.0020602	0.0001548	7.7e-06	6e-06	0.000619767330956658
123	0.0034895216440517	0.006446	0.0023306	0.00212275382559518	0.0013084	0.0029236	0.0166355	0.0206674	0.0028631	0.016591	0.0144614	0.0163445	0.0052044	0.0006395	0.0090497	0.0156052	0.0213234	0.3788832	0.0076638	0.0167308	0.0574259	0.0472545	0.0020012	0.0287048	0.0126598	0.0094036	0.0051142	0.0039595	0.0127907	0.0281512	0.00702317994449559	0.2836725	0.0031987	0.013742	0.0282825	0.0673888	0.0030568	0.0070683	0.0069721	0.0082392	0.0003009	0.00535201822665789
124	0.00934647051574725	0.0024142	0.012486	0.00505336542816195	0.0197492	0.0095119	0.0097156	0.0121839	0.0007409	0.002161	0.0053169	0.0095832	0.0003804	0.0048858	0.0032491	0.0017238	0.0066763	0.0189372	0.0023101	0.0028357	0.0007393	0.0093453	0.0005778	0.0072676	0.0044192	0.000806	0.0019148	0.0023024	0.0017269	0.0090326	0.018055467240624	0.0331525	0.0009009	0.0082712	0.0038525	0.000142	0.003595	0.0050097	0.2321097	7.08e-05	0.0025735	0.0078154067213306
125	0.0129655167917443	0.0003694	0.0124245	0.0102960458249208	0.0054474	0.0168317	0.0019402	0.0004836	0.0007208	0.0005643	0.0017285	0.0029195	0.0004554	0.0060247	0.0019905	0.0001465	0.0049216	6.6e-06	0.0045239	0.0009674	0.0009774	5.5e-06	0.000344	0.0030144	0.0053254	0.0016886	0.0029539	0.0020546	0.0010925	0.0027979	0.0381674696379645	0.0097051	0.0012631	0.0036301	0.0075153	0.0001721	0.003354	0.0009522	0.0433637	4.11e-05	0.0018729	0.00985166703508109
126	0.00998960101243198	0.0068704	0.0087731	0.00304702397821426	0.0019886	0.0006439	0.0071612	0.0050642	0.0024855	0.0259681	0.016382	0.0134068	0.0034254	0.0016622	0.0038681	0.0054379	0.0139848	0.0689265	0.008654	0.0210383	0.0536164	0.0279551	0.0075428	0.0184805	0.0111988	0.0050158	0.0039735	0.0024237	0.00553	0.0794244	0.00579014245389968	0.0077835	0.0025334	0.0053599	0.0124785	0.0785281	0.0026905	0.0175791	0.0080764	7.57e-05	0.0019369	0.00646495325319613
127	0.00548780863461842	0.0017916	0.0059276	0.000711811924056449	0.0018564	0.0002836	0.0026442	0.0028454	0.0012488	0.0118199	0.0075414	0.0038943	0.0013034	0.000413	0.0014661	0.0021129	0.0053092	0.0719217	0.0023384	0.0088323	0.0056883	0.0019875	0.004521	0.0055631	0.0024147	0.0056922	0.0014007	0.0088503	0.0019278	0.0029651	0.000815610628248461	0.0109259	0.0013932	0.0059903	0.0017287	0.0247873	0.0014343	0.0066148	0.021459	0.0034808	0.0016884	0.0023087328639885
128	0.00944343261398245	0.0040765	0.0108295	0.00129895629067683	0.003747	0.0006069	0.0071703	0.0403972	0.0008555	0.0177794	0.0149348	0.0061065	0.0017449	0.0009457	0.0026677	0.0026592	0.0058891	0.0817471	0.0042433	0.0048333	0.0059079	0.0070661	0.0014147	0.0058185	0.0011594	0.0055381	0.00339	0.0021363	0.003803	0.0016811	0.00224351138518041	0.0169563	0.0018704	0.0067723	0.0038266	0.0357526	0.0007877	0.0223501	0.0011867	0.0015199	0.0016906	0.00363927626769484
129	0.00426562100221653	0.0161766	0.0050687	0.000318565025172895	0.0016511	0.0001425	0.0030708	0.005261	0.001142	0.0105099	0.0069149	0.006759	0.0014648	0.0003975	0.0022773	0.0030054	0.0085631	0.0326779	0.0027699	0.0060426	0.0024682	0.019808	0.0007763	0.0077409	0.0042629	0.0102829	0.0018982	0.0039921	0.0041973	0.0077585	0.00088351172426721	0.0027456	0.0035893	0.0045483	0.0047235	0.0176411	0.0009736	0.020377	0.0017289	9.45e-05	0.002213	0.00122169883078325
130	0.00502708265760421	0.0134897	0.0054034	0.000638559401687324	0.0017239	0.0003565	0.0044559	0.0048974	0.0012519	0.0069012	0.0042221	0.0054834	0.001509	0.0003174	0.0015949	0.0024534	0.0060728	0.0573606	0.0043228	0.0220058	0.0019874	0.001937	0.0008441	0.0100544	0.0038346	0.0074858	0.0016206	0.0181687	0.0025745	0.006296	0.00183544689134855	0.0215501	0.0004611	0.0054519	0.0032758	0.0180804	0.0020198	0.0160379	0.0074786	1.91e-05	0.0028205	0.00168809346542063
131	0.00509735170419981	0.0055275	0.0075486	0.000534729983570934	0.0036007	0.0002434	0.0077457	0.0440961	0.0008922	0.0083867	0.0084486	0.0067178	0.0012157	0.0009681	0.0027296	0.0020948	0.0062061	0.062711	0.0030816	0.0045104	0.002126	0.0088875	0.0004821	0.0060622	0.0008252	0.0044851	0.0034163	0.0032269	0.0031643	0.0028224	0.00228990056546593	0.0017352	0.0021044	0.0077778	0.0020943	0.000253	0.0009705	0.0175285	0.0011953	0.0001022	0.0020121	0.00126827543514535
132	0.00114105022513953	0.0006336	0.0005208	0.000294150039730356	0.000648	7.99e-05	0.0044883	0.0035743	0.0008413	0.0082894	0.0059973	0.0072762	0.0018721	0.0001315	0.0009258	0.0072223	0.0085745	0.0379996	0.0107741	0.0032344	0.0050354	0.0118669	0.0011936	0.0126487	0.0044381	0.0038868	0.0075819	0.0045658	0.0023428	0.0040804	0.000565438412304347	0.0689185	0.0020262	0.1049085	0.0019356	0.0322731	0.0005712	0.0015254	0.0026386	8.02e-05	0.0001592	0.000848761750613573
133	0.00079136328449374	0.0003243	0.0014934	0.000181196606058895	0.000412	0.0001046	0.0023519	0.002766	0.0005363	0.0043634	0.0027018	0.0018628	0.0012136	0.0001429	0.0005431	0.0024379	0.0029616	0.0502541	0.0022897	0.0045553	0.0012968	0.0013301	0.0004284	0.0026181	0.0008942	0.0010303	0.007965	0.0116117	0.0016179	0.0003312	0.000302079930312079	0.0012623	0.000564	0.1122299	0.0017138	0.0283722	0.0005669	0.0007715	0.0045877	2.44e-05	0.0002106	0.000516591782786664
134	0.00295613191539636	0.0004273	0.0031809	0.0015952355405882	0.0021418	0.00013	0.0070749	0.0371921	0.000823	0.0069877	0.0054484	0.0044177	0.0027042	0.0008912	0.0013919	0.0029665	0.0047304	0.048418	0.0081234	0.0012017	0.0057015	0.0033365	0.0006006	0.0075544	0.0051018	0.0049074	0.0161586	0.0014187	0.0030411	0.0002013	0.00359945588051423	0.0020498	0.0012603	0.2006174	0.0010547	0.0176731	0.0011744	0.0020697	0.0039366	0.0252038	0.0003107	0.00172476010414992
135	0.0693121497339526	0.110741	0.0774827	0.0135317183295758	0.0287747	0.002931	0.0046704	0.0015852	0.0009871	0.0034615	0.0123951	0.0214146	0.0015006	0.0093707	0.00378	0.0026355	0.0139132	0.0091211	0.0072187	0.0054295	0.0065312	4.2e-06	0.003433	0.0029667	0.0050287	0.0006345	0.0055148	0.0113912	0.0012901	0.0048451	0.038258904251436	0.0053574	0.002544	0.0098608	0.010189	0.0029715	0.0133584	0.0170419	0.0223619	0.0014136	0.0534073	0.0305765270582797
136	0.0812691956815358	0.0765693	0.0966166	0.0105232181127059	0.020146	0.0030534	0.0092356	0.0013248	0.0037275	0.002241	0.015469	0.0190887	0.0013273	0.0053228	0.0025143	0.0048511	0.0107328	0.00678	0.0171428	0.0073961	0.0074586	0.000975	0.0048096	0.0062333	0.0029577	0.0015677	0.0042119	0.0210154	0.0005177	0.0011525	0.0302948222206438	0.0128847	0.0031628	0.013621	0.0068505	0.009257	0.0033643	0.0208181	0.0096839	0.0045431	0.0326416	0.0331878884534456
137	0.0793939168886379	0.0309372	0.0970233	0.0151158021554848	0.0275142	0.0038939	0.0125328	0.0078444	0.0042534	0.0028905	0.0186801	0.0160445	0.0011098	0.0093056	0.0023876	0.0051636	0.0100667	0.0071585	0.0108493	0.0054107	0.0023281	0.0012012	0.0027055	0.0065645	0.0072301	0.0020953	0.003995	0.012459	0.0006368	0.0095659	0.0433408521100691	0.0067386	0.003457	0.0129392	0.0032189	0.019815	0.0053892	0.0180522	0.0219336	0.0045386	0.0309171	0.0306524063049388
138	0.0298092273117383	0.0779073	0.0350287	0.00618533350822827	0.0115333	0.0010311	0.0029992	0.0013245	0.0005788	0.001264	0.0059183	0.0100339	0.0003825	0.0051355	0.0012582	0.0008421	0.0071832	0.004273	0.0036614	0.0019823	0.002659	0.0008443	0.0032025	0.0028954	0.0016372	0.0013319	0.0039642	0.0026149	0.0005473	0.0014713	0.0141706106408286	0.0047085	0.0015097	0.0098744	0.0051718	0.0031691	0.004898	0.0140041	0.0197921	0.0015924	0.0171258	0.0141774887721002
139	0.0447790336758992	0.0666478	0.0554422	0.00637109495933026	0.0109405	0.0017856	0.0046543	0.0016708	0.0010332	0.0015384	0.0094433	0.0119755	0.0005105	0.0033516	0.0016872	0.0014253	0.0070404	0.0050531	0.0030156	0.0041991	0.0027638	0.0003785	0.0017198	0.002391	0.0024702	0.0005075	0.0023694	0.0126817	0.0003046	0.0014701	0.0153688821641812	0.00621	0.0036835	0.0048555	0.0128344	0.0099851	0.0027506	0.0143169	0.0191162	0.0030423	0.0146494	0.0178069311605981
140	0.040438176386963	0.0251256	0.0489707	0.00583002589398263	0.0132286	0.0024666	0.0042929	0.0036794	0.0016854	0.0014468	0.0118432	0.0083166	0.0004245	0.0047192	0.0010681	0.0011026	0.0058581	0.0042701	0.0063712	0.0020821	0.0024101	0.0008352	0.0008861	0.0052381	0.0014709	0.0015663	0.0031752	0.0033928	0.0006419	0.0012913	0.0212822306763276	0.0061261	0.0015265	0.005436	0.0125868	0.0030872	0.0026839	0.0142408	0.0194938	0.0015122	0.011689	0.0171609877545788
141	0.0255844624868565	0.0472045	0.0307512	0.00652158352492242	0.0153294	0.001802	0.0017599	0.000663	0.0009777	0.001081	0.0046865	0.0085102	0.0011222	0.0039887	0.0004871	0.0021976	0.0042269	0.0036846	0.0057778	0.0008544	0.0038889	0.000643	0.0024844	0.0014497	0.0023625	0.0008851	0.0023061	0.0046479	0.0005552	0.0068029	0.0265589899653552	0.0019999	0.0007375	0.0111091	0.0082281	0.0001383	0.0064604	0.0106791	0.0049166	0.0032096	0.0190397	0.0115142434510298
142	0.0380968999930054	0.0528803	0.0461839	0.00591510918325627	0.0141267	0.0026275	0.0024699	0.0006269	0.001279	0.001232	0.0060587	0.0092737	0.0008073	0.0039259	0.0010858	0.0022214	0.0090823	0.0025046	0.0076492	0.0058127	0.0029126	0.0013136	0.0019254	0.0038689	0.0033687	0.0028342	0.0045637	0.0096075	0.000498	0.0064428	0.0301098237327182	0.0015536	0.000596	0.0084045	0.0112259	0.006309	0.0040256	0.0060744	0.0009779	3.05e-05	0.0178921	0.014573883885731
143	0.0430619657903303	0.0175941	0.0570447	0.00927322609015092	0.0245161	0.0034118	0.0041161	0.003542	0.0050996	0.0017821	0.0095455	0.0101245	0.0010096	0.0067815	0.0023792	0.0021444	0.0085865	0.0034683	0.0052205	0.0037151	0.0034344	5.7e-06	0.0022881	0.0022632	0.0048362	0.0007352	0.0038939	0.0061945	0.0005054	0.0012508	0.0542013391464604	0.0037896	0.0010253	0.0138032	0.0054552	0.0061322	0.0109401	0.0073007	0.0077381	0.0031164	0.017211	0.0171306573601172
144	0.06344070280515	0.0333272	0.0487596	0.0158875352367734	0.0022624	0.0024857	0.0077274	0.0005098	0.0021565	0.0006801	0.0088741	0.0054582	0.0018741	0.0105317	0.0014919	0.0014973	0.0149946	0.0011351	0.0042949	0.0026549	0.0083232	0.000977	0.0048808	0.0058629	0.0089579	0.000747	0.0037046	0.0082163	0.0011158	0.0083123	0.0588911959560118	0.0063063	0.0044962	0.0076585	0.0046331	0.0059431	0.0097861	0.0016357	0.0213651	4.93e-05	0.0187646	0.0280288090403234
145	0.0624057789253447	0.0401893	0.0475453	0.0151103773037236	0.0022016	0.0023369	0.0061753	0.0004959	0.0019285	0.0005936	0.0095364	0.006173	0.0018228	0.007116	0.0020154	0.0021093	0.0105359	0.0021096	0.0045864	0.0021374	0.0055272	0.001237	0.0056845	0.005787	0.0094468	0.0015646	0.0074263	0.0104849	0.0006181	0.0050144	0.0484612741994548	0.0057653	0.0008422	0.0089617	0.002694	0.0029264	0.0051826	0.001639	0.0237627	5.9e-05	0.0209704	0.0255803112464321
146	0.0523502760664525	0.0111355	0.0382003	0.0154295690493347	0.00105	0.0020834	0.0082138	0.0006718	0.0035965	0.0008101	0.0065245	0.0051373	0.0020405	0.0070373	0.0013982	0.0004838	0.0117288	0.0013458	0.0027409	0.0008124	0.0037339	0.0003468	0.0060297	0.0068538	0.0052006	0.0005259	0.0056631	0.0106921	0.0006981	0.0039308	0.0507004353529271	0.0103134	0.0011957	0.0057922	0.0088749	0.0061867	0.0062539	0.0029698	0.0216656	0.0016099	0.0124096	0.0214497261333121
147	0.0313623282700144	0.0131049	0.0285182	0.00804129799169605	0.0003864	0.0010746	0.0029376	0.0003505	0.0004926	0.0003695	0.0056481	0.0042079	0.0005946	0.0051148	0.0008173	0.0007037	0.0042962	5.3e-06	0.0012997	0.0005631	0.0025181	0.0013086	0.00207	0.0025056	0.0029445	0.0017305	0.0038204	0.0045265	0.0004664	0.0077533	0.0332722308533274	0.0013341	0.0019453	0.004263	0.0039659	0.01032	0.0052902	0.0024892	0.0121203	7.65e-05	0.0102869	0.0138088066795369
148	0.0412267020278014	0.0257781	0.0322465	0.00963868165756903	0.0009957	0.0011004	0.0042635	0.0005844	0.0010378	0.0006144	0.0058033	0.0016104	0.0005762	0.0053748	0.000664	0.002013	0.0047951	0.0005626	0.0021491	0.0007431	0.0033592	0.0012938	0.0025015	0.004924	0.0036336	0.0021553	0.0027598	0.0066773	0.0003256	0.0003345	0.039435687783336	0.0055564	0.0007208	0.0027781	0.0038616	0.0001298	0.0039469	0.0016278	0.0118129	0.0015443	0.0204214	0.0143696409689451
149	0.0394303503130442	0.0071579	0.0306458	0.012133699857436	0.0011837	0.002736	0.0039189	0.0003816	0.0021452	0.0005472	0.0047035	0.0051867	0.0005432	0.0066339	0.0009197	0.0005762	0.0063936	0.0013441	0.0034503	0.0014711	0.0022669	0.0003679	0.0022137	0.0040953	0.0053217	0.0013972	0.006322	0.0036064	0.0002121	0.0081463	0.0519319058031369	0.0040411	0.0011652	0.0028248	0.0041123	0.0063852	0.0040141	0.0020039	0.0185501	0.0001287	0.0130265	0.0168267997403603
150	0.0291097988813568	0.010648	0.0204446	0.00853964540366932	0.0007781	0.0008109	0.0026944	0.0002292	0.0022117	0.0003741	0.0041644	0.0040933	0.0005131	0.0054442	0.0017234	0.0004859	0.0062461	0.0007613	0.0018485	0.0007035	0.0027955	0.0008416	0.0030342	0.0020148	0.0057115	0.0004239	0.0033678	0.0048003	0.0007087	0.0080818	0.0403510267757001	0.0017358	0.0013293	0.0047877	0.0019005	0.0031917	0.0064898	0.0009736	0.0034148	4.8e-05	0.0068161	0.012072488460497
151	0.0319065394471192	0.0141662	0.0197637	0.00984488024779078	0.0005669	0.0014142	0.0027382	0.0002934	0.0017068	0.0003169	0.0039633	0.0019229	0.0004808	0.004389	0.0006963	0.0007802	0.0069951	0.0001837	0.0040069	0.0004809	0.0038096	0.0008452	0.003259	0.0027026	0.0055887	0.0001842	0.001656	0.004318	0.0003623	0.0026255	0.0389577604024677	0.0028132	0.0017136	0.0043142	0.0045224	0.0031794	0.0055521	0.0015062	0.0028889	5.05e-05	0.0094749	0.011621817965754
152	0.0320344057867324	0.0043228	0.0203588	0.0108477540056354	0.0006994	0.0013967	0.0031074	0.0002372	0.0017753	0.0004504	0.0036927	0.0009121	0.0006871	0.0053515	0.0010829	0.0006762	0.0042684	0.0003709	0.0027055	0.000773	0.0028979	0.0001764	0.0024269	0.0026735	0.0053962	0.0010609	0.0036554	0.0043376	0.000894	0.0059989	0.053349451333904	0.0015683	0.0006275	0.0011536	0.0018042	0.0099183	0.0080862	0.0014451	0.0050757	0.000105	0.0071982	0.0129286493243595
153	0.000484701392996216	0.0007658	0.0014194	0.00268152553656093	0.0006115	0.0017269	0.0145666	0.007633	0.0291781	0.0450964	0.0188829	0.0300216	0.0167906	0.003021	0.0428215	0.0210864	0.0155421	0.0001966	0.0115037	0.016549	0.0098752	0.0680043	0.015774	0.0326923	0.0207613	0.0339565	0.1055957	0.0125337	0.0687933	0.0166868	0.000468824192060393	0.0156763	0.0979471	0.0090246	0.0077656	0.0314989	0.0224167	0.0009918	0.0009538	0.0163445	0.0003568	0.00441591510046055
154	0.0012372791836068	0.0004027	0.0006268	0.000817033493810293	0.0003286	0.0001515	0.0200967	0.0067906	0.0044251	0.0529222	0.0480865	0.0306567	0.0751855	0.000139	0.1891419	0.0128161	0.0540011	0.0011743	0.0217727	0.0377969	0.0084921	0.0522558	0.0137318	0.040285	0.1402872	0.017665	0.0062347	0.0024744	0.1217848	0.0082742	0.000394491451912321	0.0038167	0.0121288	0.0044794	0.0768799	0.000142	0.0033488	0.0004143	0.0002155	0.0027243	4.42e-05	0.00153794215174033
155	0.00193739165957529	0.0007808	0.0018466	0.00614470701784813	0.0093756	0.0024678	0.046251	0.0312074	0.1945636	0.0309224	0.019242	0.0558054	0.0085468	0.0069731	0.0212873	0.017995	0.0247281	0.0017421	0.0138441	0.0085399	0.010022	0.0175527	0.0210053	0.0360609	0.0168984	0.0980665	0.0320445	0.0139519	0.032759	0.017525	0.00152940749257991	0.0185574	0.353094	0.0142794	0.014515	0.0060832	0.0397556	0.0015377	0.000511	0.0078329	0.0024788	0.0168793860025961
