Samples	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID12	ID14	ID19	ID21
SP116224	35	0	0	0	46	0	0	0	0	0	0	0
SP116249	0	0	3	0	0	0	0	0	0	0	0	0
SP116232	0	0	0	5	0	0	5	7	0	0	0	0
SP116251	14	0	0	0	44	0	0	0	0	0	0	0
SP116272	57	18	0	0	0	0	0	48	0	0	0	0
SP116286	13	0	0	0	36	0	0	0	0	0	0	0
SP116282	47	0	0	0	73	0	0	0	0	0	0	0
SP116288	16	6	0	0	0	0	0	0	0	0	0	0
SP23467	62	0	0	0	0	0	0	52	0	0	0	0
SP116263	15	0	18	0	20	0	11	0	0	0	0	0
SP116292	15	5	0	0	41	0	0	0	0	0	0	0
SP116248	25	0	0	0	0	0	0	30	0	0	0	0
SP116276	0	0	0	7	0	0	10	0	0	0	0	0
SP116265	95	27	0	0	90	0	0	53	0	0	0	0
SP116267	66	17	0	0	66	0	0	36	0	0	0	0
SP116253	38	0	0	0	50	0	27	36	0	0	0	0
SP23481	5	0	14	0	17	0	14	0	0	0	0	0
SP116233	69	18	0	0	52	64	0	0	0	0	0	0
SP116284	68	21	0	0	57	0	0	0	0	0	0	0
SP116270	20	0	0	0	55	0	0	0	0	0	0	0
SP116257	111	0	0	0	85	0	0	0	0	0	0	0
SP116298	8	0	0	0	0	0	0	5	0	0	0	0
SP116294	3	0	0	0	0	0	14	6	0	0	0	9
SP23439	50	0	87	0	70	73	40	0	0	0	0	0
SP23483	0	0	0	0	10	0	0	0	0	0	0	0
SP116262	25	7	0	0	0	0	0	35	0	0	0	0
SP116228	117	38	0	0	122	79	66	0	0	0	0	0
SP116222	30	0	0	0	68	0	0	0	0	0	0	0
SP23451	27	0	0	0	76	0	0	0	0	0	0	0
SP116247	54	16	30	0	51	0	0	0	0	0	0	0
SP116225	12	0	0	0	50	0	19	20	0	0	0	0
SP116273	49	15	0	0	0	0	0	41	0	0	0	0
SP116221	30	10	0	22	0	0	0	16	0	0	0	0
SP116271	12	0	0	0	0	0	0	24	0	0	0	0
SP23459	37	0	0	0	48	0	0	0	0	0	0	0
SP23479	34	15	0	0	0	0	0	30	0	0	0	0
SP116223	27	10	0	0	46	0	0	0	0	0	0	0
SP116229	224	50	0	0	0	0	0	77	0	0	0	0
SP23477	16	0	0	0	41	0	12	0	0	0	0	0
SP116252	29	16	0	0	69	0	26	0	0	0	0	0
SP116278	0	0	0	0	0	0	4	2	0	0	0	0
SP23431	432	389	0	0	0	0	0	0	0	0	0	0
SP116231	83	0	0	0	0	0	0	31	0	0	0	0
SP116250	9	0	27	0	0	0	0	0	0	0	0	0
SP112815	171	0	0	0	181	0	0	0	0	0	0	0
SP112799	63	0	0	0	93	0	0	0	0	0	0	0
SP112835	47	0	0	0	134	0	0	57	0	0	0	0
SP112955	42	0	0	0	112	0	0	0	53	0	0	0
SP112807	106	23	0	0	175	0	0	0	0	0	0	0
SP112953	122	32	63	0	0	0	50	0	156	0	0	0
SP112911	43	0	0	0	0	0	31	33	49	0	0	0
SP112847	99	25	0	0	0	0	0	66	0	0	0	0
SP112859	155	0	93	0	204	0	0	0	0	0	0	0
SP112919	58	17	0	0	129	0	0	0	0	0	0	0
SP102652	89	21	0	0	112	0	0	0	0	0	0	0
SP112981	61	0	0	0	108	0	33	0	45	0	0	0
SP102620	86	33	0	0	185	0	0	0	0	0	0	0
SP112987	170	51	0	0	0	0	0	99	0	0	0	0
SP112825	69	26	0	0	121	0	39	0	0	0	0	0
SP112967	0	0	7	0	0	0	0	0	7	0	0	6
SP102622	132	0	0	0	150	0	0	81	0	0	0	0
SP112785	147	0	0	0	283	236	0	0	0	0	0	0
SP112793	115	29	0	0	0	0	50	77	0	0	0	0
SP112963	108	41	0	0	138	0	0	0	0	0	0	0
SP112801	236	0	0	0	228	0	0	0	0	0	0	0
SP112997	100	35	0	0	0	0	87	80	0	0	0	0
SP112973	282	0	0	0	174	0	0	0	0	0	0	0
SP112819	155	57	0	0	143	0	0	0	0	0	0	0
SP112941	49	14	48	0	99	0	31	0	0	0	0	0
SP112965	129	25	0	0	116	0	0	0	0	0	0	0
SP112791	147	35	0	0	133	0	0	0	0	0	0	0
SP112949	26	8	0	0	52	0	0	0	0	0	0	0
SP112857	134	0	0	0	162	0	0	0	0	0	0	0
SP112843	110	0	88	0	194	0	0	0	0	0	0	0
SP112915	74	33	0	57	0	0	0	107	0	0	0	0
SP112837	89	83	0	0	0	0	89	159	0	0	0	0
SP112823	63	0	0	0	95	0	33	0	0	0	0	0
SP102633	19	8	0	0	41	0	16	34	0	0	0	0
SP112899	54	0	0	0	0	0	0	52	89	0	0	0
SP112893	76	0	0	0	110	0	43	0	0	0	0	0
SP112895	162	0	0	0	124	0	0	0	0	0	0	0
SP102626	100	0	0	0	217	0	45	0	0	0	0	0
SP112795	180	0	0	0	137	0	0	0	0	0	0	0
SP112927	147	31	0	0	0	0	0	93	0	0	0	0
SP112779	202	0	0	0	220	0	0	0	0	0	0	0
SP112975	192	0	0	0	172	0	0	0	0	0	0	0
SP112867	52	0	0	0	131	0	34	0	43	0	0	0
SP112903	99	0	0	0	146	0	0	0	0	0	0	0
SP112933	61	16	0	0	78	0	0	0	0	0	0	0
SP112869	170	0	0	0	204	0	0	0	0	0	0	0
SP112999	10	0	15	0	25	0	13	0	18	0	0	0
SP112939	99	0	0	0	0	0	0	73	0	0	0	0
SP112921	23	13	0	0	78	0	36	0	30	0	0	0
SP112901	63	0	0	0	114	0	32	0	0	0	0	0
SP112831	67	0	0	0	141	0	0	0	0	0	0	0
SP112891	135	0	0	0	0	0	0	116	0	0	0	0
SP112775	149	36	0	0	0	0	68	121	0	0	0	0
SP112897	111	0	78	0	137	0	0	0	0	0	0	0
SP112885	89	20	0	0	97	0	0	0	0	0	0	0
SP112789	107	0	114	0	123	177	95	0	0	0	0	0
SP102630	116	47	0	0	218	0	66	0	0	0	0	0
SP112971	87	39	0	0	129	0	0	0	0	0	0	85
SP112821	160	0	0	0	0	0	0	48	0	0	0	0
SP112813	15	0	0	0	55	0	12	0	23	0	0	0
SP112961	166	58	0	0	160	140	0	0	0	0	0	0
SP112977	59	31	0	0	131	0	0	0	0	0	0	0
SP112905	153	47	0	0	0	0	0	89	0	0	0	0
SP102647	173	0	0	0	238	0	0	0	0	0	0	0
SP112873	129	0	0	0	161	0	0	0	0	0	0	0
SP112959	0	0	0	0	0	0	0	0	48	0	0	0
SP112931	66	0	0	0	93	0	0	48	0	0	0	0
SP112865	98	26	69	0	0	0	0	0	70	0	0	0
SP113003	38	12	0	0	95	0	36	0	0	0	0	0
SP113001	123	32	0	0	112	0	0	0	0	0	0	0
SP112879	50	0	0	0	126	0	35	0	0	0	0	0
SP112945	101	0	0	0	193	0	47	0	0	0	0	0
SP112935	120	21	0	0	79	0	41	0	0	0	0	0
SP112863	251	0	0	0	177	0	0	0	0	0	0	0
SP112983	158	38	0	0	186	0	69	0	0	0	0	0
SP112809	265	64	0	0	0	0	0	134	0	0	0	0
SP112923	126	27	0	0	141	0	0	0	0	0	0	0
SP112853	87	24	0	0	122	0	0	0	0	0	0	0
SP113005	17	0	0	0	38	14	0	0	28	0	0	0
SP112957	89	0	0	0	174	0	0	0	0	0	0	0
SP112783	128	51	0	0	112	0	0	0	0	0	0	0
SP112943	47	0	0	0	108	0	0	0	0	0	0	0
SP112861	24	0	0	37	52	0	0	34	76	0	0	0
SP112917	82	41	0	0	135	0	0	0	0	0	0	0
SP112787	146	0	0	0	227	0	0	0	0	0	0	0
SP112995	95	30	0	0	119	0	0	0	79	0	0	0
SP112811	112	29	0	0	150	0	0	0	0	0	0	0
SP112797	208	40	0	0	134	0	0	0	0	0	0	0
SP112909	114	33	0	0	150	0	0	0	0	0	0	0
SP112781	84	28	0	0	106	0	0	44	0	0	0	0
SP112991	224	41	0	0	233	0	0	0	0	0	0	0
SP112907	1441	0	0	0	0	0	0	0	0	0	0	0
SP112817	149	300	0	0	646	0	0	0	0	0	0	0
SP112993	113	0	0	0	183	0	0	0	0	0	0	0
SP112827	94	22	0	0	87	0	35	0	0	0	0	0
SP112855	39	17	0	0	125	0	0	0	0	0	0	0
SP112969	32	12	0	0	105	0	34	0	51	0	0	0
SP112883	117	0	0	0	108	0	0	0	0	0	0	0
SP112929	153	30	68	0	128	0	0	0	0	0	0	0
SP112833	32	10	30	0	48	0	0	0	26	0	0	0
SP112777	0	376	0	0	0	0	0	226	0	0	0	0
SP112887	47	0	0	0	155	0	43	0	0	0	0	0
SP112877	0	0	0	0	0	0	0	0	19	0	0	0
SP112871	74	0	0	0	138	0	0	0	0	0	0	0
SP112875	173	0	0	0	209	0	0	0	0	0	0	0
SP112913	43	0	0	0	72	0	43	0	58	0	0	0
SP112849	116	0	0	0	186	0	0	0	0	0	0	0
SP112881	71	0	0	0	134	0	0	0	0	0	0	0
SP112951	8	0	0	0	0	0	0	0	18	0	0	0
SP112845	73	25	0	0	143	0	0	0	0	0	0	0
SP114910	691	176	0	0	0	0	0	0	0	0	0	0
SP114906	514	91	0	0	0	0	0	0	0	0	0	0
SP114921	308	120	149	0	361	0	242	0	0	0	0	0
SP114901	522	122	331	0	0	0	0	0	0	0	0	0
SP114926	447	105	0	0	0	0	0	0	0	0	0	0
SP114974	417	95	0	0	217	0	0	0	0	0	0	0
SP114958	432	488	0	0	341	0	0	0	0	0	0	0
SP114935	419	96	0	0	0	0	0	0	0	0	0	0
SP114900	517	110	325	0	0	0	0	0	0	0	0	0
SP114941	344	113	0	0	408	0	340	0	0	0	0	0
SP114937	346	97	0	0	403	0	330	0	0	0	0	0
SP114945	386	112	0	0	408	0	334	0	0	0	0	0
SP114943	403	124	0	0	408	0	340	0	0	0	0	0
SP114949	448	0	0	0	230	0	0	0	0	0	0	0
SP114960	431	460	0	0	359	0	0	0	0	0	0	0
SP114962	471	0	0	0	0	1549	709	0	0	0	0	0
SP114996	200	92	0	0	0	476	573	0	0	0	0	0
SP114987	197	90	0	0	0	513	592	0	0	0	0	0
SP114966	524	0	0	0	0	1621	819	0	0	0	0	0
SP114903	599	121	303	0	0	0	0	0	0	0	0	0
SP114914	626	123	0	0	0	0	0	0	0	0	0	0
SP114944	358	102	0	0	413	0	331	0	0	0	0	0
SP114930	293	64	0	0	265	0	128	0	0	0	0	0
SP114946	438	0	0	0	196	0	0	0	0	0	0	0
SP114951	609	0	0	0	0	0	0	0	0	0	0	0
SP114953	441	463	0	0	379	0	0	0	0	0	0	0
SP114924	245	72	0	0	405	0	235	0	0	0	0	0
SP114957	417	467	0	0	332	0	0	0	0	0	0	0
SP114986	407	91	0	0	229	0	0	0	0	0	0	0
SP114971	410	101	0	0	227	0	0	0	0	0	0	0
SP114991	207	88	0	0	0	461	570	0	0	0	0	0
SP114992	202	83	0	0	0	520	599	0	0	0	0	0
SP114920	684	160	0	0	0	0	0	0	0	0	0	0
SP114898	584	114	284	0	0	0	0	0	0	0	0	0
SP114932	450	93	0	0	0	0	0	0	0	0	0	0
SP114934	407	87	0	0	0	0	0	0	0	0	0	0
SP114968	498	149	0	0	0	1574	820	0	0	0	0	0
SP114982	397	100	0	0	219	0	0	0	0	0	0	0
SP114973	411	107	0	0	212	0	0	0	0	0	0	0
SP114908	565	107	0	0	0	0	0	0	0	0	0	0
SP114904	653	169	0	0	0	0	0	0	0	0	0	0
SP114918	535	106	0	0	0	0	0	0	0	0	0	0
SP114984	349	96	0	0	204	0	0	0	0	0	0	0
SP114994	195	80	0	0	0	504	580	0	0	0	0	0
SP114978	353	107	0	0	223	0	0	0	0	0	0	0
SP114912	633	154	0	0	0	0	0	0	0	0	0	0
SP114917	663	161	0	0	0	0	0	0	0	0	0	0
SP114980	441	123	0	0	235	0	0	0	0	0	0	0
SP114976	403	116	0	0	206	0	0	0	0	0	0	0
SP114916	641	133	0	0	0	0	0	0	0	0	0	0
SP125579	0	0	0	0	1	0	0	0	0	0	0	0
SP111131	162	41	0	0	0	0	49	59	0	0	0	0
SP111126	26	0	0	0	173	0	63	0	0	0	0	0
SP111146	66	19	0	0	108	0	49	0	0	0	0	0
SP111123	63	15	0	0	94	0	55	40	0	0	0	0
SP111127	194	81	0	0	0	0	0	94	0	0	0	0
SP111121	9	4	0	0	0	0	15	0	0	0	0	0
SP111156	48	0	0	0	125	0	40	0	0	0	0	0
SP111122	128	26	0	0	155	0	0	0	0	0	0	0
SP111129	151	32	0	0	212	0	0	0	0	0	0	0
SP111152	103	39	0	0	142	0	0	0	0	0	0	0
SP111154	140	0	77	0	177	0	59	0	0	0	0	0
SP111124	59	0	0	0	89	0	0	0	0	0	0	0
SP111128	77	20	0	0	0	0	40	43	0	0	0	0
SP111125	248	54	0	0	203	0	0	0	0	0	0	0
SP111130	63	0	0	0	81	0	0	0	0	0	0	0
SP106835	18	10	0	0	34	0	13	0	0	0	0	0
SP106834	41	0	37	0	0	0	30	47	0	0	0	0
SP106825	190	56	91	0	209	0	0	0	0	0	0	0
SP106841	12	0	0	16	0	16	0	35	0	0	0	0
SP106827	148	37	0	0	160	0	0	0	0	0	0	0
SP106833	57	0	0	0	0	0	37	63	0	0	0	0
SP106839	113	28	0	0	154	0	0	0	0	0	0	0
SP106840	47	0	0	0	90	0	0	33	0	0	0	0
SP106828	34	12	34	0	51	0	0	0	0	0	0	0
SP106829	162	56	0	0	0	0	0	95	0	0	0	0
SP106836	5	2	0	0	16	0	0	0	0	0	0	0
SP106837	28	0	0	0	67	0	0	0	0	0	0	0
SP80037	147	41	0	123	0	0	0	0	0	0	0	0
SP102690	59	15	43	0	82	0	29	0	0	0	0	0
SP80213	0	0	0	0	0	0	0	0	10	0	0	0
SP79939	0	0	9	0	0	0	0	0	14	0	0	0
SP109649	10	0	0	0	55	0	17	0	0	0	0	0
SP79988	7	6	34	0	0	0	17	0	0	0	0	0
SP80183	70	0	0	0	114	0	0	0	0	0	0	0
SP79971	74	0	0	0	114	0	0	0	0	0	0	0
SP80217	0	0	0	0	0	0	0	0	9	0	0	0
SP79968	217	0	0	0	207	0	0	0	0	0	0	0
SP80160	16	0	0	0	0	0	0	0	0	0	0	0
SP80244	18	11	0	19	0	0	14	27	0	0	0	0
SP79998	0	0	0	0	0	0	0	0	7	0	0	0
SP80216	0	0	0	0	56	0	21	18	0	0	0	0
SP80042	20	11	0	0	41	0	22	25	0	0	0	0
SP79907	56	20	0	0	148	0	40	0	0	0	0	0
SP79958	156	43	0	0	158	0	0	0	0	0	0	0
SP80205	119	32	0	0	0	0	0	73	0	0	0	0
SP80014	15	0	21	0	29	0	0	0	0	0	0	0
CPCT02070032T	631	339	0	0	0	0	0	0	0	0	0	0
CPCT02060045T	175	46	0	0	216	0	226	0	0	0	92	0
CPCT02020310T	476	160	0	0	344	0	0	0	0	0	0	0
CPCT02020323T	2249	12372	0	0	0	0	0	0	0	0	0	0
CPCT02140007T	324	71	0	0	0	0	119	0	0	0	132	0
CPCT02140011T	231	113	0	0	146	0	81	0	0	0	150	0
CPCT02020348T	352	226	0	0	0	0	0	0	0	0	0	0
CPCT02020357T	601	196	0	0	0	0	243	233	0	0	0	0
CPCT02020351T	253	58	0	0	230	0	0	0	0	0	0	0
CPCT02140020T	210	311	0	0	225	0	118	0	0	0	141	0
CPCT02010399T	185	0	0	0	427	380	229	0	0	0	0	0
CPCT02020370T	258	0	0	0	711	0	459	0	0	0	0	0
CPCT02140023T	195	71	0	0	0	0	96	0	0	0	214	0
CPCT02140022T	4850	10280	0	0	0	0	0	0	0	0	0	0
CPCT02020378T	815	219	0	0	0	0	0	0	0	0	0	0
CPCT02010415T	448	116	0	0	0	0	255	0	0	0	236	0
CPCT02070021T	660	182	0	0	0	0	0	199	0	0	0	0
CPCT02070024T	6981	21122	0	0	0	0	0	0	0	0	0	0
CPCT02020380T	377	232	0	0	279	0	0	0	0	0	0	0
CPCT02070023T	27836	99137	0	0	0	0	0	0	0	0	0	0
CPCT02020386T	264	175	0	0	0	616	346	169	0	0	0	0
CPCT02020387T	18364	82180	0	0	0	0	0	0	0	0	0	0
CPCT02020388T	359	143	0	0	0	551	316	0	0	0	222	0
CPCT02040046T	762	0	0	0	0	0	0	0	0	0	0	0
CPCT02070036T	455	325	0	0	331	0	197	0	0	0	0	0
CPCT02070035T	346	158	0	0	0	0	0	0	0	0	0	0
CPCT02020394T	416	139	0	0	0	0	0	184	0	0	0	0
CPCT02140026T	603	251	0	0	0	0	0	0	0	0	0	0
CPCT02140029T	628	179	0	0	0	0	0	0	0	0	0	0
CPCT02140030T	519	272	0	0	340	0	0	0	0	0	0	0
CPCT02020656TII	354	0	0	0	487	0	236	0	0	217	0	0
CPCT02011011T	807	176	0	0	0	0	256	0	0	0	0	0
CPCT02070269T	437	147	0	0	312	0	0	0	0	0	0	0
CPCT02330130T	409	273	0	0	270	0	0	0	0	0	0	0
CPCT02070256T	255	100	0	0	0	438	186	0	0	0	159	0
CPCT02070425T	1082	526	0	0	0	0	0	0	0	0	0	0
CPCT02080281T	245	111	0	0	208	0	0	0	0	0	0	0
CPCT02070270T	334	252	0	0	0	0	0	0	0	0	146	0
CPCT02390037T	227	143	0	0	183	0	0	0	0	0	107	0
CPCT02140098T	229	0	0	0	673	1314	446	0	0	0	0	0
CPCT02020888T	413	0	0	0	284	0	0	0	0	0	0	0
CPCT02340055T	253	49	0	0	160	196	113	0	0	0	125	0
CPCT02070430T	495	211	0	0	305	0	0	0	0	0	0	0
CPCT02050418T	423	284	0	0	0	0	0	0	0	0	0	0
CPCT02340108T	231	67	121	0	165	0	0	0	0	0	0	0
CPCT02100137T	422	101	0	0	0	0	0	0	0	0	209	0
CPCT02070433T	767	126	0	0	0	0	0	0	0	0	0	0
CPCT02070264T	430	297	0	0	264	0	0	0	0	0	192	0
CPCT02070420T	109	0	0	0	141	277	107	0	0	0	0	0
DRUP01070028TII	525	254	0	0	0	0	0	0	0	329	0	0
CPCT02080180T	398	177	0	0	348	0	0	0	0	0	210	0
CPCT02070446T	553	115	0	0	0	0	0	0	0	0	0	0
CPCT02020704TII	11394	54731	0	0	0	0	0	0	0	0	0	0
CPCT02220031T	313	325	0	0	0	1057	402	0	0	0	314	0
DRUP01070071T	287	126	0	0	0	850	247	0	0	226	227	0
CPCT02140102T	247	82	0	0	193	0	0	0	0	0	0	0
CPCT02070280T	218	81	0	0	0	0	100	75	0	0	139	0
CPCT02100194T	185	0	0	0	174	0	131	0	0	0	0	0
CPCT02070268T	701	221	0	0	0	0	0	366	0	0	0	0
CPCT02011043T	452	163	0	0	0	0	0	0	0	0	0	0
CPCT02070449T	237	0	0	0	308	0	0	0	0	0	0	0
CPCT02340056T	544	217	0	0	0	0	0	0	0	0	244	0
CPCT02070450T	667	240	0	0	366	0	0	0	0	0	0	0
CPCT02220069T	781	196	0	0	0	0	0	0	0	0	312	0
CPCT02070452T	229	49	0	0	260	0	0	0	0	0	0	0
DRUP01070038T	3648	19862	0	0	0	0	0	0	0	0	0	0
CPCT02150043T	186	75	0	0	0	0	0	112	0	0	0	0
CPCT02090033T	270	123	0	0	239	0	0	0	0	0	183	0
CPCT02070426T	140	51	0	83	0	0	75	94	0	0	96	0
CPCT02150047T	288	95	0	0	0	0	0	132	0	0	0	0
CPCT02070125T	187	155	0	0	0	1125	410	0	0	185	0	0
CPCT02190054T	597	211	0	0	494	0	0	0	0	0	0	0
CPCT02130169T	271	107	0	0	0	1110	498	0	0	0	284	0
CPCT02020918T	365	148	0	0	0	0	0	187	0	0	0	0
CPCT02070459T	498	100	0	0	273	0	0	0	0	0	0	0
CPCT02140055T	111	55	0	0	0	211	131	66	0	0	108	0
DRUP01070028T	321	150	0	0	0	0	161	0	0	0	406	0
CPCT02160061T	363	163	0	0	363	0	238	0	0	0	0	0
CPCT02020656T	349	72	0	0	335	0	236	0	0	0	178	0
CPCT02020931T	403	75	0	0	225	0	0	0	0	0	0	0
CPCT02070106T	399	127	0	0	0	634	271	0	0	0	253	0
CPCT02070289T	189	67	0	0	0	0	105	0	0	0	180	0
CPCT02210043T	479	118	0	0	0	0	157	0	0	0	324	0
CPCT02010753T	437	480	0	0	0	1868	652	0	0	0	0	0
CPCT02020924T	404	126	0	0	237	0	0	0	0	0	0	0
CPCT02070293T	186	81	0	0	152	0	72	0	0	0	144	0
CPCT02020938T	295	0	0	337	333	0	0	0	0	0	0	0
CPCT02200006T	241	46	132	0	283	0	177	0	0	0	0	0
CPCT02020658T	155	43	0	0	133	0	76	0	0	0	93	0
CPCT02070292T	344	100	0	0	0	0	150	0	0	0	272	0
CPCT02070055TII	199	219	0	0	0	1358	483	0	0	282	275	0
CPCT02070466T	194	34	96	0	187	0	92	0	0	0	81	0
CPCT02070454T	145	53	0	0	0	0	78	88	0	0	0	0
CPCT02010762T	210	54	123	0	237	0	135	0	0	0	103	0
CPCT02260016T	772	262	0	0	0	0	0	0	0	0	0	0
CPCT02350020T	814	1033	0	0	0	0	0	0	0	0	0	0
CPCT02070295T	296	94	0	0	249	0	0	0	0	0	120	0
CPCT02020942T	265	77	0	0	250	0	0	0	0	0	0	0
CPCT02140060T	1097	0	0	0	0	0	0	0	0	0	0	0
CPCT02310008T	261	52	0	0	210	0	0	0	0	0	101	0
CPCT02070300T	293	78	0	0	218	0	107	0	0	0	106	0
CPCT02160062T	175	53	113	0	0	0	0	0	0	0	0	0
CPCT02070473T	167	0	0	0	230	0	80	0	0	0	81	0
CPCT02070468T	261	53	0	0	217	0	0	0	0	0	0	0
CPCT02300052T	801	595	0	0	0	0	0	0	0	0	0	0
CPCT02070301T	343	115	0	0	0	967	255	275	0	0	269	0
CPCT02430002T	193	47	0	0	198	310	128	103	0	0	0	0
CPCT02070474T	384	69	0	0	266	0	0	0	0	0	0	0
CPCT02070472T	266	64	0	0	196	0	0	0	0	0	0	0
DRUP01070036T	291	107	0	0	0	0	413	0	0	0	467	0
CPCT02150052T	394	1383	0	0	0	3489	855	0	0	0	0	0
CPCT02070307T	370	246	0	0	0	0	354	0	0	0	199	0
CPCT02330099T	512	199	0	0	303	0	0	0	0	0	184	0
CPCT02070263T	225	93	0	0	0	0	167	0	0	0	216	0
DRUP01050020T	502	279	0	0	0	0	191	0	0	0	265	0
CPCT02020678T	122	77	0	0	0	721	269	0	0	0	172	0
CPCT02020673T	243	0	0	0	276	659	277	0	0	0	257	0
WIDE01010113T	343	176	0	0	0	0	0	0	0	0	164	0
CPCT02050442T	841	177	0	0	0	0	0	0	0	0	0	0
CPCT02020968T	647	139	0	0	497	0	210	0	0	0	0	0
CPCT02020970T	508	137	0	0	0	0	0	0	0	211	0	0
CPCT02060294T	613	179	0	0	0	275	0	0	0	0	0	0
CPCT02070478T	445	175	0	0	306	0	219	0	0	0	0	0
CPCT02140065T	292	105	0	0	159	0	82	0	0	0	132	0
CPCT02210085T	506	210	0	0	0	0	0	0	0	0	0	0
CPCT02390044T	911	696	0	0	0	0	0	0	0	0	0	0
CPCT02050443T	10293	59905	0	0	0	0	0	0	0	0	0	0
CPCT02070306T	960	191	0	0	0	0	0	0	0	0	0	0
CPCT02070481T	236	61	0	0	396	0	275	0	0	0	0	0
CPCT02070482T	46	19	0	0	59	0	0	0	0	0	29	0
DRUP01140005T	749	623	0	0	0	0	0	0	0	0	454	0
CPCT02220082T	229	95	0	403	0	0	0	0	0	0	0	0
CPCT02020687T	127	26	0	0	107	0	0	0	0	0	112	0
CPCT02070484T	296	102	0	0	0	349	164	0	0	0	0	0
CPCT02020686T	327	120	0	0	293	0	275	0	0	0	187	0
CPCT02070486T	436	78	0	0	282	0	164	0	0	0	0	0
CPCT02070483T	335	129	0	0	305	0	0	0	0	0	0	0
CPCT02070487T	164	64	0	0	141	0	64	0	0	0	0	0
CPCT02040342T	571	192	0	0	325	0	0	0	0	0	0	0
CPCT02020977T	166	0	0	0	299	0	0	0	0	0	0	0
CPCT02070312T	539	89	0	0	305	0	0	0	0	0	0	0
CPCT02040343T	599	355	0	0	0	0	0	0	0	0	0	0
CPCT02290031T	228	89	0	0	0	0	121	0	0	0	214	0
CPCT02150008T	209	99	0	0	166	0	134	0	0	0	203	0
CPCT02370013TII	248	71	0	0	0	0	146	0	0	0	280	0
CPCT02100202T	414	102	0	0	0	0	0	217	0	0	0	0
CPCT02100203T	325	110	0	0	192	0	0	0	0	0	0	0
CPCT02070466TII	530	0	0	0	591	0	0	0	0	0	0	0
WIDE01010214T	657	138	0	0	0	0	0	0	0	0	0	0
WIDE01010215T	1046	225	0	0	0	0	0	0	0	0	0	0
WIDE01010234T	370	79	0	0	291	0	0	0	0	0	0	0
CPCT02110083T	310	99	0	0	195	0	0	0	0	0	0	0
CPCT02070315T	442	116	0	0	0	0	0	0	0	0	235	0
DRUP01070026TII	16746	80142	0	0	0	0	0	0	0	0	0	0
CPCT02020981T	378	222	0	0	0	0	0	0	0	0	0	0
CPCT02140067T	369	69	0	0	0	0	0	0	0	0	186	0
CPCT02350003T	81	65	0	0	0	0	116	0	0	0	213	0
CPCT02070490T	386	173	0	0	0	0	0	0	0	0	0	0
WIDE01010283T	145	31	70	0	109	0	0	0	0	0	0	0
CPCT02020982T	378	126	0	0	0	0	0	166	0	0	0	0
CPCT02020975T	484	0	0	0	296	0	0	0	0	0	0	0
WIDE01010323T	400	0	0	0	0	0	269	186	0	0	0	0
CPCT02070208T	194	109	0	0	0	0	137	0	0	0	294	0
CPCT02070064TII	255	125	0	0	0	0	188	0	0	0	394	0
CPCT02140041TIV	530	411	0	0	0	0	0	244	0	0	0	0
CPCT02020704T	10826	51617	0	0	0	0	0	0	0	0	0	0
CPCT02040249T	610	271	0	0	0	0	0	0	0	0	0	0
CPCT02020924TII	389	136	0	0	270	0	0	0	0	0	0	0
