Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP50827	1:Del:C:2	0.8194531904277663	0.00019144071602101851	0.15379225375543998	5.739175411486822e-05	0.02399352721345188	0.0008906617357287095	0.0	0.0	0.0016215343974771603	0.0
SP50827	1:Del:C:3	0.8226166151702489	0.0034658728161385704	0.08396715950407677	0.0012827061158880945	0.06574304766763295	0.021038194975350342	0.0	0.0	0.001886403750664631	0.0
SP50827	1:Del:C:4	0.8960632513418952	0.012233312670084174	0.041515288949062375	8.308410873924952e-05	0.032185031641086576	0.01733258923379614	0.0	0.0	0.0005874420553363614	0.0
SP50827	1:Del:C:5	0.8661948221311164	0.06679853091699857	0.027599577279739353	0.010595492563061847	0.015750281641993602	0.010308099046402841	0.0	0.0	0.002753196420687412	0.0
SP50827	1:Del:T:0	0.4806171510841114	0.0005852013333091678	0.13348919449309546	0.01070230441389152	0.25734680830562634	0.10471993338934187	0.0	0.0	0.012539406980624388	0.0
SP50827	1:Del:T:1	0.4065178996895397	0.0007339889914568751	0.2938169604232469	0.00585530415510158	0.1808048666861696	0.09654318851741699	0.0	0.0	0.015727791537068325	0.0
SP50827	1:Del:T:2	0.3596783601770613	0.003244299900276639	0.15545641728347917	0.009096869905529027	0.32463547471465437	0.13169276926267892	0.0	0.0	0.01619580875632051	0.0
SP50827	1:Del:T:3	0.41816373539060586	0.014224673851030274	0.11266388700113751	0.015107245233464569	0.3802049515124274	0.052515605801315715	0.0	0.0	0.007119901210018788	0.0
SP50827	1:Del:T:4	0.4381864033354427	0.06076958824413875	0.003958679199195753	0.018846654168218922	0.40928726915201524	0.05919715278302128	0.0	0.0	0.009754253117967246	0.0
SP50827	1:Del:T:5	0.0032706057093424305	0.5769756963000388	0.26235629493600665	0.04450594504154322	0.02406344028471495	0.025758224270410152	0.0	0.0	0.06306979345794377	0.0
SP50827	1:Ins:C:0	0.5744508737915951	0.005629884895511517	0.04122495104698126	0.003214866635717832	0.35532084563318517	0.013526600309580661	0.0	0.0	0.00663197768742848	0.0
SP50827	1:Ins:C:1	0.40368961388408725	0.0014090772910395834	0.24558347863654476	0.001130870050932787	0.12885704982002943	0.195004717950015	0.0	0.0	0.024325192367351197	0.0
SP50827	1:Ins:C:2	0.3352918941511598	0.0007318472787860652	0.4378004457370122	0.010095891648478324	0.07160302818719119	0.12759889259299964	0.0	0.0	0.01687800040437294	0.0
SP50827	1:Ins:C:3	0.6845322229757508	0.002904072828810084	0.24295768558007716	0.004661708666447033	0.020350078051130496	0.04398536570049976	0.0	0.0	0.000608866197284669	0.0
SP50827	1:Ins:C:4	0.7314038471542105	0.012389571979866428	0.15932345659717495	0.0124185692152887	0.020147096930457985	0.06295031899583094	0.0	0.0	0.0013671391271702301	0.0
SP50827	1:Ins:C:5	0.4949423809882105	0.04899660031196224	0.09812575558481894	0.22048286734996686	0.03777864654723671	0.09959638117793787	0.0	0.0	7.736803986679556e-05	0.0
SP50827	1:Ins:T:0	0.2061420429407938	0.0020514062531333333	0.6682830514054379	0.014487005978177049	0.06232140251196898	0.03920113716631337	0.0	0.0	0.00751395374417579	0.0
SP50827	1:Ins:T:1	0.1914421074997064	9.936198428715102e-06	0.7305271077485557	0.005451517372021516	0.018449427954566864	0.04528795868558468	0.0	0.0	0.008831944541136014	0.0
SP50827	1:Ins:T:2	0.18628596756936125	0.0016803392394352736	0.7982784590540709	0.00028114082083912387	0.010036351368368054	0.0026688988327856285	0.0	0.0	0.0007688431151398384	0.0
SP50827	1:Ins:T:3	0.38580284773222706	0.0018890363297773508	0.5414552795305567	0.010326921428501043	0.03590125039762211	0.014817935074242818	0.0	0.0	0.009806729507072922	0.0
SP50827	1:Ins:T:4	0.42585499730991805	0.008567364336447704	0.33641794107888257	0.11509924202554088	0.0633389420059598	0.04319960515009922	0.0	0.0	0.007521908093151966	0.0
SP50827	1:Ins:T:5	0.10940685816006629	0.03588681875765271	0.16190406062462967	0.6264441138031674	0.03934311956026238	0.02139968382348648	0.0	0.0	0.005615345270735112	0.0
SP50827	2:Del:R:0	0.08955388413105282	0.002854764823273469	0.3623372363368756	0.005781260118915315	0.16823141109564088	0.1435105824084042	0.0	0.0	0.2277308610858377	0.0
SP50827	2:Del:R:1	0.3527758826582916	0.0017733924018426164	0.18727597538941887	0.008861513454111724	0.027665783053379196	0.020920143918194925	0.0	0.0	0.4007273091247608	0.0
SP50827	2:Del:R:2	0.7263227009613874	0.0028938065980365604	0.032233730349153514	0.0005210428365348528	0.027026571631967942	0.017353094237994977	0.0	0.0	0.19364905338492477	0.0
SP50827	2:Del:R:3	0.8159663786069542	0.03366503051126834	0.008210263952957193	0.0	0.03594176725335315	0.013309576259291155	0.0	0.0	0.0929069834161759	0.0
SP50827	2:Del:R:4	0.8300937730652388	0.042647510595967664	0.009620941109274557	0.008071523997720112	0.03821457992409536	0.026090877081745074	0.0	0.0	0.04526079422595853	0.0
SP50827	2:Del:R:5	0.5511488458095575	0.12461317622744486	0.018512709878540944	0.006123468443328351	0.09603580594988298	0.08619030387421994	0.0	0.0	0.11737568981702542	0.0
SP50827	3:Del:R:0	0.11253583466680338	0.00449621017048646	0.0655653584471556	0.014213478352527833	0.21092796350204865	0.48369514037494554	0.0	0.0	0.1085660144860326	0.0
SP50827	3:Del:R:1	0.04574607029721983	0.010122614250288093	0.04611928026484089	0.027284989522623464	0.03692963698937737	0.12433012156954992	0.0	0.0	0.7094672871061004	0.0
SP50827	3:Del:R:2	0.05097220087427235	0.012049670834635165	0.05405302050739701	0.020039912850595632	0.015211422225659459	0.061978548388840274	0.0	0.0	0.7856952243186001	0.0
SP50827	3:Del:R:3	0.004371407573807393	0.024734759429101506	0.026380515719400366	0.05490382994622435	0.08936549366766852	0.1625839312976769	0.0	0.0	0.6376600623661209	0.0
SP50827	3:Del:R:4	0.00031973969797318726	0.02930213827061131	0.0	0.037548966457178166	0.10233188973456865	0.21634067824657288	0.0	0.0	0.6141565875930959	0.0
SP50827	3:Del:R:5	0.008208039994706711	0.06780246863369466	0.002043475787301893	0.019744770288775016	0.38620638365811666	0.18886217098977903	0.0	0.0	0.3271326906476261	0.0
SP50827	4:Del:R:0	0.043021321196543116	0.0018084011506654678	0.01779613735986682	0.008354062659036496	0.1432643279909466	0.6250227826410044	0.0	0.0	0.1607329670019371	0.0
SP50827	4:Del:R:1	0.019383085501816468	0.0023292333054451865	0.030842702406327575	0.05019472027725933	0.06769068624327716	0.137880982464574	0.0	0.0	0.6916785898013003	0.0
SP50827	4:Del:R:2	0.004369121644294003	0.003142003114408475	0.02338659489223413	0.06367117618414708	0.026193855496150803	0.10193836670271943	0.0	0.0	0.777298881966046	0.0
SP50827	4:Del:R:3	0.011794477888841954	0.017761606846619298	0.0	0.04487849792908928	0.02494704507785433	0.14278815223462776	0.0	0.0	0.7578302200229674	0.0
SP50827	4:Del:R:4	0.012668164464759392	0.03204221362149661	0.028309195300831973	0.004483525429409641	0.057483122003283954	0.16094647439007798	0.0	0.0	0.7040673047901405	0.0
SP50827	4:Del:R:5	0.0	0.046077039836736056	0.04198139092361507	0.002556803658832148	0.004117844063295101	0.08101895073227759	0.0	0.0	0.8242479707852441	0.0
SP50827	5:Del:R:0	0.09526014254801166	4.673292026140767e-05	0.009869077926478254	6.910373319168981e-05	0.1919973647834939	0.6905523454405003	0.0	0.0	0.01220523264806281	0.0
SP50827	5:Del:R:1	0.0	0.001148001053997158	0.004808788194514392	0.11579513554238002	0.17938374222561324	0.2437144380477401	0.0	0.0	0.4551498949357551	0.0
SP50827	5:Del:R:2	0.016421614879096894	0.0032580184809611525	0.0	0.04693130040870183	0.06781121053099345	0.1373854484050836	0.0	0.0	0.7281924072951631	0.0
SP50827	5:Del:R:3	0.01809945258059387	0.024049458319186912	0.0002169997801730869	0.009485583642724846	0.04182501331430168	0.11610791501659547	0.0	0.0	0.7902155773464241	0.0
SP50827	5:Del:R:4	0.033534054861806384	0.0143570277712609	0.011649952370979743	0.06933820201598485	0.10194920100325502	0.08871282103266773	0.0	0.0	0.6804587409440453	0.0
SP50827	5:Del:R:5	0.0071095108442647175	0.017504056399359494	0.019414938341715513	0.010090022926929678	0.009894688257142228	0.10701543176208826	0.0	0.0	0.8289713514685002	0.0
SP50827	2:Ins:R:0	0.31584599169310373	0.009525884328132053	0.3765147604954199	0.02496165058170714	0.1302988161651683	0.10159056390070932	0.0	0.0	0.04126233283575941	0.0
SP50827	2:Ins:R:1	0.1707612270831401	0.0014920254778321264	0.4438575728215282	0.018551902482684245	0.08135952836953055	0.25776062690016954	0.0	0.0	0.026217116865115228	0.0
SP50827	2:Ins:R:2	0.22408808722729676	0.007999865227613501	0.2735217902950258	0.009753861762222477	0.13062781946767546	0.3413000846730804	0.0	0.0	0.012708491347085602	0.0
SP50827	2:Ins:R:3	0.4419786278560662	0.03364127664635178	0.02946431056953965	0.024672715097437983	0.2255992993137476	0.20962551126515416	0.0	0.0	0.03501825925170266	0.0
SP50827	2:Ins:R:4	0.1667027865951951	0.17806584124391725	0.0071139720488511025	0.3469408613967008	0.18997524488942844	0.11030949255721403	0.0	0.0	0.0008918012686932068	0.0
SP50827	2:Ins:R:5	8.83089466679921e-45	0.17678286384965197	1.239241114798474e-45	0.6577413987904142	0.08685281603560514	0.0715385535611229	0.0	0.0	0.007084367763205761	0.0
SP50827	3:Ins:R:0	0.00984921355864568	0.00435909893823861	0.14071867348539183	0.14117190586685982	0.25020301526035793	0.31264214675242274	0.0	0.0	0.1410559461380833	0.0
SP50827	3:Ins:R:1	0.07152286096086291	0.00013669039233780642	0.08405143908958786	0.06254986107915922	0.1680674519012889	0.5948509362276262	0.0	0.0	0.01882076034913713	0.0
SP50827	3:Ins:R:2	0.14258874807648053	0.002020347001274458	0.06392766688191627	0.08122551989159323	0.1821023037156455	0.5101164287870744	0.0	0.0	0.018018985646015565	0.0
SP50827	3:Ins:R:3	0.12451310001791581	0.05020473054238535	0.02620724299608458	0.01813208228221847	0.570909146991813	0.16144224965174048	0.0	0.0	0.04859144751784231	0.0
SP50827	3:Ins:R:4	0.01135333488252156	0.10305183212777676	0.007262451347066408	0.5818942163067006	0.13880176998188973	0.15059064172588685	0.0	0.0	0.007045753628158039	0.0
SP50827	3:Ins:R:5	0.0011068240568175472	0.1578637430352124	0.0	0.4992251863657147	0.08242233282901983	0.14903298307136398	0.0	0.0	0.11034893064187154	0.0
SP50827	4:Ins:R:0	0.05210587231038981	0.020488399112444454	0.35227074431947064	0.0015224269251118653	0.2472541634729024	0.29179568451774773	0.0	0.0	0.03456270934193286	0.0
SP50827	4:Ins:R:1	0.032603152288890214	0.0012928690630697591	0.008597465358600096	0.018839973934812963	0.17511849605263147	0.7420475665583944	0.0	0.0	0.021500476743601143	0.0
SP50827	4:Ins:R:2	0.2540005951760239	0.01527694857168443	0.08375500958629836	0.2033710572173596	0.1111019564439726	0.3021835578920425	0.0	0.0	0.030310875112618707	0.0
SP50827	4:Ins:R:3	0.0261067412530953	0.08080154920738837	0.017514420079826284	0.10311500399339266	0.15077439775679108	0.4105955715568892	0.0	0.0	0.2110923161526172	0.0
SP50827	4:Ins:R:4	0.024151754408277833	0.06268765374047153	0.0	0.44209284850637176	0.06763248077090883	0.21628090016354085	0.0	0.0	0.18715436241042918	0.0
SP50827	4:Ins:R:5	0.011465854498355283	0.017533492222928684	0.0008788205453300003	0.401302431559022	0.18286996801806105	0.15248034665635515	0.0	0.0	0.23346908649994777	0.0
SP50827	5:Ins:R:0	1.836410306045113e-07	0.1514792334221482	6.515735035252817e-07	0.006156952220671526	0.5898929088133148	0.24401157411341493	0.0	0.0	0.008458496215916537	0.0
SP50827	5:Ins:R:1	0.019542805615627747	0.0	0.013422466503740276	0.0863257066118721	0.40931278297342005	0.42956600573743103	0.0	0.0	0.04183023255790879	0.0
SP50827	5:Ins:R:2	0.0038052796550808593	0.018555433457244353	0.00807932852312043	0.27972159255711704	0.20705533547958488	0.4710840443258127	0.0	0.0	0.011698986002039778	0.0
SP50827	5:Ins:R:3	0.037368582289011854	0.004579142227560941	0.02504109386375069	0.22966487969776703	0.315841593913048	0.38547930739708564	0.0	0.0	0.0020254006117758614	0.0
SP50827	5:Ins:R:4	0.0792720568402122	0.008719886177103585	0.01982859137619018	0.1780045566522567	0.23116578112507	0.1261812581851134	0.0	0.0	0.35682786964405394	0.0
SP50827	5:Ins:R:5	0.0	0.0036666193482786094	0.0	0.6206971430330231	0.11056256796080317	0.10034411134317629	0.0	0.0	0.16472955831471878	0.0
SP50827	2:Del:M:1	0.20319518917673712	0.0011967352628839431	0.24050422739050306	0.006087739742071064	0.04009113426223746	0.04367892883376951	0.0	0.0	0.46524604533179786	0.0
SP50827	3:Del:M:1	0.04166176138791896	0.0025575001660050633	0.11972555335033522	0.01830652227875296	0.21886376153035828	0.4977768802439058	0.0	0.0	0.10110802104272375	0.0
SP50827	3:Del:M:2	0.03818732617663887	0.006443688029138339	0.04059387150224855	0.023982594842692207	0.06988962692635702	0.15874985722362805	0.0	0.0	0.6621530352992969	0.0
SP50827	4:Del:M:1	0.02443296969862502	0.007877980893159288	0.025536770325509963	0.05403141822959958	0.16841513964292834	0.4630610200218149	0.0	0.0	0.2566447011883629	0.0
SP50827	4:Del:M:2	0.01549059931759409	0.0020965733961995367	0.006674520791137201	0.012736547320610846	0.10358755810291517	0.304750245360928	0.0	0.0	0.5546639557106151	0.0
SP50827	4:Del:M:3	0.0	0.0010471238280027088	0.07678720910201631	0.052267930994159495	0.024475097225621915	0.14716163453876965	0.0	0.0	0.6982610043114299	0.0
SP50827	5:Del:M:1	0.018362345633096418	0.0007419989590885937	0.1345762735451128	0.011859709174601643	0.18295213846686328	0.6172183685243551	0.0	0.0	0.03428916569688223	0.0
SP50827	5:Del:M:2	0.19841246869006277	0.0003159764354818267	0.10689319265864494	0.007390036983678485	0.1484014687243719	0.5240052061881163	0.0	0.0	0.014581650319643716	0.0
SP50827	5:Del:M:3	0.20988413474643142	0.0034341710941121714	0.1454034715513825	0.023414679793806268	0.1686352972042179	0.39837202518000575	0.0	0.0	0.05085622043004398	0.0
SP50827	5:Del:M:4	0.15982030689604648	0.0018825504768632494	0.19131101846375048	0.041559793706518564	0.29427079540517614	0.06575349592972247	0.0	0.0	0.24540203912192254	0.0
SP50827	5:Del:M:5	0.3299769638466128	0.0014934342945098092	0.07881591420681626	0.15541282267573756	0.21493048539072976	0.18880712105200642	0.0	0.0	0.03056325853358737	0.0
SP50263	1:Del:C:0	0.11440273760881461	0.004575008928900288	0.0	0.016137088128926152	0.7408750480769265	0.0841724483681678	0.0	0.0	0.03983766888826469	0.0
SP50263	1:Del:C:1	0.43790895934983987	8.716110490706757e-05	0.0	0.012681577759440503	0.4227798066415258	0.1124478667838621	0.0	0.0	0.014094628360424735	0.0
SP50263	1:Del:C:2	0.7547478834583005	0.003290936186699243	0.0	0.0018752820220620328	0.20665574511729415	0.01710597466150155	0.0	0.0	0.016324178554142404	0.0
