Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP53460	1:Del:C:0	0.30606385195213476	0.0	0.37720351338596986	0.0	0.3116343005154094	0.0	0.0	0.005098334146485989	0.0	0.0
SP53460	1:Del:C:1	0.7333724506657168	0.0	0.15259452799161935	0.0	0.1113216560723236	0.0	0.0	0.002711365270340287	0.0	0.0
SP53460	1:Del:C:2	0.8077997031819413	0.0	0.15466492690989322	0.0	0.03477554385345016	0.0	0.0	0.0027598260547155506	0.0	0.0
SP53460	1:Del:C:3	0.8152605112961258	0.0	0.08489580527328462	0.0	0.09579637108068342	0.0	0.0	0.004047312349906173	0.0	0.0
SP53460	1:Del:C:4	0.9033151668832098	0.0	0.04269593621082691	0.0	0.0477040081754578	0.0	0.0	0.00628488873050567	0.0	0.0
SP53460	1:Del:C:5	0.9275588193204906	0.0	0.030151307274541947	0.0	0.024797876615020774	0.0	0.0	0.01749199678994685	0.0	0.0
SP53460	1:Del:T:0	0.4784126940551935	0.0	0.13555869606155435	0.0	0.3766365916291289	0.0	0.0	0.009392018254123209	0.0	0.0
SP53460	1:Del:T:1	0.4162122762206102	0.0	0.3068950718949495	0.0	0.2721733655088506	0.0	0.0	0.004719286375589676	0.0	0.0
SP53460	1:Del:T:2	0.3538333578530302	0.0	0.1560166539152099	0.0	0.4695488000759709	0.0	0.0	0.020601188155788965	0.0	0.0
SP53460	1:Del:T:3	0.3770757914216051	0.0	0.10364416471118199	0.0	0.5040810230508754	0.0	0.0	0.015199020816337536	0.0	0.0
SP53460	1:Del:T:4	0.410311919396668	0.0	0.003781667883978888	0.0	0.5634868257311604	0.0	0.0	0.022419586988192606	0.0	0.0
SP53460	1:Del:T:5	0.008243727829322079	0.0	0.6746286548558639	0.0	0.089177124929655	0.0	0.0	0.22795049238515902	0.0	0.0
SP53460	1:Ins:C:0	0.4815702661039656	0.0	0.03525695155394764	0.0	0.43795324813047687	0.0	0.0	0.04521953421160987	0.0	0.0
SP53460	1:Ins:C:1	0.47676395500254454	0.0	0.2958917286189683	0.0	0.223750655663351	0.0	0.0	0.0035936607151360743	0.0	0.0
SP53460	1:Ins:C:2	0.3774169752443446	0.0	0.5027503890410336	0.0	0.11850319507248538	0.0	0.0	0.001329440642136212	0.0	0.0
SP53460	1:Ins:C:3	0.7082249764022908	0.0	0.2564400332018376	0.0	0.030955920044986495	0.0	0.0	0.004379070350885177	0.0	0.0
SP53460	1:Ins:C:4	0.7912360213793406	0.0	0.17583542305472957	0.0	0.03204509628863843	0.0	0.0	0.0008834592772915699	0.0	0.0
SP53460	1:Ins:C:5	0.7606234641052652	0.0	0.1538423586791651	0.0	0.08536144636433939	0.0	0.0	0.00017273085123027898	0.0	0.0
SP53460	1:Ins:T:0	0.2078995904134338	0.0	0.6875833402166431	0.0	0.09241119179203777	0.0	0.0	0.012105877577885154	0.0	0.0
SP53460	1:Ins:T:1	0.19818492371706656	0.0	0.771520239891344	0.0	0.02808124425271985	0.0	0.0	0.002213592138869579	0.0	0.0
SP53460	1:Ins:T:2	0.18332898843609302	0.0	0.8014625817444015	0.0	0.014522024078068586	0.0	0.0	0.000686405741436694	0.0	0.0
SP53460	1:Ins:T:3	0.387862849277399	0.0	0.5553326241311776	0.0	0.053066766314896714	0.0	0.0	0.003737760276526757	0.0	0.0
SP53460	1:Ins:T:4	0.48876976263249666	0.0	0.3939123271127954	0.0	0.10688424219787496	0.0	0.0	0.010433668056832886	0.0	0.0
SP53460	1:Ins:T:5	0.31750659606508236	0.0	0.47934012756208394	0.0	0.16787162443579146	0.0	0.0	0.03528165193704232	0.0	0.0
SP53460	2:Del:R:0	0.12042901546680372	0.0	0.49709285073425663	0.0	0.332624390461313	0.0	0.0	0.04985374333762666	0.0	0.0
SP53460	2:Del:R:1	0.584040978266017	0.0	0.316303749959815	0.0	0.06734226113026226	0.0	0.0	0.03231301064390585	0.0	0.0
SP53460	2:Del:R:2	0.8994295379123158	0.0	0.04072170345114348	0.0	0.049207214453161154	0.0	0.0	0.01064154418337938	0.0	0.0
SP53460	2:Del:R:3	0.9281538656125796	0.0	0.009527581523253299	0.0	0.06011009798230613	0.0	0.0	0.0022084548818609826	0.0	0.0
SP53460	2:Del:R:4	0.9255489519458514	0.0	0.01094378706044338	0.0	0.0626471938096262	0.0	0.0	0.0008600671840790975	0.0	0.0
SP53460	2:Del:R:5	0.7735513419353724	0.0	0.026507457711886572	0.0	0.19817721542716735	0.0	0.0	0.0017639849255735804	0.0	0.0
SP53460	3:Del:R:0	0.1923807338861308	0.0	0.11434653820888059	0.0	0.5301578485870926	0.0	0.0	0.16311487931789606	0.0	0.0
SP53460	3:Del:R:1	0.24789081765862359	0.0	0.2549570400788244	0.0	0.2942266320322307	0.0	0.0	0.20292551023032127	0.0	0.0
SP53460	3:Del:R:2	0.3308462126035405	0.0	0.35792380979812416	0.0	0.14516532729118	0.0	0.0	0.16606465030715534	0.0	0.0
SP53460	3:Del:R:3	0.02631976213567041	0.0	0.16203983100160899	0.0	0.7910989595679604	0.0	0.0	0.020541447294760148	0.0	0.0
SP53460	3:Del:R:4	0.0015381989636541345	0.0	0.0	0.0	0.7238144402160469	0.0	0.0	0.2746473608202989	0.0	0.0
SP53460	3:Del:R:5	0.014102451011923447	0.0	0.0035818094056697266	0.0	0.9756069349037654	0.0	0.0	0.006708804678641216	0.0	0.0
SP53460	4:Del:R:0	0.09997066854212394	0.0	0.042188340502146864	0.0	0.4894712803371944	0.0	0.0	0.36836971061853474	0.0	0.0
SP53460	4:Del:R:1	0.10120038696422953	0.0	0.16428182758886886	0.0	0.5196231286632991	0.0	0.0	0.21489465678360256	0.0	0.0
SP53460	4:Del:R:2	0.04403805346363385	0.0	0.24047991581470773	0.0	0.38818048662820154	0.0	0.0	0.32730154409345696	0.0	0.0
SP53460	4:Del:R:3	0.12613033492158335	0.0	0.0	0.0	0.3922475458633516	0.0	0.0	0.481622119215065	0.0	0.0
SP53460	4:Del:R:4	0.0899469788521964	0.0	0.20505872507512918	0.0	0.6000860487207351	0.0	0.0	0.10490824735193924	0.0	0.0
SP53460	4:Del:R:5	0.0	0.0	0.876145243917844	0.0	0.12385445572709798	0.0	0.0	3.003550581331084e-07	0.0	0.0
SP53460	5:Del:R:0	0.1437134560901297	0.0	0.015189400217446981	0.0	0.42587463012430116	0.0	0.0	0.41522251356812206	0.0	0.0
SP53460	5:Del:R:1	0.0	0.0	0.013388537885563781	0.0	0.7197854067041782	0.0	0.0	0.26682605541025795	0.0	0.0
SP53460	5:Del:R:2	0.11981106644977627	0.0	0.0	0.0	0.727416023081858	0.0	0.0	0.15277291046836555	0.0	0.0
SP53460	5:Del:R:3	0.19648750069345006	0.0	0.0024032924553621126	0.0	0.6675839263255434	0.0	0.0	0.1335252805256445	0.0	0.0
SP53460	5:Del:R:4	0.1298510559348109	0.0	0.04602156736371851	0.0	0.5804215604629741	0.0	0.0	0.2437058162384966	0.0	0.0
SP53460	5:Del:R:5	0.11652444629636828	0.0	0.32463189212671184	0.0	0.2384403428631854	0.0	0.0	0.32040331871373445	0.0	0.0
SP53460	2:Ins:R:0	0.34168819542704243	0.0	0.41554154710492347	0.0	0.20725039654659083	0.0	0.0	0.03551986092144329	0.0	0.0
SP53460	2:Ins:R:1	0.22492072680980651	0.0	0.5964330291049074	0.0	0.15756107256141155	0.0	0.0	0.02108517152387454	0.0	0.0
SP53460	2:Ins:R:2	0.30351445298570406	0.0	0.3779465434425476	0.0	0.2601336766316323	0.0	0.0	0.058405326940116145	0.0	0.0
SP53460	2:Ins:R:3	0.5487792712876887	0.0	0.03732248510902447	0.0	0.4118456381132886	0.0	0.0	0.0020526054899983465	0.0	0.0
SP53460	2:Ins:R:4	0.327612844902532	0.0	0.014262907199037979	0.0	0.5489279814846003	0.0	0.0	0.10919626641382979	0.0	0.0
SP53460	2:Ins:R:5	5.86379053910304e-44	0.0	8.394742865809909e-45	0.0	0.8479259816847199	0.0	0.0	0.15207401831528009	0.0	0.0
SP53460	3:Ins:R:0	0.017053898000270757	0.0	0.2485716984809845	0.0	0.636964078303734	0.0	0.0	0.09741032521501071	0.0	0.0
SP53460	3:Ins:R:1	0.1636669901922025	0.0	0.19621816584179572	0.0	0.565457707710268	0.0	0.0	0.07465713625573385	0.0	0.0
SP53460	3:Ins:R:2	0.2881664080788899	0.0	0.13180284731130468	0.0	0.5410953877436258	0.0	0.0	0.03893535686617963	0.0	0.0
SP53460	3:Ins:R:3	0.08814686462130014	0.0	0.01892740169255768	0.0	0.5942362197097312	0.0	0.0	0.2986895139764109	0.0	0.0
SP53460	3:Ins:R:4	0.02125117762958881	0.0	0.013868217035435105	0.0	0.381992514266479	0.0	0.0	0.582888091068497	0.0	0.0
SP53460	3:Ins:R:5	0.007780106042009487	0.0	0.0	0.0	0.8518284163062796	0.0	0.0	0.14039147765171095	0.0	0.0
SP53460	4:Ins:R:0	0.06639377823465772	0.0	0.45792581829420625	0.0	0.46321714005287495	0.0	0.0	0.012463263418261077	0.0	0.0
SP53460	4:Ins:R:1	0.10192096053663591	0.0	0.027419036549843546	0.0	0.8048894390205844	0.0	0.0	0.06577056389293612	0.0	0.0
SP53460	4:Ins:R:2	0.38056315592176504	0.0	0.12802083008556442	0.0	0.24474510090934518	0.0	0.0	0.24667091308332542	0.0	0.0
SP53460	4:Ins:R:3	0.08873461777878514	0.0	0.06073150177571136	0.0	0.7534740774015405	0.0	0.0	0.0970598030439631	0.0	0.0
SP53460	4:Ins:R:4	0.08488706398881289	0.0	0.0	0.0	0.34950101516887	0.0	0.0	0.5656119208423172	0.0	0.0
SP53460	4:Ins:R:5	0.0389579869502167	0.0	0.003046268105472415	0.0	0.9135509326479972	0.0	0.0	0.04444481229631365	0.0	0.0
SP53460	5:Ins:R:0	2.1173647212985952e-07	0.0	7.664206667720282e-07	0.0	0.9999986684984972	0.0	0.0	3.5334436394719593e-07	0.0	0.0
SP53460	5:Ins:R:1	0.027408183575108803	0.0	0.019204522417140896	0.0	0.8440126290312548	0.0	0.0	0.1093746649764955	0.0	0.0
SP53460	5:Ins:R:2	0.01026566594989171	0.0	0.022235845979911142	0.0	0.8212724789471644	0.0	0.0	0.1462260091230327	0.0	0.0
SP53460	5:Ins:R:3	0.06722284041984974	0.0	0.04595591040608957	0.0	0.8353718856289895	0.0	0.0	0.051449363545071285	0.0	0.0
SP53460	5:Ins:R:4	0.1539696295081198	0.0	0.03929023636144747	0.0	0.6601441511969363	0.0	0.0	0.14659598293349657	0.0	0.0
SP53460	5:Ins:R:5	0.0	0.0	0.0	0.0	0.5061797333322318	0.0	0.0	0.4938202666677683	0.0	0.0
SP53460	2:Del:M:1	0.3930138554389192	0.0	0.47456422398604653	0.0	0.1140100348371643	0.0	0.0	0.018411885737869914	0.0	0.0
SP53460	3:Del:M:1	0.07263713518595628	0.0	0.21295398599900336	0.0	0.5610418189354806	0.0	0.0	0.1533670598795599	0.0	0.0
SP53460	3:Del:M:2	0.14732588278146466	0.0	0.15977105924661286	0.0	0.3964357561993706	0.0	0.0	0.2964673017725518	0.0	0.0
SP53460	4:Del:M:1	0.05801142041246759	0.0	0.061855889131829274	0.0	0.5879205863972742	0.0	0.0	0.29221210405842885	0.0	0.0
SP53460	4:Del:M:2	0.04714688387874929	0.0	0.020724435216745475	0.0	0.46354581400235984	0.0	0.0	0.4685828669021454	0.0	0.0
SP53460	4:Del:M:3	0.0	0.0	0.39974461578345666	0.0	0.18362872547522371	0.0	0.0	0.4166266587413196	0.0	0.0
SP53460	5:Del:M:1	0.022129732425875615	0.0	0.1654605043897606	0.0	0.32417968062464664	0.0	0.0	0.4882300825597171	0.0	0.0
SP53460	5:Del:M:2	0.0928348486187927	0.0	0.051023466622236426	0.0	0.10208938013527873	0.0	0.0	0.7540523046236922	0.0	0.0
SP53460	5:Del:M:3	0.06202036409782664	0.0	0.043833617770678915	0.0	0.07326616799884655	0.0	0.0	0.820879850132648	0.0	0.0
SP53460	5:Del:M:4	0.04662125154621554	0.0	0.05693375024708925	0.0	0.12621164455667197	0.0	0.0	0.7702333536500233	0.0	0.0
SP53460	5:Del:M:5	0.11073659763623234	0.0	0.02698356403219542	0.0	0.1060488266859547	0.0	0.0	0.7562310116456176	0.0	0.0
SP50827	1:Del:C:0	0.3362661398614634	0.0007204954948457016	0.4062271888743841	0.0013370035306002647	0.23287134780293275	0.011864772219132128	0.0	0.0	0.010713052216641811	0.0
SP50827	1:Del:C:1	0.7556958979511594	8.05895189243241e-06	0.15412872753595305	0.0006168750212953555	0.07801926180899953	0.009305874231983353	0.0	0.0	0.0022253044987169063	0.0
