MutationType	ID83A	ID83B
1:Del:C:0	2.15E-05	6.21E-05
1:Del:C:1	9.27E-06	5.23E-05
1:Del:C:2	8.45E-06	3.92E-05
1:Del:C:3	1.12E-05	2.84E-05
1:Del:C:4	2.38E-05	2.55E-05
1:Del:C:5	4.80E-05	3.30E-05
1:Del:T:0	1.15E-05	4.97E-05
1:Del:T:1	1.00E-05	4.19E-05
1:Del:T:2	1.42E-05	4.24E-05
1:Del:T:3	3.23E-05	3.70E-05
1:Del:T:4	5.52E-05	4.02E-05
1:Del:T:5	2.13E-04	4.34E-04
1:Ins:C:0	1.21E-05	2.65E-05
1:Ins:C:1	4.13E-06	1.72E-05
1:Ins:C:2	3.96E-06	1.64E-05
1:Ins:C:3	5.91E-06	1.26E-05
1:Ins:C:4	1.45E-05	1.43E-05
1:Ins:C:5	4.00E-05	2.67E-05
1:Ins:T:0	1.44E-05	3.16E-05
1:Ins:T:1	7.60E-06	3.55E-05
1:Ins:T:2	1.20E-05	3.19E-05
1:Ins:T:3	1.17E-05	2.38E-05
1:Ins:T:4	1.87E-05	2.22E-05
1:Ins:T:5	1.73E-04	1.44E-04
2:Del:R:0	1.38E-05	2.64E-05
2:Del:R:1	1.63E-05	3.73E-05
2:Del:R:2	1.12E-05	2.16E-05
2:Del:R:3	2.00E-05	1.37E-05
2:Del:R:4	1.35E-05	1.20E-05
2:Del:R:5	2.64E-05	1.83E-05
3:Del:R:0	6.78E-06	1.88E-05
3:Del:R:1	1.28E-05	2.47E-05
3:Del:R:2	1.26E-05	1.30E-05
3:Del:R:3	6.63E-06	6.73E-06
3:Del:R:4	5.13E-06	4.91E-06
3:Del:R:5	7.22E-06	5.03E-06
4:Del:R:0	5.15E-06	1.78E-05
4:Del:R:1	1.24E-05	2.19E-05
4:Del:R:2	8.78E-06	1.22E-05
4:Del:R:3	9.72E-06	8.03E-06
4:Del:R:4	3.83E-06	5.79E-06
4:Del:R:5	6.49E-06	3.42E-06
5:Del:R:0	4.45E-06	7.30E-05
5:Del:R:1	7.28E-06	2.23E-05
5:Del:R:2	6.07E-06	8.47E-06
5:Del:R:3	5.15E-06	4.54E-06
5:Del:R:4	4.21E-06	2.13E-06
5:Del:R:5	2.08E-06	2.22E-06
2:Ins:R:0	2.05E-05	2.47E-05
2:Ins:R:1	6.59E-06	1.86E-05
2:Ins:R:2	1.06E-05	1.41E-05
2:Ins:R:3	1.38E-05	1.13E-05
2:Ins:R:4	1.62E-05	1.42E-05
2:Ins:R:5	4.85E-05	3.46E-05
3:Ins:R:0	7.94E-06	1.83E-05
3:Ins:R:1	3.46E-06	1.47E-05
3:Ins:R:2	3.49E-06	7.07E-06
3:Ins:R:3	3.70E-06	3.42E-06
3:Ins:R:4	2.84E-06	3.65E-06
3:Ins:R:5	9.17E-06	7.85E-06
4:Ins:R:0	1.75E-05	2.19E-05
4:Ins:R:1	7.42E-06	1.68E-05
4:Ins:R:2	6.08E-06	5.77E-06
4:Ins:R:3	6.30E-06	4.74E-06
4:Ins:R:4	6.15E-06	6.03E-06
4:Ins:R:5	3.83E-06	6.85E-06
5:Ins:R:0	2.08E-05	6.12E-05
5:Ins:R:1	5.93E-06	3.17E-05
5:Ins:R:2	4.69E-06	7.76E-06
5:Ins:R:3	2.19E-06	5.14E-06
5:Ins:R:4	7.34E-07	3.13E-06
5:Ins:R:5	1.16E-06	3.18E-06
2:Del:M:1	1.33E-05	3.42E-05
3:Del:M:1	4.98E-06	1.62E-05
3:Del:M:2	8.82E-06	2.38E-05
4:Del:M:1	9.28E-06	1.91E-05
4:Del:M:2	4.55E-06	1.99E-05
4:Del:M:3	7.44E-06	2.02E-05
5:Del:M:1	1.16E-05	6.07E-05
5:Del:M:2	2.89E-06	5.27E-05
5:Del:M:3	4.93E-06	4.58E-05
5:Del:M:4	2.34E-06	2.87E-05
5:Del:M:5	4.33E-06	2.73E-05
