Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP117655	0	259	645	467	0	58	0	35
SP117556	0	353	260	74	4	53	26	16
SP117627	0	137	82	70	3	139	26	0
SP117775	0	159	395	178	13	195	37	5
SP117332	0	15	19	37	2	62	19	0
SP117712	16	108	21	238	0	95	26	23
SP117017	26	186	0	103	7	42	21	0
SP117031	0	412	308	59	0	47	45	71
SP117759	0	375	702	145	0	286	9	25
SP117621	0	265	196	216	4	137	23	26
SP117425	0	58	147	93	0	186	17	89
SP117930	66	923	427	177	0	0	27	30
SP99287	0	50	11	98	0	5	2	0
SP99293	19	47	0	209	3	23	1	12
SP99289	42	137	0	497	0	0	28	21
SP99297	1	1	0	5	3	9	0	4
SP99301	289	0	784	0	0	204	0	0
SP99305	12	50	0	76	6	91	18	12
SP99309	0	174	40	164	0	100	0	14
SP99313	13	58	0	226	35	0	212	0
SP99317	0	0	0	23	0	13	1	0
SP99321	45	64	0	54	0	69	11	3
SP99325	98343	7651	20078	0	0	0	0	0
SP99329	0	0	16	74	0	19	411	0
SP99333	12	102	0	55	2	65	13	1
SP99337	0	234	51	85	0	42	11	17
SP99341	0	144	26	45	3	94	9	13
SP99345	0	7	1	32	0	6	9	0
SP99113	4	0	0	71	0	0	1	3
SP99185	12	40	0	369	0	0	12	0
SP99209	0	109	27	283	1	82	34	0
SP99213	105	210	0	67	7	121	12	15
SP99221	0	2	0	41	0	0	0	5
SP99225	0	25	14	75	0	62	15	6
SP99241	58	127	0	516	8	0	127	22
CPCT02020318T	64	145	100	25	57	80	5	26
CPCT02010377T	50	249	0	175	57	3	27	35
CPCT02060017T	48	189	0	0	58	315	39	28
CPCT02060166T	148	194	152	16	127	52	27	115
DRUP01080024T	0	17	25	0	35	0	0	249
CPCT02300029T	267	358	70	60	188	157	50	35
CPCT02130024T	85	186	35	48	121	59	15	41
CPCT02370015T	0	16	28	120	49	62	15	34
CPCT02080291T	72	188	0	36	26	52	10	29
CPCT02330082T	25	137	0	75	43	20	0	14
CPCT02130035T	296	299	0	55	138	117	43	36
CPCT02020667T	8	164	23	67	123	78	35	0
CPCT02190030T	89	222	0	298	88	1	41	25
CPCT02070304T	157	305	0	63	101	219	52	62
CPCT02230093T	296	217	159	76	94	225	48	0
CPCT02170024T	30	181	0	149	149	15	0	45
CPCT02050342T	114	265	0	125	139	127	11	103
CPCT02130064T	39	191	0	90	193	31	29	46
CPCT02130063T	0	43	1344	243	274	0	194	53
CPCT02080208T	29	37	0	82	112	18	13	13
CPCT02130066T	0	343	577	198	71	111	0	32
CPCT02130067T	0	287	156	269	132	94	12	15
CPCT02100172T	0	53	59	20	125	11	1	8
CPCT02130084T	0	246	71	127	78	22	34	28
CPCT02060220T	0	247	106	119	215	0	23	0
CPCT02100169T	836	507	0	25	209	184	59	127
CPCT02080218T	438	674	0	113	215	137	66	37
CPCT02050332T	78	66	0	72	55	29	315	15
