Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP117655	2.42E+01	1.14E+01	3.78E+01	1.19E+01	0.00E+00	2.61E+01	1.24E+00	3.13E+00
SP117556	6.38E+00	4.02E+00	1.00E+01	2.74E+00	4.13E-01	5.71E+00	9.52E-01	1.23E+00
SP117627	3.55E+00	4.63E+00	5.82E+00	2.98E+00	3.00E-01	6.88E+00	8.97E-01	6.51E-01
SP117775	1.31E+01	7.72E+00	2.04E+01	5.82E+00	8.26E-01	1.26E+01	1.31E+00	1.58E+00
SP117332	8.52E-01	1.48E+00	1.18E+00	1.64E+00	3.22E-01	2.40E+00	6.79E-01	7.17E-01
SP117712	1.45E+00	2.77E+00	2.56E+00	3.80E+00	1.91E-01	4.89E+00	9.55E-01	7.60E-01
SP117017	1.28E+00	2.24E+00	1.72E+00	1.84E+00	4.52E-01	2.90E+00	7.88E-01	0.00E+00
SP117031	1.05E+01	4.51E+00	1.53E+01	2.87E+00	0.00E+00	6.13E+00	1.12E+00	2.26E+00
SP117759	2.26E+01	1.24E+01	3.44E+01	7.67E+00	3.41E-01	2.10E+01	1.28E+00	2.49E+00
SP117621	7.01E+00	4.76E+00	1.11E+01	4.29E+00	4.28E-01	8.51E+00	9.22E-01	1.78E+00
SP117425	5.74E+00	5.61E+00	9.96E+00	4.01E+00	2.33E-01	9.24E+00	1.08E+00	2.55E+00
SP117930	1.20E+01	5.46E+00	1.56E+01	5.66E+00	0.00E+00	9.92E+00	1.27E+00	1.52E+00
SP99287	4.47E-01	1.02E+00	6.90E-01	2.14E+00	0.00E+00	2.51E+00	5.39E-01	1.57E-01
SP99293	9.69E-01	1.55E+00	1.51E+00	3.35E+00	4.62E-01	3.97E+00	6.28E-01	6.21E-01
SP99289	2.15E+00	3.14E+00	2.88E+00	7.70E+00	0.00E+00	9.24E+00	1.28E+00	1.31E+00
SP99297	1.48E-01	3.24E-01	1.29E-01	4.67E-01	2.66E-01	5.69E-01	0.00E+00	3.15E-01
SP99301	4.67E+01	3.36E+00	5.08E+01	3.39E+00	1.81E-01	1.45E+01	6.87E-02	0.00E+00
SP99305	8.91E-01	2.25E+00	1.38E+00	1.83E+00	5.40E-01	3.03E+00	6.78E-01	9.09E-01
SP99309	1.80E+00	3.58E+00	3.42E+00	4.52E+00	0.00E+00	7.12E+00	3.68E-01	7.82E-01
SP99313	8.35E-01	1.62E+00	8.43E-01	4.26E+00	2.00E-02	3.49E+00	2.99E+00	9.51E-01
SP99317	0.00E+00	2.45E-01	0.00E+00	9.28E-01	0.00E+00	9.88E-01	1.37E-01	3.15E-02
SP99321	1.95E+00	2.17E+00	2.50E+00	1.85E+00	0.00E+00	2.98E+00	5.41E-01	1.83E-01
SP99325	5.28E+03	1.77E+02	5.40E+03	3.26E+01	0.00E+00	5.62E+02	0.00E+00	3.35E+01
SP99329	6.91E-01	0.00E+00	1.25E+00	2.63E+00	2.99E-01	2.31E+00	1.98E+00	1.59E-01
SP99333	7.95E-01	2.00E+00	8.92E-01	1.78E+00	0.00E+00	2.81E+00	5.69E-01	2.24E-01
