Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP116788	2	0	3	0	0	0	0	0	2	0	0	3	6	0	0	0
SP116789	0	0	1	0	0	0	0	0	2	0	0	2	1	0	0	0
SP116919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP109002	1	0	0	10	22	0	0	3	0	2	0	0	0	15	0	0
SP109001	0	0	0	0	4	3	0	2	0	0	1	1	0	0	0	0
SP109006	18	13	0	0	6	0	0	0	0	0	5	0	11	10	2	0
SP108998	24	26	22	0	24	0	0	3	0	0	0	3	0	36	0	0
SP127706	14	0	0	8	16	0	0	0	11	0	106	0	0	0	0	0
SP108999	34	0	0	0	19	10	17	11	0	3	0	0	0	0	0	17
SP109007	0	1	0	3	25	1	15	4	7	0	14	2	4	0	0	0
SP109003	0	0	7	5	0	0	0	16	0	9	0	0	1	9	1	4
SP116868	0	13	0	0	0	6	0	0	17	0	0	0	0	10	8	1
SP116794	2	0	2	0	0	1	0	0	0	0	0	10	0	0	0	0
SP116791	0	0	2	0	0	0	0	0	0	0	1	10	0	0	0	0
SP116866	0	0	6	0	0	4	0	0	8	4	0	1	0	2	18	5
SP116815	0	0	5	0	0	0	0	3	1	26	0	3	2	0	0	7
SP116853	0	1	5	2	0	0	17	0	0	0	0	2	15	0	0	0
SP116901	1	0	2	5	0	1	12	0	0	0	0	3	0	0	0	0
SP116830	0	0	10	12	0	27	0	13	7	0	18	5	0	0	0	0
SP116802	0	0	0	0	0	1	0	3	1	1	0	1	0	1	0	7
SP116885	0	0	21	11	0	0	0	0	0	25	0	0	17	14	2	0
SP116834	0	0	3	0	0	0	0	0	0	0	0	4	0	10	14	0
SP116913	0	0	0	8	0	3	1	0	1	0	5	6	0	0	0	1
SP116799	0	0	1	7	0	15	0	4	0	4	0	0	3	1	0	0
SP116920	0	0	0	0	0	0	0	10	0	5	0	1	0	0	2	0
SP116835	18	0	0	9	1	0	0	0	8	2	0	11	9	0	30	0
SP116852	0	0	5	0	0	0	16	0	0	0	0	3	14	0	0	0
SP116902	0	0	0	4	0	2	21	0	0	1	3	0	0	0	0	0
SP116871	0	0	0	4	0	0	0	0	2	0	0	0	0	0	4	0
SP116820	0	0	9	0	0	13	0	0	0	0	0	0	0	28	0	1
SP116889	1	0	0	0	0	7	29	0	5	0	2	0	2	0	0	17
SP116923	10	0	6	8	0	16	0	12	3	1	0	6	0	0	0	0
SP116829	0	0	10	4	0	30	0	11	5	0	8	6	0	0	0	0
SP116872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
SP116904	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0
SP116806	0	0	21	10	0	0	3	0	7	10	0	0	0	0	0	1
SP116857	14	0	0	21	0	25	0	0	12	5	0	3	1	0	0	0
SP116888	0	0	3	9	0	3	0	0	3	0	0	0	2	0	0	7
SP116818	1	0	0	0	0	2	0	5	1	2	0	0	1	10	0	0
SP116837	0	0	3	8	0	12	6	10	0	9	0	16	7	0	0	2
SP116905	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
SP116804	0	0	16	1	0	0	20	0	4	12	3	0	0	0	0	3
SP116819	0	0	4	0	0	5	0	1	1	0	0	0	3	17	0	0
SP116856	0	0	3	20	0	17	0	0	0	4	0	1	1	0	5	0
SP116839	0	13	0	0	0	12	18	8	0	7	10	2	3	5	0	0
SP116925	0	0	6	0	0	0	0	4	5	3	0	1	3	2	0	4
SP116878	0	0	0	7	0	2	0	0	0	0	0	0	11	0	2	0
SP116893	0	0	11	20	0	2	0	0	0	0	2	0	17	0	0	0
SP116876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP116927	5	0	8	0	0	0	0	1	10	0	0	0	15	0	4	0
SP116909	5	0	6	11	0	0	0	0	0	0	0	1	0	2	0	3
SP116795	1	0	0	1	0	0	0	0	3	1	0	0	0	1	0	0
SP116826	0	0	28	6	0	7	0	0	7	0	0	0	0	0	0	0
SP116891	4	0	1	11	0	1	0	3	0	0	0	3	4	0	4	0
SP116860	2	8	0	5	0	13	2	0	4	0	0	1	0	1	0	0
SP116848	0	0	3	0	0	16	0	3	8	0	0	13	11	0	2	0
SP116910	14	0	16	4	0	7	0	0	0	8	10	0	0	0	10	3
SP116797	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0
SP116862	0	11	0	0	0	17	15	4	3	12	0	4	0	0	0	0
SP116823	0	0	15	10	0	0	0	0	4	4	0	0	2	0	0	0
SP116897	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	11
SP116846	0	0	0	4	0	0	0	4	2	0	0	2	3	0	4	0
SP116784	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP116896	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	5
SP116824	0	0	15	7	0	3	0	0	4	1	0	0	5	0	0	0
SP116881	0	0	0	0	0	0	0	5	0	0	0	0	1	0	3	0
SP116812	0	0	2	1	0	0	9	1	0	14	4	0	1	0	9	2
SP116915	9	0	0	17	3	0	12	0	8	0	0	20	0	0	0	9
SP116786	0	0	8	2	0	0	4	0	11	17	0	2	6	10	6	0
SP116851	0	0	1	2	0	0	0	0	0	3	0	1	7	1	0	0
CPCT02220038T	1088	37	0	0	75	0	0	32	17	0	0	16	0	0	0	8
CPCT02290013T	76	591	34	26	78	0	0	24	0	0	0	11	0	0	0	6
