Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP18310	47937	57260	19126	7760	1897	0	0	2	0	0	0	0	0	0	0	0	0
SP17172	4340	29225	2727	3110	44	2	0	192	0	0	93	69	0	0	0	50	28
SP96133	6689	54473	12141	1344	1917	0	201	115	0	461	0	0	0	0	0	47	0
SP110242	29494	60046	17043	9516	8068	0	0	19	0	0	0	0	0	0	0	309	0
SP114330	0	226	59	440	96	0	85	15	70	14	42	35	50	13	13	33	97
SP21017	30888	55979	15267	7993	2168	0	0	54	0	0	0	0	0	0	0	30	0
SP22383	7738	56360	12353	1786	0	0	351	9	0	0	619	0	0	0	0	72	0
SP81312	0	3368	307	4180	0	0	2835	473	0	0	279	98	0	0	0	49	0
SP22031	75	394	0	1976	0	0	866	127	10	0	0	0	39	7	0	0	0
SP96112	55	70	0	188	47	0	113	2	80	0	36	33	72	6	24	24	3
SP19215	6064	51302	14452	1371	0	0	0	3	0	0	539	0	0	0	0	0	0
SP96120	0	426	38	515	179	0	152	149	120	0	67	93	155	13	37	17	54
SP16886	342	0	0	3603	0	0	3087	579	0	0	0	22	0	21	0	9	0
SP96124	81	485	0	448	208	0	116	8	78	0	9	26	107	7	10	27	27
SP19295	124	660	0	1914	0	0	1401	79	5	0	0	21	53	5	9	0	7
SP19670	0	281	51	423	93	0	29	10	82	0	14	12	93	1	17	15	29
SP17905	0	1724	119	0	0	0	21826	413	0	0	1584	0	0	0	0	0	0
SP16934	19	423	17	381	30	0	121	198	106	0	51	26	87	4	7	29	35
SP20993	10	532	44	725	137	0	0	124	137	0	63	39	100	0	4	60	29
SP19983	0	795	62	530	97	0	80	200	231	0	67	31	108	3	16	14	38
SP18121	14001	54207	13405	17816	0	0	0	130	0	0	76	0	0	0	0	395	0
SP96122	0	913	76	625	240	0	102	42	188	0	27	34	172	4	16	15	20
SP119755	0	946	54	422	133	0	237	94	159	0	112	63	95	10	33	25	28
SP96126	0	986	87	1255	386	0	201	28	105	0	16	17	128	6	31	26	28
SP19606	0	186	30	203	51	20	28	111	56	5	105	93	18	0	31	22	41
SP96118	0	5511	3244	584	0	0	20	0	106	0	0	0	0	0	0	0	0
SP21528	0	277	52	510	93	0	22	35	110	0	37	16	67	0	21	41	21
SP21400	0	1594	0	5166	0	0	3385	326	0	0	54	0	0	0	0	0	26
SP23078	0	99	9	41	0	0	188	253	18	0	18	38	289	12	29	24	35
SP17430	0	86	10	175	30	0	7	16	77	0	73	67	31	0	24	3	27
SP96110	0	370	21	256	44	0	137	56	170	0	38	42	44	2	24	29	12
SP18946	0	4905	512	3282	0	0	7486	192	0	0	424	0	0	0	0	0	0
SP21057	0	858	91	416	61	0	178	86	159	0	38	71	61	0	45	25	43
SP22750	0	276	39	450	50	0	37	44	151	0	30	28	51	2	26	23	19
SP19750	0	295	32	539	104	0	27	15	63	0	37	7	55	3	22	19	14
SP17016	26	553	21	288	73	0	106	11	167	0	46	50	123	0	4	10	34
SP16958	99	412	10	423	97	0	134	9	141	0	80	25	679	20	93	20	39
SP17329	0	179	29	219	7	0	97	27	77	0	87	29	45	4	2	22	39
SP96116	0	359	2	419	159	23	49	25	60	4	38	31	98	6	31	15	0
SP96129	0	586	15	460	43	0	0	22	246	44	57	28	104	3	40	45	14
SP21193	0	322	28	291	11	0	53	15	82	0	65	29	62	1	37	27	18
SP18787	0	596	40	859	250	0	104	15	116	0	22	36	96	1	54	23	47
SP96114	0	202	25	409	84	0	178	80	125	34	53	68	99	7	15	21	27
SP19582	0	59	13	105	0	2	103	31	31	0	122	33	31	0	16	21	15
SP17294	0	741	96	685	132	0	33	183	92	0	112	47	73	0	13	18	40
SP80367	9	0	0	228	0	0	108	407	24	97	60	19	41	10	10	35	45
SP82087	22	162	43	366	4	0	0	94	119	0	66	44	79	0	8	24	15
SP80615	553	854	0	5731	0	0	10768	1361	0	0	0	32	0	40	0	0	0
SP80271	0	407	35	398	77	0	76	33	67	8	72	48	89	3	33	10	17
SP81172	0	251	13	46	93	0	253	169	0	0	250	117	2	5	28	17	59
SP81840	0	835	89	661	209	0	99	15	28	0	95	14	221	4	45	26	23
SP80657	0	92	1	190	36	11	142	18	52	0	38	27	33	0	24	13	5
SP81494	9	148	52	264	6	0	70	64	25	0	301	60	63	0	10	50	63
SP81711	65	376	19	770	94	0	198	100	161	41	304	22	99	9	93	48	30
SP80423	66	247	12	220	11	0	74	31	131	0	144	72	48	2	24	19	46
SP80754	0	230	43	175	6	0	217	6	70	0	344	19	142	9	40	0	19
SP81440	0	45	16	119	30	0	66	21	26	0	23	28	64	1	7	3	28
SP80950	0	278	20	201	7	0	31	6	118	0	29	13	47	0	8	23	8
SP82103	0	230	27	713	145	0	56	4	72	0	66	33	67	0	12	23	30
SP81137	0	179	9	347	0	17	265	1079	0	0	41	0	612	16	34	0	55
DRUP01010006T	74	396	0	504	138	121	25	49	116	38	53	19	105	40	51	54	35
CPCT02020319T	188	363	0	309	245	135	26	125	108	0	23	39	171	29	33	4	13
CPCT02040021T	126	326	22	308	287	177	96	116	113	0	88	31	110	0	34	26	9
CPCT02110003T	146	67	0	436	160	44	54	22	69	5	36	7	55	33	24	38	0
CPCT02140012T	102	438	0	57	182	78	200	50	60	0	1151	42	59	73	45	19	39
CPCT02040027T	0	986	49	413	173	156	30	105	127	92	24	68	131	54	29	15	33
CPCT02100013T	0	726	19	381	180	13	7	55	163	351	538	91	51	151	372	43	71
CPCT02050048T	225	160	50	304	187	95	128	64	68	0	29	32	32	111	68	37	25
CPCT02060015T	129	638	0	374	218	125	58	152	172	0	47	30	83	58	14	35	39
CPCT02010397T	241	464	15	432	366	146	100	33	155	0	38	36	139	11	71	34	16
CPCT02040040T	0	481	62	466	223	202	36	152	45	0	50	60	93	34	33	19	55
CPCT02110008T	35	496	36	293	346	143	0	29	132	70	66	63	55	107	1	61	244
CPCT02050057T	124	559	26	717	417	112	92	44	139	0	46	72	95	53	29	13	35
CPCT02050061T	30	198	33	281	138	55	11	44	36	0	152	39	42	44	20	35	38
CPCT02110011T	0	457	29	333	178	40	55	41	83	57	27	32	89	17	0	15	20
CPCT02020383T	0	284	38	252	159	73	63	143	134	110	79	23	67	35	77	63	49
CPCT02010414T	227	497	32	274	69	60	60	357	119	0	82	79	0	92	9	9	195
CPCT02210001T	0	667	56	277	372	74	157	65	90	0	55	26	62	32	11	25	1
