Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP29914	513	0	254	157	147	74	0	0	31	74	62	7	0	150	0	0	0	8	0	0
SP31046	0	16	0	10	20	18	7	85	0	0	0	0	0	0	0	10	11	8	0	1
SP31334	36	0	19	0	99	16	91	0	100	21	13	7	0	0	37	12	0	0	12	67
SP30011	22	0	3	68	130	244	96	0	10	19	35	0	60	0	0	19	0	0	0	0
SP31174	99	0	24	0	110	14	43	0	24	40	4	0	0	110	0	10	13	1	0	0
SP32662	93	32	0	80	55	48	49	0	7	45	44	1	0	236	0	13	20	16	0	0
SP31126	0	132	62	0	200	512	76	67	45	78	156	8	92	0	0	39	0	0	0	85
SP32958	42	0	3	57	167	0	0	200	13	8	31	3	0	0	0	10	0	7	0	15
SP31422	0	128	23	99	56	108	50	0	103	69	33	4	0	50	43	6	15	12	0	0
SP33496	378	0	59	183	129	0	15	135	125	23	144	6	0	0	0	1	0	0	0	0
SP34005	17	0	6	14	94	22	3	0	0	4	29	0	15	0	38	4	9	4	0	0
SP30113	0	63	2716	18	147	64	0	75	189	71	136	0	76	0	0	13	0	14	0	0
SP31030	388	0	8	181	14	0	0	248	0	13	34	2	0	0	0	16	78	0	0	0
SP33544	77	0	51	0	203	65	161	0	151	133	63	5	0	72	177	0	0	38	0	0
SP33688	16	16	12	0	105	46	896	114	9	2	63	8	2	0	0	11	4	41	0	0
SP30907	69	0	143	63	6	65	78	6	152	24	9	0	61	36	0	11	0	14	0	0
SP30185	0	4	2	0	0	0	12	47	3	0	16	0	4	0	0	15	0	0	0	0
SP33837	9	0	17	0	53	5	6	0	0	15	21	0	4	54	26	3	24	0	0	0
SP31790	0	117	0	2	151	37	34	0	2	21	44	5	7	0	0	15	27	14	0	0
SP30143	0	27	0	0	139	30	5	0	7	10	22	0	26	0	30	16	7	5	0	0
SP30071	164	2	93	68	0	6	1	147	152	53	36	0	19	0	37	21	13	0	0	0
SP30493	0	5	0	0	0	18	0	71	6	10	31	1	3	0	0	12	21	0	8	0
SP32014	78	98	7	0	128	11	38	0	0	6	0	1	0	0	33	2	21	5	0	0
SP30332	194	0	1545	56	0	0	0	0	72	55	57	4	128	150	59	55	0	0	0	0
SP31814	0	41	15	9	97	0	67	0	6	0	13	5	0	89	0	11	0	9	0	23
SP29987	151	0	1	21	124	86	0	0	233	41	7	10	61	237	0	0	25	0	0	131
SP30083	0	68	0	5	42	17	12	97	19	10	4	1	0	0	37	2	13	10	0	0
SP32742	18	0	15	0	71	0	10	144	11	18	39	2	0	153	0	9	35	10	8	0
SP115162	0	4	5	27	12	9	18	40	0	32	9	0	8	0	13	8	13	6	0	0
SP29940	90	0	4	55	0	0	0	110	0	10	14	2	0	24	0	8	41	0	0	25
SP30843	0	9	0	18	60	27	0	0	16	0	0	2	0	7	5	5	18	0	0	3
SP32222	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP31190	92	0	14	41	147	19	15	0	130	69	1	0	1	43	131	0	0	0	0	0
SP30077	116	76	47	21	202	17	120	0	200	93	112	8	0	14	0	30	33	0	0	0
SP32694	161	0	10	53	0	25	12	220	125	65	30	3	7	0	63	12	0	4	0	28
SP33774	0	10	20	0	124	0	34	0	7	6	5	0	3	0	55	4	0	0	0	29
SP30093	185	25	14	0	113	4	12	0	15	8	0	5	0	0	10	1	49	0	0	0
SP33094	142	0	0	0	154	43	11	0	63	24	34	5	55	70	0	33	0	12	0	0
SP30803	0	6	22	71	33	92	45	22	74	32	168	5	0	0	68	0	6	0	0	0
SP30675	57	0	1743	0	0	0	0	0	34	8	83	7	354	188	0	0	0	40	0	0
SP31854	0	121	138	50	337	29	176	0	235	106	81	3	32	0	117	14	20	12	0	0
SP31606	7	0	3	49	34	18	2	170	5	8	3	1	0	0	0	0	10	9	0	0
SP30213	20	0	5	109	21	26	21	7	14	18	16	0	6	31	0	6	21	0	0	0
SP32894	0	12	5	18	96	37	0	13	4	0	17	1	0	13	0	0	16	0	0	0
SP117260	0	28	57	0	0	48	25	0	43	30	5	2	0	98	0	15	22	1	0	6
SP117124	0	205	10	0	157	4	19	0	9	8	21	0	7	0	85	15	26	0	0	0
SP117932	0	190	13	0	130	12	6	161	8	26	23	0	0	0	0	16	18	10	0	0
SP117189	11	0	2	1	0	16	1	42	0	0	6	3	17	0	0	5	5	2	0	0
SP117217	2	0	0	0	4	7	0	0	10	0	0	1	0	0	0	0	0	2	0	0
SP117779	0	100	11	2	62	16	50	1	5	13	12	2	6	9	0	9	31	3	0	0
SP117376	222	659	0	0	253	3	13	0	4	21	28	5	0	0	0	24	23	0	0	0
SP117681	0	38	2	4	0	1	0	37	0	2	11	2	0	0	0	4	0	0	0	41
SP117408	21	0	2	0	0	6	8	9	0	2	11	0	0	0	0	0	1	1	0	48
SP118015	95	0	14	37	81	7	13	0	0	45	12	2	0	4	0	15	42	3	0	0
SP117509	179	137	13	0	66	41	18	215	0	33	6	0	17	0	0	0	15	5	0	0
SP117482	224	0	17	0	96	0	7	4	0	33	30	0	0	21	42	2	0	8	0	34
SP117003	125	0	0	0	0	7	202	126	1	4	0	0	0	0	11	0	24	0	0	48
CPCT02060034T	0	0	22	0	45	83	9	0	10	13	15	26	0	5	6	0	11	3	73	0
CPCT02020356T	53	12	21	81	0	0	19	74	13	13	11	56	56	0	0	5	0	8	6	0
CPCT02050063T	38	0	16	2	57	142	34	0	37	63	65	32	18	0	100	16	0	11	44	17
CPCT02030275T	0	23	44	132	107	259	63	0	17	38	11	52	78	0	0	22	6	22	0	0
CPCT02070033T	0	25	13	36	6	41	4	145	12	25	13	23	0	0	0	3	10	0	29	0
CPCT02030294T	63	0	116	27	0	80	141	79	134	21	43	66	103	0	0	13	29	17	111	0
CPCT02070038T	0	39	12	141	126	0	0	38	12	19	9	52	116	0	0	6	0	18	0	0
CPCT02080179T	66	0	0	0	5	14	95	0	4	31	103	102	3	0	70	11	43	75	5	0
CPCT02010866TII	149	165	619	567	274	31	2	0	0	48	125	69	130	0	0	0	7	242	31	0
CPCT02330133T	0	34	177	0	239	239	102	0	247	40	55	36	486	0	24	0	0	11	0	0
CPCT02050427T	115	0	14	165	75	0	59	93	118	28	0	36	0	0	0	11	0	259	0	0
DRUP01030028T	0	51	23	55	36	34	52	0	7	11	2	51	15	97	0	1229	6	6	0	0
CPCT02080193T	0	57	46	80	39	11	112	147	90	50	22	84	9	0	0	9	13	77	29	0
CPCT02030556T	152	0	92	157	0	104	47	293	48	94	381	69	80	0	0	2	0	58	27	87
CPCT02120111T	25	0	0	0	0	12	7	37	7	0	1	94	0	0	0	5	0	3	0	5
CPCT02050341T	0	16	18	27	131	29	8	0	20	0	8	95	0	0	0	1	15	14	0	0
WIDE01010210T	29	0	9	22	0	0	2	0	5	0	6	13	6	60	9	2	7	3	37	17
WIDE01010208T	130	458	0	15	51	0	0	0	9	0	0	23	0	0	0	260	590	0	0	0
CPCT02290033T	97	0	147	43	5	0	119	0	55	43	22	44	45	66	149	8	16	16	27	0
CPCT02070323T	0	8	16	0	129	42	19	0	0	12	7	67	30	0	0	4	7	5	5	25
WIDE01010450T	294	0	6	333	43	0	10	0	39	13	0	24	0	0	0	31	90	17	39	8
CPCT02090049T	5	0	0	189	67	39	12	0	0	0	0	73	47	0	1	204	420	0	3	99
CPCT02010866T	0	232	620	481	282	207	39	0	6	75	133	75	103	0	0	9	15	42	0	0
CPCT02070363T	68	0	3	8	123	197	344	0	7	9	50	165	54	0	0	2	50	0	0	0
CPCT02060222T	14	0	8	0	19	21	0	0	0	0	0	54	0	0	46	5	0	4	25	3
CPCT02080251T	167	0	22	60	273	402	222	0	155	92	125	112	110	212	0	18	17	13	180	0
CPCT02070384T	0	100	3	189	142	55	32	0	0	19	15	99	34	0	16	1	0	8	0	24
CPCT02070386T	0	262	53	0	413	265	4	0	42	68	72	91	52	93	74	19	6	312	0	40
DRUP01070051T	0	65	7	13	133	294	27	0	0	37	13	87	30	0	173	0	0	12	0	0
CPCT02080137T	335	26	151	0	7	0	48	0	29	24	61	206	7	0	120	24	7	54	0	0
CPCT02080157T	21509	14611	0	2718	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
CPCT02330128T	0	9	0	47	0	305	92	93	7	21	50	45	47	0	0	3	26	33	0	102
CPCT02070030T	0	0	0	3	0	0	3	0	4	0	11	58	0	0	6	0	0	13	8	0
DRUP01050009T	75	0	54	77	133	60	0	74	69	6	154	94	476	0	0	9	0	5	0	0
CPCT02070225T	0	40	0	63	0	27	0	120	33	0	7	205	8	0	0	15	19	16	0	13
CPCT02070230T	13	0	8	116	0	272	50	0	1	57	50	59	36	0	74	10	0	0	44	20
DRUP01070022T	469	7	9	0	0	2	6	0	19	42	41	69	31	0	35	53	133	0	39	0
DRUP01050010T	0	2	16	0	0	216	0	0	0	45	55	75	0	0	0	6	12	1	3	0
CPCT02050161T	73	0	26	88	60	71	0	140	26	13	109	28	148	0	0	20	4	0	0	0
CPCT02050174T	0	0	14	0	76	33	0	0	12	8	5	34	0	171	0	4	0	9	26	13
CPCT02050172T	365	0	2	136	283	296	153	0	89	42	53	47	54	72	160	27	16	1	162	0
CPCT02050186T	115	338	58	79	0	0	21	284	124	41	37	62	142	0	0	0	0	36	16	2
DRUP01070016T	1	0	44	0	24	246	6	0	20	71	11	11	0	0	183	5	0	11	52	0
CPCT02080120T	0	23	0	42	138	39	6	0	123	36	12	30	55	0	0	12	22	18	0	0
CPCT02030351T	0	148	15	92	0	287	40	102	14	63	49	273	0	0	56	15	17	11	0	27
CPCT02060119T	0	24	11	128	0	0	8	0	20	13	2	126	0	0	49	6	12	3	45	24
CPCT02080136T	0	168	0	109	298	32	17	9	10	2	17	50	4	0	0	4	51	7	40	0
DRUP01010035T	0	5	0	23	3	23	0	0	6	0	0	77	0	0	0	3	0	0	0	21
CPCT02070039T	0	16	0	0	35	190	34	0	11	22	37	23	17	0	120	0	0	4	0	9
CPCT02030302T	33	0	0	86	59	1	13	0	16	4	9	35	92	74	0	0	0	10	5	31
CPCT02070053T	1	0	0	20	33	20	10	0	1	1382	2	33	0	0	0	1	5	2	0	0
CPCT02070065T	0	14	0	13	17	5	5	0	0	2	4	21	21	0	0	9	8	0	43	26
DRUP01070003T	0	0	5	0	0	36	0	97	8	7	20	17	7	0	0	8	13	4	0	6
CPCT02070099T	0	6	3	32	0	8	0	0	3	0	15	16	0	0	0	0	9	0	32	30
CPCT02020473T	10	0	2	0	44	0	3	0	12	11	17	17	0	0	32	2	4	4	25	0
