Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP99325	15872	33767	13737	12678	23168	10028	7725	0	134	0	0	2124	0	0	6381	0	0	241	217	0
SP18310	42273	40108	15994	224	17069	7481	10398	0	0	0	0	435	0	0	0	0	0	0	0	0
SP17172	10399	5196	5944	0	16006	1597	513	0	0	0	0	0	0	0	0	0	0	225	0	0
SP96133	33296	10169	8761	1869	5090	14465	3257	0	0	0	0	416	0	0	0	0	0	65	0	0
SP110242	12599	22160	18061	2837	45903	11201	7802	3470	0	0	0	462	0	0	0	0	0	0	0	0
SP21017	15770	24567	14781	8489	32709	10081	5982	0	0	0	0	0	0	0	0	0	0	0	0	0
SP22383	30845	15829	8306	719	5398	14522	3198	0	0	0	0	471	0	0	0	0	0	0	0	0
SP81312	2041	385	4514	0	0	1270	0	0	225	0	0	0	2437	0	0	18	0	699	0	0
SP19215	21368	22285	7484	0	1657	16602	4006	0	0	0	0	329	0	0	0	0	0	0	0	0
SP16886	331	0	3527	0	0	0	0	0	85	0	0	8	2784	51	0	0	0	850	27	0
SP17905	0	0	0	0	0	0	0	0	783	0	0	0	17006	0	0	12	254	1147	0	6464
SP18121	32865	19043	24239	2407	4164	12919	4265	0	0	0	0	10	0	0	0	0	0	118	0	0
SP96118	2136	427	1213	0	0	4428	1091	0	0	0	0	152	0	0	18	0	0	0	0	0
SP21400	1054	205	5400	0	0	537	0	0	102	0	0	0	2719	0	0	15	0	519	0	0
SP18946	2842	0	3730	0	0	3005	0	0	227	0	0	51	6470	0	0	26	0	450	0	0
SP80615	980	0	5090	0	0	248	0	0	179	0	47	0	10257	0	0	104	196	2084	154	0
SP102897	0	0	1248	0	7476	198	884	0	212	0	0	940	1043	0	967	130	205	0	25	146
SP98845	0	37	795	0	5422	1221	839	0	206	0	0	89	0	0	531	54	0	3	17	0
SP107012	10065	1152	3943	0	6236	3349	1209	0	211	0	0	129	0	0	3408	0	0	0	71	0
SP55142	0	0	0	0	0	57	133	0	3796	0	0	187	557	0	0	686	146	16	0	250
SP53810	0	0	111	0	64	0	35	0	4830	0	0	0	0	0	0	0	399	3	0	0
SP116697	0	0	4014	0	1527	818	0	198	243	0	71	650	0	0	0	1269	24	20	16	534
SP102133	0	0	5856	0	3110	298	0	8297	23	0	810	52	0	0	1426	43	0	129	55	0
SP125732	2017	403	870	0	1426	2759	167	0	0	0	0	95	0	0	0	0	0	6	0	0
SP125746	10587	4234	6956	0	18188	2626	3567	430	0	0	0	752	0	0	101	0	0	16	0	0
SP125770	0	0	6339	0	5561	2182	143	4399	0	0	1035	20	0	0	427	1502	0	12	112	0
SP77956	0	8	13	0	0	0	0	37	0	0	0	1	0	0	0	2	0	1	5411	0
SP124384	536	0	2986	0	12881	2120	2023	0	157	0	0	313	0	0	140	146	649	49	0	0
SP135287	18429	16341	7680	342	10304	8399	2323	0	0	0	0	461	0	0	0	0	0	0	0	0
SP85122	13036	25598	10212	0	36556	5659	7239	1581	0	0	0	559	0	0	0	0	0	0	0	0
SP84384	3754	26004	6652	0	44003	7396	12804	0	0	0	0	1025	0	0	0	0	0	0	0	0
SP84982	13410	11536	3262	0	14623	7068	2790	0	0	0	0	220	0	0	0	0	0	67	0	0
SP84392	16731	26016	9824	1920	28197	9682	9773	0	0	0	0	32	0	0	0	0	0	0	0	0
SP84439	1877	28559	7587	0	28294	16445	12173	0	130	0	0	316	0	0	0	0	0	470	28	0
SP95454	7351	1121	4389	1640	7605	2420	2166	1372	0	0	0	258	0	0	0	0	0	0	0	0
SP94741	10845	5184	7784	4760	17581	3247	3497	1810	0	0	0	424	0	0	0	0	0	0	0	0
SP90209	19525	896	39864	760	0	61419	4748	0	0	0	0	0	0	0	0	0	0	0	0	0
SP90989	13564	8510	4758	4181	13416	4651	1141	0	0	0	0	407	0	0	0	0	0	0	0	0
SP93540	30110	21346	11489	10190	11524	3347	6569	0	0	0	0	1465	0	0	0	0	0	0	0	0
SP93227	3550	0	18500	292	0	85447	2431	0	0	0	0	0	19119	0	0	0	0	0	0	0
SP94348	13958	3799	6702	2883	16086	1974	4037	411	0	0	0	516	0	0	0	0	0	0	0	0
SP94933	5376	3592	13448	0	15623	1543	198	16500	0	0	1555	39	0	0	5917	0	0	307	188	0
SP92364	9897	5246	8200	1504	18648	7715	2211	5670	0	0	0	471	0	0	0	0	0	122	0	0
SP94917	1130	1048	3734	2069	5842	1938	1415	0	144	0	0	537	0	0	0	0	0	16	0	0
SP92460	1577	215	1906	1053	5291	1364	1161	748	0	0	0	327	0	0	538	6	0	0	0	0
SP89909	3697	388	1625	29	2905	2341	1347	0	0	0	0	330	0	0	0	0	0	0	0	0
CPCT02020308T	34619	8405	6450	6372	0	3314	3725	5573	0	0	0	2743	0	595	0	93	0	27	0	0
