MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	0.00253827	0.01890912	0.10382103	0.00317321	0.03640615
1:Del:C:1	0.00093625	0.00689410	0.07708664	0.00471430	0.01557836
1:Del:C:2	0.00148381	0.00241748	0.04492765	0.00193494	0.00890643
1:Del:C:3	0.00399004	0.00200793	0.02524217	0.00098933	0.00245317
1:Del:C:4	0.00980223	0.00091391	0.01207284	0.00267191	0.00059905
1:Del:C:5	0.03308523	0.00090900	0.00276786	0.00560348	0.00108796
1:Del:T:0	0.00131074	0.00571619	0.06992370	0.03073783	0.01311172
1:Del:T:1	0.00148450	0.00570308	0.05043355	0.01305710	0.01067197
1:Del:T:2	0.00290822	0.00458421	0.05527806	0.00553671	0.01378116
1:Del:T:3	0.01262774	0.00589964	0.04780850	0.00752650	0.02015502
1:Del:T:4	0.03505704	0.00412338	0.03153448	0.00498396	0.01092880
1:Del:T:5	0.64400876	0.04536618	0.00505469	0.02335772	0.01190263
1:Ins:C:0	0.00096244	0.01965473	0.00096764	0.00987925	0.01660216
1:Ins:C:1	0.00015953	0.00158899	0.00391410	0.01278219	0.00120131
1:Ins:C:2	0.00014166	0.00209913	0.00270267	0.00193732	0.00196898
1:Ins:C:3	0.00059842	0.00090825	0.00386010	0.00498722	0.00064159
1:Ins:C:4	0.00248628	0.00270453	0.00111810	0.00371483	0.00038220
1:Ins:C:5	0.01409704	0.02303835	0.00158059	0.01096351	0.00090786
1:Ins:T:0	0.00116770	0.00939171	0.00744382	0.01822587	0.00431749
1:Ins:T:1	0.00029790	0.00690336	0.03433821	0.01438962	0.00450787
1:Ins:T:2	0.00365539	0.00588715	0.02017780	0.00629769	0.00147584
1:Ins:T:3	0.00222985	0.00781408	0.01393663	0.00217485	0.00383165
1:Ins:T:4	0.00314184	0.01408371	0.01007871	0.00398662	0.00116450
1:Ins:T:5	0.13458935	0.64436412	0.06880857	0.09340545	0.02303755
2:Del:R:0	0.00228640	0.00340574	0.01709485	0.01675210	0.00223549
2:Del:R:1	0.00448325	0.01155441	0.02050098	0.00892165	0.00826423
2:Del:R:2	0.00229013	0.00214797	0.00812781	0.00482899	0.00100463
2:Del:R:3	0.00764806	0.00084004	0.00158684	0.00326585	0.00034474
2:Del:R:4	0.00377283	0.00002575	0.00097782	0.00321318	0.00015649
2:Del:R:5	0.01065980	0.00000000	0.00026871	0.00558278	0.00009205
3:Del:R:0	0.00075180	0.00189219	0.00542481	0.00492359	0.00530267
3:Del:R:1	0.00513851	0.00750093	0.02213659	0.01228856	0.00156786
3:Del:R:2	0.00183224	0.00165910	0.00495819	0.00411791	0.00095971
3:Del:R:3	0.00067271	0.00019726	0.00142977	0.00146190	0.00032754
3:Del:R:4	0.00039623	0.00015745	0.00004820	0.00081350	0.00022881
3:Del:R:5	0.00050975	0.00028232	0.00006381	0.00028272	0.00013508
4:Del:R:0	0.00019934	0.00187725	0.00530980	0.00505941	0.00634254
4:Del:R:1	0.00213946	0.00844211	0.01150204	0.01593983	0.00463993
4:Del:R:2	0.00094092	0.00319549	0.00150653	0.00518764	0.00032540
4:Del:R:3	0.00059745	0.00117836	0.00126079	0.00255954	0.00015986
4:Del:R:4	0.00033948	0.00025867	0.00001447	0.00157793	0.00032953
4:Del:R:5	0.00052722	0.00025031	0.00008609	0.00045460	0.00009262
5:Del:R:0	0.00000000	0.00011899	0.04188526	0.09081028	0.09345352
5:Del:R:1	0.00028270	0.00657187	0.00350828	0.00943445	0.00690882
5:Del:R:2	0.00032615	0.00101213	0.00003138	0.00203215	0.00088254
5:Del:R:3	0.00017305	0.00035244	0.00000213	0.00087175	0.00021683
5:Del:R:4	0.00005283	0.00000747	0.00000202	0.00002201	0.00014451
5:Del:R:5	0.00006123	0.00000355	0.00009344	0.00003917	0.00019397
2:Ins:R:0	0.00173826	0.00550858	0.00363445	0.03173723	0.00086839
2:Ins:R:1	0.00014870	0.00400036	0.00429501	0.00868707	0.00138077
2:Ins:R:2	0.00031252	0.00277482	0.00204182	0.00108992	0.00136821
