MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	9.59E-05	4.51E-04	1.05E-03	1.62E-03	1.51E-03	3.02E-04	5.45E-03	1.39E-03	1.90E-04	1.37E-03	3.93E-03	5.58E-04	4.17E-04
1:Del:C:1	5.75E-06	5.51E-05	1.17E-03	8.86E-04	6.74E-04	5.39E-04	1.87E-03	8.95E-04	1.07E-04	5.36E-04	1.03E-03	2.55E-04	2.20E-04
1:Del:C:2	4.83E-05	8.06E-05	9.78E-04	2.32E-04	4.65E-04	4.18E-04	6.65E-04	3.32E-04	6.05E-05	3.36E-04	9.44E-04	2.03E-04	1.36E-04
1:Del:C:3	1.28E-04	7.23E-05	3.74E-04	5.85E-04	2.95E-04	1.64E-04	4.38E-04	4.67E-04	3.87E-05	1.49E-04	5.14E-04	8.75E-05	7.59E-05
1:Del:C:4	3.35E-04	4.35E-05	3.24E-04	2.60E-03	7.03E-05	3.25E-05	3.18E-05	1.87E-04	1.66E-05	1.73E-04	2.19E-04	2.77E-05	4.34E-05
1:Del:C:5	7.78E-04	2.21E-05	2.30E-04	6.59E-03	6.25E-06	4.60E-05	0.00E+00	5.75E-04	8.80E-05	4.75E-05	8.46E-04	2.00E-04	0.00E+00
1:Del:T:0	5.65E-05	4.04E-04	2.85E-04	5.36E-03	1.33E-03	5.46E-04	1.91E-03	4.19E-03	8.39E-05	4.97E-04	1.69E-03	6.22E-04	2.77E-04
1:Del:T:1	8.11E-05	2.49E-04	2.36E-04	2.58E-03	6.98E-04	4.21E-04	1.04E-03	2.41E-03	1.24E-04	2.01E-04	1.20E-03	5.38E-04	2.43E-04
1:Del:T:2	6.24E-05	2.29E-04	1.95E-04	3.39E-03	9.03E-04	1.57E-04	1.18E-03	2.76E-03	8.42E-05	4.24E-04	1.34E-03	5.58E-04	1.48E-04
1:Del:T:3	1.53E-04	2.89E-04	2.33E-04	5.03E-03	1.14E-03	3.65E-04	2.22E-03	4.21E-03	1.45E-04	5.42E-04	1.57E-03	6.34E-04	0.00E+00
1:Del:T:4	3.35E-04	2.38E-04	1.89E-04	2.87E-03	7.50E-04	3.76E-04	1.46E-03	2.87E-03	1.60E-04	4.03E-04	1.09E-03	4.81E-04	7.05E-05
1:Del:T:5	4.58E-03	1.65E-03	7.68E-04	9.39E-03	6.62E-04	3.24E-05	4.12E-03	1.34E-03	2.14E-03	6.20E-04	9.49E-04	4.29E-03	2.15E-04
1:Ins:C:0	3.80E-05	0.00E+00	1.76E-04	4.58E-05	0.00E+00	0.00E+00	6.95E-10	0.00E+00	1.56E-08	0.00E+00	7.38E-09	4.53E-03	1.95E-04
1:Ins:C:1	3.51E-06	2.77E-05	9.17E-05	3.79E-04	1.65E-04	2.17E-04	4.25E-04	3.84E-04	6.84E-05	1.22E-04	4.81E-04	2.72E-04	1.84E-04
1:Ins:C:2	6.84E-06	3.13E-05	8.53E-05	2.07E-04	1.22E-04	1.69E-04	2.01E-04	2.99E-04	4.73E-05	2.62E-05	6.16E-04	7.58E-05	1.92E-04
1:Ins:C:3	1.69E-05	5.45E-05	6.49E-05	1.57E-04	1.12E-04	1.53E-04	1.81E-04	1.93E-04	1.58E-05	2.59E-05	3.70E-04	3.39E-05	2.80E-04
1:Ins:C:4	6.74E-05	7.63E-05	8.07E-05	4.50E-04	8.18E-05	1.53E-04	3.10E-04	1.96E-04	1.48E-06	4.21E-05	4.96E-04	6.02E-05	1.30E-04
1:Ins:C:5	2.15E-04	1.70E-04	9.00E-05	1.12E-03	7.98E-05	2.96E-04	6.67E-04	7.54E-04	1.02E-04	2.06E-04	4.40E-04	2.93E-04	9.05E-05
1:Ins:T:0	5.57E-05	1.67E-04	3.77E-04	7.68E-04	1.94E-04	3.13E-04	1.03E-03	7.53E-04	1.02E-04	2.97E-04	1.47E-03	4.90E-04	2.71E-04
1:Ins:T:1	7.90E-06	1.39E-06	1.55E-03	7.12E-04	2.78E-04	4.71E-04	1.03E-03	1.05E-03	1.53E-04	2.98E-04	4.90E-03	3.95E-04	1.10E-03
1:Ins:T:2	1.06E-04	7.96E-05	1.08E-03	7.18E-04	6.45E-05	0.00E+00	5.52E-04	3.03E-06	8.11E-05	3.17E-06	4.02E-03	1.83E-04	7.37E-04
1:Ins:T:3	8.30E-05	1.23E-04	4.96E-04	5.70E-04	1.70E-04	1.48E-04	5.61E-04	2.07E-04	2.30E-05	1.49E-04	2.09E-03	1.62E-04	3.38E-04
1:Ins:T:4	1.04E-04	1.16E-04	2.64E-04	5.94E-04	1.51E-04	2.08E-04	3.48E-04	3.53E-04	6.57E-05	1.88E-04	1.00E-03	1.97E-04	1.45E-04
1:Ins:T:5	2.93E-03	1.64E-03	9.87E-04	1.20E-02	1.78E-03	4.12E-04	1.76E-03	5.65E-03	8.53E-04	3.72E-03	5.25E-03	7.06E-03	4.64E-04
2:Del:R:0	6.10E-05	1.27E-05	1.17E-04	4.72E-04	3.42E-04	2.37E-04	7.41E-04	4.31E-04	4.57E-04	2.54E-04	4.27E-04	3.51E-04	3.55E-04
2:Del:R:1	1.11E-04	2.20E-04	1.81E-04	7.63E-04	5.06E-04	2.69E-06	7.57E-05	1.42E-03	8.41E-04	3.42E-04	6.77E-04	2.24E-04	3.79E-04
2:Del:R:2	5.23E-05	1.00E-04	9.60E-05	3.12E-04	5.26E-05	1.82E-04	1.87E-04	4.56E-04	3.39E-04	1.48E-04	3.43E-04	1.50E-04	1.29E-04
2:Del:R:3	2.39E-04	0.00E+00	1.02E-04	1.90E-03	1.71E-05	1.60E-04	2.40E-47	2.44E-04	1.69E-04	3.17E-05	1.82E-04	1.03E-04	6.48E-05
2:Del:R:4	1.66E-04	1.19E-05	6.08E-05	1.46E-03	1.26E-05	1.13E-04	5.11E-05	1.88E-04	9.10E-05	3.79E-06	3.32E-04	3.64E-05	3.37E-05
