Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP85623	3.68E-01	1.41E-01	2.95E-01	3.87E-01	3.09E-01	6.67E-01	7.79E-01	1.03E+00	5.40E-01	1.09E+00	1.21E+00	7.13E-01	3.58E-01	7.93E-01	3.53E-01	4.87E-01	4.01E-01
SP85491	2.48E-01	1.38E-01	0.00E+00	2.18E-01	4.60E-01	8.77E-01	1.55E+00	1.60E+00	1.60E+00	2.10E+00	2.14E+00	8.63E-01	3.50E-01	1.29E+00	5.51E-01	1.17E+00	1.31E-01
SP87582	2.11E-01	2.43E-01	1.85E-01	1.21E-01	8.79E-01	7.59E-01	7.10E-01	6.76E-01	6.30E-01	9.83E-01	7.28E-01	6.40E-01	4.62E-01	8.62E-01	7.04E-01	1.47E+00	9.09E-01
SP89090	1.46E-01	3.20E-01	3.08E-01	2.72E-01	1.26E+00	5.82E-01	1.08E+00	9.28E-01	7.06E-01	6.32E-01	1.53E+00	1.35E+00	7.07E-01	1.46E+00	5.33E-01	1.20E+00	1.20E-01
SP85511	5.16E-01	3.93E-01	5.09E-01	7.59E-01	1.41E+00	1.37E+00	1.67E+00	7.89E-01	3.16E+00	1.86E+00	1.50E+00	1.05E+00	1.39E+00	2.20E+00	1.30E+00	2.60E+00	5.17E-01
SP85952	1.24E-01	2.10E-01	0.00E+00	7.33E-02	8.46E-01	1.48E+00	1.11E+00	5.78E-01	1.32E+00	8.93E-01	4.52E-01	6.79E-01	6.01E-01	1.50E+00	4.23E-01	6.37E-01	4.87E-01
SP85840	4.41E-01	1.13E-01	0.00E+00	3.58E-01	5.05E-01	6.59E-01	1.72E+00	7.86E-01	1.23E+00	1.14E+00	1.26E+00	9.59E-01	4.53E-01	1.24E+00	1.66E-01	9.15E-01	1.02E+00
SP87675	4.00E-01	6.51E-01	0.00E+00	5.99E-01	4.56E-01	5.69E-01	1.06E+00	6.94E-01	9.06E-01	6.31E-01	5.00E-01	8.27E-01	6.66E-01	5.93E-01	4.20E-01	6.44E-01	5.75E-01
SP85836	3.01E-01	2.74E-01	2.94E-01	5.37E-01	1.08E+00	1.53E+00	1.62E+00	1.40E+00	2.22E+00	1.58E+00	3.18E+00	2.37E+00	1.25E+00	2.58E+00	6.48E-01	1.47E+00	5.97E-01
SP120767	4.83E-01	3.00E-02	5.05E-01	3.85E-01	8.63E-01	1.11E+00	1.75E+00	1.38E+00	1.44E+00	2.17E+00	1.47E+00	1.61E+00	6.30E-01	1.53E+00	7.29E-01	1.56E+00	4.82E-01
SP105708	9.07E-01	3.43E-01	0.00E+00	7.44E-01	6.14E-01	9.35E-01	1.14E+00	1.50E+00	1.44E+00	1.63E+00	1.01E+00	9.13E-01	2.57E-01	9.35E-01	8.25E-01	9.83E-01	5.92E-01
SP85818	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
SP105922	4.40E-01	2.43E-02	0.00E+00	1.17E-01	6.08E-02	4.49E-01	9.54E-01	1.16E+00	9.57E-01	1.31E+00	8.48E-01	1.52E+00	8.25E-02	1.28E+00	1.45E-01	3.63E-01	1.06E-01
SP86118	8.53E-01	8.92E-02	0.00E+00	7.29E-01	4.16E-01	9.30E-01	1.22E+00	1.75E+00	2.07E+00	1.47E+00	7.44E-01	1.14E+00	5.57E-01	7.51E-01	5.27E-01	1.47E+00	3.66E-01
SP86306	7.29E-01	1.28E+00	0.00E+00	8.79E-01	3.59E+00	1.53E+00	1.19E+00	2.04E+00	1.64E+00	1.78E+00	9.13E-01	1.48E+00	1.61E+00	1.90E+00	2.16E+00	3.03E+00	6.00E-02
SP87099	8.26E-01	3.90E-01	2.48E-01	9.46E-01	1.18E+00	1.32E+00	8.59E-01	1.65E+00	9.15E-01	2.44E+00	5.53E-01	1.47E+00	8.84E-01	6.38E-01	6.97E-01	1.52E+00	5.64E-01
SP87434	3.42E-01	5.38E-01	0.00E+00	7.20E-01	5.27E-01	4.76E-01	1.61E+00	7.30E-01	1.28E+00	6.86E-01	1.05E+00	3.09E-01	8.13E-01	1.18E+00	4.98E-01	9.61E-01	4.92E-01
SP85864	2.28E-01	2.99E-01	1.55E-01	3.22E-01	3.16E-01	1.53E-01	3.54E-01	1.54E-01	1.52E-01	8.76E-02	1.91E-01	1.87E-01	3.47E-01	2.58E-01	1.23E-01	3.42E-01	5.04E-01
SP105807	2.81E-01	4.96E-01	2.00E-02	4.35E-01	1.06E+00	1.16E+00	6.44E-01	1.36E+00	7.79E-01	7.18E-01	1.57E+00	1.23E+00	1.03E+00	2.03E+00	3.56E-01	1.30E+00	2.01E-01
SP89291	1.89E-01	4.70E-01	0.00E+00	4.90E-01	2.95E-01	7.49E-01	4.85E-01	8.24E-01	3.69E-01	6.53E-01	3.43E-01	1.35E+00	3.21E-01	4.40E-01	4.32E-01	6.19E-01	5.39E-01
SP88050	1.21E-01	3.83E-01	3.59E-02	2.63E-01	9.68E-01	8.50E-01	3.59E-01	1.06E+00	1.40E-01	4.03E-01	1.15E-01	4.59E-01	4.47E-01	6.86E-02	4.74E-01	7.42E-01	5.71E-01
SP88593	1.87E-01	4.58E-01	1.50E-01	2.92E-01	4.96E-01	5.05E-01	1.80E+00	7.79E-01	7.11E-01	1.12E+00	4.49E-01	6.34E-01	2.63E-01	1.05E+00	2.30E-01	1.01E+00	9.61E-01
SP88158	1.29E-01	2.22E-01	0.00E+00	9.27E-02	3.37E-01	2.89E-01	5.06E-01	6.30E-01	2.13E-01	6.93E-01	1.67E-01	7.84E-01	1.04E-01	3.12E-01	2.14E-01	3.65E-01	2.93E-01
SP87534	4.29E-01	1.12E+00	5.69E-01	4.75E-01	2.96E+00	3.78E+00	1.77E+00	1.37E+00	1.52E+00	2.07E+00	1.29E+00	8.28E-01	2.74E+00	1.28E+00	2.97E+00	2.79E+00	5.83E-01
SP88776	3.23E-01	2.06E-01	0.00E+00	3.05E-01	9.32E-01	1.18E+00	1.07E+00	1.05E+00	1.81E+00	1.39E+00	1.34E+00	1.78E+00	4.28E-01	2.24E+00	3.77E-01	9.13E-01	5.42E-01
SP85725	1.34E-01	6.46E-01	7.00E-02	3.53E-01	4.31E-01	1.30E+00	8.95E-01	7.05E-01	8.40E-01	8.50E-01	2.19E+00	8.51E-01	8.11E-01	1.23E+00	4.87E-01	1.27E+00	3.00E-02
SP86660	3.23E-01	9.02E-01	2.48E-01	4.43E-01	2.00E+00	1.65E+00	2.28E+00	1.23E+00	1.05E+00	1.75E+00	1.69E+00	1.79E+00	1.13E+00	2.03E+00	8.12E-01	2.27E+00	1.05E+00
SP87903	0.00E+00	4.03E-01	0.00E+00	1.00E-02	6.86E-01	6.23E-01	7.95E-01	6.38E-01	8.81E-01	8.05E-01	1.03E+00	7.12E-01	3.14E-01	7.35E-01	5.34E-01	9.39E-01	2.92E-01
SP88098	2.07E-01	8.26E-01	0.00E+00	3.19E-01	1.88E+00	3.88E+00	7.89E-01	1.64E+00	1.14E+00	2.45E+00	9.46E-01	1.16E+00	1.12E+00	1.35E+00	1.36E+00	1.54E+00	1.84E-01
SP85487	9.41E-01	2.61E+00	2.32E-01	1.47E+00	4.47E+00	2.76E+00	1.60E+00	1.32E+00	2.21E+00	1.90E+00	9.33E-01	1.19E+00	3.83E+00	1.59E+00	2.17E+00	2.95E+00	5.64E-01
SP105759	4.53E-01	1.30E-01	2.73E-01	4.96E-01	5.11E-01	6.48E-01	1.03E+00	7.53E-01	1.27E+00	8.72E-01	6.49E-01	4.23E-01	3.46E-01	7.06E-01	3.47E-01	7.97E-01	5.48E-01
SP86775	0.00E+00	0.00E+00	1.72E-01	1.00E-02	1.43E-01	9.99E-02	4.69E-01	1.86E-01	5.70E-01	3.43E-01	5.06E-01	3.86E-01	1.63E-01	2.58E-01	1.45E-01	1.88E-01	3.68E-01
SP88322	3.42E-01	7.24E-01	0.00E+00	3.38E-01	1.50E+00	8.56E-01	8.66E-01	1.22E+00	1.10E+00	9.65E-01	1.01E+00	1.28E+00	8.78E-01	1.82E+00	5.20E-01	1.43E+00	1.00E-01
SP85582	2.39E-01	5.33E-01	0.00E+00	4.14E-01	8.87E-01	7.18E-01	1.88E+00	3.58E-01	8.02E-01	1.15E+00	1.19E+00	1.02E+00	5.79E-01	8.75E-01	5.81E-01	1.57E+00	9.21E-01
SP87446	6.61E-01	1.23E+00	2.02E-01	1.21E+00	3.26E+00	1.97E+00	1.54E+00	1.98E+00	1.64E+00	1.69E+00	9.83E-01	1.66E+00	2.37E+00	1.31E+00	1.04E+00	2.68E+00	7.62E-01
SP87337	1.64E-01	1.23E-01	0.00E+00	1.76E-01	2.23E-01	2.37E-01	8.43E-01	6.51E-01	2.82E-01	5.08E-01	8.81E-01	1.10E+00	1.78E-01	8.04E-01	4.45E-02	5.27E-01	4.79E-01
SP86929	3.85E-01	1.05E+00	5.54E-01	3.47E-01	2.21E+00	2.23E+00	1.17E+00	1.92E+00	1.34E+00	1.85E+00	1.50E+00	9.93E-01	1.03E+00	1.54E+00	1.53E+00	1.63E+00	3.72E-01
SP86130	2.96E-01	4.05E-01	2.03E-01	4.54E-01	7.90E-01	4.46E-01	1.16E+00	5.99E-01	1.09E+00	8.77E-01	9.80E-01	9.53E-01	4.17E-01	1.77E+00	3.73E-01	7.35E-01	7.84E-01
SP86425	1.03E+00	2.19E-01	2.06E-01	1.23E+00	1.13E+00	1.45E+00	1.57E+00	3.28E+00	1.07E+00	1.34E+00	7.12E-01	7.79E-01	9.17E-01	1.39E+00	6.79E-01	2.17E+00	0.00E+00
SP85495	2.08E-01	4.58E-02	3.00E-02	2.08E-01	1.84E-01	2.33E-01	8.48E-01	1.66E-01	4.14E-01	2.75E-01	2.50E-01	3.57E-01	2.64E-01	4.19E-01	8.10E-02	2.85E-01	6.74E-01
SP85787	0.00E+00	0.00E+00	2.46E-01	4.00E-02	0.00E+00	1.83E-01	1.05E+00	3.18E-01	6.22E-01	7.05E-01	4.50E-01	5.26E-01	5.95E-02	5.63E-01	8.09E-02	1.96E-01	1.03E+00
SP86836	1.11E-01	0.00E+00	2.00E-02	7.01E-02	7.25E-02	0.00E+00	0.00E+00	2.97E-02	1.08E-01	3.59E-02	1.10E-01	0.00E+00	4.77E-02	0.00E+00	5.00E-02	1.03E-01	2.14E-01
SP89245	2.28E-01	2.65E-01	0.00E+00	3.81E-01	3.47E-01	2.54E-01	5.20E-01	2.10E-01	3.29E-01	1.53E-01	7.60E-01	6.50E-01	4.01E-01	6.06E-01	2.36E-01	5.09E-01	8.49E-02
SP86989	4.65E-01	6.21E-01	3.28E-01	8.09E-01	1.06E+00	1.54E+00	1.69E+00	1.55E+00	1.44E+00	2.66E+00	1.70E+00	2.31E+00	6.95E-01	1.19E+00	7.87E-01	1.54E+00	6.10E-01
SP88757	0.00E+00	2.34E-01	3.00E-01	5.21E-01	4.00E-01	1.00E+00	6.19E-01	4.17E-01	7.32E-01	9.05E-01	1.53E+00	1.66E+00	2.54E-01	1.23E+00	4.56E-01	9.42E-01	0.00E+00
SP85733	4.53E-01	1.34E-01	3.65E-01	2.80E-01	2.55E-01	7.65E-01	1.26E+00	1.70E+00	1.38E+00	2.08E+00	5.42E-01	2.18E+00	3.23E-01	1.59E+00	3.34E-01	8.05E-01	5.20E-01
SP85737	0.00E+00	0.00E+00	1.23E-01	0.00E+00	1.31E-01	2.76E-01	4.08E-01	3.92E-01	7.02E-01	5.67E-01	3.21E-01	5.12E-01	6.00E-02	4.93E-01	1.00E-01	3.46E-01	4.03E-01
SP85647	1.71E-01	2.46E-01	0.00E+00	2.06E-01	7.44E-01	5.53E-01	1.00E+00	1.03E+00	8.77E-01	1.12E+00	7.38E-01	6.36E-01	3.17E-01	6.72E-01	3.25E-01	1.23E+00	8.39E-01
CPCT02011098T	8.78E-01	1.43E+00	2.88E+00	1.83E+00	1.86E+00	5.59E+00	3.51E-01	9.17E-01	2.34E+00	1.25E+00	1.78E+00	1.02E+00	4.09E+00	2.21E+00	6.09E+00	2.18E+00	1.68E-01
WIDE01010618T	3.68E+00	1.68E+01	3.28E+00	6.98E+00	8.53E+00	1.43E+00	1.39E+00	1.28E+00	1.70E+00	1.57E+00	1.10E+00	1.57E+00	1.53E+01	2.04E+00	5.22E+00	2.10E+00	2.32E-01
WIDE01010310T	1.48E+01	9.81E+00	3.40E+00	2.66E+01	5.23E+00	3.63E+00	2.33E+00	1.66E+00	2.57E+00	2.21E+00	1.51E+00	2.83E+00	1.77E+01	2.44E+00	4.59E+00	2.84E+00	2.47E-01
CPCT02080230T	9.85E-01	5.06E+00	8.51E+00	6.96E-01	5.44E+00	2.00E+00	1.82E+00	1.39E+00	2.32E+00	1.84E+00	1.39E+00	1.41E-01	1.03E+01	1.01E+00	1.47E+01	2.88E+00	2.00E-02
CPCT02010914T	6.79E-01	1.33E+00	5.70E+00	5.43E-01	2.90E+00	7.85E-01	3.73E-01	4.17E-01	1.80E+00	1.13E+00	1.08E+00	0.00E+00	2.58E+00	1.34E+00	8.56E+00	4.04E+00	0.00E+00
