Samples	ID83A	ID83B	ID83C
SP99325	102954	19970	3148
SP18310	119035	14947	0
SP17172	34285	5595	0
SP96133	68524	8581	283
SP110242	100741	23364	390
SP21017	96679	15700	0
SP22383	71270	7725	293
SP81312	4027	6554	1008
SP19215	65714	7247	770
SP16886	900	5771	992
SP17905	7046	13008	5612
SP18121	74038	25856	136
SP96118	7109	1748	608
SP21400	2180	7662	709
SP18946	6899	8401	1501
SP80615	3589	12583	3167
SP102897	9103	3155	1216
SP98845	7086	1467	661
SP107012	22042	6872	859
SP55142	206	154	5468
SP53810	0	0	5442
SP116697	2586	5436	1362
SP102133	3519	16532	48
SP125732	6583	1003	157
SP125746	39155	8186	116
SP125770	7985	13013	734
SP77956	33	422	5018
SP124384	16827	3859	1314
SP135287	57032	7247	0
SP85122	88634	11806	0
SP84384	91681	7424	2533
SP84982	50222	2685	69
SP84392	91108	10319	748
SP84439	82343	9002	4534
SP95454	21803	6417	102
SP94741	44656	10476	0
SP90209	73729	50318	3165
SP90989	46259	4369	0
SP93540	84528	11512	0
SP93227	80515	39911	8913
SP94348	42615	7751	0
SP94933	27960	36326	0
SP92364	45010	14674	0
SP94917	12547	4598	728
SP92460	10228	3585	373
SP89909	10219	1972	471
CPCT02020308T	59291	11480	1145
CPCT02020323T	12736	1744	141
CPCT02010373T	186	0	5784
CPCT02140022T	9862	4517	751
CPCT02070024T	21085	6365	653
CPCT02070023T	97679	23861	5433
CPCT02020387T	83519	15258	1767
CPCT02140024T	4199	1545	356
CPCT02010441T	68847	7819	253
DRUP01010007T	2755	1075	456
DRUP01070001T	93478	10412	1292
CPCT02011015T	733	133	9024
CPCT02230072T	24536	9005	5725
CPCT02380035T	30334	3281	677
CPCT02020704TII	55172	9163	1790
DRUP01010020T	63028	10184	951
CPCT02011050T	36514	5923	590
CPCT02080188T	219	219	5753
CPCT02250005T	35207	1931	717
DRUP01070038T	20297	2821	392
DRUP01010123T	170170	26560	60
CPCT02200005T	11812	566	123
CPCT02120105T	3865	204	541
CPCT02330076T	155421	3230	1967
CPCT02220071T	12740	1581	219
CPCT02020671T	659	0	8950
CPCT02050424T	222	164	5140
DRUP01340017T	177738	14117	3218
CPCT02230088T	153	0	8502
DRUP01010122T	140542	18829	972
CPCT02230086T	25990	6983	1111
WIDE01010064T	1917	1702	1027
CPCT02150052T	1925	371	3825
WIDE01010069T	87879	11216	3232
DRUP01010078T	196	0	8406
WIDE01010075T	20981	1732	242
CPCT02020680T	36496	4278	1117
WIDE01010127T	249	196	5251
DRUP01030013T	44504	7202	1088
DRUP01230004T	162035	13709	2700
DRUP01230001T	24322	8888	6073
WIDE01010139T	448	289	5888
CPCT02130049T	2300	1171	1382
CPCT02050443T	60899	7661	1638
DRUP01340016T	132998	29234	0
CPCT02140091TII	3527	2494	967
DRUP01070026TII	81131	13516	2241
CPCT02270029T	409	125	6500
CPCT02010780T	88	0	5072
CPCT02270026T	875	1071	4139
CPCT02020986T	64498	1009	843
CPCT02020704T	52002	8724	1717
DRUP01080031T	62783	8598	671
DRUP01070080T	124303	4865	4217
