Samples	ID83A	ID83B	ID83C
SP99325	8.76E+01	8.84E+01	1.06E+01
SP18310	9.99E+01	1.00E+02	1.45E+00
SP17172	2.93E+01	2.99E+01	2.91E+00
SP96133	5.54E+01	5.68E+01	4.69E+00
SP110242	8.31E+01	8.50E+01	5.71E+00
SP21017	7.84E+01	8.03E+01	4.59E+00
SP22383	5.95E+01	5.98E+01	4.39E+00
SP81312	8.34E+00	7.68E+00	4.38E+00
SP19215	5.36E+01	5.45E+01	3.42E+00
SP16886	4.16E+00	5.77E+00	4.39E+00
SP17905	1.12E+01	1.37E+01	1.11E+01
SP18121	6.33E+01	6.44E+01	4.46E+00
SP96118	7.94E+00	7.70E+00	2.30E+00
SP21400	6.41E+00	7.01E+00	3.41E+00
SP18946	1.14E+01	1.07E+01	5.55E+00
SP80615	8.62E+00	8.54E+00	8.63E+00
SP102897	9.84E+00	9.79E+00	5.25E+00
SP98845	7.85E+00	7.81E+00	3.22E+00
SP107012	1.96E+01	1.99E+01	4.79E+00
SP55142	2.97E+00	1.09E+01	9.97E+00
SP53810	1.34E+00	3.16E-01	1.33E+00
SP116697	5.58E+00	6.14E+00	6.18E+00
SP102133	1.08E+01	1.04E+01	3.34E+00
SP125732	7.57E+00	7.27E+00	1.92E+00
SP125746	3.36E+01	3.44E+01	3.79E+00
SP125770	1.16E+01	1.16E+01	5.51E+00
SP77956	7.87E-02	1.22E+01	1.22E+01
SP124384	1.50E+01	1.48E+01	5.51E+00
SP135287	4.76E+01	4.81E+01	1.88E+00
SP85122	7.35E+01	7.49E+01	3.96E+00
SP84384	7.66E+01	7.60E+01	6.06E+00
SP84982	4.10E+01	4.21E+01	3.31E+00
SP84392	7.41E+01	7.56E+01	4.81E+00
SP84439	6.74E+01	6.75E+01	7.52E+00
SP95454	2.06E+01	2.05E+01	2.65E+00
SP94741	3.88E+01	3.95E+01	3.43E+00
SP90209	7.58E+01	7.64E+01	3.20E+00
SP90989	3.81E+01	3.94E+01	2.96E+00
SP93540	7.11E+01	7.23E+01	4.20E+00
SP93227	7.80E+01	7.71E+01	8.89E+00
SP94348	3.32E+01	3.40E+01	3.22E+00
SP94933	3.18E+01	3.15E+01	4.16E+00
SP92364	4.09E+01	4.11E+01	3.28E+00
SP94917	1.34E+01	1.32E+01	4.04E+00
SP92460	1.20E+01	1.16E+01	2.87E+00
SP89909	1.02E+01	1.00E+01	2.43E+00
CPCT02020308T	5.07E+01	5.12E+01	7.41E+00
CPCT02020323T	1.16E+01	1.15E+01	2.60E+00
CPCT02010373T	3.47E+00	6.02E+00	5.49E+00
CPCT02140022T	1.20E+01	1.12E+01	4.63E+00
CPCT02070024T	1.85E+01	1.74E+01	5.54E+00
CPCT02070023T	8.31E+01	8.03E+01	1.53E+01
CPCT02020387T	7.08E+01	7.05E+01	7.30E+00
CPCT02140024T	6.53E+00	5.33E+00	2.97E+00
