Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP117956	0	9	15	8	11	25	1	19	22	4	11	2
SP117975	2	17	10	0	9	22	0	17	6	1	4	0
SP2149	0	12	93	177	220	2	0	11	33	37	13	10
SP117113	7	111	0	6	8	20	0	28	9	13	6	1
SP117245	1	16	10	4	17	40	0	24	21	9	15	2
SP117402	8	16	11	1	4	24	2	8	16	7	23	0
SP117136	11	60	0	9	0	19	0	6	28	2	14	3
SP117378	0	32	20	13	12	0	0	6	23	19	16	0
SP116947	7	26	2	7	6	25	2	1	24	12	37	5
SP117369	1	24	0	0	5	11	0	32	3	76	4	1
SP117244	4	48	5	0	1	20	4	7	0	9	4	2
SP117162	10	9	0	5	3	14	2	14	21	27	18	3
SP117079	0	19	2	6	13	27	1	9	25	12	12	2
SP117344	6	60	23	265	104	48	7	21	4	18	9	11
SP118074	101	176	41	19	18	17	4	0	27	13	47	17
SP117598	3	30	0	20	116	247	0	0	14	25	80	6
SP117312	3	28	8	1	4	18	0	0	42	9	2	5
SP118038	1	56	5	13	0	16	2	12	10	17	4	4
SP117552	8	19	0	0	7	6	2	11	16	6	11	5
SP118073	2	44	4	3	12	35	0	15	19	11	5	2
SP117933	4	18	4	7	6	5	0	9	14	4	12	1
SP118012	0	18	18	11	6	18	3	0	29	16	28	6
SP117108	6	46	0	0	11	27	0	0	16	3	14	1
SP117812	10	13	6	8	6	19	0	3	7	15	19	3
SP117354	14	47	20	19	27	4	6	35	24	14	24	8
SP117370	3	62	14	6	3	12	1	1	20	10	8	4
SP116991	10	38	20	1	27	18	2	19	17	7	7	7
SP117629	6	14	4	337	125	58	12	0	17	23	0	10
SP124199	23	59	1	5	13	28	0	2	18	4	33	0
SP124195	12	83	5	7	11	10	2	14	18	10	19	1
SP117850	6	23	17	1	13	33	2	10	5	5	11	0
SP117127	12	48	0	5	8	7	0	15	14	0	20	8
SP117614	0	4	39	3	9	46	0	6	18	20	28	6
SP116948	0	104	36	10	17	47	0	3	36	12	21	6
SP117409	0	28	62	337	125	62	7	0	23	30	44	10
SP117593	2	28	21	9	6	17	0	6	27	0	27	4
SP117372	0	17	28	6	9	23	1	3	13	37	5	1
SP118077	9	19	18	23	11	24	0	1	37	8	14	4
SP117840	10	79	5	0	19	25	0	11	9	1	36	6
SP117363	14	71	40	63	52	63	11	0	17	69	99	5
SP117887	10	17	5	444	182	77	27	40	49	37	7	6
SP116946	13	35	3	13	9	68	0	0	10	12	28	0
SP117901	8	25	13	102	109	38	2	5	6	51	5	0
SP117454	12	35	0	8	8	24	0	3	35	14	19	0
SP124197	5	24	90	459	223	50	25	0	29	133	35	22
SP117919	34	35	0	501	145	64	17	0	20	43	12	15
SP117250	3	41	2	1	12	21	0	9	21	29	13	1
SP117983	21	75	0	13	19	34	3	0	17	14	10	7
SP117676	4	10	0	2	3	5	0	10	27	6	17	0
SP117011	10	38	0	14	15	18	2	23	21	37	8	0
SP117057	10	24	3	3	2	15	0	0	11	14	16	2
SP117126	0	54	25	1	18	36	2	9	31	7	9	2
SP117728	2	64	10	10	14	22	1	3	16	3	13	1
SP117618	9	39	0	6	3	2	1	13	6	3	16	3
SP117257	0	12	16	7	1	20	1	15	9	9	0	0
SP116963	7	24	12	3	7	17	1	1	19	1	8	1
SP117078	18	132	0	19	8	44	1	0	32	10	57	0
SP117944	10	32	9	186	93	52	9	3	22	33	18	5
SP117639	41	57	66	26	23	47	2	22	56	17	28	4
SP117834	22	43	22	7	19	67	0	22	25	15	15	4
SP117105	27	69	3	4	24	24	1	13	26	10	21	3
SP117785	12	1	0	0	11	28	3	26	28	18	25	0
SP117882	7	37	0	0	2	8	2	21	29	2	0	0
SP117778	4	72	39	8	25	31	3	0	42	15	60	5
SP117032	0	41	15	13	9	19	0	33	20	4	11	1
SP117710	7	17	0	17	66	148	0	9	40	38	63	2
SP117538	18	49	51	588	193	126	22	0	5	53	3	18
SP124207	314	284	50	29	11	55	0	6	20	50	18	12
SP117800	10	44	21	0	13	4	3	15	25	18	19	0
SP117724	16	67	19	5	23	0	0	3	50	9	22	0
SP124193	6	11	4	0	4	11	0	16	10	8	12	0
SP2293	8	43	0	9	12	0	4	31	21	165	26	14
SP2357	26	20	54	166	89	63	2	0	4	65	27	12
SP2144	5	18	2	136	156	0	0	18	14	18	11	3
SP2145	21	38	1	438	130	37	0	22	21	33	26	12
SP2147	0	91	106	621	215	50	2	10	0	60	37	4
SP2146	2	6	18	127	93	35	1	11	0	21	0	2
SP2148	8	14	0	107	120	0	0	33	17	26	0	0
SP2150	10	31	0	12	1	22	0	2	29	9	24	1
SP2152	3	44	3	4	5	5	2	0	25	12	0	0
SP2349	41	52	22	21	29	49	2	0	59	18	15	6
SP2155	0	14	86	426	73	11	11	0	16	37	113	3
SP2154	0	5	96	631	191	35	24	24	50	42	101	19
SP2158	21	91	28	6	14	7	3	12	29	11	27	0
SP2156	2	11	0	4	13	21	0	13	16	6	2	4
SP2159	17	35	0	6	4	24	1	0	12	38	18	5
SP2153	116	301	2	38	17	37	0	8	85	57	32	10
SP2160	16	45	0	17	15	10	1	5	35	7	17	6
SP2151	5	14	1	9	9	14	4	13	9	11	0	0
SP116341	0	9	42	313	95	23	0	4	0	46	48	10
SP116331	29	199	24	22	28	49	4	11	17	31	4	4
SP116351	21	46	59	17	13	2	0	7	69	19	11	1
SP116371	5	84	0	0	72	76	0	4	211	11	18	15
SP116361	16	8	9	144	146	0	0	9	5	19	27	4
SP116343	43	77	32	14	16	43	5	80	44	25	27	0
SP116333	30	72	47	61	19	17	0	21	31	49	16	0
SP116373	26	3	1	250	150	40	7	0	2	44	44	16
SP116363	10	6	0	126	124	0	2	3	14	20	5	1
SP116353	52	323	118	38	20	112	4	7	57	52	38	23
SP116345	17	126	20	2	21	32	2	2	77	12	2	0
SP116365	0	8	26	234	352	0	1	15	18	10	0	4
SP116375	81	138	79	19	17	35	2	0	59	33	24	10
SP116335	69	32	6	57	44	24	1	0	262	8	0	6
SP116355	0	4	32	102	145	14	0	0	0	53	13	10
SP116347	3	40	9	7	7	17	0	16	21	11	21	4
SP116367	32	40	47	37	48	42	1	20	32	48	40	7
SP116339	29	190	14	10	21	24	2	2	38	23	37	3
SP116349	4	33	18	9	11	25	2	44	27	4	21	2
SP116357	8	0	16	116	116	29	0	0	4	21	22	0
SP116359	0	14	48	226	215	32	2	0	12	34	33	14
SP116369	48	105	39	644	234	93	26	0	11	34	92	17
SP116377	47	150	30	30	26	47	4	14	91	67	41	20
SP116379	22	101	22	14	21	38	0	32	34	8	0	0
SP7692	169	201	14	44	57	29	7	29	174	76	32	9
SP5052	0	0	103	529	648	37	12	25	10	107	29	16
SP7785	24	228	100	466	144	82	20	0	36	84	64	0
SP3415	0	15	47	150	110	45	2	0	18	34	26	14
SP2799	11	49	0	10	15	11	0	30	23	12	34	0
SP9979	9	5	0	8	21	49	2	19	21	12	8	4
SP5393	102	79	14	32	33	14	0	37	178	24	66	6
SP11292	0	4	3	60	45	14	0	0	3	15	8	5
SP13036	174	282	141	33	33	93	0	0	79	43	44	33
SP7421	34	79	65	38	40	37	0	43	39	36	15	18
SP4875	0	11	106	350	352	43	13	0	149	48	47	19
SP8795	80	324	81	30	25	28	4	35	123	20	43	13
SP4820	0	40	133	627	209	56	37	120	7	30	88	5
SP4593	16	20	0	6	17	42	1	15	14	12	21	0
SP8085	48	62	5	18	11	30	3	36	75	16	15	3
SP11235	10	62	75	22	3	22	2	6	18	5	11	6
SP6730	63	205	2	16	31	64	0	28	44	10	32	5
SP10635	6	32	0	9	7	43	3	2	2	15	22	4
SP5381	8	18	2	7	6	8	1	16	35	6	2	0
SP10084	14	4	225	41	37	61	2	3	125	98	54	14
SP9251	0	24	55	22	15	43	1	11	20	24	17	0
SP3016	89	57	27	142	63	31	6	22	146	28	69	33
SP11045	0	28	16	7	11	8	0	15	14	9	9	1
SP2826	21	29	0	37	135	72	7	8	14	3	0	1
SP11171	11	34	16	154	187	36	5	9	11	24	22	19
SP5784	33	73	104	34	24	62	1	0	43	52	23	6
SP8564	28	76	17	23	39	36	1	13	129	29	38	7
SP5844	82	66	41	14	42	33	2	64	167	30	28	14
SP6519	11	52	0	17	18	17	2	27	23	6	19	0
SP6766	0	39	25	26	14	18	5	17	12	14	12	4
SP5448	45	124	0	8	21	65	5	50	36	40	23	12
SP12049	18	2	74	528	576	18	0	0	48	68	44	15
SP2714	16	23	91	412	370	81	10	0	8	50	21	32
SP2801	18	92	45	26	40	78	1	17	72	20	64	1
SP8891	36	36	8	275	156	37	0	0	16	37	47	18
SP9481	13	28	0	3	19	32	1	10	24	3	11	0
SP5808	36	139	85	206	170	60	6	42	59	49	19	4
SP6429	34	33	112	265	159	99	22	1	41	31	0	20
SP5017	31	286	67	13	12	29	0	42	8	10	29	5
SP8229	14	52	25	14	16	50	0	23	14	15	20	6
SP8157	0	19	33	35	17	26	1	31	42	7	2	0
SP5279	219	211	32	36	30	50	2	41	154	48	44	0
SP8660	6	22	28	435	181	16	5	19	38	24	33	4
SP11878	3	28	42	24	25	64	2	43	31	43	21	4
SP9433	20	43	16	12	5	16	1	15	26	36	24	0
SP2881	65	174	152	49	32	67	14	4	44	122	38	23
SP7378	20	31	24	19	31	12	2	7	26	5	21	1
SP9816	9	4	29	177	283	69	1	73	0	31	52	8
SP4265	14	23	0	44	92	0	0	39	23	27	6	5
SP2793	164	171	0	789	570	5	22	79	43	49	7	24
SP6825	207	356	0	77	40	98	1	26	96	30	40	8
SP4523	19	107	19	21	12	47	3	22	4	21	38	0
SP9930	40	38	9	317	281	54	4	17	5	41	10	6
SP5820	19	138	0	3	10	53	1	33	34	21	27	2
SP10470	12	0	35	342	251	43	1	0	0	42	50	18
SP9648	29	16	40	327	299	28	17	40	6	67	68	92
SP4535	0	11	23	11	18	43	0	17	16	13	22	3
SP11808	49	112	7	0	22	31	7	34	38	18	16	6
SP96163	5	19	37	310	302	4	0	44	0	20	0	4
SP11948	10	60	0	346	443	0	0	0	25	0	17	6
SP4557	4	74	26	18	26	13	2	51	51	10	29	6
SP96147	0	31	48	14	11	53	3	0	16	20	60	0
SP10150	107	112	26	13	19	19	0	31	69	39	21	2
SP4472	23	56	0	358	289	23	5	19	17	11	8	9
SP6813	42	82	6	24	27	13	4	51	84	56	47	4
SP96511	0	0	121	661	238	6	10	5	23	77	52	18
SP5636	28	86	43	11	10	20	1	14	38	2	10	3
SP5559	23	57	0	13	105	148	1	0	890	22	0	14
SP3631	4	40	17	0	26	56	3	20	19	135	0	3
SP5473	73	42	70	33	39	38	1	37	52	51	36	10
SP8394	36	40	0	3	16	47	3	39	52	25	32	3
SP6115	0	57	56	10	10	29	4	38	8	8	21	3
SP7291	32	95	33	9	21	37	7	5	58	0	14	8
SP2997	6	53	17	9	34	15	4	39	37	27	3	0
SP8831	81	153	0	1139	431	43	34	2	32	24	36	71
SP2731	15	60	0	7	20	17	1	13	24	29	4	1
SP6223	18	32	5	147	145	101	0	0	21	38	27	17
SP7171	32	75	10	21	13	66	1	19	47	15	48	8
SP10563	23	106	0	19	17	50	2	2	28	25	25	3
SP8987	42	82	25	532	231	60	6	0	43	40	41	18
SP5980	0	0	108	408	477	0	0	0	4	49	36	29
SP12186	50	58	0	8	12	40	1	17	40	40	8	1
SP10944	41	95	35	40	28	104	6	0	64	64	28	2
SP2766	13	24	57	292	299	0	0	0	4	40	43	14
SP6673	60	128	29	1030	490	134	70	105	86	176	64	26
SP117698	14	56	12	9	27	24	0	7	25	15	18	4
SP124201	5	20	18	0	74	160	2	0	15	34	48	0
SP2143	6	15	0	1	12	50	4	4	11	3	6	0
SP124191	0	49	14	7	10	48	0	13	5	7	17	2
SP117247	0	61	12	15	14	41	3	15	9	11	20	0
SP117362	11	53	0	17	18	14	0	18	13	0	25	3
SP117470	20	23	25	414	138	56	6	0	18	20	26	6
SP117586	4	16	0	5	13	4	2	19	15	10	21	0
SP117709	9	27	11	6	7	47	1	14	13	16	3	2
SP2157	6	11	1	0	9	3	1	9	5	3	5	0
SP3368	29	96	19	20	17	21	3	22	24	1	25	0
SP5666	17	62	0	11	8	29	0	7	17	24	36	1
SP2781	0	32	37	15	3	49	1	7	13	7	13	0
SP8532	17	48	8	18	18	37	1	17	24	33	17	2
SP12856	1	28	18	8	13	1	2	50	5	84	14	2
SP7456	9	86	13	10	22	15	3	27	35	18	24	0
CPCT02100011T	9	113	0	2	17	60	55	23	26	14	11	12
CPCT02020314T	28	98	18	22	8	69	41	53	47	15	40	15
CPCT02080016T	4	131	64	28	10	31	26	37	49	9	12	13
CPCT02010359T	153	103	85	599	486	17	94	93	47	68	0	33
CPCT02020322T	27	54	26	18	9	13	21	21	27	34	27	0
CPCT02010351T	80	144	0	210	214	167	61	47	49	36	135	10
CPCT02110004T	15	86	0	29	38	48	57	25	30	17	28	6
CPCT02040031T	115	204	69	86	68	51	31	71	88	44	35	22
CPCT02020341T	26	66	20	15	21	30	32	26	41	15	5	18
CPCT02080025T	70	106	3	54	141	403	75	7	52	62	126	12
CPCT02080022T	7	28	0	13	5	42	34	33	27	23	25	8
CPCT02100017T	96	197	29	52	59	14	89	44	127	33	61	13
CPCT02100021T	68	109	43	9	48	68	90	52	52	24	29	15
CPCT02020345T	35	87	1	11	38	55	88	27	12	16	18	0
CPCT02020344T	24	103	34	29	16	0	103	56	64	158	34	8
CPCT02020347T	39	158	2	12	10	32	69	41	17	18	51	8
CPCT02100020T	38	80	2	193	246	0	120	127	20	27	29	21
CPCT02100024T	4	146	112	7	34	14	57	73	58	54	32	13
CPCT02100023T	45	113	18	11	54	48	90	19	37	66	47	20
CPCT02080027T	15	104	29	37	30	26	46	53	23	15	20	26
CPCT02160001T	22	101	25	19	17	41	33	61	7	68	21	17
CPCT02160003T	555	61	12	1257	591	107	127	129	39	192	66	74
CPCT02160004T	433	534	0	38	23	64	68	183	62	53	34	20
CPCT02030261T	65	90	51	25	104	133	44	55	59	44	26	8
CPCT02040035T	34	82	17	3	20	28	40	45	43	25	8	23
CPCT02160005T	25	69	34	25	78	99	49	6	27	49	39	20
CPCT02100027T	49	71	27	7	13	32	27	18	25	24	19	8
CPCT02010401T	19	48	22	19	26	13	52	66	39	8	16	4
CPCT02030265T	27	99	0	9	8	17	16	33	22	58	36	5
CPCT02080031T	0	34	12	1	36	23	94	17	18	13	9	4
CPCT02030264T	6	21	0	6	3	15	44	40	26	7	22	4
CPCT02100028T	15	59	42	29	0	35	34	27	17	16	28	8
CPCT02100029T	56	56	23	36	85	88	68	70	70	34	61	8
CPCT02020371T	12	54	48	25	40	64	32	27	36	42	36	9
CPCT02020369T	48	134	0	809	271	72	112	105	0	56	36	37
CPCT02040036T	0	150	54	73	56	94	39	20	29	71	75	28
CPCT02080036T	149	14	0	170	312	440	87	142	119	96	117	13
CPCT02030271T	194	334	32	57	31	57	153	67	30	19	22	62
CPCT02020377T	32	22	0	24	50	83	47	10	48	15	51	12
CPCT02030274T	45	109	5	12	12	33	55	54	60	28	12	8
CPCT02010419T	89	83	84	964	302	8	123	133	47	36	37	14
CPCT02050053T	165	244	48	42	34	40	72	96	63	72	49	26
CPCT02050060T	126	254	0	23	53	68	45	64	47	28	19	12
CPCT02030276T	33	135	3	35	69	84	60	89	79	25	24	13
CPCT02020382T	46	84	0	953	294	6	76	93	57	38	74	22
CPCT02020385T	286	332	77	226	135	99	53	7	113	97	47	119
CPCT02190002T	31	55	22	21	45	44	17	57	36	25	33	5
CPCT02080039T	0	177	75	34	93	93	45	65	36	32	15	8
CPCT02040047T	88	384	56	66	59	48	43	110	52	134	49	31
CPCT02080047T	41	231	56	49	65	92	44	18	51	9	43	151
CPCT02010422T	28	266	96	675	251	96	163	130	66	55	17	20
