Samples	ID83A	ID83B	ID83C
SP1086	48	279	128
SP1003	110	396	142
SP1677	44	405	183
SP1305	87	351	1388
SP963	40	307	183
SP1144	32	224	133
SP1132	53	531	256
SP1712	11	297	0
SP1114	29	487	62
SP1431	40	356	0
SP975	65	218	1076
SP1059	129	633	341
SP1419	219	438	122
SP1009	27	382	100
SP1724	24	211	58
SP96136	118	319	715
SP967	52	241	0
SP1781	78	738	0
SP1174	388	626	4
SP953	170	622	100
SP1377	19	349	13
SP1365	55	471	232
SP1491	80	199	377
CPCT02060013T	177	184	1309
CPCT02100026T	135	300	138
CPCT02070020T	334	735	295
CPCT02030269T	56	283	93
CPCT02010944TIII	129	440	150
CPCT02020867T	105	429	697
CPCT02070272T	484	1066	1126
CPCT02020648T	109	482	273
CPCT02020362T	140	1035	82
CPCT02440020T	105	1226	10
CPCT02210077T	247	859	70
CPCT02070445T	279	557	38
CPCT02020894T	188	437	96
CPCT02020896T	238	188	101
CPCT02140101T	127	1597	269
CPCT02210040T	314	797	0
DRUP01010020T	68992	5171	0
CPCT02020902T	232	375	776
CPCT02070443T	310	463	90
CPCT02080295T	306	1327	14
CPCT02020916T	227	422	318
CPCT02020915T	107	433	20
CPCT02160036T	73	376	117
CPCT02120184T	175	402	563
CPCT02050315T	21	351	99
CPCT02120182T	92	432	106
CPCT02020940T	16	279	200
CPCT02010712T	452	1641	0
CPCT02070294T	111	309	181
CPCT02070299T	578	877	242
CPCT02050437T	345	1233	16
CPCT02050436T	167	978	617
CPCT02020952T	363	638	89
CPCT02020642TII	505	558	2524
CPCT02020958T	100	546	225
CPCT02020684T	7	84	208
WIDE01010111T	83	881	355
CPCT02020958TII	111	563	218
CPCT02020972T	716	1082	165
CPCT02020971T	57	355	71
CPCT02330103T	286	588	196
WIDE01010148T	454	1114	177
CPCT02070480T	132	229	152
CPCT02360014T	41	699	2072
CPCT02140107T	130	344	1304
CPCT02070485T	547	589	329
WIDE01010202T	309	686	83
CPCT02020583TII	400	1494	37
CPCT02020703T	79	585	468
CPCT02020973T	154	734	110
CPCT02020940TII	32	512	149
WIDE01010230T	41	430	0
CPCT02320002T	172	279	333
CPCT02050351T	57	321	136
CPCT02020979T	121	443	76
CPCT02080315T	128	579	688
CPCT02120203T	85	389	822
DRUP01050023T	95	548	150
CPCT02020983T	82	478	24
CPCT02140034T	14	247	411
WIDE01010280T	306	382	52
CPCT02020984T	41	426	191
CPCT02070154TII	117	1032	1594
CPCT02020986T	66350	0	0
CPCT02020988T	296	546	167
CPCT02050445T	71	519	13
CPCT02070331T	229	633	0
CPCT02020989T	111	541	55
CPCT02050356T	101	273	218
WIDE01010412T	256	425	207
CPCT02140110T	72	436	20
CPCT02020717T	258	413	1522
CPCT02130095T	62	329	138
DRUP01030012T	792	1537	98
CPCT02070336T	10	0	4485
CPCT02070332T	0	40	676
CPCT02050371T	66	592	131
CPCT02100178T	109	695	210
CPCT02020767T	64	220	124
CPCT02140072T	407	950	171
CPCT02060112T	18	472	16
CPCT02170032T	54	299	31
DRUP01070046T	111	378	124
WIDE01010565T	65	163	1400
CPCT02020787T	20	541	189
CPCT02020778T	804	502	256
CPCT02050385T	226	968	367
CPCT02130142T	142	601	214
CPCT02020800T	69	352	131
CPCT02050395T	106	571	341
DRUP01070048T	78	430	314
CPCT02020817T	66	452	21
CPCT02080263T	48	410	100
CPCT02010944T	118	438	189
CPCT02020832T	148	652	178
CPCT02050351TII	95	478	153
CPCT02120168T	27	269	146
CPCT02440016T	113	579	252
CPCT02010935T	143	544	230
CPCT02010963T	229	739	197
CPCT02070401T	162	407	128
CPCT02230056T	2828	3332	1160
CPCT02040169T	11893	0	1167
CPCT02020859T	96	154	237
CPCT02020633TII	286	538	386
CPCT02020621TII	73	755	365
CPCT02020586T	412	460	345
CPCT02070237T	783	626	245
CPCT02080273T	83535	13528	0
CPCT02070410T	312	1162	863
CPCT02020600T	610	804	286
CPCT02010963TII	289	963	204
CPCT02120056T	142	692	100
CPCT02020840T	54	464	95
CPCT02040164T	620	1049	718
CPCT02070244T	40	760	543
CPCT02020619T	180	783	404
CPCT02020633T	163	400	171
CPCT02010663T	212	336	595
CPCT02020614T	460	858	175
CPCT02290020T	115	545	77
CPCT02020632T	501	913	225
CPCT02050103T	62	595	41
CPCT02100072T	75	471	38
CPCT02100076T	141	653	678
CPCT02100077T	105	239	120
CPCT02070154T	133	639	803
CPCT02330034T	105	953	732
CPCT02070156T	520	437	165
CPCT02070162T	192	458	78
CPCT02070172T	53	184	380
CPCT02070188T	211	653	269
CPCT02270003T	58	460	38
CPCT02160026T	130	415	448
CPCT02070149T	253	248	496
CPCT02080119T	513	543	250
CPCT02110041T	703	1354	174
CPCT02050216T	86	480	58
CPCT02070194T	92	322	139
CPCT02330046T	52	368	308
CPCT02070204T	287	642	1207
CPCT02120020T	335	930	213
CPCT02260007T	10	311	67
CPCT02020583T	453	1840	35
CPCT02070041T	12139	2182	0
CPCT02070043T	171	825	464
CPCT02050086T	86	299	48
CPCT02070044T	45	238	94
CPCT02220005T	243	418	116
CPCT02070057T	849	1039	273
CPCT02330015T	419	727	298
CPCT02140037T	64	536	131
CPCT02070096T	110	697	156
CPCT02040064T	41	223	128
CPCT02070094T	175	709	265
CPCT02070102T	205	299	161
CPCT02050124T	122	817	102
CPCT02060073T	20	95	77
CPCT02060082T	352	1117	152
CPCT02040105T	125	566	152
CPCT02010665T	26	55	1374
CPCT02020629T	184	528	226
CPCT02080164T	34	394	1493
CPCT02120080T	263	354	47
CPCT02050289T	165	274	501
CPCT02050297T	119	568	49
WIDE01010621T	112	458	313
WIDE01010461T	80	634	96
CPCT02120204T	213	1057	35
CPCT02120206T	57	553	18
WIDE01010518T	208	989	492
CPCT02020991T	564	858	130
WIDE01010609T	228	484	648
CPCT02020993T	98	453	6
WIDE01010723T	239	704	345
