Samples	ID83A	ID83B	ID83C
CPCT02360014T	2.38E+00	3.83E+00	4.38E+00
CPCT02140107T	1.69E+00	2.96E+00	3.03E+00
CPCT02070485T	2.66E+00	3.38E+00	2.65E+00
WIDE01010202T	2.31E+00	2.60E+00	2.03E+00
CPCT02020583TII	3.09E+00	3.20E+00	2.63E+00
CPCT02020703T	1.52E+00	3.00E+00	3.04E+00
CPCT02020973T	1.78E+00	2.35E+00	2.13E+00
CPCT02020940TII	1.21E+00	2.02E+00	1.97E+00
WIDE01010230T	1.03E+00	1.31E+00	1.00E+00
CPCT02320002T	1.57E+00	2.58E+00	2.43E+00
CPCT02050351T	9.62E-01	1.52E+00	1.47E+00
CPCT02020979T	1.63E+00	1.93E+00	1.58E+00
CPCT02080315T	1.69E+00	3.05E+00	2.76E+00
CPCT02120203T	1.58E+00	2.93E+00	2.96E+00
DRUP01050023T	1.58E+00	2.23E+00	1.84E+00
CPCT02020983T	1.55E+00	1.71E+00	1.27E+00
CPCT02140034T	7.51E-01	2.44E+00	2.40E+00
WIDE01010280T	1.90E+00	2.07E+00	1.31E+00
CPCT02020984T	1.24E+00	1.96E+00	1.94E+00
CPCT02070154TII	2.43E+00	5.13E+00	4.92E+00
CPCT02020986T	3.31E+01	3.54E+01	6.90E+00
CPCT02020988T	1.99E+00	2.30E+00	1.84E+00
CPCT02050445T	1.23E+00	1.36E+00	1.10E+00
CPCT02070331T	1.92E+00	2.01E+00	1.10E+00
CPCT02020989T	1.54E+00	1.82E+00	1.62E+00
CPCT02050356T	1.15E+00	1.89E+00	1.87E+00
WIDE01010412T	1.70E+00	2.28E+00	2.05E+00
CPCT02140110T	1.27E+00	1.66E+00	1.15E+00
CPCT02020717T	2.43E+00	6.81E+00	6.96E+00
CPCT02130095T	1.08E+00	1.97E+00	1.78E+00
DRUP01030012T	4.10E+00	4.57E+00	2.46E+00
CPCT02070336T	3.60E+00	3.34E-01	3.62E+00
CPCT02070332T	4.67E-01	1.59E+00	1.61E+00
CPCT02050371T	1.40E+00	1.86E+00	1.62E+00
CPCT02100178T	1.74E+00	2.57E+00	2.15E+00
CPCT02020767T	7.92E-01	1.56E+00	1.50E+00
CPCT02140072T	2.70E+00	3.13E+00	2.21E+00
CPCT02060112T	9.92E-01	1.29E+00	1.31E+00
CPCT02170032T	1.12E+00	1.30E+00	9.02E-01
DRUP01070046T	1.43E+00	1.80E+00	1.43E+00
WIDE01010565T	1.85E+00	2.60E+00	2.89E+00
CPCT02020787T	9.97E-01	2.51E+00	2.50E+00
CPCT02020778T	3.16E+00	3.35E+00	2.48E+00
CPCT02050385T	2.10E+00	3.59E+00	3.11E+00
CPCT02130142T	1.72E+00	2.29E+00	1.83E+00
CPCT02020800T	1.10E+00	1.76E+00	1.72E+00
CPCT02050395T	1.41E+00	2.56E+00	2.54E+00
DRUP01070048T	1.40E+00	2.36E+00	2.25E+00
CPCT02020817T	1.26E+00	1.51E+00	1.13E+00
CPCT02080263T	1.16E+00	1.87E+00	1.64E+00
CPCT02010944T	1.48E+00	2.23E+00	1.93E+00
CPCT02020832T	1.59E+00	2.43E+00	2.10E+00
CPCT02050351TII	1.18E+00	1.79E+00	1.74E+00
CPCT02120168T	7.65E-01	1.50E+00	1.58E+00
CPCT02440016T	1.73E+00	2.47E+00	2.19E+00
CPCT02010935T	1.59E+00	2.32E+00	2.07E+00
CPCT02010963T	2.13E+00	2.74E+00	2.22E+00
CPCT02070401T	1.53E+00	1.90E+00	1.68E+00
CPCT02230056T	7.76E+00	8.12E+00	5.57E+00
CPCT02040169T	7.51E+00	8.37E+00	4.88E+00
CPCT02020859T	1.21E+00	1.90E+00	1.77E+00
CPCT02020633TII	2.09E+00	2.80E+00	2.83E+00
CPCT02020621TII	1.88E+00	2.90E+00	2.61E+00
CPCT02020586T	2.03E+00	3.19E+00	2.56E+00
CPCT02070237T	3.21E+00	3.67E+00	2.33E+00
CPCT02080273T	5.42E+01	5.44E+01	3.57E+00
CPCT02070410T	3.03E+00	3.90E+00	3.52E+00
CPCT02020600T	2.95E+00	3.54E+00	2.37E+00
CPCT02010963TII	2.27E+00	2.71E+00	2.49E+00
CPCT02120056T	2.03E+00	2.44E+00	1.72E+00
CPCT02020840T	1.21E+00	1.81E+00	1.56E+00
CPCT02040164T	3.08E+00	3.51E+00	3.23E+00
CPCT02070244T	1.64E+00	3.37E+00	3.13E+00
CPCT02020619T	1.95E+00	3.19E+00	3.16E+00
CPCT02020633T	1.34E+00	2.02E+00	1.77E+00
CPCT02010663T	1.89E+00	3.03E+00	2.78E+00
CPCT02020614T	2.61E+00	3.00E+00	2.11E+00
CPCT02290020T	1.54E+00	1.80E+00	1.52E+00
CPCT02020632T	3.07E+00	3.51E+00	2.40E+00
CPCT02050103T	1.27E+00	1.67E+00	1.56E+00
CPCT02100072T	1.01E+00	1.57E+00	1.43E+00
CPCT02100076T	1.71E+00	2.96E+00	3.04E+00
CPCT02100077T	1.20E+00	1.68E+00	1.56E+00
CPCT02070154T	1.75E+00	3.35E+00	3.53E+00
CPCT02330034T	2.33E+00	4.83E+00	4.60E+00
CPCT02070156T	2.15E+00	2.63E+00	1.90E+00
CPCT02070162T	1.67E+00	1.99E+00	1.46E+00
CPCT02070172T	1.10E+00	1.98E+00	1.92E+00
CPCT02070188T	1.81E+00	2.48E+00	2.05E+00
CPCT02270003T	1.24E+00	1.54E+00	1.26E+00
CPCT02160026T	1.37E+00	2.45E+00	2.42E+00
CPCT02070149T	1.82E+00	2.76E+00	2.33E+00
CPCT02080119T	2.18E+00	2.29E+00	2.31E+00
CPCT02110041T	3.96E+00	4.13E+00	3.24E+00
CPCT02050216T	1.32E+00	1.81E+00	1.38E+00
CPCT02070194T	1.11E+00	1.70E+00	1.69E+00
CPCT02330046T	1.06E+00	2.33E+00	2.21E+00
CPCT02070204T	2.32E+00	3.75E+00	3.92E+00
CPCT02120020T	2.61E+00	3.08E+00	2.44E+00
CPCT02260007T	7.44E-01	1.45E+00	1.37E+00
CPCT02020583T	3.71E+00	3.74E+00	2.48E+00
CPCT02070041T	1.01E+01	1.03E+01	1.36E+00
CPCT02070043T	2.06E+00	3.10E+00	2.91E+00
CPCT02050086T	9.69E-01	1.49E+00	1.14E+00
CPCT02070044T	9.00E-01	1.41E+00	1.30E+00
CPCT02220005T	1.68E+00	1.95E+00	1.52E+00
CPCT02070057T	3.46E+00	3.94E+00	2.66E+00
CPCT02330015T	2.51E+00	2.63E+00	2.33E+00
CPCT02140037T	1.33E+00	2.00E+00	1.84E+00
CPCT02070096T	1.56E+00	2.30E+00	1.91E+00
CPCT02040064T	8.93E-01	1.84E+00	1.75E+00
CPCT02070094T	1.83E+00	2.67E+00	2.36E+00
CPCT02070102T	1.56E+00	2.25E+00	1.80E+00
CPCT02050124T	1.84E+00	2.74E+00	2.12E+00
CPCT02060073T	6.56E-01	1.12E+00	1.06E+00
CPCT02060082T	2.93E+00	3.36E+00	2.54E+00
CPCT02040105T	1.53E+00	1.92E+00	1.68E+00
CPCT02010665T	1.34E+00	1.96E+00	2.23E+00
CPCT02020629T	1.74E+00	2.65E+00	2.04E+00
CPCT02080164T	1.69E+00	3.02E+00	3.07E+00
CPCT02120080T	1.67E+00	1.88E+00	1.37E+00
CPCT02050289T	1.75E+00	2.41E+00	2.43E+00
CPCT02050297T	1.53E+00	1.88E+00	1.41E+00
WIDE01010621T	1.64E+00	2.48E+00	2.37E+00
WIDE01010461T	1.63E+00	2.02E+00	1.73E+00
CPCT02120204T	2.58E+00	2.73E+00	1.87E+00
CPCT02120206T	1.46E+00	1.63E+00	1.34E+00
WIDE01010518T	2.17E+00	3.33E+00	3.59E+00
CPCT02020991T	2.81E+00	3.46E+00	2.51E+00
WIDE01010609T	1.79E+00	3.04E+00	2.90E+00
CPCT02020993T	1.57E+00	1.73E+00	1.12E+00
WIDE01010723T	2.14E+00	2.77E+00	2.44E+00
