Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP77443	34	394	202	61	22	5
SP72118	136	352	145	28	0	2
SP76891	138	256	140	1	0	12
SP125732	6791	578	362	11	0	1
SP125716	97	365	137	45	109	11
SP125746	41476	5700	0	0	161	120
SP125797	278	266	146	14	26	10
SP76057	61	326	153	24	9	0
SP69565	338	386	259	505	0	0
SP75202	58	133	161	9	8	3
SP110736	178	239	83	15	7	11
SP107774	0	405	110	23	0	4
SP110779	86	287	222	23	0	10
SP107805	78	228	182	32	6	6
SP110789	73	189	136	756	0	15
SP71846	121	255	223	26	0	6
SP70122	156	352	92	12	8	3
SP71404	433	571	248	23	5	1
SP76955	27	384	107	12	7	0
SP107781	79	77	133	23	4	4
SP70202	33	186	75	511	41	13
SP70677	16	62	94	22	7	9
SP70082	29	76	90	11	4	6
SP70288	327	352	107	18	14	17
SP70266	25	182	137	20	17	20
SP107956	199	402	182	42	6	12
SP70956	91	132	121	19	10	7
SP108017	64	112	104	6	0	3
SP71536	52	173	81	42	1	10
SP70756	130	161	142	18	2	10
SP76675	138	481	203	542	0	6
SP71480	96	346	99	18	7	3
SP70313	70	127	163	23	2	6
SP73319	46	189	74	38	18	3
SP107813	165	287	150	20	5	6
SP77339	40	286	131	20	0	7
SP76017	102	136	128	21	0	2
SP76915	116	127	195	40	0	9
SP71974	336	741	55	900	51	6
SP70178	189	416	170	35	0	6
SP107920	107	243	116	30	8	19
SP110798	49	238	116	14	0	0
SP107952	86	307	169	36	5	30
SP70465	18	164	194	22	4	10
SP70780	173	356	108	24	13	9
SP110803	25	69	161	85	31	10
SP107915	78	209	108	10	20	6
SP71132	204	459	150	13	0	6
SP71552	98	337	189	57	23	14
SP69573	47	155	77	21	4	5
SP75681	26	284	133	14	5	14
SP107874	147	472	160	31	1	2
SP110816	36	154	82	21	11	4
SP77203	863	356	30	1157	9	5
SP76515	71	277	157	39	9	13
SP110770	196	229	157	19	5	8
SP69812	47	99	107	11	0	0
SP76136	187	321	370	122	49	9
SP70106	68	119	98	343	25	14
SP108059	67	160	103	27	12	15
SP108020	107	247	105	60	8	6
SP76867	147	241	111	23	10	11
SP108088	100	201	151	23	17	2
SP71734	92	213	112	18	13	8
SP76001	27	102	111	16	8	0
SP108033	127	264	106	26	15	4
SP110822	135	289	164	45	14	8
SP69762	130	176	113	24	16	4
SP107945	106	295	146	37	3	7
SP107770	53	161	112	28	21	7
SP73263	161	318	94	15	2	14
SP77131	102	456	143	15	7	7
SP75322	648	668	339	50	45	13
SP70046	15	158	99	7	12	12
SP70932	65	292	131	27	8	1
SP71758	0	83	134	74	36	3
SP71228	350	357	270	46	12	14
SP76353	37	90	114	5	8	3
SP69587	27	140	39	2	0	0
SP69898	354	692	194	24	18	0
SP75977	53	145	131	10	3	8
SP70226	51	198	133	8	0	9
SP108068	111	207	165	35	3	12
SP107784	96	992	180	30	11	12
SP110824	40	205	111	7	7	9
SP76843	152	510	144	18	0	7
SP71456	126	281	212	61	1	18
SP108065	161	172	135	5	0	12
SP70860	220	238	156	35	1	10
SP71084	82	224	121	8	18	5
SP72262	32	149	110	40	22	18
SP69705	149	159	127	28	17	10
SP107786	166	456	221	131	45	10
SP71576	53	146	123	8	2	0
SP108123	56	151	94	20	9	21
SP74896	58	227	154	15	0	0
SP71950	68	346	160	18	0	0
SP108049	21	119	74	32	10	5
SP116965	166	542	384	1244	0	16
SP77930	17	109	85	19	4	2
SP125807	127	538	184	16	6	6
SP125696	118	248	189	36	17	7
SP125725	159	267	188	49	28	7
SP125752	148	479	131	30	16	2
SP118048	610	482	224	31	42	14
SP117981	0	176	135	33	9	9
SP125749	29	104	153	13	2	0
SP125762	36	337	160	14	11	17
SP117164	79	191	84	23	0	11
SP117002	185	376	146	30	6	4
SP117158	33	85	147	19	5	16
SP125691	462	685	261	37	1	16
