Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP97749	0	69	14	0	62	39	25	13	76	0	7	0	27	24	0	7
SP49235	14	96	48	0	5	70	26	12	35	50	21	0	40	0	0	10
SP50177	4	32	0	187	119	29	11	15	1	71	14	0	0	15	0	3
SP97775	50	172	60	0	74	232	122	118	0	89	24	0	0	0	51	14
SP97685	9	23	0	153	0	97	120	33	0	13	10	26	0	0	15	2
SP97747	11	72	106	78	60	7	54	25	11	0	19	0	75	54	2	11
SP97771	18	67	69	109	82	114	73	16	22	10	11	0	49	0	31	5
SP97681	40	87	93	0	152	28	49	47	36	58	24	0	69	3	7	2
SP98082	22	109	18	93	37	132	21	12	0	44	45	9	68	0	21	10
SP49334	7	83	30	75	71	13	33	15	77	34	14	0	0	21	9	2
SP49124	32	95	9	73	129	10	564	3	0	7	180	0	134	0	31	13
SP115501	34	251	8	0	30	82	0	11	14	0	32	89	0	0	21	8
SP98305	49	303	105	76	108	60	19	68	35	0	54	244	3	0	32	5
SP49247	36	147	114	0	111	113	42	19	110	0	36	112	25	0	37	1
SP49328	20	83	109	63	0	49	41	0	83	0	18	59	0	22	14	7
SP98092	23	45	3	220	0	61	20	5	76	0	34	0	0	44	6	14
SP120755	3	8	0	0	31	56	11	0	0	0	7	0	0	21	0	2
SP49417	32	130	24	0	86	101	37	24	14	65	47	47	0	65	0	2
SP49175	13	335	57	52	53	0	14	7	0	65	10	0	14	21	0	1
SP49223	5	82	0	69	0	0	20	5	0	32	49	0	0	19	4	0
SP49187	19	49	129	22	27	1	46	30	35	6	0	0	2	48	0	3
SP49157	16	69	215	101	63	11	25	19	47	25	23	0	13	50	31	2
SP49379	13	205	62	115	99	0	25	17	0	53	18	0	10	0	32	2
SP49541	50	191	115	0	0	81	32	29	73	41	87	0	44	67	18	6
SP98164	20	147	171	14	87	84	44	31	110	32	27	0	30	41	44	0
SP49481	10	0	0	0	34	40	39	11	21	9	6	0	12	0	0	0
SP98078	7	48	104	0	103	95	107	24	66	42	15	57	58	16	39	4
SP106677	27	105	14	48	40	63	17	27	10	37	26	0	22	62	0	0
SP106743	11	60	9	19	0	35	9	6	9	0	13	0	0	75	13	8
SP98359	44	208	27	34	47	27	55	32	41	53	28	38	0	34	24	10
SP98192	5	307	10	2	22	0	6	6	0	34	15	0	34	0	1	0
SP98053	25	179	98	0	64	66	42	20	93	0	6	0	94	11	58	5
SP106631	8	12	36	103	30	0	36	107	72	0	13	0	0	0	5	3
SP49551	17	87	112	63	30	77	8	24	0	0	11	13	18	14	4	4
SP49651	0	89	2	0	27	13	73	3	7	53	460	37	0	15	10	9
SP98265	32	146	6	350	1	85	47	13	1	0	13	0	135	0	15	4
SP98297	30	47	172	101	116	67	63	19	0	86	19	0	0	2	25	7
SP98060	3	0	7	0	19	28	0	2	0	7	3	0	0	21	0	0
SP98289	16	90	66	153	30	0	32	51	3	216	58	0	0	0	39	4
SP115498	66	65	176	0	89	86	0	19	33	0	10	298	55	0	5	20
SP98096	30	94	114	169	0	20	35	35	47	0	12	99	30	23	17	10
SP49114	16	86	159	0	163	164	137	41	62	0	45	0	121	45	46	11
SP98090	98	741	363	79	102	179	20	30	28	50	20	95	0	1	73	0
SP49286	14	92	93	14	122	40	61	24	25	20	14	0	0	32	45	7
SP49469	52	146	0	99	14	62	61	18	85	0	41	0	39	51	13	1
SP49205	27	100	0	0	30	25	18	9	0	0	47	49	40	3	19	3
SP98327	10	46	46	204	27	18	31	21	143	28	9	0	0	0	20	7
SP49449	17	241	3	18	0	24	8	5	0	0	9	11	30	4	25	0
SP49391	3	69	5	0	77	15	50	5	49	0	5	0	23	23	3	5
SP49531	87	318	182	96	182	21	53	10	0	10	29	31	0	18	44	14
SP49322	46	217	0	197	5	93	5	11	0	12	14	0	0	5	21	7
SP49433	16	123	15	0	61	14	25	24	14	27	4	0	20	29	8	0
SP109384	14	70	26	10	18	46	32	0	1	32	23	20	6	43	0	3
SP98065	38	0	19	0	134	30	47	12	21	109	10	173	0	0	15	7
SP49591	48	95	7	0	31	87	9	17	3	40	34	0	0	0	28	0
SP49385	10	81	32	0	53	127	71	31	24	62	41	0	84	0	13	2
SP98313	28	366	22	0	32	12	9	14	25	5	15	0	72	0	22	8
SP49119	28	160	43	0	120	61	19	25	0	29	10	36	50	0	31	6
SP109301	41	149	170	25	46	56	38	31	103	38	1	0	10	28	15	0
SP115830	29	184	30	164	0	27	14	14	21	13	21	0	22	18	15	2
SP49229	0	631	1	0	0	0	4	33	0	56	10	132	31	0	0	1
SP98853	19	192	88	0	53	49	47	170	115	38	42	6	77	18	9	7
SP98855	5	172	30	22	53	40	38	6	40	28	12	0	0	24	10	3
SP98859	19	176	4	0	85	61	30	5	10	0	46	0	0	2	0	2
SP98865	25	82	5	0	9	23	28	19	0	7	0	0	36	41	8	0
SP98879	19	40	92	0	23	53	52	23	62	58	21	25	68	0	9	0
SP98871	13	63	0	120	37	0	11	33	0	80	8	0	40	0	0	0
SP98867	28	159	131	200	21	0	77	55	0	62	51	0	9	0	22	0
SP98861	37	78	119	0	50	148	28	14	0	63	90	0	71	35	31	9
SP98877	12	68	151	0	40	9	35	38	67	25	13	0	28	4	28	10
SP98889	31	127	88	192	66	0	63	59	25	21	25	0	91	0	11	14
SP98887	35	80	129	125	179	0	42	71	20	13	39	166	0	0	19	9
SP98875	16	169	94	130	114	0	75	40	54	83	16	0	0	0	13	5
SP98851	7	25	11	0	4	0	11	4	24	4	8	0	2	15	5	0
SP98833	10	26	51	0	0	69	5	19	0	38	45	7	73	5	3	3
SP98873	21	138	187	0	89	64	45	37	0	33	58	0	43	0	38	0
SP98883	34	263	89	0	12	47	16	45	42	71	43	0	28	26	24	1
SP98849	1	0	16	85	25	9	23	36	0	33	13	28	4	7	20	7
SP98869	35	175	15	0	63	0	27	13	30	0	9	45	19	46	6	8
SP98893	43	168	50	192	57	41	2	119	0	2	33	72	101	0	12	2
SP98847	23	85	93	0	31	68	41	4	16	20	6	64	5	0	19	2
SP98881	30	30	46	146	0	60	91	53	0	131	36	109	24	31	19	12
SP98841	12	0	91	141	0	0	0	7	17	31	33	25	12	8	0	1
SP98845	7977	209	0	0	0	0	0	0	1028	0	0	0	0	0	0	0
SP98839	18	51	34	0	0	30	33	10	133	131	8	0	50	32	6	1
SP98843	10	0	85	117	24	0	22	13	32	27	16	66	0	6	12	0
SP98863	2	92	18	0	17	0	20	4	29	19	1	0	0	11	15	0
SP98891	31	91	136	0	0	22	73	40	138	0	14	0	9	21	22	7
SP98885	37	115	124	17	54	0	58	135	13	31	31	0	33	40	16	9
SP107047	18	114	184	0	79	81	70	57	85	53	27	0	19	0	17	3
SP107050	13	132	73	0	106	127	20	25	6	21	4	0	0	0	8	0
SP99261	22	97	119	0	65	5	57	28	55	32	25	0	34	46	15	1
SP107052	19	97	44	34	86	8	10	25	0	0	22	57	26	34	0	0
SP99269	16	79	105	10	84	78	35	19	0	1	24	14	16	0	3	0
SP99271	5	19	115	0	56	11	16	14	0	44	1	0	10	0	0	0
SP107056	29	217	198	56	31	56	53	42	98	0	23	10	89	0	22	2
SP107060	25	159	83	28	71	11	52	4	59	0	23	0	0	73	0	4
SP99279	7	140	106	2	62	2	53	23	98	33	0	0	0	57	0	3
SP107063	11	33	28	100	0	64	15	23	0	31	26	0	0	27	0	0
SP107068	28	171	57	62	75	31	12	21	2	0	8	43	26	12	4	0
SP107071	23	66	151	117	19	115	96	44	0	104	5	0	0	14	20	2
SP107073	1	5	18	0	0	16	0	1	0	3	5	0	0	0	0	0
SP98896	34	258	154	0	117	96	76	46	95	0	30	0	24	9	32	9
SP99003	39	235	26	369	15	33	49	22	14	0	15	0	0	12	6	7
SP107076	30	83	157	83	136	55	651	28	24	33	216	0	180	0	34	20
SP107078	17	30	23	121	11	39	29	10	0	2	21	0	17	4	0	2
SP107080	32	107	82	0	0	71	224	18	0	51	75	7	39	27	35	14
SP98898	12	179	131	0	30	66	54	27	62	51	0	0	30	33	23	8
SP107084	18	114	116	0	34	80	41	23	52	20	20	0	59	36	0	18
SP107088	17	9	0	131	24	0	34	3	18	0	7	0	0	15	0	4
SP107091	35	108	95	0	107	57	36	16	0	21	19	107	10	20	16	8
SP107094	11	41	31	39	39	2	7	8	0	0	3	0	6	14	3	0
