NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	165.042	26.34	33.878	17.016	0.124	0.975	1000000.0
2	161.864	26.464	31.771	16.849	0.285	0.973	1000000.0
3	163.175	26.297	33.491	16.97	0.125	0.973	1000000.0
4	161.915	26.195	31.933	16.601	0.122	0.975	1000000.0
5	165.363	26.471	34.345	16.965	0.134	0.973	1000000.0
6	160.13	26.318	31.637	17.082	8.326	0.973	1000000.0
7	159.248	25.862	31.006	16.41	0.147	0.974	1000000.0
8	166.104	26.565	33.321	17.341	8.323	0.973	1000000.0
9	160.663	25.928	31.787	16.638	0.127	0.975	1000000.0
10	161.143	26.744	32.258	17.26	0.129	0.971	1000000.0
11	158.193	26.003	30.77	16.521	8.318	0.973	1000000.0
12	161.016	26.345	31.368	17.077	16.492	0.973	1000000.0
13	158.378	26.387	30.997	16.877	0.13	0.973	1000000.0
14	161.302	26.253	31.662	16.866	0.131	0.974	1000000.0
15	166.964	26.766	35.549	17.841	8.324	0.972	1000000.0
16	161.701	25.982	33.103	16.709	0.124	0.974	1000000.0
17	159.156	26.364	30.023	16.826	8.3	0.974	1000000.0
18	169.072	27.002	35.884	17.88	0.132	0.972	1000000.0
19	163.574	26.676	32.327	17.29	8.321	0.973	1000000.0
20	162.605	26.606	33.45	17.38	0.129	0.972	1000000.0
21	163.27	26.276	32.921	16.965	0.135	0.974	1000000.0
22	158.629	26.292	30.461	17.15	8.33	0.973	1000000.0
23	162.471	26.249	32.695	16.524	0.124	0.974	1000000.0
24	167.151	26.521	34.502	17.24	0.129	0.973	1000000.0
25	159.614	26.443	31.182	17.047	0.125	0.973	1000000.0
26	164.7	26.591	32.784	17.325	0.127	0.973	1000000.0
27	160.208	26.286	31.237	16.785	8.323	0.973	1000000.0
28	159.809	25.933	32.368	16.347	8.316	0.975	1000000.0
29	164.727	26.409	33.69	17.26	8.344	0.972	1000000.0
30	163.063	26.395	32.455	16.886	8.321	0.974	1000000.0
31	161.436	26.692	32.191	17.431	8.326	0.972	1000000.0
32	159.396	26.263	31.095	16.711	0.129	0.973	1000000.0
33	161.217	26.238	32.486	16.949	8.319	0.972	1000000.0
34	160.495	26.548	32.291	17.225	0.126	0.973	1000000.0
35	168.223	26.844	33.948	17.605	0.125	0.973	1000000.0
36	165.689	26.378	33.983	16.785	8.481	0.974	1000000.0
37	163.935	25.981	32.182	16.651	0.114	0.976	1000000.0
38	163.543	26.277	33.262	17.051	8.325	0.973	1000000.0
39	161.015	26.127	32.928	16.823	0.133	0.975	1000000.0
40	164.268	26.366	33.426	17.518	0.127	0.972	1000000.0
41	161.902	26.106	32.47	16.806	16.518	0.974	1000000.0
42	159.847	26.104	30.774	16.679	0.126	0.974	1000000.0
43	157.466	26.309	30.853	16.655	8.313	0.974	1000000.0
44	161.837	26.539	32.707	17.377	16.523	0.973	1000000.0
45	160.361	26.234	32.277	16.97	8.321	0.972	1000000.0
46	169.736	26.971	35.486	17.7	0.13	0.971	1000000.0
47	168.375	26.717	34.061	17.38	0.125	0.974	1000000.0
48	160.78	26.162	31.679	16.887	0.124	0.974	1000000.0
49	169.206	26.144	35.997	16.729	8.325	0.974	1000000.0
50	162.162	26.574	32.593	17.263	8.298	0.974	1000000.0
51	164.457	26.49	32.019	17.182	0.125	0.973	1000000.0
52	160.558	26.082	32.188	16.669	0.13	0.973	1000000.0
53	162.556	26.764	33.186	17.401	8.298	0.972	1000000.0
54	162.632	26.207	32.148	16.755	0.125	0.974	1000000.0
55	163.706	26.56	32.613	17.408	0.126	0.971	1000000.0
56	162.743	26.344	32.351	17.001	0.12	0.973	1000000.0
57	159.247	26.378	31.413	17.176	8.296	0.973	1000000.0
58	164.359	26.323	33.164	16.923	8.325	0.975	1000000.0
59	166.209	26.314	33.717	17.073	0.136	0.974	1000000.0
60	164.755	26.324	34.715	16.909	8.329	0.972	1000000.0
61	161.055	26.351	32.489	17.007	0.133	0.973	1000000.0
62	162.318	26.48	32.399	17.214	16.689	0.972	1000000.0
63	161.216	25.94	32.297	16.526	0.127	0.974	1000000.0
64	163.249	26.209	34.114	16.994	8.33	0.973	1000000.0
65	157.957	26.049	30.48	16.584	0.125	0.974	1000000.0
66	163.269	26.496	33.411	17.029	8.319	0.972	1000000.0
67	162.962	26.788	32.776	17.638	0.131	0.971	1000000.0
68	161.025	26.076	32.167	16.671	0.132	0.974	1000000.0
69	163.308	26.232	33.306	16.865	0.124	0.973	1000000.0
70	160.507	26.376	31.799	16.911	0.126	0.974	1000000.0
71	163.857	26.391	32.941	17.181	0.134	0.973	1000000.0
72	162.116	26.361	32.258	17.303	0.123	0.973	1000000.0
73	160.404	26.337	31.677	16.958	0.127	0.973	1000000.0
74	161.651	26.194	32.979	17.011	8.323	0.974	1000000.0
75	159.289	26.137	31.262	16.594	8.321	0.974	1000000.0
76	161.213	26.311	32.734	17.176	8.298	0.973	1000000.0
77	162.442	26.147	32.398	16.599	16.521	0.975	1000000.0
78	160.427	26.071	31.776	16.86	0.282	0.974	1000000.0
79	161.951	26.312	32.143	16.626	0.127	0.974	1000000.0
80	160.986	26.432	32.624	17.089	8.338	0.974	1000000.0
81	160.079	25.968	31.496	16.64	8.321	0.975	1000000.0
82	165.393	26.77	33.161	17.772	0.127	0.973	1000000.0
83	161.42	26.311	31.227	17.119	8.31	0.973	1000000.0
84	162.782	26.52	31.985	17.068	16.516	0.974	1000000.0
85	161.218	26.232	32.545	17.064	0.122	0.973	1000000.0
86	158.732	25.836	30.224	16.3	0.114	0.976	1000000.0
87	162.973	26.702	32.261	17.575	0.126	0.972	1000000.0
88	163.053	26.533	32.792	17.174	16.513	0.973	1000000.0
89	162.732	26.43	33.85	16.901	0.13	0.973	1000000.0
90	161.287	26.27	32.693	16.886	0.125	0.974	1000000.0
91	164.054	26.607	32.126	16.969	0.126	0.972	1000000.0
92	160.446	26.09	31.239	16.697	0.286	0.974	1000000.0
93	160.92	26.517	32.362	16.876	0.133	0.974	1000000.0
94	158.579	26.252	30.832	16.733	8.328	0.973	1000000.0
95	159.567	26.507	31.867	17.423	0.13	0.972	1000000.0
96	162.804	26.44	33.092	17.048	8.297	0.973	1000000.0
97	161.553	26.819	31.656	17.593	8.318	0.971	1000000.0
98	167.362	26.4	34.022	16.853	0.126	0.973	1000000.0
99	161.093	26.522	31.402	17.132	0.144	0.973	1000000.0
100	169.365	27.014	34.769	17.746	0.13	0.971	1000000.0
