Samples	ID83A	ID83B	ID83C	ID83D
CPCT02190030T	1.08E+00	3.25E+00	5.28E+00	3.16E+00
CPCT02070304T	1.61E+00	3.08E+00	3.19E+00	2.04E+00
CPCT02230093T	2.10E+00	3.44E+00	3.26E+00	2.10E+00
CPCT02170024T	9.91E-01	2.16E+00	2.13E+00	1.95E+00
CPCT02050342T	1.61E+00	2.81E+00	3.35E+00	2.57E+00
CPCT02130064T	9.88E-01	3.58E+00	5.02E+00	2.89E+00
CPCT02130063T	3.39E+00	4.23E+00	4.38E+00	4.01E+00
CPCT02080208T	7.23E-01	1.77E+00	2.05E+00	1.53E+00
CPCT02130066T	2.73E+00	4.67E+00	5.39E+00	2.01E+00
CPCT02130067T	1.70E+00	3.26E+00	4.53E+00	2.79E+00
CPCT02100172T	6.95E-01	1.55E+00	2.99E+00	2.40E+00
CPCT02130084T	1.22E+00	2.10E+00	1.61E+00	1.60E+00
CPCT02060220T	1.13E+00	2.92E+00	4.02E+00	2.70E+00
CPCT02100169T	2.97E+00	6.17E+00	8.77E+00	4.66E+00
CPCT02080218T	2.90E+00	4.32E+00	5.35E+00	3.38E+00
CPCT02050332T	1.03E+00	2.75E+00	3.66E+00	2.36E+00
DRUP01080031T	5.02E+01	5.15E+01	3.41E+01	1.16E+01
CPCT02040245T	2.57E+00	4.00E+00	4.44E+00	2.09E+00
DRUP01050048T	7.01E+01	8.51E+01	5.09E+01	1.12E+01
DRUP01010142T	3.69E+01	3.88E+01	1.88E+01	4.91E+00
CPCT02080224T	1.02E+00	2.14E+00	2.16E+00	1.98E+00
CPCT02260021T	7.56E-01	2.07E+00	2.03E+00	1.65E+00
CPCT02020762T	6.37E-01	2.68E+00	4.21E+00	2.55E+00
CPCT02130116T	9.29E-01	1.97E+00	2.01E+00	1.26E+00
CPCT02050342TII	1.42E+00	2.54E+00	3.26E+00	2.04E+00
CPCT02130138T	1.33E+00	2.48E+00	2.84E+00	2.15E+00
CPCT02130139T	1.76E+00	4.10E+00	5.07E+00	3.39E+00
CPCT02230115T	1.45E+00	2.51E+00	3.35E+00	2.29E+00
CPCT02010902T	9.68E-01	4.50E+00	5.59E+00	3.13E+00
CPCT02290056T	8.25E-01	2.55E+00	3.23E+00	3.43E+00
CPCT02130152T	6.72E-01	1.39E+00	1.64E+00	1.32E+00
DRUP01170003T	2.18E-01	2.21E+00	3.26E+00	2.12E+00
DRUP01010095T	1.33E+00	3.62E+00	4.13E+00	1.62E+00
DRUP01030024T	2.00E+00	4.17E+00	5.29E+00	3.09E+00
CPCT02040292T	1.31E+00	5.99E+00	1.08E+01	6.43E+00
DRUP01050035T	3.38E+00	4.30E+00	7.47E+00	6.17E+00
CPCT02020577T	7.80E-01	2.39E+00	2.95E+00	2.14E+00
CPCT02050263T	2.00E+00	2.77E+00	2.60E+00	1.49E+00
DRUP01010108T	6.15E+00	8.49E+00	9.51E+00	4.11E+00
DRUP01010109T	9.79E-01	2.48E+00	2.98E+00	1.11E+00
DRUP01010113T	1.15E+00	3.48E+00	1.05E+01	8.70E+00
CPCT02120059T	2.57E+00	6.17E+00	9.02E+00	4.52E+00
CPCT02170010T	7.90E-01	3.23E+00	4.57E+00	2.51E+00
CPCT02030398T	1.66E+00	3.04E+00	4.40E+00	2.84E+00
CPCT02050250T	1.64E+00	2.19E+00	2.40E+00	1.49E+00
CPCT02050076TII	2.48E+00	4.25E+00	5.19E+00	2.39E+00
CPCT02050182T	8.05E-01	2.03E+00	2.28E+00	1.50E+00
CPCT02070187T	1.24E+00	3.89E+00	4.90E+00	2.14E+00
CPCT02030373T	3.54E+00	4.43E+00	4.22E+00	3.07E+00
CPCT02020589T	1.02E+00	4.13E+00	5.97E+00	3.32E+00
CPCT02040154T	1.35E+00	2.17E+00	2.35E+00	1.86E+00
CPCT02050091T	7.12E-01	1.56E+00	1.51E+00	1.25E+00
CPCT02020406T	7.76E-01	1.71E+00	1.85E+00	1.51E+00
CPCT02020405T	1.77E+00	3.67E+00	5.14E+00	2.90E+00
CPCT02070052T	1.57E+00	2.62E+00	2.63E+00	1.69E+00
CPCT02060063T	2.10E+00	8.75E+00	1.24E+01	7.49E+00
CPCT02230004T	1.56E+00	2.89E+00	3.21E+00	1.61E+00
CPCT02300006T	1.46E+00	2.61E+00	3.64E+00	2.13E+00
CPCT02080066T	1.01E+00	2.23E+00	2.37E+00	1.15E+00
CPCT02010492T	5.91E-01	1.70E-01	1.29E+00	1.36E+00
CPCT02020460T	4.87E-01	1.51E+00	1.65E+00	1.23E+00
DRUP01010019T	2.01E+00	3.89E+00	5.01E+00	2.62E+00
CPCT02050133T	2.28E+00	3.61E+00	4.21E+00	1.71E+00
CPCT02050144T	4.79E+00	7.33E+00	7.59E+00	3.39E+00
CPCT02050286T	2.46E+00	1.15E+01	1.98E+01	1.06E+01
CPCT02130006T	2.06E+00	2.80E+00	2.97E+00	1.85E+00
CPCT02130003T	1.00E+00	1.92E+00	2.59E+00	1.64E+00
CPCT02340039T	1.94E+00	3.49E+00	3.64E+00	2.31E+00
CPCT02230075T	1.29E+00	1.49E+00	1.63E+00	1.34E+00
CPCT02080169T	1.47E+00	2.23E+00	3.01E+00	2.08E+00
CPCT02150005T	8.58E-01	1.81E+00	2.34E+00	1.98E+00
WIDE01010522T	7.19E-01	1.43E+00	1.81E+00	1.49E+00
WIDE01010696T	6.31E-01	1.90E+00	2.58E+00	1.56E+00
