Samples	ID83A	ID83B	ID83C	ID83D
SP117655	465	319	680	0
SP117556	172	493	121	0
SP117627	60	224	173	0
SP117775	307	275	400	0
SP117332	17	35	90	12
SP117712	31	130	366	0
SP117017	15	238	130	2
SP117031	211	596	135	0
SP117759	521	629	392	0
SP117621	138	378	351	0
SP117425	130	156	304	0
SP117930	313	1190	147	0
SP99287	5	47	114	0
SP99293	18	26	270	0
SP99289	35	75	615	0
SP99297	1	5	14	3
SP99301	965	110	202	0
SP99305	13	86	156	10
SP99309	21	235	236	0
SP99313	10	33	271	230
SP99317	0	0	37	0
SP99321	45	96	105	0
SP99325	120128	4315	1629	0
SP99329	9	0	143	368
SP99333	8	148	94	0
SP99337	24	310	106	0
SP99341	14	226	94	0
SP99345	1	4	44	6
SP99113	2	0	71	6
SP99185	7	0	422	4
SP99209	17	110	405	4
SP99213	100	309	128	0
SP99221	0	0	48	0
SP99225	13	40	142	2
SP99241	54	59	641	104
CPCT02020318T	140	243	72	47
CPCT02010377T	33	317	189	57
CPCT02060017T	53	428	115	81
CPCT02060166T	272	339	65	155
DRUP01080024T	29	113	108	76
CPCT02300029T	312	559	98	216
CPCT02130024T	106	297	57	130
CPCT02370015T	24	32	204	64
CPCT02080291T	63	274	61	15
CPCT02330082T	16	187	81	30
CPCT02130035T	291	448	84	161
CPCT02020667T	15	262	73	148
CPCT02190030T	74	248	338	104
CPCT02070304T	154	508	174	123
CPCT02230093T	431	361	215	108
CPCT02170024T	17	260	145	147
CPCT02050342T	108	436	199	141
CPCT02130064T	25	303	60	231
CPCT02130063T	1045	175	503	428
CPCT02080208T	27	61	79	137
CPCT02130066T	425	521	386	0
CPCT02130067T	104	403	352	106
CPCT02100172T	41	103	0	133
CPCT02130084T	37	337	149	83
CPCT02060220T	61	357	65	227
CPCT02100169T	852	753	95	247
CPCT02080218T	402	942	112	224
CPCT02050332T	76	85	125	344
DRUP01080031T	71288	0	0	764
CPCT02040245T	356	986	150	18
DRUP01050048T	101789	8236	0	404
DRUP01010142T	52903	1756	0	196
CPCT02080224T	43	220	161	132
CPCT02260021T	17	207	95	98
CPCT02020762T	13	136	31	250
CPCT02130116T	18	304	112	46
CPCT02050342TII	109	413	229	43
CPCT02130138T	80	306	157	150
CPCT02130139T	250	501	141	161
CPCT02230115T	159	186	59	202
CPCT02010902T	0	725	0	119
CPCT02290056T	12	303	327	329
CPCT02130152T	26	81	76	94
DRUP01170003T	0	83	58	365
DRUP01010095T	4	992	0	9
DRUP01030024T	346	328	88	279
CPCT02040292T	59	448	0	471
DRUP01050035T	1189	210	732	257
CPCT02020577T	21	285	107	206
CPCT02050263T	237	415	140	48
DRUP01010108T	2690	2136	513	76
DRUP01010109T	28	329	143	2
DRUP01010113T	36	43	620	280
CPCT02120059T	206	1377	53	178
CPCT02170010T	12	123	109	357
CPCT02030398T	158	330	18	160
CPCT02050250T	192	301	30	65
CPCT02050076TII	313	691	88	92
CPCT02050182T	28	237	137	46
CPCT02070187T	37	569	0	94
CPCT02030373T	909	619	418	131
CPCT02020589T	40	224	93	475
CPCT02040154T	95	332	93	105
CPCT02050091T	23	127	77	57
CPCT02020406T	36	177	124	63
CPCT02020405T	117	627	7	227
CPCT02070052T	117	498	104	56
CPCT02060063T	167	235	168	1273
CPCT02230004T	88	394	208	17
CPCT02300006T	119	388	22	119
CPCT02080066T	108	120	134	11
CPCT02010492T	26	0	96	71
CPCT02020460T	6	98	66	91
DRUP01010019T	157	713	311	29
CPCT02050133T	386	781	47	41
CPCT02050144T	1589	1280	302	108
CPCT02050286T	236	500	84	1411
CPCT02130006T	464	363	215	95
CPCT02130003T	65	119	78	144
CPCT02340039T	241	468	106	116
CPCT02230075T	169	102	39	64
CPCT02080169T	96	205	67	177
CPCT02150005T	32	101	181	119
WIDE01010522T	14	96	116	79
WIDE01010696T	15	109	146	23
