Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP127630	487	0	365	172	0	8	36	6	2	9	45	9	0	51	0	18	0	0	0
SP127634	80	0	338	155	0	108	93	150	80	3	118	95	20	203	0	6	0	0	0
SP127636	367	243	191	152	0	29	0	25	40	12	6	30	64	32	0	0	47	0	0
SP127628	137	22	246	116	0	20	29	0	0	1	0	6	43	10	0	0	0	0	0
SP127640	280	347	17	311	0	70	16	17	30	5	31	13	0	23	2	2	0	0	0
SP127638	199	69	1010	155	31	15	39	9	0	2	63	4	60	0	0	0	0	0	0
SP127632	650	126	278	546	0	30	278	63	36	6	40	10	0	27	0	11	0	5	0
SP59388	171	39	83	0	0	0	41	0	0	0	0	16	0	16	0	3	0	0	0
SP116649	524	268	0	0	0	22	25	10	59	1	0	27	0	15	64	5	0	0	0
SP59416	0	114	0	133	140	9	0	7	39	1	8	25	0	9	0	5	0	0	0
SP124977	388	96	62	118	0	12	22	5	4	5	2	2	44	0	23	19	0	0	0
SP59356	48	1	0	16	213	20	21	0	12	0	30	9	0	16	12	7	0	0	0
SP116612	199	125	0	191	112	63	70	26	11	0	26	11	0	12	10	12	0	0	0
SP116659	116	85	249	0	140	52	32	0	95	1	22	19	0	29	22	7	0	0	0
SP116668	849	276	0	0	0	123	0	0	120	0	0	143	0	128	134	0	0	0	0
SP116630	535	182	125	443	116	44	3	25	0	0	37	1	0	0	0	5	0	0	0
SP59412	287	154	176	208	0	49	84	9	33	2	4	23	0	11	0	28	0	0	0
SP116686	0	5	112	96	0	65	32	38	22	0	0	0	0	0	0	0	0	0	0
SP116694	363	188	0	106	0	64	33	26	47	7	0	13	0	78	10	0	0	0	0
SP116712	48	29	0	0	0	9	0	5	8	0	0	1	0	0	4	7	0	6	0
SP116726	418	293	72	0	0	65	77	8	14	5	32	14	0	0	0	17	0	44	0
SP116723	0	11	0	44	82	22	11	10	11	0	1	10	10	7	30	0	0	0	0
SP59276	36	10	75	0	0	15	23	4	0	0	0	0	0	13	2	0	0	0	0
SP116703	66	23	0	32	0	17	20	7	42	0	0	5	0	3	10	1	0	0	0
SP59312	247	201	341	233	65	12	64	20	59	5	0	14	0	10	0	12	0	0	0
SP116701	0	102	237	227	0	66	44	18	44	3	39	11	0	0	9	10	17	0	0
SP59296	107	56	59	0	0	33	1	0	0	1	0	2	0	0	0	0	0	2	0
SP59280	205	126	48	15	0	42	6	0	5	0	0	5	0	24	0	6	0	0	0
SP59344	0	0	126	24	0	17	14	0	8	0	5	4	0	13	0	0	0	4	0
SP59460	94	134	304	109	0	0	43	5	75	0	10	21	0	0	18	7	0	0	0
SP59404	52	0	154	27	13	17	5	3	0	0	0	4	0	0	0	0	0	0	0
SP116709	0	0	200	81	0	0	24	11	37	2	35	13	0	0	0	16	0	20	0
SP59448	547	872	0	798	907	62	86	21	31	0	0	13	21	0	0	0	0	0	0
SP116614	572	344	74	0	55	24	44	11	66	0	4	29	0	30	11	21	0	0	0
SP59464	73	0	0	29	80	8	1	0	29	0	19	14	0	5	16	12	0	0	0
SP59364	0	0	150	60	120	144	5	11	40	1	2	35	0	6	18	5	0	0	0
SP116663	631	303	117	214	417	13	80	28	7	11	28	9	0	28	0	14	0	0	0
SP59444	18	9	0	0	112	12	28	6	11	0	11	3	0	0	37	30	0	0	0
SP116690	0	150	447	533	231	14	171	34	29	7	15	38	0	57	20	0	77	0	0
SP59270	59	49	0	1	0	7	18	0	3	0	0	2	0	3	1	2	0	20	0
SP59352	63	0	284	65	0	35	50	15	21	0	0	26	62	23	0	0	0	0	0
SP116652	91	33	0	0	0	2	0	3	0	0	0	0	9	9	4	0	0	34	0
SP116715	1000	470	0	721	829	88	65	9	49	11	103	8	0	36	20	33	0	0	0
SP116718	130	131	0	121	0	25	38	20	70	3	18	19	0	9	0	0	0	0	0
SP116720	35	57	0	51	0	54	24	0	18	0	1	4	0	3	0	3	0	0	0
SP59284	282	49	98	0	0	0	12	3	7	1	0	0	0	0	0	8	0	0	0
SP116618	132	0	21	0	52	45	17	31	21	1	2	9	0	13	0	5	19	13	0
SP59436	1	0	5	5	0	3	5	1	15	0	2	3	9	0	0	0	0	12	0
SP116645	0	153	673	232	0	48	56	3	62	4	1	18	53	0	0	11	0	0	0
SP59320	23	0	107	65	0	3	7	7	84	0	0	18	0	0	0	14	0	0	0
SP116672	2	0	30	33	0	25	9	0	1	0	15	3	0	0	2	3	0	0	0
SP116635	23	31	0	0	214	35	34	6	23	0	12	11	0	0	13	0	0	0	0
SP59328	121	75	0	10	0	20	0	2	0	2	5	1	11	5	0	0	22	0	0
SP116627	0	0	0	39	136	1	10	6	7	0	4	5	33	0	0	9	0	0	17
SP116725	62	50	0	15	0	16	1	0	0	0	0	7	0	5	0	0	0	0	0
SP59292	0	43	0	53	75	0	18	3	24	0	0	16	48	0	0	0	0	0	0
SP116683	0	0	318	105	0	37	8	29	55	3	18	13	0	0	0	38	0	25	18
SP59372	33	0	0	6	0	8	6	36	0	5	4	10	0	0	12	24	0	0	0
SP116610	316	0	307	0	37	39	0	152	69	9	28	40	0	32	75	11	3	0	0
SP116638	105	68	50	0	0	53	1	12	22	0	0	13	0	0	0	1	0	0	0
SP59336	125	0	32	0	0	6	10	0	0	3	5	0	0	1	8	0	7	0	2
SP124971	0	207	550	519	0	54	37	17	52	2	15	21	58	0	0	0	0	0	0
SP116665	2	0	32	49	0	18	2	2	4	0	3	4	22	0	1	1	0	3	0
SP116674	233	49	192	0	0	22	33	13	10	2	2	23	24	9	40	15	0	0	0
SP116657	751	329	82	0	370	110	136	40	27	0	35	30	42	0	16	0	13	0	0
SP116670	246	50	0	425	141	0	5	14	4	1	67	20	10	0	12	68	40	101	0
SP116642	0	0	348	313	193	93	1	93	23	9	31	27	0	39	49	0	0	0	0
SP116606	0	25	23	101	0	26	15	152	37	2	3	10	9	2	1	0	24	0	0
SP116604	144	41	4	0	0	23	37	5	37	2	0	32	28	1	6	0	0	6	0
SP59376	58	0	37	0	0	8	22	8	0	2	5	0	0	0	0	0	0	2	3
SP59272	107	119	0	0	0	9	6	5	4	2	0	0	0	18	4	5	0	0	0
SP124969	822	316	16	82	0	25	140	41	45	4	56	30	0	97	0	0	0	71	0
SP116608	0	22	0	44	0	12	7	3	15	0	0	5	0	0	23	0	0	0	0
SP59396	137	51	22	0	0	2	7	2	1	3	0	1	12	3	0	0	5	0	0
SP116688	89	0	136	1	0	21	1	9	10	0	4	0	0	10	0	14	0	17	0
SP59392	0	52	0	0	144	0	16	0	0	0	0	0	0	0	1	0	0	0	0
SP59456	0	113	0	108	242	48	41	14	34	1	19	21	0	0	0	3	0	0	0
SP59348	182	52	0	0	0	26	36	11	18	0	10	9	22	0	23	0	0	0	0
SP59300	108	1	0	78	206	53	39	237	0	4	26	9	0	0	0	18	0	0	0
SP59340	16	0	0	0	227	7	27	0	30	0	0	7	0	0	51	0	0	0	0
SP59380	0	0	3	0	59	24	1	6	18	0	3	10	0	0	4	2	0	0	0
SP59440	384	0	56	110	0	3	0	70	0	7	39	10	0	3	0	6	70	0	0
SP59428	0	51	0	34	0	7	0	2	24	0	38	8	3	8	0	0	0	0	0
SP59400	0	103	223	637	0	2	107	116	0	9	12	17	71	0	34	90	0	0	0
SP116624	130	124	0	147	0	36	0	10	9	1	0	7	0	17	0	5	83	0	0
SP59432	0	0	57	30	50	25	24	7	63	1	7	15	0	0	0	3	0	0	0
SP59452	419	129	111	235	0	23	54	12	17	11	0	20	0	60	33	44	114	104	0
SP116679	0	18	0	28	0	23	12	7	7	0	0	1	2	2	1	2	0	0	0
SP116676	194	306	0	888	0	121	154	37	19	6	36	33	0	42	0	36	0	0	0
SP59360	404	0	224	160	0	2	0	0	10	0	0	9	0	0	25	2	0	0	0
SP59384	237	45	173	0	0	33	0	0	10	0	0	0	0	0	0	5	0	0	0
SP59332	0	85	0	76	0	36	20	1	0	0	0	0	0	0	0	0	0	0	0
SP116616	416	130	0	8	0	33	8	5	45	2	0	33	0	14	37	24	0	0	0
SP124981	157	0	133	66	0	37	0	0	26	0	4	8	0	8	24	12	0	0	0
SP59368	892	129	0	0	0	91	78	42	56	14	42	29	0	47	1	12	0	0	0
SP116648	855	509	168	214	86	81	38	11	2	2	0	7	25	0	165	16	69	0	0
