MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.38E-03	2.61E-03	6.11E-03	5.93E-03	4.46E-03	6.78E-03	4.88E-03	6.40E-03	5.59E-03
1:Del:C:1	7.25E-04	2.12E-03	5.70E-03	4.57E-03	2.41E-03	3.78E-03	4.38E-03	5.15E-03	4.58E-03
1:Del:C:2	9.76E-04	8.56E-04	5.74E-03	4.72E-03	3.94E-03	4.75E-03	2.66E-03	6.82E-03	5.00E-03
1:Del:C:3	3.73E-04	1.11E-03	2.43E-03	3.75E-03	1.93E-03	1.74E-03	2.71E-03	2.04E-03	2.91E-03
1:Del:C:4	1.93E-04	6.82E-04	1.04E-03	1.17E-03	1.17E-03	8.94E-04	1.01E-03	1.01E-03	2.02E-03
1:Del:C:5	4.66E-04	7.23E-04	1.29E-03	4.58E-04	1.76E-03	6.53E-04	1.34E-03	1.70E-03	1.54E-03
1:Del:T:0	6.81E-04	1.91E-03	5.19E-03	4.66E-03	3.97E-03	4.87E-03	3.77E-03	4.25E-03	5.57E-03
1:Del:T:1	1.01E-03	1.71E-03	4.72E-03	4.78E-03	1.66E-03	3.46E-03	3.74E-03	3.98E-03	4.10E-03
1:Del:T:2	8.93E-04	1.73E-03	3.89E-03	3.62E-03	3.89E-03	4.18E-03	3.32E-03	3.53E-03	3.97E-03
1:Del:T:3	1.57E-03	1.54E-03	3.73E-03	5.71E-03	2.30E-03	2.51E-03	5.01E-03	8.18E-03	4.30E-03
1:Del:T:4	9.39E-04	3.18E-03	1.93E-03	2.30E-03	5.31E-03	4.09E-03	5.26E-03	3.12E-03	4.65E-03
1:Del:T:5	5.94E-03	4.24E-03	2.55E-03	2.92E-03	1.05E-02	4.26E-03	6.38E-03	4.26E-03	4.56E-03
1:Ins:C:0	3.21E-04	7.97E-04	4.64E-04	2.05E-04	1.55E-03	8.62E-04	1.44E-03	9.41E-04	1.16E-03
1:Ins:C:1	2.15E-04	7.05E-04	9.65E-04	1.48E-03	2.15E-03	1.50E-03	1.67E-03	1.95E-03	1.79E-03
1:Ins:C:2	2.00E-04	5.42E-04	6.47E-04	4.32E-04	1.86E-03	1.25E-03	8.71E-04	1.67E-03	2.16E-03
1:Ins:C:3	8.38E-05	2.05E-04	2.08E-04	3.73E-04	6.01E-04	4.92E-04	4.83E-04	7.72E-04	7.90E-04
1:Ins:C:4	2.85E-04	5.01E-04	2.17E-04	3.13E-04	4.96E-04	4.17E-04	6.67E-04	3.68E-04	3.73E-04
1:Ins:C:5	1.60E-03	1.76E-03	1.29E-03	1.18E-03	5.35E-03	2.28E-03	2.50E-03	2.71E-03	2.08E-03
1:Ins:T:0	4.52E-04	9.50E-04	9.79E-04	1.24E-03	2.82E-03	1.94E-03	2.13E-03	1.88E-03	2.11E-03
1:Ins:T:1	6.89E-04	9.46E-04	3.68E-03	5.37E-03	2.44E-03	3.34E-03	3.42E-03	2.91E-03	3.98E-03
1:Ins:T:2	4.30E-04	1.14E-03	1.05E-03	1.75E-03	8.91E-04	1.82E-03	2.01E-03	1.76E-03	1.45E-03
1:Ins:T:3	5.46E-04	7.65E-04	1.46E-03	1.80E-03	2.34E-03	8.26E-04	1.94E-03	3.52E-03	2.14E-03
1:Ins:T:4	5.38E-04	8.44E-04	6.38E-04	1.18E-03	6.99E-04	3.77E-04	1.18E-03	4.45E-04	7.39E-04
1:Ins:T:5	9.04E-03	1.03E-02	5.38E-03	6.72E-03	7.95E-03	1.00E-02	4.87E-03	3.46E-03	4.75E-03
2:Del:R:0	5.66E-04	8.44E-04	1.60E-03	1.18E-03	1.87E-03	1.91E-03	1.98E-03	2.57E-03	1.52E-03
2:Del:R:1	5.20E-04	1.05E-03	2.50E-03	9.48E-04	1.79E-03	1.69E-03	2.95E-03	2.21E-03	2.28E-03
2:Del:R:2	2.59E-04	4.41E-04	8.56E-04	1.29E-03	5.08E-04	7.35E-04	9.68E-04	3.83E-04	7.42E-04
2:Del:R:3	2.81E-04	4.80E-04	5.52E-04	3.64E-04	6.40E-04	6.32E-04	3.51E-04	8.87E-04	7.10E-04
2:Del:R:4	1.92E-04	3.20E-04	1.24E-07	8.29E-08	3.67E-05	1.13E-05	2.94E-04	1.77E-07	1.64E-04
2:Del:R:5	3.72E-04	3.42E-04	1.02E-07	6.32E-08	1.88E-04	7.93E-05	2.75E-04	1.72E-07	2.69E-05
3:Del:R:0	3.05E-04	7.89E-04	1.81E-03	7.67E-04	3.80E-04	1.90E-03	1.98E-03	7.40E-04	1.48E-03
3:Del:R:1	3.46E-04	8.23E-04	2.97E-03	6.03E-04	2.22E-03	2.40E-03	1.72E-03	3.83E-03	3.80E-03
3:Del:R:2	1.07E-04	5.29E-04	8.54E-04	7.28E-04	7.61E-04	1.26E-03	1.14E-03	1.40E-03	9.51E-04
3:Del:R:3	1.90E-08	9.48E-08	1.12E-04	1.63E-04	1.58E-04	8.01E-05	1.48E-04	1.36E-04	1.51E-04
3:Del:R:4	6.80E-09	1.38E-04	2.34E-04	2.01E-04	1.70E-04	1.34E-04	2.36E-04	5.87E-04	3.28E-04
3:Del:R:5	2.36E-08	1.19E-04	4.60E-07	9.88E-08	1.24E-07	9.31E-06	1.35E-04	1.38E-07	7.74E-05
4:Del:R:0	1.82E-04	3.45E-04	7.91E-04	5.03E-04	6.76E-04	1.07E-03	1.12E-03	5.08E-04	9.32E-04
4:Del:R:1	1.16E-04	1.00E-03	2.45E-03	2.09E-03	8.28E-04	1.11E-03	3.16E-03	1.12E-03	3.50E-03
4:Del:R:2	2.45E-04	3.47E-04	6.13E-04	1.03E-03	6.88E-04	7.02E-04	1.73E-03	3.76E-04	1.29E-03
4:Del:R:3	8.87E-05	2.87E-04	5.62E-04	1.37E-04	2.91E-04	5.29E-04	2.88E-04	5.42E-04	6.82E-04
4:Del:R:4	5.21E-09	2.24E-04	3.86E-04	8.05E-05	2.24E-04	3.21E-04	5.69E-04	6.50E-04	5.84E-04
4:Del:R:5	1.58E-08	8.95E-05	1.60E-04	2.26E-04	4.06E-04	3.48E-04	3.34E-04	2.68E-04	2.74E-04
5:Del:R:0	1.40E-03	2.19E-03	1.89E-03	3.99E-03	3.09E-03	2.54E-03	6.44E-03	2.56E-03	4.12E-03
5:Del:R:1	9.40E-04	9.11E-04	7.52E-04	6.36E-04	6.95E-04	1.13E-03	1.18E-03	1.10E-03	9.91E-04
5:Del:R:2	1.19E-04	2.68E-04	2.77E-04	1.38E-04	7.34E-04	4.23E-04	4.14E-04	3.13E-04	7.24E-04
5:Del:R:3	6.67E-05	2.25E-04	2.05E-04	8.22E-05	1.83E-05	6.85E-05	1.99E-04	3.80E-04	2.32E-04
5:Del:R:4	2.01E-08	7.75E-08	1.29E-07	9.62E-08	1.30E-07	1.12E-07	1.26E-07	1.33E-07	1.36E-07
5:Del:R:5	2.01E-08	7.75E-08	1.29E-07	9.62E-08	1.30E-07	1.12E-07	1.26E-07	1.33E-07	1.36E-07
2:Ins:R:0	5.79E-04	1.41E-03	1.29E-03	1.08E-03	1.63E-03	9.72E-04	2.47E-03	1.49E-03	5.00E-04
2:Ins:R:1	2.78E-04	5.96E-04	7.19E-04	1.87E-03	1.64E-03	1.61E-03	1.69E-03	4.42E-04	1.63E-03
2:Ins:R:2	8.11E-05	1.52E-04	2.74E-04	1.72E-04	4.70E-04	2.89E-04	3.40E-04	2.69E-04	3.80E-04
2:Ins:R:3	7.69E-05	1.74E-04	4.67E-07	9.10E-08	2.00E-05	1.13E-05	1.87E-04	1.80E-07	1.34E-04
2:Ins:R:4	1.94E-04	2.27E-04	1.57E-07	8.67E-08	2.10E-04	1.01E-04	1.56E-04	1.68E-07	5.85E-05
2:Ins:R:5	1.99E-03	1.99E-03	3.17E-04	1.68E-03	4.12E-03	1.91E-03	3.58E-03	2.90E-03	1.01E-03
3:Ins:R:0	4.51E-04	6.06E-04	1.27E-03	1.33E-03	2.01E-03	1.30E-03	2.03E-03	2.35E-03	1.59E-03
3:Ins:R:1	1.40E-04	8.94E-05	4.33E-04	2.12E-04	4.12E-04	3.28E-04	3.13E-04	7.34E-04	6.38E-04
3:Ins:R:2	1.92E-05	6.16E-05	2.01E-04	1.07E-04	3.36E-04	1.92E-04	3.62E-04	1.42E-04	2.23E-04
3:Ins:R:3	1.86E-08	1.31E-04	8.73E-05	1.07E-04	1.75E-04	1.13E-04	1.64E-04	2.12E-04	2.17E-04
3:Ins:R:4	2.00E-05	9.15E-05	2.23E-04	1.56E-04	2.54E-05	3.48E-04	8.07E-05	1.23E-04	3.70E-04
3:Ins:R:5	1.47E-04	6.50E-05	2.41E-04	2.80E-04	5.38E-04	3.61E-04	7.85E-04	6.62E-04	3.89E-04
4:Ins:R:0	4.26E-04	8.09E-04	3.05E-04	6.49E-04	9.56E-04	5.60E-04	1.44E-03	6.71E-04	5.46E-04
4:Ins:R:1	8.48E-05	2.29E-04	9.48E-04	1.31E-03	8.30E-04	6.91E-04	1.15E-03	1.20E-03	1.62E-03
4:Ins:R:2	1.71E-05	6.89E-05	1.59E-04	5.39E-05	2.19E-04	5.30E-05	1.20E-04	2.32E-04	1.32E-04
4:Ins:R:3	7.09E-05	2.79E-04	1.93E-04	6.91E-05	3.68E-04	1.07E-04	3.20E-04	2.82E-04	2.38E-04
4:Ins:R:4	1.29E-08	6.68E-05	2.13E-04	2.90E-04	3.59E-04	1.93E-04	2.90E-04	3.16E-04	3.18E-04
4:Ins:R:5	1.86E-04	1.85E-04	7.44E-05	8.54E-05	3.18E-04	2.15E-04	2.26E-04	2.19E-04	5.38E-05
5:Ins:R:0	1.58E-03	5.71E-03	3.09E-04	8.63E-04	2.96E-03	7.66E-04	7.20E-03	1.07E-03	2.61E-03
5:Ins:R:1	7.68E-04	1.10E-03	2.87E-03	1.27E-03	2.29E-03	2.44E-03	2.81E-03	5.25E-03	3.53E-03
5:Ins:R:2	1.42E-04	3.83E-04	4.27E-04	4.85E-04	3.37E-04	3.82E-04	1.67E-04	2.01E-04	5.05E-04
5:Ins:R:3	5.66E-09	1.19E-04	1.74E-04	5.30E-04	1.48E-04	1.87E-04	3.03E-04	1.64E-04	3.54E-04
5:Ins:R:4	2.81E-08	1.18E-04	4.54E-07	1.11E-07	1.30E-07	1.08E-07	9.94E-05	1.55E-07	7.20E-05
5:Ins:R:5	2.01E-08	7.75E-08	1.29E-07	9.62E-08	1.30E-07	1.12E-07	1.26E-07	1.33E-07	1.36E-07
2:Del:M:1	9.71E-04	1.58E-03	2.05E-03	1.86E-03	9.31E-04	2.40E-03	3.21E-03	3.31E-03	3.29E-03
3:Del:M:1	3.18E-04	7.34E-04	9.62E-04	1.98E-03	1.19E-03	1.27E-03	1.47E-03	9.67E-04	1.20E-03
3:Del:M:2	6.35E-04	5.79E-04	2.06E-03	6.67E-04	1.57E-03	1.41E-03	2.53E-03	3.05E-03	2.75E-03
4:Del:M:1	9.34E-05	4.10E-04	9.98E-04	9.54E-04	7.20E-04	8.18E-04	8.88E-04	5.81E-04	9.57E-04
4:Del:M:2	8.50E-05	1.72E-03	1.86E-03	1.57E-03	1.93E-03	2.74E-03	2.13E-03	2.07E-03	3.44E-03
4:Del:M:3	1.70E-04	1.41E-03	2.37E-03	1.84E-03	6.58E-04	1.19E-03	2.04E-03	2.79E-03	1.45E-03
5:Del:M:1	1.30E-03	1.65E-03	3.45E-03	1.54E-03	2.42E-03	1.48E-03	3.70E-03	6.80E-03	1.78E-03
5:Del:M:2	1.49E-03	1.30E-03	3.37E-03	1.58E-03	1.91E-03	1.76E-03	2.20E-03	2.22E-03	2.15E-03
5:Del:M:3	6.96E-04	1.07E-03	2.75E-03	1.46E-03	2.12E-03	2.27E-03	1.04E-03	3.85E-03	4.14E-03
5:Del:M:4	6.08E-04	9.18E-04	1.29E-03	1.04E-03	1.30E-03	1.06E-03	1.01E-03	8.34E-04	1.27E-03
5:Del:M:5	7.28E-04	8.61E-04	2.02E-03	9.26E-04	1.08E-03	1.49E-03	1.40E-03	2.08E-03	1.83E-03
