NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	169.3	28.302	32.079	24.887	3.379	0.941	1000000.0
2	170.798	28.377	32.654	25.054	16.449	0.941	1000000.0
3	171.147	28.331	32.644	24.923	3.378	0.941	1000000.0
4	169.622	28.267	32.577	25.001	3.379	0.941	1000000.0
5	170.407	28.209	32.452	24.96	3.379	0.941	1000000.0
6	170.562	28.245	32.899	24.981	9.914	0.942	1000000.0
7	169.798	28.241	32.613	25.004	3.379	0.941	1000000.0
8	168.754	28.32	32.057	25.029	13.183	0.941	1000000.0
9	169.505	28.124	32.2	24.834	6.647	0.942	1000000.0
10	169.033	28.235	31.941	24.894	6.647	0.941	1000000.0
11	169.709	28.158	32.181	24.859	3.379	0.942	1000000.0
12	188.581	29.597	42.668	27.222	3.385	0.932	1000000.0
13	169.965	28.362	32.235	25.076	3.378	0.941	1000000.0
14	169.316	28.099	32.376	24.861	0.112	0.942	1000000.0
15	170.406	28.217	32.489	24.944	3.379	0.942	1000000.0
16	169.453	28.256	32.272	24.939	9.913	0.942	1000000.0
17	170.329	28.219	32.709	24.947	16.448	0.942	1000000.0
18	169.794	28.282	32.413	24.954	9.915	0.941	1000000.0
19	169.366	28.241	32.382	24.882	3.379	0.942	1000000.0
20	170.622	28.16	32.92	24.914	3.379	0.942	1000000.0
21	170.04	28.203	32.605	24.961	6.646	0.941	1000000.0
22	169.145	28.328	32.251	24.912	0.112	0.941	1000000.0
23	169.781	28.176	32.549	24.865	6.643	0.942	1000000.0
24	170.72	28.318	32.859	25.027	6.647	0.941	1000000.0
25	169.807	28.336	32.595	25.06	9.915	0.941	1000000.0
26	169.741	28.257	32.478	24.989	9.914	0.941	1000000.0
27	169.705	28.124	32.2	24.76	16.45	0.942	1000000.0
28	170.821	28.211	32.868	24.937	0.112	0.942	1000000.0
29	186.663	29.544	42.032	27.222	0.118	0.931	1000000.0
30	171.522	28.281	33.046	25.025	9.913	0.942	1000000.0
31	169.695	28.126	32.568	24.823	9.913	0.942	1000000.0
32	170.805	28.26	32.81	24.941	3.379	0.941	1000000.0
33	169.554	28.249	32.329	24.99	6.645	0.941	1000000.0
34	170.44	28.195	32.615	24.866	6.646	0.942	1000000.0
35	169.394	28.11	32.463	24.844	6.646	0.942	1000000.0
36	170.599	28.299	32.591	24.957	0.111	0.942	1000000.0
37	168.938	28.261	31.943	24.867	9.916	0.941	1000000.0
38	169.664	28.013	32.274	24.705	6.646	0.942	1000000.0
39	168.841	27.995	32.407	24.707	9.912	0.942	1000000.0
40	170.19	28.209	32.395	24.825	16.449	0.942	1000000.0
41	170.178	28.105	32.595	24.809	9.914	0.942	1000000.0
42	169.837	28.057	32.344	24.808	9.912	0.943	1000000.0
43	170.086	28.203	32.547	24.923	3.379	0.941	1000000.0
44	169.858	28.318	32.367	25.016	3.379	0.942	1000000.0
45	175.261	29.936	33.75	27.642	13.2	0.922	1000000.0
46	169.667	28.151	32.389	24.803	0.111	0.942	1000000.0
47	170.318	28.08	32.869	24.789	9.913	0.942	1000000.0
48	170.329	28.304	32.422	25.075	0.111	0.941	1000000.0
49	169.232	28.102	32.219	24.768	3.377	0.942	1000000.0
50	170.671	28.261	32.815	25.038	9.916	0.941	1000000.0
51	170.084	28.16	32.354	24.834	6.646	0.942	1000000.0
52	170.669	28.091	32.938	24.767	9.914	0.943	1000000.0
53	169.588	28.143	32.589	24.851	13.182	0.942	1000000.0
54	169.999	28.219	32.44	24.914	13.18	0.942	1000000.0
55	170.238	28.236	32.774	24.967	13.181	0.942	1000000.0
56	170.473	28.355	32.706	25.081	0.112	0.941	1000000.0
57	169.851	28.284	32.338	24.942	0.111	0.942	1000000.0
58	170.861	28.193	32.627	24.936	6.646	0.942	1000000.0
59	171.138	28.148	33.363	24.869	6.647	0.941	1000000.0
60	185.884	29.623	41.885	27.543	0.118	0.931	1000000.0
61	169.624	28.195	32.518	24.829	6.646	0.942	1000000.0
62	169.771	28.088	32.889	24.898	9.912	0.942	1000000.0
63	169.365	28.165	32.281	24.898	16.448	0.941	1000000.0
64	170.062	28.291	32.519	25.062	6.644	0.941	1000000.0
65	169.684	28.235	32.16	24.953	9.915	0.941	1000000.0
66	168.674	28.002	31.847	24.666	3.379	0.943	1000000.0
67	169.002	28.056	32.33	24.728	0.111	0.942	1000000.0
68	170.898	28.366	32.482	24.912	9.914	0.941	1000000.0
69	169.171	28.187	32.188	24.913	0.111	0.942	1000000.0
70	171.092	28.336	32.946	25.033	16.45	0.941	1000000.0
71	188.807	29.631	42.512	27.295	0.12	0.932	1000000.0
72	170.53	28.105	32.514	24.771	9.911	0.942	1000000.0
73	170.241	28.13	32.698	24.921	0.112	0.942	1000000.0
74	168.455	28.133	31.855	24.718	3.378	0.942	1000000.0
75	169.421	28.157	32.2	24.854	0.111	0.942	1000000.0
76	169.037	28.183	31.875	24.778	9.914	0.942	1000000.0
77	170.42	28.21	32.636	24.869	3.38	0.942	1000000.0
78	169.817	28.239	32.446	24.941	9.913	0.941	1000000.0
79	169.784	28.139	32.582	24.792	13.182	0.942	1000000.0
80	169.998	28.214	32.508	24.912	0.112	0.941	1000000.0
81	170.198	28.152	32.713	24.879	13.188	0.942	1000000.0
82	170.044	28.203	32.722	24.943	6.645	0.942	1000000.0
83	169.068	28.184	32.112	24.922	6.648	0.941	1000000.0
84	171.613	28.238	33.39	24.945	6.646	0.942	1000000.0
85	169.394	28.176	32.238	24.897	3.378	0.942	1000000.0
86	170.3	28.087	32.445	24.731	13.18	0.942	1000000.0
87	171.394	28.294	32.97	24.863	16.447	0.942	1000000.0
88	169.488	28.19	32.334	24.915	13.181	0.941	1000000.0
89	171.076	28.241	33.077	24.948	0.111	0.942	1000000.0
90	170.055	28.238	32.529	24.957	13.18	0.942	1000000.0
91	170.897	28.164	32.829	24.839	6.646	0.942	1000000.0
92	170.226	28.255	32.344	25.048	9.915	0.941	1000000.0
93	170.087	28.307	32.336	24.899	6.648	0.941	1000000.0
94	168.812	28.111	31.92	24.779	13.181	0.942	1000000.0
95	170.061	28.235	32.625	24.996	0.112	0.941	1000000.0
96	170.813	28.176	32.718	24.82	6.646	0.942	1000000.0
97	170.485	28.333	32.786	25.019	9.916	0.941	1000000.0
98	169.91	28.211	32.311	24.816	16.449	0.942	1000000.0
99	170.381	28.301	32.828	25.04	3.379	0.941	1000000.0
100	169.371	28.23	32.206	24.849	13.182	0.941	1000000.0
