Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP127630	410	253	364	0	0	0	14	7	8	0	25	10	35	4	24	44	0	0	5	5
SP127634	426	143	0	0	0	0	63	161	5	61	88	94	91	127	17	173	0	0	0	0
SP127636	663	245	0	0	77	0	70	27	12	41	0	32	21	0	12	37	1	0	0	0
SP127628	334	115	75	0	0	0	38	0	1	3	35	7	4	8	0	10	0	0	0	0
SP127640	450	372	0	57	82	0	93	19	5	9	0	12	29	0	11	25	0	0	0	0
SP127638	1075	174	0	0	243	0	61	10	2	0	0	6	73	0	12	0	0	0	0	0
SP127632	575	428	168	0	0	462	64	52	8	8	257	10	29	0	27	18	0	0	0	0
SP59388	133	52	77	0	35	0	1	0	0	0	35	15	0	0	5	16	0	0	0	0
SP116649	186	298	0	305	65	0	59	11	1	45	0	26	0	0	12	12	0	0	0	0
SP59416	261	115	0	0	0	0	29	9	1	29	0	25	8	0	5	8	0	0	0	0
SP124977	329	182	0	0	15	157	56	2	5	0	18	3	13	0	19	0	3	0	0	0
SP59356	70	53	127	0	25	0	44	0	0	5	18	9	29	1	11	13	0	0	0	0
SP116612	259	71	0	1	8	300	74	25	1	0	52	10	20	18	21	8	0	0	0	0
SP116659	553	19	0	0	0	0	86	1	1	68	8	18	32	0	16	28	5	0	34	0
SP116668	197	382	269	345	17	0	222	0	0	90	0	139	0	0	0	112	0	0	0	0
SP116630	299	516	516	0	72	0	63	26	0	0	0	1	18	0	5	0	0	0	0	0
SP59412	508	285	0	33	7	0	43	7	2	19	69	22	5	27	33	8	0	0	0	0
SP116686	90	89	0	0	37	0	32	37	0	15	22	0	0	48	0	0	0	0	0	0
SP116694	356	231	38	45	0	0	95	29	8	31	30	12	0	0	0	60	0	0	0	0
SP116712	11	26	6	42	0	3	6	5	0	7	0	1	0	3	7	0	0	0	0	0
SP116726	312	5	0	81	155	307	71	8	6	0	30	12	25	16	28	0	3	0	0	0
SP116723	0	43	0	0	50	52	47	9	0	7	6	9	6	0	0	8	12	0	0	0
SP59276	0	34	15	0	84	0	11	3	0	0	8	0	0	9	0	14	0	0	0	0
SP116703	56	59	0	9	0	0	30	7	1	35	18	5	1	0	4	1	0	0	0	0
SP59312	753	268	0	0	63	0	41	20	6	39	47	14	0	0	18	14	0	0	0	0
SP116701	255	185	0	0	132	1	56	18	3	30	5	11	41	35	18	0	13	0	0	24
SP59296	135	19	0	41	0	30	14	0	1	0	0	2	0	19	0	0	0	0	0	0
SP59280	234	83	18	57	8	0	29	0	0	0	0	4	0	21	7	21	0	0	0	0
SP59344	143	0	0	0	0	6	12	0	0	4	10	4	4	8	1	12	0	11	0	0
SP59460	458	92	0	0	91	0	15	1	0	60	23	21	22	0	5	0	32	0	0	0
SP59404	158	48	0	0	41	0	0	2	0	0	0	4	0	22	0	0	0	0	0	0
SP116709	237	58	0	0	0	0	0	12	2	30	24	14	34	15	13	0	0	0	0	0
SP59448	1232	998	0	0	636	274	135	16	1	4	0	8	0	0	0	5	49	0	0	0
SP116614	635	69	320	23	0	0	73	10	0	41	31	26	0	0	23	17	17	0	0	0
SP59464	73	46	0	0	4	62	27	0	0	22	0	14	19	0	13	6	0	0	0	0
SP59364	250	63	0	0	12	0	130	11	1	20	0	32	10	55	9	4	0	0	0	0
SP116663	658	449	300	35	199	62	56	29	12	0	36	7	12	0	25	20	0	0	0	0
SP59444	68	28	0	34	0	0	36	5	0	4	30	2	10	0	27	0	11	0	0	22
SP116690	42	648	145	0	643	0	58	30	9	26	102	34	19	0	0	67	0	0	0	0
SP59270	37	36	0	25	24	9	11	0	0	0	16	2	0	0	2	3	0	0	0	0
SP59352	279	27	90	0	0	0	30	12	1	22	41	27	0	35	2	23	0	0	55	0
SP116652	0	51	27	64	0	0	0	2	0	0	0	1	0	7	0	4	0	0	0	29
SP116715	1062	696	202	0	238	848	176	13	12	12	0	5	73	0	64	41	0	0	0	0
SP116718	146	164	0	86	0	0	4	20	3	61	23	18	18	32	3	6	0	0	0	0
SP116720	91	47	0	6	0	0	38	0	0	10	16	3	1	27	5	0	0	6	0	0
SP59284	250	69	42	16	2	59	0	3	0	5	0	0	2	0	12	0	0	0	0	0
SP116618	0	84	70	0	75	6	21	29	0	19	0	7	5	27	7	9	0	21	1	0
SP59436	0	0	0	0	0	12	0	0	0	14	1	3	2	4	0	0	0	0	15	10
