Samples	ID83A	ID83B
CPCT02350019T	4.90E-01	4.91E-01
CPCT02050424T	3.18E+00	3.18E+00
CPCT02340064T	1.05E+00	1.05E+00
CPCT02011045TII	1.69E+00	1.69E+00
CPCT02120189T	1.71E+00	1.71E+00
CPCT02010754T	1.21E+00	1.21E+00
CPCT02020868T	1.12E+00	1.12E+00
CPCT02060286T	1.56E+00	1.56E+00
CPCT02060288T	2.03E+00	2.03E+00
CPCT02120193T	1.29E+00	1.29E+00
CPCT02120187T	2.42E+00	2.42E+00
CPCT02120191T	1.66E+00	1.66E+00
CPCT02080304T	1.41E+00	1.41E+00
CPCT02080307T	1.31E+00	1.31E+00
CPCT02080303T	6.87E-01	6.88E-01
CPCT02340067T	2.22E+00	2.23E+00
CPCT02030461T	2.95E+00	2.95E+00
CPCT02020919T	5.46E+00	5.46E+00
CPCT02050432T	1.46E+00	1.46E+00
CPCT02120110T	1.70E+00	1.70E+00
CPCT02080308T	1.14E+00	1.14E+00
CPCT02020951T	8.22E-01	8.22E-01
DRUP01060009T	2.36E+00	2.36E+00
CPCT02020949T	1.36E+00	1.37E+00
CPCT02020960T	1.94E+00	1.94E+00
WIDE01010033T	9.54E-01	9.53E-01
CPCT02340115T	1.87E+00	1.87E+00
CPCT02050322T	1.54E+00	1.54E+00
CPCT02050046T	1.33E+00	1.33E+00
CPCT02050331T	9.27E-01	9.27E-01
WIDE01010071T	3.07E+01	3.07E+01
CPCT02020895TII	1.47E+00	1.47E+00
CPCT02030468T	5.84E+00	5.84E+00
CPCT02020959T	1.60E+00	1.60E+00
CPCT02080313T	1.43E+00	1.43E+00
CPCT02080311T	1.44E+00	1.44E+00
CPCT02011108T	3.26E+00	3.26E+00
CPCT02080314T	2.71E+00	2.71E+00
CPCT02020694T	1.23E+00	1.23E+00
CPCT02020672T	1.02E+00	1.02E+00
WIDE01010123T	7.82E-01	7.82E-01
CPCT02020665T	1.84E+00	1.84E+00
CPCT02080207T	1.55E+00	1.55E+00
CPCT02060291T	9.29E-01	9.29E-01
CPCT02050441T	1.15E+00	1.15E+00
CPCT02050440T	2.59E+00	2.59E+00
CPCT02050438T	1.22E+00	1.22E+00
DRUP01230001T	1.19E+01	1.19E+01
CPCT02080205T	3.54E+00	3.54E+00
CPCT02020714T	1.18E+00	1.18E+00
WIDE01010172T	9.17E+00	9.17E+00
CPCT02340081T	6.52E-01	6.52E-01
CPCT02010801T	3.77E+00	3.77E+00
CPCT02010794T	2.12E+01	2.12E+01
CPCT02340083T	1.60E+00	1.60E+00
CPCT02050347T	3.47E-01	3.47E-01
CPCT02120198T	1.51E+00	1.51E+00
CPCT02120199T	4.47E+00	4.47E+00
WIDE01010255T	1.82E+00	1.82E+00
CPCT02040241T	1.45E+00	1.45E+00
WIDE01010305T	1.50E+00	1.51E+00
WIDE01010314T	1.84E+00	1.83E+00
CPCT02060228T	1.96E+00	1.96E+00
WIDE01010328T	1.40E+00	1.40E+00
CPCT02030479T	1.14E+00	1.14E+00
CPCT02040246T	1.32E+00	1.32E+00
WIDE01010376T	1.12E+00	1.12E+00
WIDE01010381T	6.76E+00	6.76E+00
WIDE01010392T	1.49E+00	1.49E+00
CPCT02080221T	7.37E-01	7.37E-01
CPCT02020723T	1.41E+00	1.40E+00
CPCT02020736T	1.86E+00	1.86E+00
CPCT02020743T	9.35E-01	9.35E-01
CPCT02020739T	1.59E+00	1.59E+00
CPCT02050365T	1.63E+00	1.63E+00
CPCT02020670TII	1.58E+00	1.58E+00
CPCT02030490T	1.86E+00	1.86E+00
CPCT02300042T	1.97E+00	1.97E+00
CPCT02020700T	1.24E+00	1.24E+00
CPCT02220050T	3.23E+00	3.23E+00
CPCT02050370T	2.05E+00	2.05E+00
CPCT02050373T	9.42E-01	9.40E-01
CPCT02080234T	2.65E+00	2.65E+00
CPCT02030499T	1.29E+00	1.29E+00
CPCT02020770T	1.68E+00	1.68E+00
CPCT02050376T	1.75E+00	1.75E+00
CPCT02080239T	9.95E-01	9.95E-01
CPCT02050301T	8.72E-01	8.72E-01
CPCT02080242T	1.26E+00	1.26E+00
CPCT02020789T	5.91E+01	5.91E+01
CPCT02020796T	1.97E+00	1.97E+00
CPCT02220057T	1.51E+00	1.51E+00
CPCT02340098T	1.24E+00	1.24E+00
CPCT02340097T	1.40E+00	1.40E+00
CPCT02170038T	1.22E+00	1.22E+00
CPCT02010920T	7.82E-01	7.83E-01
CPCT02050399T	1.57E+00	1.57E+00
CPCT02050404T	1.38E+00	1.38E+00
CPCT02050402T	1.03E+00	1.03E+00
CPCT02060256T	1.48E+00	1.48E+00
CPCT02080259T	2.13E+00	2.13E+00
CPCT02020813T	1.81E+00	1.81E+00
CPCT02020785T	2.93E+00	2.93E+00
CPCT02020810T	7.12E-01	7.12E-01
CPCT02020821T	1.95E+00	1.95E+00
CPCT02340100T	6.47E+00	6.47E+00
CPCT02080266T	1.80E+00	1.80E+00
CPCT02010941T	1.36E+00	1.36E+00
CPCT02020822T	1.66E+00	1.66E+00
CPCT02020819T	1.55E+00	1.55E+00
CPCT02050405T	1.06E+00	1.06E+00
CPCT02020837T	8.94E-01	8.94E-01
CPCT02340102T	1.21E+00	1.21E+00
DRUP01060021T	3.09E+00	3.09E+00
DRUP01060019T	2.64E+00	2.64E+00
DRUP01060018T	2.25E+00	2.25E+00
CPCT02070394T	3.66E+00	3.66E+00
CPCT02080269T	8.28E+00	8.28E+00
CPCT02030459TII	3.56E+00	3.56E+00
CPCT02050411T	1.74E+00	1.74E+00
CPCT02030547T	9.85E-01	9.84E-01
CPCT02020828T	8.96E-01	8.96E-01
CPCT02080270T	1.64E+00	1.64E+00
CPCT02060133T	5.90E-01	5.91E-01
CPCT02050276TII	1.21E+00	1.21E+00
CPCT02080271T	1.40E+00	1.40E+00
CPCT02050243T	1.46E+00	1.46E+00
CPCT02060126T	1.32E+00	1.32E+00
DRUP01010106T	3.41E+00	3.41E+00
CPCT02050245T	2.51E+00	2.51E+00
CPCT02030548T	1.06E+00	1.06E+00
CPCT02050415T	1.43E+00	1.43E+00
CPCT02020853T	7.79E-01	7.79E-01
CPCT02020506TII	1.55E+00	1.55E+00
DRUP01080021T	4.10E+00	4.10E+00
CPCT02020854T	9.04E-01	9.04E-01
CPCT02010994T	1.01E+00	1.01E+00
DRUP01080022T	1.99E+00	1.99E+00
CPCT02020863T	1.62E+00	1.62E+00
CPCT02050276T	1.05E+00	1.05E+00
CPCT02030552T	1.16E+00	1.16E+00
CPCT02080275T	1.84E+00	1.84E+00
CPCT02030553T	1.42E+00	1.42E+00
CPCT02120062T	1.33E+00	1.33E+00
CPCT02020615T	3.50E+00	3.50E+00
CPCT02050421T	2.70E+00	2.70E+00
CPCT02120053T	1.28E+00	1.28E+00
CPCT02020626T	1.40E+00	1.40E+00
CPCT02120055T	1.38E+00	1.38E+00
CPCT02070422T	3.46E+00	3.46E+00
CPCT02120058T	1.17E+00	1.17E+00
CPCT02170017T	3.36E+00	3.36E+00
CPCT02020609T	2.80E+00	2.80E+00
CPCT02050249T	2.03E+00	2.03E+00
CPCT02060146T	1.82E+00	1.82E+00
CPCT02060049T	9.58E-01	9.58E-01
CPCT02050159T	1.55E+00	1.55E+00
CPCT02010550T	1.17E+00	1.17E+00
CPCT02010534T	5.02E-01	5.02E-01
CPCT02050079TII	9.05E-01	9.05E-01
CPCT02050170T	0.00E+00	0.00E+00
CPCT02050168T	1.82E+00	1.82E+00
CPCT02020509T	9.79E-01	9.79E-01
CPCT02050073TII	1.87E+00	1.87E+00
CPCT02020511T	1.52E+00	1.52E+00
CPCT02010565T	1.80E+00	1.80E+00
CPCT02020517T	1.31E+00	1.31E+00
CPCT02010393TII	2.00E+00	2.00E+00
CPCT02050181T	2.84E+00	2.84E+00
CPCT02020519T	1.50E+00	1.50E+00
CPCT02020520T	1.46E+00	1.46E+00
CPCT02060092T	9.38E-01	9.38E-01
CPCT02080116T	2.55E+00	2.55E+00
CPCT02080113T	1.18E+00	1.18E+00
CPCT02050194T	1.41E+00	1.41E+00
CPCT02050193T	1.61E+00	1.61E+00
CPCT02030350T	1.49E+00	1.49E+00
CPCT02080123T	2.43E+00	2.43E+00
CPCT02020542T	1.73E+00	1.73E+00
CPCT02010505T	9.56E-01	9.56E-01
CPCT02020553T	1.25E+00	1.25E+00
CPCT02170006T	8.19E-01	8.21E-01
CPCT02050212T	2.16E+00	2.16E+00
CPCT02050214T	1.15E+00	1.15E+00
CPCT02050217T	9.20E-01	9.20E-01
CPCT02020573T	1.11E+00	1.11E+00
CPCT02180032T	7.57E-01	7.57E-01
CPCT02010503TII	2.07E+00	2.07E+00
CPCT02010622T	1.06E+00	1.06E+00
CPCT02030370T	1.35E+00	1.35E+00
CPCT02030339TII	1.64E+00	1.64E+00
CPCT02040142T	1.47E+00	1.47E+00
CPCT02120050T	6.29E-01	6.28E-01
CPCT02120037T	1.46E+00	1.46E+00
CPCT02050235T	2.52E+00	2.52E+00
CPCT02050236T	1.29E+00	1.29E+00
CPCT02050232T	1.19E+00	1.19E+00
CPCT02050240T	5.53E+00	5.53E+00
CPCT02020574T	5.05E-01	5.05E-01
CPCT02020578T	2.13E+00	2.13E+00
CPCT02090005T	1.60E+00	1.60E+00
CPCT02020423T	1.33E+00	1.33E+00
CPCT02020426T	3.44E+01	3.44E+01
CPCT02050092T	1.23E+00	1.23E+00
CPCT02010403TII	5.87E-01	5.87E-01
CPCT02020412T	1.04E+00	1.04E+00
CPCT02010469T	1.36E+00	1.36E+00
CPCT02180012T	8.04E-01	8.04E-01
CPCT02020445T	1.29E+00	1.29E+00
CPCT02050105T	2.94E+00	2.94E+00
CPCT02050055TII	2.81E+00	2.81E+00
CPCT02010493T	1.71E+00	1.71E+00
CPCT02010503T	1.83E+00	1.83E+00
CPCT02010501T	1.54E+00	1.54E+00
CPCT02020464T	7.53E-01	7.53E-01
CPCT02090009T	5.57E+00	5.57E+00
CPCT02020468T	6.88E-01	6.88E-01
CPCT02340001T	9.59E-01	9.59E-01
CPCT02080079T	1.05E+00	1.05E+00
CPCT02010526T	5.13E-01	5.13E-01
CPCT02010532T	1.31E+00	1.31E+00
CPCT02060051T	9.84E-01	9.84E-01
CPCT02050141T	5.60E+00	5.60E+00
CPCT02110024T	7.64E+00	7.64E+00
CPCT02120013T	1.58E+00	1.58E+00
CPCT02050158T	1.11E+00	1.11E+00
CPCT02050149T	1.80E+00	1.80E+00
CPCT02010557T	1.63E+00	1.63E+00
CPCT02220014T	1.83E+00	1.83E+00
CPCT02050052TII	6.98E+00	6.98E+00
CPCT02020506T	1.38E+00	1.38E+00
CPCT02030339T	1.23E+00	1.23E+00
CPCT02080163T	7.68E-01	7.68E-01
CPCT02050281T	1.18E+00	1.18E+00
CPCT02070243T	1.20E+00	1.20E+00
CPCT02340040T	1.00E+00	1.00E+00
CPCT02120077T	1.32E+00	1.32E+00
CPCT02030437T	1.28E+00	1.28E+00
CPCT02010641TII	2.02E+00	2.02E+00
CPCT02050291T	1.03E+00	1.03E+00
CPCT02020643T	1.61E+00	1.61E+00
CPCT02150006T	1.71E+00	1.71E+00
WIDE01010503T	1.16E+00	1.16E+00
WIDE01010567T	2.63E+00	2.63E+00
WIDE01010459T	1.32E+00	1.32E+00
CPCT02060041T	1.52E+00	1.51E+00
WIDE01010561T	7.73E+00	7.73E+00
WIDE01010651T	1.36E+00	1.36E+00
