Samples	ID83A	ID83B
SP124389	386	37
SP124362	973	53
SP124394	579	26
SP124334	481	67
SP124339	87	42
SP124454	371	89
SP124380	703	43
SP124273	256	235
SP124357	172	141
SP124399	887	107
SP124311	977	38
SP124355	134	89
SP124434	574	68
SP124428	1565	153
SP124449	615	166
SP124298	2001	106
SP124431	656	40
SP124396	424	245
SP124409	1059	95
SP124341	211	152
SP124353	99	41
SP124278	161	179
SP124376	440	81
SP124346	328	217
SP124439	1190	32
SP124351	89	46
SP124406	558	170
SP124323	117	104
SP124391	216	106
SP124423	71	8
SP124382	3153	0
SP124415	2122	112
SP124436	2106	178
SP124460	900	124
SP124425	400	15
SP124456	384	60
SP124367	705	51
SP124281	102	80
SP124377	534	24
SP124412	445	22
SP124333	328	58
SP124359	217	200
SP124286	49	62
SP124329	218	0
SP124326	375	123
SP124458	1064	64
SP124401	2594	127
SP124264	372	177
SP124384	0	22000
SP124403	150	5
SP124462	843	121
SP124271	515	369
SP124336	261	193
SP124452	603	46
SP124386	787	85
SP124441	206	333
SP124418	609	19
SP124291	156	145
SP124319	655	2
SP124305	354	101
SP124447	3734	158
SP124344	139	86
SP124369	824	79
SP124348	135	78
SP124295	261	319
SP124444	240	149
SP124365	655	85
SP124420	514	105
SP124364	1077	708
SP124307	668	77
SP82445	1721	17
SP83242	452	63
SP103894	3746	986
SP83382	544	68
SP82451	496	176
SP104330	79	2
SP83312	435	49
SP82614	496	47
SP82431	2021	40
SP82459	399	45
SP113197	120	58
SP82532	939	67
SP82636	194	200
SP82796	344	72
SP83482	325	95
SP104530	802	482
SP82429	281	72
SP82644	1095	47
SP82988	385	94
SP82461	669	73
SP82900	887	62
SP82399	721	84
SP82756	189	37
SP82836	302	124
SP82417	789	0
SP82471	263	202
SP82435	131	118
SP104056	2421	43
SP83083	546	48
SP82433	291	108
SP82780	311	79
SP83019	575	44
SP83099	194	51
SP83146	1676	24
SP103866	604	69
SP83844	488	45
SP83027	121	109
CPCT02060044T	739	167
CPCT02030247T	360	90
CPCT02050043T	193	109
CPCT02020342T	584	63
CPCT02010371T	557	63
CPCT02030256T	218	46
CPCT02050045T	696	135
CPCT02050047T	351	248
CPCT02010393T	1056	189
CPCT02020358T	237	74
CPCT02090002T	801	18
CPCT02010403T	128	20
CPCT02030272T	494	122
CPCT02020373T	425	165
CPCT02050052T	441	196
CPCT02030270T	223	71
CPCT02050056T	567	69
CPCT02050055T	481	392
CPCT02030279T	213	117
CPCT02020320T	667	144
CPCT02060037T	102	26
CPCT02100033T	253	25
CPCT02010436T	601	50
CPCT02010439T	352	49
CPCT02060043T	310	280
CPCT02030284T	592	114
CPCT02020410T	521	38
CPCT02020408T	498	98
CPCT02030291T	1279	29
CPCT02050079T	151	26
CPCT02050073T	294	85
CPCT02220001T	265	15
CPCT02010440T	296	98
CPCT02011020T	1122	137
CPCT02340050T	327	876
CPCT02080280T	743	46
CPCT02080282T	371	198
CPCT02060163T	163	23
CPCT02011025T	483	204
CPCT02010754TII	551	114
CPCT02010716T	1270	59
CPCT02170039T	258	55
CPCT02080284T	132	12
CPCT02030555T	609	68
CPCT02011037T	1036	93
CPCT02120180T	318	75
CPCT02050304T	2586	102
CPCT02020895T	265	155
CPCT02090032T	717	116
CPCT02020662T	383	17
DRUP01080025T	1655	249
CPCT02020891T	505	64
CPCT02080266TII	418	158
CPCT02020901T	507	105
CPCT02080287T	399	83
CPCT02011045T	309	154
CPCT02020897T	251	77
CPCT02120101T	219	146
CPCT02020910T	622	71
CPCT02120095T	691	18
CPCT02080294T	258	153
CPCT02080292T	107	53
CPCT02120098T	500	12
CPCT02120105T	0	4610
CPCT02020914T	519	68
CPCT02160035T	738	45
CPCT02050310T	329	215
CPCT02290061T	960	84
CPCT02050308T	611	282
CPCT02090035T	448	98
CPCT02020933T	279	134
CPCT02020930T	593	60
CPCT02020934T	920	82
CPCT02020939T	269	79
CPCT02020670T	1570	91
CPCT02020837TII	468	96
CPCT02030459T	394	417
CPCT02350019T	70	15
CPCT02050424T	5450	76
CPCT02340064T	311	98
CPCT02011045TII	306	159
CPCT02120189T	880	89
CPCT02010754T	406	98
CPCT02020868T	318	70
CPCT02060286T	1043	88
