MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	5.53E-05	3.56E-04	5.97E-04	4.56E-04	4.15E-04
1:Del:C:1	1.25E-05	2.01E-04	4.70E-04	3.85E-04	2.77E-04
1:Del:C:2	2.78E-05	1.12E-04	2.83E-04	2.18E-04	2.14E-04
1:Del:C:3	8.30E-05	8.29E-05	2.09E-04	2.28E-04	1.38E-04
1:Del:C:4	1.81E-04	5.63E-05	1.33E-04	4.87E-04	7.62E-05
1:Del:C:5	2.52E-04	7.80E-05	1.17E-04	1.08E-03	1.19E-04
1:Del:T:0	2.01E-05	2.18E-04	4.99E-04	9.12E-04	3.36E-04
1:Del:T:1	1.24E-05	1.55E-04	3.62E-04	5.32E-04	2.65E-04
1:Del:T:2	3.06E-05	1.63E-04	3.44E-04	4.41E-04	2.68E-04
1:Del:T:3	7.61E-05	1.44E-04	3.52E-04	4.49E-04	3.31E-04
1:Del:T:4	1.53E-04	1.44E-04	2.70E-04	9.22E-04	2.34E-04
1:Del:T:5	2.42E-03	1.22E-03	6.78E-04	8.79E-03	7.55E-04
1:Ins:C:0	2.96E-05	2.34E-04	1.40E-04	7.81E-04	4.35E-04
1:Ins:C:1	4.63E-06	8.49E-05	1.02E-04	3.76E-04	1.20E-04
1:Ins:C:2	4.31E-06	5.86E-05	8.23E-05	1.50E-04	1.10E-04
1:Ins:C:3	1.21E-05	5.65E-05	8.53E-05	1.70E-04	6.50E-05
1:Ins:C:4	2.96E-05	6.66E-05	6.56E-05	1.48E-04	5.62E-05
1:Ins:C:5	3.85E-05	1.65E-04	1.42E-04	3.29E-04	1.17E-04
1:Ins:T:0	2.08E-05	1.29E-04	1.59E-04	5.36E-04	2.27E-04
1:Ins:T:1	8.83E-06	1.38E-04	3.08E-04	4.25E-04	1.85E-04
1:Ins:T:2	7.64E-05	1.15E-04	2.29E-04	2.74E-04	1.07E-04
1:Ins:T:3	4.71E-05	9.22E-05	1.72E-04	2.01E-04	1.59E-04
1:Ins:T:4	5.63E-05	1.27E-04	2.06E-04	2.71E-04	9.66E-05
1:Ins:T:5	1.22E-03	1.83E-03	2.86E-03	9.33E-03	1.41E-03
2:Del:R:0	2.74E-05	1.14E-04	1.76E-04	4.71E-04	1.68E-04
2:Del:R:1	5.70E-05	1.44E-04	2.15E-04	3.92E-04	2.45E-04
2:Del:R:2	3.92E-05	8.12E-05	1.19E-04	1.74E-04	9.18E-05
2:Del:R:3	1.17E-04	5.56E-05	7.79E-05	3.30E-04	5.47E-05
2:Del:R:4	7.05E-05	1.16E-05	4.81E-05	1.78E-04	3.16E-05
2:Del:R:5	1.36E-04	0.00E+00	4.09E-05	3.94E-04	2.82E-05
3:Del:R:0	1.62E-05	6.48E-05	1.02E-04	2.13E-04	1.55E-04
3:Del:R:1	8.77E-05	1.54E-04	2.11E-04	3.24E-04	1.28E-04
3:Del:R:2	2.08E-05	5.72E-05	1.01E-04	1.34E-04	8.50E-05
3:Del:R:3	1.08E-05	2.76E-05	5.71E-05	7.83E-05	3.61E-05
3:Del:R:4	7.66E-06	1.42E-05	1.26E-05	4.85E-05	3.11E-05
3:Del:R:5	9.03E-06	1.63E-05	9.83E-06	4.19E-05	1.92E-05
4:Del:R:0	5.50E-06	6.35E-05	1.19E-04	2.18E-04	1.82E-04
4:Del:R:1	4.57E-05	1.35E-04	1.82E-04	3.57E-04	1.96E-04
4:Del:R:2	1.03E-05	6.16E-05	9.30E-05	1.66E-04	6.23E-05
4:Del:R:3	1.00E-05	5.55E-05	5.60E-05	1.33E-04	2.69E-05
4:Del:R:4	7.89E-06	2.19E-05	6.78E-06	7.76E-05	4.09E-05
4:Del:R:5	8.71E-06	2.02E-05	1.62E-05	5.13E-05	1.32E-05
5:Del:R:0	0.00E+00	6.24E-05	4.09E-04	2.25E-03	9.01E-04
5:Del:R:1	8.24E-06	9.81E-05	1.36E-04	2.95E-04	1.87E-04
5:Del:R:2	6.97E-06	3.79E-05	8.40E-06	1.24E-04	6.42E-05
