Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP111062	412	419	22	202	12
SP111006	320	853	76	176	1124
SP110846	226	164	0	269	16
SP111086	304	216	108	100	1415
SP111096	475	347	4	155	96
SP111021	0	0	0	2	0
SP111058	231	305	99	37	1664
SP111092	1059	235	165	1006	42
SP111076	971	658	53	117	99
SP111098	351	457	54	200	213
SP111039	5	77	1	154	16
SP111052	4	20	8	52	36
SP111166	590	1041	46	202	399
SP111014	64	59	0	106	41
SP111066	684	603	5	246	832
SP111094	406	316	33	415	547
SP111015	171	110	0	185	137
SP110853	313	287	16	454	327
SP111051	258	295	26	245	17
SP110855	487	281	28	298	444
SP111004	441	840	0	241	64
SP111078	157	114	0	110	37
SP110863	146	297	0	268	219
SP111013	280	297	0	160	107
SP111042	10	21	0	45	13
SP111040	21	244	5	189	125
SP111031	1831	861	50	187	330
SP23496	260	362	11	206	182
SP111030	66	187	0	222	67
SP111019	33	86	0	234	118
SP111026	416	431	41	236	428
SP110860	849	440	20	295	311
SP110851	392	763	5	291	147
SP111059	469	482	30	347	87
SP111170	826	822	72	351	231
SP111054	459	593	0	352	160
SP111033	910	676	3	181	99
SP111113	1314	449	19	529	696
SP110865	538	681	100	1237	496
SP111061	401	373	0	175	208
SP111101	952	834	0	201	176
SP110859	296	696	26	200	141
SP111168	83	166	18	205	52
SP111067	144	341	16	187	49
SP111036	609	469	19	130	42
SP111116	931	885	60	128	194
SP111099	421	421	37	169	426
SP23502	590	270	0	445	969
SP111069	155	777	49	24	863
SP111043	776	880	72	405	459
SP111024	784	374	58	236	217
SP111011	391	243	0	350	438
SP111082	498	558	72	91	608
SP111074	294	299	0	318	154
SP110845	264	410	22	178	293
SP110857	374	534	0	149	72
SP111017	633	572	43	161	201
SP111080	70	114	0	128	32
SP23506	55	291	0	246	25
SP111075	222	498	57	126	388
SP111112	395	464	32	185	188
SP111001	840	698	77	404	620
SP111027	35	100	0	134	10
SP111117	538	1048	28	205	151
SP110842	762	701	53	205	384
SP111173	923	359	0	399	519
SP111008	487	687	30	224	89
SP111070	742	740	58	224	56
SP110847	1107	375	7	131	106
SP111077	725	408	2	507	408
SP111091	0	98	0	227	314
SP111072	402	405	34	145	38
SP111084	35	286	6	293	509
SP23504	58	240	10	167	25
SP23500	1	113	5	64	206
SP111029	37	105	4	129	22
SP111175	1428	479	114	162	2384
SP111049	557	849	32	195	108
SP23498	693	656	14	294	121
SP111002	92	121	2	117	60
SP110866	376	482	0	159	211
SP111035	891	1186	61	32	406
SP111009	683	417	26	265	169
SP111114	1707	1088	40	232	560
SP111000	614	926	0	106	194
SP111045	951	948	43	191	83
SP110861	163	491	52	232	202
SP111047	366	554	0	390	71
SP111088	606	564	10	182	234
SP111056	378	506	16	286	334
SP111089	215	228	0	241	59
SP111038	1680	1331	78	194	136
SP110849	701	627	10	161	109
SP111164	831	677	0	252	161
SP111057	422	697	9	120	49
SP111119	2767	367	0	351	365
SP111095	1023	935	29	192	169
SP111064	639	1031	12	181	141
CPCT02030245T	29	52	352	290	49
CPCT02030257T	1191	1005	324	241	101
CPCT02070015T	1527	926	399	0	522
CPCT02040043T	160	319	373	171	90
CPCT02100032T	79	589	209	296	5
CPCT02160007T	120	263	153	401	30
CPCT02030286T	787	633	397	151	117
CPCT02100140T	607	2252	402	0	288
CPCT02100141T	1557	841	433	162	221
CPCT02330072TII	1358	937	392	188	533
CPCT02330132T	1779	479	504	421	89
CPCT02130030T	171	665	469	22	111
CPCT02060183T	1535	867	396	273	481
CPCT02130033T	642	576	380	75	118
CPCT02300031T	535	590	434	128	107
CPCT02180054T	986	1080	784	0	234
CPCT02090037T	607	595	412	325	241
CPCT02130041T	591	210	623	221	470
CPCT02060200T	0	25	447	0	1428
WIDE01010009T	811	650	278	45	22
CPCT02330094T	155	236	418	264	0
CPCT02110061T	281	375	605	307	50
WIDE01010016T	274	246	51	269	309
CPCT02230070T	1520	1030	404	163	185
CPCT02340070T	995	355	324	117	122
CPCT02340073T	11	338	280	74	0
CPCT02050330T	292	241	351	396	0
CPCT02340077T	366	419	250	183	46
WIDE01010064T	1792	1463	459	474	458
CPCT02050314T	92	29	404	230	18
CPCT02220037T	661	547	310	278	160
WIDE01010073T	133	460	246	400	45
CPCT02210045T	1361	538	636	186	191
CPCT02100163T	498	287	490	150	98
CPCT02130049T	1907	580	1110	883	373
CPCT02050343T	121	250	357	376	1
CPCT02020712T	278	231	598	429	514
CPCT02130070T	287	475	723	365	48
CPCT02130071T	266	217	357	323	8
DRUP01020027T	273	119	727	740	261
CPCT02050349T	27	47	119	2282	38
CPCT02040242T	713	473	353	529	0
CPCT02300039T	411	402	427	137	96
CPCT02010815T	1883	225	608	375	135
CPCT02010813T	407	351	406	120	59
WIDE01010355T	427	471	317	266	360
CPCT02330072T	1065	655	257	180	141
CPCT02130091T	108	150	468	917	1461
CPCT02230097T	262	167	142	220	65
CPCT02050357T	269	260	366	475	71
CPCT02010833T	813	597	377	402	77
CPCT02060213T	476	191	299	108	61
CPCT02130107T	454	540	360	265	31
CPCT02070342T	171	112	585	38	0
CPCT02050362T	1056	718	415	90	308
CPCT02150012T	1334	771	650	1039	198
DRUP01210002T	1261	496	649	149	132
CPCT02130105T	65	7	413	203	9
CPCT02100176T	473	431	387	387	198
CPCT02230106T	416	481	413	478	405
CPCT02060199T	71	67	114	51	18
DRUP01330005T	1214	870	591	318	442
CPCT02120150T	1156	437	262	423	86
CPCT02060248T	482	373	411	84	83
CPCT02060255T	456	256	199	60	418
DRUP01010088T	250	405	265	232	14
CPCT02440014T	1345	860	361	363	398
CPCT02050384T	388	304	584	111	113
CPCT02030519T	1388	735	884	0	244
CPCT02050380T	2316	954	587	477	108
CPCT02130140T	71380	1152	1854	0	322
CPCT02220056T	633	444	323	144	128
DRUP01210003T	776	643	419	78	469
DRUP01050030T	154	161	317	347	17
CPCT02210067T	1144	200	358	133	167
CPCT02150021T	1135	910	755	79	179
CPCT02080255T	1110	777	360	376	310
CPCT02330124T	586	581	445	75	291
CPCT02100186T	929	616	260	304	145
CPCT02050403T	125	78	433	80	133
DRUP01330013T	931	716	368	390	291
DRUP01050033T	277	212	379	375	0
DRUP01440001T	1354	777	630	422	425
CPCT02040156T	643	616	643	58	8
DRUP01340013T	1567	528	509	328	505
CPCT02080141T	931	350	542	190	250
CPCT02010662T	0	438	516	40	1542
CPCT02120069T	447	475	338	371	149
CPCT02100126T	1207	828	679	65	612
CPCT02380021T	982	785	506	102	166
CPCT02020622T	1442	1121	952	663	138
CPCT02340034T	683	480	412	211	71
CPCT02210033T	868	533	831	108	450
CPCT02050163T	580	115	807	141	391
CPCT02030277T	2088	298	357	754	239
CPCT02100064T	524	475	149	82	257
CPCT02010569T	2006	1021	539	233	77
CPCT02110032T	50	258	136	370	19
CPCT02340011T	511	258	304	58	14
CPCT02330033T	0	154	345	0	959
CPCT02040119T	231	293	268	293	76
CPCT02020536T	222	101	318	462	693
CPCT02340012T	539	680	249	94	162
CPCT02020527T	64	192	123	211	24
CPCT02020526T	476	1068	361	461	30
CPCT02100098T	357	534	214	196	33
CPCT02230029T	779	525	227	178	38
CPCT02230030T	1074	505	329	364	98
CPCT02230034T	731	585	313	30	249
CPCT02070034T	703	402	393	302	61
CPCT02030363T	676	260	123	85	25
CPCT02230039T	1611	647	445	761	819
CPCT02080130T	635	199	989	364	141
CPCT02340019T	1209	890	399	160	206
CPCT02050233T	734	42	531	443	286
CPCT02100044T	929	1489	219	57	102
CPCT02050100T	594	285	259	159	176
CPCT02030243T	0	169	74	742	134
CPCT02050041T	1712	1003	824	1083	316
CPCT02030310T	701	474	243	463	188
CPCT02220007T	457	382	195	227	195
CPCT02030307T	866	565	162	405	219
CPCT02030304T	159	282	217	196	32
CPCT02110018T	542	461	219	60	202
CPCT02100061T	508	177	357	71	439
CPCT02070120T	764	909	327	82	76
CPCT02120011T	1096	665	486	158	455
CPCT02120012T	1262	1064	461	128	137
CPCT02050147T	1358	801	555	242	246
CPCT02030335T	1361	551	260	663	301
CPCT02040108T	580	464	212	333	111
CPCT02400002T	667	344	325	349	134
CPCT02340041T	1928	621	739	395	578
CPCT02380030T	381	250	313	169	39
CPCT02040196T	1567	922	801	287	319
CPCT02230068T	510	688	207	96	185
CPCT02100127T	1337	506	450	375	235
CPCT02100133T	0	709	591	83	0
CPCT02090026T	882	486	315	275	231
CPCT02050287T	617	683	410	412	114
CPCT02050292T	641	311	711	188	311
DRUP01050016T	796	87	477	676	330
CPCT02250004T	1304	949	305	166	362
WIDE01010644T	182	308	145	132	92
WIDE01010539T	1496	1666	575	25	343
WIDE01010590T	1212	796	644	217	940
WIDE01010691T	646	389	218	198	129
WIDE01010704T	717	948	200	194	116
WIDE01010725T	475	122	671	1815	0
