Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP111062	3.04E+00	3.13E+00	1.53E+00	2.02E+00	9.64E-01
SP111006	5.28E+00	8.38E+00	1.83E+00	3.51E+00	9.15E+00
SP110846	1.98E+00	1.73E+00	5.05E-01	1.91E+00	8.50E-01
SP111086	4.99E+00	8.73E+00	2.19E+00	3.91E+00	1.06E+01
SP111096	2.62E+00	2.59E+00	1.14E+00	1.78E+00	1.98E+00
SP111021	0.00E+00	0.00E+00	1.00E-02	8.46E-02	8.33E-02
SP111058	5.82E+00	1.04E+01	2.68E+00	3.70E+00	1.22E+01
SP111092	4.16E+00	3.09E+00	3.18E+00	3.14E+00	2.02E+00
SP111076	4.72E+00	4.69E+00	1.77E+00	2.01E+00	2.01E+00
SP111098	3.41E+00	3.50E+00	1.93E+00	2.36E+00	3.52E+00
SP111039	6.68E-01	1.03E+00	6.77E-01	9.90E-01	6.72E-01
SP111052	4.62E-01	6.87E-01	6.76E-01	8.30E-01	9.46E-01
SP111166	5.72E+00	6.65E+00	1.56E+00	3.50E+00	5.19E+00
SP111014	1.43E+00	1.19E+00	0.00E+00	1.30E+00	2.33E+00
SP111066	6.66E+00	8.04E+00	1.27E+00	3.18E+00	9.39E+00
SP111094	4.18E+00	5.20E+00	1.32E+00	2.88E+00	5.98E+00
SP111015	2.30E+00	2.21E+00	0.00E+00	1.61E+00	2.70E+00
SP110853	3.29E+00	3.74E+00	1.34E+00	2.63E+00	4.10E+00
SP111051	2.45E+00	2.22E+00	1.20E+00	1.79E+00	1.15E+00
SP110855	3.72E+00	4.36E+00	1.26E+00	2.84E+00	5.18E+00
SP111004	4.97E+00	4.94E+00	6.62E-01	2.66E+00	1.78E+00
SP111078	1.57E+00	1.51E+00	0.00E+00	1.40E+00	1.72E+00
SP110863	2.65E+00	3.06E+00	4.94E-01	2.17E+00	3.83E+00
SP111013	2.26E+00	2.40E+00	6.38E-01	1.63E+00	2.46E+00
SP111042	6.08E-01	5.94E-01	0.00E+00	6.96E-01	7.92E-01
SP111040	1.80E+00	2.30E+00	6.75E-01	1.73E+00	2.48E+00
SP111031	6.44E+00	6.73E+00	2.20E+00	2.54E+00	5.40E+00
SP23496	3.10E+00	3.10E+00	1.07E+00	2.53E+00	3.68E+00
SP111030	1.51E+00	1.91E+00	9.26E-01	1.84E+00	2.11E+00
SP111019	1.52E+00	1.82E+00	4.16E-01	2.05E+00	3.43E+00
SP111026	3.58E+00	4.76E+00	1.93E+00	2.29E+00	5.42E+00
SP110860	5.14E+00	4.82E+00	1.66E+00	2.46E+00	4.92E+00
SP110851	4.47E+00	5.54E+00	8.61E-01	2.59E+00	2.45E+00
SP111059	3.21E+00	3.59E+00	1.59E+00	2.23E+00	2.28E+00
SP111170	5.09E+00	5.88E+00	2.31E+00	2.92E+00	3.65E+00
SP111054	3.75E+00	4.20E+00	6.15E-01	2.65E+00	4.02E+00
SP111033	4.46E+00	4.17E+00	8.17E-01	2.14E+00	2.06E+00
SP111113	6.37E+00	7.57E+00	1.97E+00	3.69E+00	8.65E+00
SP110865	5.34E+00	6.93E+00	2.46E+00	4.64E+00	5.87E+00
SP111061	3.12E+00	3.82E+00	4.98E-01	2.24E+00	3.20E+00
SP111101	5.24E+00	5.15E+00	0.00E+00	2.60E+00	4.18E+00
SP110859	4.16E+00	4.37E+00	1.11E+00	2.44E+00	2.71E+00
SP111168	1.60E+00	1.93E+00	1.22E+00	1.54E+00	1.89E+00
SP111067	2.05E+00	2.31E+00	1.10E+00	1.53E+00	1.74E+00
SP111036	3.74E+00	3.36E+00	8.16E-01	1.51E+00	1.42E+00
SP111116	5.55E+00	5.37E+00	1.57E+00	2.56E+00	3.32E+00
SP111099	3.78E+00	4.83E+00	1.56E+00	2.48E+00	4.28E+00
SP23502	5.48E+00	7.80E+00	5.88E-01	3.46E+00	9.01E+00
SP111069	5.15E+00	6.63E+00	1.62E+00	2.59E+00	6.29E+00
SP111043	5.90E+00	6.75E+00	3.04E+00	3.40E+00	6.91E+00
SP111024	3.85E+00	3.58E+00	1.81E+00	2.20E+00	3.55E+00
SP111011	3.54E+00	4.29E+00	8.73E-01	3.56E+00	5.50E+00
SP111082	4.53E+00	5.73E+00	1.84E+00	2.34E+00	5.93E+00
SP111074	2.78E+00	3.05E+00	8.83E-01	2.33E+00	3.68E+00
SP110845	3.51E+00	3.78E+00	1.48E+00	2.31E+00	4.45E+00
SP110857	3.42E+00	3.85E+00	0.00E+00	1.76E+00	2.04E+00
SP111017	4.06E+00	4.10E+00	1.99E+00	2.35E+00	3.09E+00
SP111080	1.29E+00	1.50E+00	5.00E-01	1.21E+00	1.57E+00
SP23506	2.59E+00	2.60E+00	0.00E+00	1.73E+00	1.23E+00
SP111075	3.78E+00	4.03E+00	1.67E+00	2.36E+00	4.45E+00
SP111112	3.23E+00	3.45E+00	1.61E+00	2.19E+00	2.73E+00
SP111001	5.55E+00	6.77E+00	2.63E+00	3.57E+00	6.86E+00
SP111027	9.30E-01	1.27E+00	0.00E+00	1.21E+00	0.00E+00
SP111117	5.40E+00	5.59E+00	1.46E+00	2.62E+00	2.60E+00
SP110842	4.44E+00	5.74E+00	1.61E+00	2.49E+00	4.37E+00
SP111173	5.82E+00	6.66E+00	9.58E-01	3.74E+00	8.50E+00
SP111008	4.17E+00	4.38E+00	1.39E+00	2.12E+00	2.41E+00
SP111070	4.51E+00	4.64E+00	1.70E+00	2.30E+00	1.62E+00
SP110847	3.42E+00	3.26E+00	9.92E-01	1.87E+00	2.32E+00
SP111077	4.47E+00	5.18E+00	1.48E+00	3.27E+00	5.16E+00
SP111091	2.70E-01	2.76E+00	4.44E-01	2.35E+00	3.55E+00
SP111072	2.92E+00	2.93E+00	1.52E+00	1.78E+00	1.30E+00
SP111084	3.19E+00	4.36E+00	9.89E-01	2.57E+00	5.02E+00
SP23504	2.07E+00	2.14E+00	1.41E+00	1.57E+00	1.24E+00
SP23500	1.21E+00	2.13E+00	4.99E-01	1.37E+00	2.51E+00
SP111029	1.10E+00	1.34E+00	1.37E+00	1.46E+00	7.27E-01
SP111175	9.01E+00	1.64E+01	2.31E+00	4.67E+00	1.76E+01
SP111049	4.39E+00	4.89E+00	1.27E+00	2.23E+00	2.47E+00
SP23498	4.76E+00	4.71E+00	9.25E-01	2.34E+00	2.72E+00
SP111002	1.53E+00	1.59E+00	1.30E-01	1.22E+00	1.95E+00
SP110866	3.62E+00	4.16E+00	4.76E-01	1.99E+00	4.02E+00
SP111035	6.23E+00	7.18E+00	2.51E+00	2.88E+00	4.10E+00
SP111009	3.23E+00	3.43E+00	1.55E+00	2.21E+00	2.96E+00
SP111114	8.27E+00	8.42E+00	2.18E+00	3.19E+00	6.54E+00
SP111000	4.87E+00	5.03E+00	7.79E-01	2.32E+00	3.59E+00
SP111045	5.14E+00	5.45E+00	1.74E+00	2.53E+00	2.23E+00
SP110861	3.06E+00	3.72E+00	2.03E+00	2.17E+00	3.26E+00
SP111047	4.07E+00	4.16E+00	6.56E-01	2.69E+00	2.20E+00
SP111088	3.92E+00	4.16E+00	8.48E-01	2.20E+00	2.73E+00
SP111056	4.06E+00	4.56E+00	1.36E+00	2.63E+00	4.21E+00
SP111089	2.37E+00	2.31E+00	7.13E-01	1.82E+00	1.61E+00
SP111038	7.74E+00	7.71E+00	2.05E+00	2.87E+00	2.67E+00
SP110849	4.08E+00	4.38E+00	9.46E-01	2.18E+00	3.25E+00
SP111164	4.98E+00	5.07E+00	6.39E-01	2.20E+00	3.26E+00
SP111057	4.26E+00	4.02E+00	7.29E-01	1.93E+00	1.56E+00
SP111119	6.25E+00	6.72E+00	1.03E+00	3.55E+00	5.06E+00
SP111095	5.92E+00	5.49E+00	1.18E+00	2.73E+00	2.55E+00
SP111064	5.41E+00	6.26E+00	8.79E-01	2.40E+00	3.00E+00
CPCT02030245T	2.24E+00	4.12E+00	5.21E+00	2.53E+00	1.88E+00
CPCT02030257T	4.77E+00	5.42E+00	4.73E+00	3.25E+00	2.97E+00
CPCT02070015T	5.53E+00	6.35E+00	5.73E+00	7.93E-01	5.64E+00
CPCT02040043T	2.16E+00	3.97E+00	4.32E+00	2.10E+00	2.80E+00
CPCT02100032T	2.15E+00	3.41E+00	3.37E+00	2.21E+00	1.09E+00
CPCT02160007T	1.74E+00	2.63E+00	3.43E+00	1.94E+00	1.32E+00
CPCT02030286T	3.92E+00	5.14E+00	5.43E+00	2.75E+00	2.75E+00
CPCT02100140T	7.54E+00	9.38E+00	8.11E+00	3.49E+00	3.90E+00
CPCT02100141T	4.62E+00	5.46E+00	5.47E+00	3.14E+00	3.27E+00
CPCT02330072TII	6.05E+00	7.04E+00	6.42E+00	3.14E+00	6.76E+00
