Samples	ID83A	ID83B	ID83C	ID83D	ID83E
CPCT02010598T	957	390	567	63	60
CPCT02140047T	425	556	622	245	19
CPCT02070171T	158	649	834	0	51
CPCT02220024T	554	642	793	566	763
CPCT02160028T	304	1041	542	107	211
CPCT02370005T	405	221	1031	50	93
CPCT02230024T	89	533	763	297	235
CPCT02230032T	566	699	616	33	100
CPCT02070185T	220	873	513	206	155
CPCT02230027T	208	996	1140	256	56
CPCT02030357T	179900	16572	11496	291	324
CPCT02080062T	299	678	987	36	85
CPCT02330045T	294	618	527	457	54
CPCT02010614T	70	97	608	5	200
CPCT02380015T	140	314	596	49	10
CPCT02050187T	539	515	577	292	92
CPCT02050211T	89826	12393	4166	138	310
CPCT02020554T	611	602	1444	72	328
CPCT02030361T	182	883	613	644	524
CPCT02080131T	171	427	258	154	50
CPCT02380016T	5573	433	524	104	1088
CPCT02340017T	165	25	974	602	319
CPCT02010623T	991	1056	772	241	463
CPCT02010624T	621	841	779	116	61
DRUP01090003T	106447	11703	7618	0	405
CPCT02210023T	194	187	996	333	270
CPCT02210024T	0	157	510	254	612
CPCT02050227T	18	224	417	53	19
CPCT02070198T	235	120	863	84	71
CPCT02030371T	206	506	595	405	464
CPCT02040140T	93	48	625	125	22
CPCT02060124T	0	35	671	353	0
CPCT02220025T	691	796	867	170	154
CPCT02120042T	180872	5718	6235	1717	318
CPCT02120048T	280	173	438	70	29
CPCT02120044T	140	140	513	55	120
CPCT02120041T	60	384	549	0	83
CPCT02050234T	856	541	846	0	30
CPCT02050241T	115	111	942	278	79
CPCT02100106T	96	345	889	0	29
CPCT02210029T	343	349	590	197	426
CPCT02340022T	0	7129	2601	0	639
CPCT02040148T	647	1412	1182	0	31
CPCT02040152T	461	471	672	41	29
CPCT02040151T	248	283	621	100	143
CPCT02180008T	403	1467	744	0	83
CPCT02110012T	17	159	208	33	6
CPCT02050093T	542	837	689	481	72
CPCT02040068T	139	357	600	54	88
CPCT02050085T	529	717	809	243	202
CPCT02110013T	1043	692	1125	584	190
CPCT02100042T	34	731	671	365	359
CPCT02040067T	274	524	764	72	41
CPCT02030306T	164	771	1093	202	56
CPCT02050097T	379	718	329	257	49
CPCT02040062T	103	894	485	57	110
CPCT02190004T	163	100	429	85	66
CPCT02070066T	521	719	546	263	982
CPCT02230003T	389	1022	50	1076	144
CPCT02210008T	484	583	678	175	164
CPCT02050095T	453	371	538	58	208
CPCT02210009T	337	360	491	567	192
CPCT02230005T	65	283	121	117	15
CPCT02010473T	111	507	348	82	30
CPCT02010485T	100	63	776	241	135
CPCT02050104T	76	398	396	986	3309
CPCT02010483T	400	447	545	95	513
CPCT02020442T	368	475	663	203	67
CPCT02050107T	127	323	302	23	58
CPCT02070070T	356	269	615	353	254
CPCT02050113T	0	690	439	34	173
CPCT02020454T	272	853	495	288	333
CPCT02010474T	1550	303	865	393	209
CPCT02010471T	243	328	657	114	25
CPCT02040075T	176	678	648	180	11
CPCT02210011T	101	432	273	45	15
CPCT02080075T	120	781	587	270	83
CPCT02100013TII	723	573	889	724	65
CPCT02210012T	60	145	252	41	25
CPCT02010506T	145	317	166	292	229
CPCT02190007T	775	315	501	535	242
CPCT02010488T	309	871	477	90	474
CPCT02010512T	264	297	334	1266	813
CPCT02080080T	182	733	424	443	64
DRUP01050001T	111509	11136	5467	327	209
CPCT02030319T	328	159	550	43	177
CPCT02080084T	527	1475	784	319	282
CPCT02010514T	107	121	284	19	5
CPCT02230012T	71	688	580	91	207
CPCT02100036T	41	141	294	37	60
CPCT02100057T	717	637	1003	138	126
CPCT02230006T	755	808	609	66	67
CPCT02230011T	0	0	131	101	5
CPCT02030323T	727	943	813	552	603
CPCT02010533T	158	315	311	250	1327
CPCT02010527T	365	508	699	176	370
CPCT02010529T	359	628	478	186	247
CPCT02370001T	1804	910	969	171	835
CPCT02220009T	238	355	526	360	191
CPCT02050139T	446	499	658	228	254
CPCT02040091T	786	938	611	204	101
CPCT02030328T	279	826	719	190	26
CPCT02010497T	418	971	1308	98	677
CPCT02060072T	143	897	541	397	68
CPCT02010541T	280	340	730	306	27
CPCT02300010T	380	405	440	76	72
CPCT02010545T	709	659	942	302	136
CPCT02370002T	305	611	599	355	139
CPCT02380002T	270	229	250	100	75
CPCT02020486T	1650	1080	824	423	72
CPCT02110026T	949	707	671	745	203
CPCT02160020T	193	346	275	174	128
CPCT02340006T	349	948	813	51	92
CPCT02160021T	445	668	0	1731	20
CPCT02100058T	430	555	570	172	53
CPCT02050114T	457	493	521	227	194
DRUP01010018T	141623	16250	9305	0	541
CPCT02050136T	471	345	899	286	56
CPCT02050128T	1053	1024	1274	0	139
CPCT02040100T	402	464	382	213	42
CPCT02040102T	982	809	991	376	726
DRUP01050002T	157941	15911	8989	1649	486
CPCT02070122T	292	1036	539	245	434
CPCT02330025T	512	665	765	173	62
CPCT02030331T	219	689	532	31	107
CPCT02020497T	0	324	170	425	0
CPCT02050148T	131	1076	496	112	65
CPCT02120005T	325	996	650	465	56
CPCT02120004T	257	532	541	185	846
CPCT02220015T	295	474	479	154	61
DRUP01010049T	163	973	1248	0	84
DRUP01050012T	238	484	699	38	142
CPCT02380028T	114	0	386	73	86
CPCT02330070T	275	771	1167	75	73
CPCT02050280T	149	653	893	0	65
DRUP01270001T	171	243	1534	43	642
CPCT02040188T	139	416	892	67	118
CPCT02390007T	205	222	497	124	113
CPCT02230067T	204	465	906	11	44
CPCT02230073T	724	437	575	46	15
CPCT02100131T	832	959	829	13	35
CPCT02130019T	0	0	266	113	8
CPCT02330073T	659	607	1015	49	65
CPCT02010700T	120	268	342	112	24
CPCT02030435T	327	272	1054	291	651
CPCT02340045T	174	815	859	390	466
DRUP01340001T	839	788	856	552	206
DRUP01090008T	402	389	865	60	260
CPCT02070262T	468	724	822	900	34
CPCT02180048T	414	414	466	109	18
CPCT02140056T	628	580	790	87	40
CPCT02050296T	77	263	480	11	133
CPCT02040205T	226	561	828	53	103
DRUP01050017T	60541	4008	5586	0	150
CPCT02080174T	151	1027	354	474	55
CPCT02040204T	208	257	1194	179	127
CPCT02120091T	150	590	893	268	325
CPCT02100130T	136	0	206	186	12
CPCT02380023T	115	0	2371	808	54
WIDE01010596T	6	799	577	67	36
WIDE01010479T	394	634	381	53	32
WIDE01010436T	258	559	916	309	75
WIDE01010443T	380	2641	943	0	166
WIDE01010506T	283	442	410	53	66
WIDE01010471T	245	334	316	168	91
WIDE01010488T	499	2000	1079	0	386
WIDE01010384T	267	394	386	125	292
WIDE01010454T	394	495	567	300	181
WIDE01010494T	119	207	186	145	48
WIDE01010470T	9298	15933	638	2125	1061
WIDE01010455T	1163	999	1030	74	30
CPCT02080048T	17197	5124	5931	1007	182
WIDE01010482T	262	651	573	125	195
WIDE01010499T	306	1073	770	142	55
WIDE01010496T	597	1176	943	189	436
WIDE01010508T	1053	625	975	247	270
WIDE01010535T	241	393	382	130	84
WIDE01010544T	224	489	436	47	147
WIDE01010541T	76	282	439	73	140
WIDE01010524T	222	689	433	501	14
WIDE01010562T	650	905	431	237	988
WIDE01010543T	390	418	557	52	85
WIDE01010569T	30	0	85	124	5
WIDE01010500T	121	913	476	234	34
WIDE01010575T	0	498	377	231	183
WIDE01010597T	447	308	586	145	161
WIDE01010678T	157	416	230	21	41
WIDE01010683T	127	347	281	55	19
WIDE01010402TII	197	814	740	161	201
WIDE01010697T	90	166	165	33	20
WIDE01010669T	547	1252	762	173	48
WIDE01010714T	253	1355	750	80	584
WIDE01010709T	321	745	436	280	709
WIDE01010715T	314	891	729	57	261
WIDE01010718T	121	443	283	107	58
