Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP18310	3.73E+02	3.68E+02	1.53E+01	7.74E+00	4.60E+00
SP17172	1.03E+02	9.87E+01	7.63E+00	2.70E+00	2.34E+00
SP96133	2.14E+02	2.21E+02	1.59E+01	1.93E+01	3.14E+00
SP110242	3.04E+02	2.74E+02	5.92E+01	2.55E+01	6.28E+00
SP114330	2.07E+00	8.83E+00	8.63E+00	2.57E+00	6.06E-01
SP21017	2.99E+02	3.00E+02	1.52E+01	1.54E+01	4.85E+00
SP22383	2.28E+02	2.43E+02	5.57E+00	2.11E+01	2.70E+00
SP81312	1.20E+01	2.17E+01	3.04E+00	1.36E+01	3.96E+00
SP22031	1.98E+00	1.14E+01	1.21E+01	9.55E-01	1.90E+00
SP96112	1.44E+00	5.86E+00	4.99E+00	2.16E+00	2.99E-01
SP19215	2.22E+02	2.39E+02	2.54E+00	2.14E+01	2.43E+00
SP96120	3.13E+00	1.37E+01	1.32E+01	3.15E+00	1.56E+00
SP16886	6.34E-01	7.07E+00	1.16E+01	1.04E+01	4.20E+00
SP96124	3.25E+00	1.56E+01	1.73E+01	2.21E+00	5.12E-01
SP19295	4.29E+00	1.48E+01	1.84E+01	4.32E+00	1.96E+00
SP19670	2.22E+00	1.19E+01	1.20E+01	2.12E+00	5.81E-01
SP17905	4.15E+01	1.79E+02	0.00E+00	1.43E+02	7.30E+00
SP16934	2.99E+00	6.96E+00	8.64E+00	2.25E+00	1.86E+00
SP20993	3.76E+00	1.44E+01	1.72E+01	2.59E+00	1.60E+00
SP19983	4.62E+00	1.54E+01	1.64E+01	3.10E+00	1.84E+00
SP18121	2.31E+02	2.37E+02	3.38E+00	7.53E+00	7.89E+00
SP96122	5.05E+00	2.03E+01	2.26E+01	2.92E+00	9.73E-01
SP119755	5.17E+00	8.21E+00	1.03E+01	3.22E+00	1.30E+00
SP96126	5.01E+00	2.74E+01	3.13E+01	1.49E+00	9.85E-01
SP19606	1.84E+00	3.22E+00	3.56E+00	3.00E+00	1.35E+00
SP96118	2.68E+01	3.20E+01	1.34E+00	7.18E+00	0.00E+00
SP21528	2.19E+00	1.09E+01	1.13E+01	1.87E+00	8.15E-01
SP21400	8.26E+00	1.04E+01	7.05E+00	9.84E+00	3.84E+00
SP23078	1.73E+00	3.87E+00	3.73E+00	3.92E+00	2.36E+00
SP17430	1.37E+00	3.65E+00	2.96E+00	2.73E+00	6.16E-01
SP96110	2.54E+00	7.44E+00	7.02E+00	2.69E+00	1.02E+00
SP18946	2.13E+01	4.22E+01	6.18E+00	2.77E+01	3.41E+00
SP21057	4.23E+00	7.61E+00	6.67E+00	4.11E+00	1.43E+00
SP22750	2.09E+00	1.07E+01	1.09E+01	2.28E+00	8.48E-01
SP19750	2.77E+00	1.16E+01	1.23E+01	1.61E+00	6.04E-01
SP17016	3.14E+00	1.06E+01	1.02E+01	3.03E+00	5.49E-01
SP16958	4.03E+00	2.81E+01	2.20E+01	9.76E+00	6.12E-01
SP17329	1.54E+00	2.97E+00	3.01E+00	2.55E+00	7.33E-01
SP96116	2.48E+00	1.49E+01	1.57E+01	2.00E+00	8.32E-01
SP96129	3.86E+00	1.58E+01	1.47E+01	4.50E+00	6.37E-01
SP21193	2.25E+00	4.49E+00	4.07E+00	2.95E+00	6.26E-01
SP18787	3.45E+00	2.47E+01	2.54E+01	2.93E+00	6.73E-01
SP96114	2.27E+00	9.29E+00	9.54E+00	2.48E+00	1.38E+00
SP19582	1.35E+00	3.15E+00	3.97E+00	2.46E+00	7.87E-01
SP17294	3.61E+00	1.04E+01	1.26E+01	2.48E+00	1.80E+00
SP80367	6.08E-01	3.82E+00	4.26E+00	2.68E+00	2.69E+00
SP82087	1.83E+00	6.08E+00	5.99E+00	2.08E+00	1.30E+00
SP80615	1.10E+01	3.46E+01	4.07E+00	3.19E+01	8.19E+00
SP80271	2.58E+00	8.94E+00	8.33E+00	2.64E+00	8.03E-01
SP81172	2.54E+00	5.47E+00	5.88E+00	4.47E+00	1.67E+00
SP81840	4.34E+00	1.56E+01	1.60E+01	3.00E+00	6.29E-01
SP80657	1.61E+00	3.94E+00	3.58E+00	2.08E+00	5.92E-01
SP81494	1.81E+00	5.36E+00	6.35E+00	5.15E+00	1.14E+00
SP81711	3.05E+00	7.26E+00	5.71E+00	5.67E+00	1.48E+00
SP80423	2.43E+00	4.30E+00	4.09E+00	4.34E+00	6.94E-01
SP80754	2.14E+00	5.24E+00	9.18E+00	6.76E+00	4.85E-01
SP81440	7.42E-01	3.74E+00	3.44E+00	1.49E+00	6.87E-01
SP80950	2.36E+00	6.82E+00	6.54E+00	2.14E+00	3.10E-01
SP82103	1.81E+00	1.37E+01	1.47E+01	1.83E+00	4.86E-01
SP81137	6.86E-01	6.17E+00	7.16E+00	4.49E+00	5.81E+00
DRUP01010006T	3.68E+00	2.02E+01	1.94E+01	4.46E+00	1.12E+00
CPCT02020319T	3.84E+00	2.26E+01	2.26E+01	4.31E+00	1.67E+00
CPCT02040021T	3.53E+00	1.81E+01	1.75E+01	4.26E+00	1.68E+00
CPCT02110003T	2.14E+00	1.56E+01	1.51E+01	2.23E+00	6.80E-01
