Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP97749	1.94E+00	1.32E+00	3.57E-01	1.65E+00	4.73E-01
SP49235	1.81E+00	1.44E+00	7.49E-01	1.73E+00	6.00E-01
SP50177	2.38E+00	1.52E+00	5.25E-01	2.05E+00	3.69E-01
SP97775	2.88E+00	2.33E+00	1.05E+00	2.39E+00	8.97E-01
SP97685	2.54E+00	1.23E+00	6.96E-01	2.33E+00	1.90E-01
SP97747	2.46E+00	1.71E+00	6.69E-01	2.03E+00	7.46E-01
SP97771	2.57E+00	1.68E+00	7.31E-01	2.11E+00	6.93E-01
SP97681	2.37E+00	1.55E+00	1.12E+00	2.11E+00	4.09E-01
SP98082	2.29E+00	1.59E+00	8.48E-01	1.94E+00	9.09E-01
SP49334	2.18E+00	1.54E+00	5.66E-01	1.67E+00	3.84E-01
SP49124	4.34E+00	2.64E+00	1.36E+00	5.03E+00	9.33E-01
SP115501	1.77E+00	2.04E+00	9.90E-01	1.32E+00	7.77E-01
SP98305	2.96E+00	2.89E+00	1.45E+00	2.07E+00	8.98E-01
SP49247	2.71E+00	2.43E+00	1.18E+00	1.81E+00	5.96E-01
SP49328	2.09E+00	1.82E+00	8.54E-01	1.49E+00	9.31E-01
SP98092	2.24E+00	1.62E+00	8.08E-01	2.05E+00	8.45E-01
SP120755	1.05E+00	4.88E-01	3.21E-01	1.06E+00	2.98E-01
SP49417	2.21E+00	1.57E+00	9.02E-01	2.13E+00	9.07E-02
SP49175	2.16E+00	2.06E+00	7.93E-01	1.14E+00	2.43E-02
SP49223	1.12E+00	1.18E+00	5.05E-01	1.27E+00	2.78E-01
SP49187	1.63E+00	1.12E+00	6.97E-01	1.24E+00	3.66E-01
SP49157	2.49E+00	1.80E+00	8.10E-01	1.82E+00	4.42E-01
SP49379	2.39E+00	1.83E+00	8.14E-01	1.60E+00	4.17E-01
SP49541	2.64E+00	2.06E+00	1.22E+00	2.06E+00	7.46E-01
SP98164	2.69E+00	2.09E+00	9.92E-01	2.03E+00	6.06E-01
SP49481	1.41E+00	4.86E-02	4.80E-01	1.40E+00	0.00E+00
SP98078	2.80E+00	1.74E+00	7.64E-01	2.39E+00	1.03E+00
SP106677	1.85E+00	1.72E+00	8.18E-01	1.65E+00	2.18E-01
SP106743	1.60E+00	1.18E+00	5.52E-01	1.52E+00	1.29E+00
SP98359	2.15E+00	1.80E+00	1.24E+00	2.13E+00	8.96E-01
SP98192	1.53E+00	1.47E+00	6.11E-01	1.01E+00	0.00E+00
SP98053	2.81E+00	1.89E+00	9.41E-01	1.85E+00	1.10E+00
SP106631	1.63E+00	1.19E+00	6.60E-01	1.36E+00	5.42E-01
SP49551	1.97E+00	1.55E+00	7.01E-01	1.39E+00	4.33E-01
SP49651	1.40E+00	2.26E+00	3.57E-01	2.62E+00	9.16E-01
SP98265	3.02E+00	2.28E+00	9.45E-01	2.67E+00	6.01E-01
SP98297	2.55E+00	1.59E+00	9.12E-01	2.07E+00	4.75E-01
SP98060	8.06E-01	0.00E+00	2.18E-01	8.75E-01	4.27E-01
SP98289	2.72E+00	1.78E+00	7.57E-01	2.06E+00	5.57E-01
SP115498	2.98E+00	2.67E+00	1.29E+00	1.37E+00	1.28E+00
SP98096	2.32E+00	2.16E+00	1.02E+00	1.64E+00	8.45E-01
SP49114	3.67E+00	1.94E+00	9.39E-01	3.42E+00	1.03E+00
SP98090	4.76E+00	4.20E+00	2.13E+00	2.05E+00	0.00E+00
SP49286	2.49E+00	1.58E+00	7.01E-01	1.90E+00	9.54E-01
SP49469	2.78E+00	1.78E+00	1.25E+00	2.29E+00	3.81E-01
SP49205	1.30E+00	1.31E+00	7.74E-01	1.48E+00	8.58E-01
SP98327	2.44E+00	1.67E+00	7.06E-01	1.75E+00	8.03E-01
SP49449	1.42E+00	1.32E+00	7.66E-01	9.36E-01	0.00E+00
SP49391	1.47E+00	1.27E+00	5.25E-01	1.50E+00	5.41E-01
SP49531	2.99E+00	2.69E+00	1.46E+00	2.07E+00	8.45E-01
SP49322	2.10E+00	1.93E+00	1.12E+00	1.30E+00	8.12E-01
SP49433	1.74E+00	1.64E+00	7.06E-01	1.42E+00	0.00E+00
SP109384	1.62E+00	1.22E+00	6.23E-01	1.69E+00	4.95E-01
SP98065	2.35E+00	1.70E+00	1.07E+00	2.08E+00	8.87E-01
SP49591	1.47E+00	1.42E+00	8.58E-01	1.31E+00	0.00E+00
SP49385	2.72E+00	1.42E+00	7.30E-01	2.55E+00	5.84E-01
SP98313	2.05E+00	2.02E+00	8.59E-01	1.23E+00	5.97E-01
SP49119	2.61E+00	1.98E+00	8.81E-01	1.59E+00	8.48E-01
SP109301	2.30E+00	2.00E+00	1.04E+00	1.55E+00	4.04E-02
SP115830	1.99E+00	2.06E+00	9.59E-01	1.62E+00	4.53E-01
SP49229	2.50E+00	2.43E+00	1.02E+00	1.22E+00	0.00E+00
SP98853	2.94E+00	2.12E+00	9.55E-01	2.51E+00	5.29E-01
SP98855	2.13E+00	1.64E+00	6.31E-01	1.56E+00	5.34E-01
SP98859	1.57E+00	1.51E+00	6.17E-01	1.74E+00	3.20E-01
SP98865	1.48E+00	1.37E+00	6.23E-01	1.25E+00	1.46E-01
SP98879	2.23E+00	1.34E+00	7.68E-01	1.81E+00	9.35E-01
SP98871	1.80E+00	1.43E+00	5.91E-01	1.45E+00	2.00E-01
SP98867	2.83E+00	2.15E+00	1.05E+00	2.32E+00	3.60E-01
SP98861	2.59E+00	1.50E+00	1.04E+00	2.23E+00	7.58E-01
SP98877	2.09E+00	1.43E+00	8.27E-01	1.50E+00	1.02E+00
SP98889	2.74E+00	2.26E+00	9.19E-01	2.56E+00	9.07E-01
SP98887	3.26E+00	2.43E+00	1.04E+00	2.07E+00	8.22E-01
SP98875	2.41E+00	1.86E+00	7.72E-01	2.01E+00	4.08E-01
SP98851	8.21E-01	7.92E-01	4.79E-01	9.01E-01	1.52E-01
SP98833	1.72E+00	8.60E-01	5.83E-01	1.78E+00	5.81E-01
SP98873	2.34E+00	1.73E+00	7.51E-01	2.06E+00	0.00E+00
SP98883	2.37E+00	2.01E+00	9.33E-01	1.51E+00	4.83E-01
SP98849	1.66E+00	9.54E-01	4.20E-01	1.45E+00	8.27E-01
SP98869	1.93E+00	1.88E+00	9.17E-01	1.25E+00	7.97E-01
SP98893	2.70E+00	2.20E+00	1.18E+00	1.80E+00	5.02E-01
SP98847	1.96E+00	1.58E+00	7.37E-01	1.33E+00	4.34E-01
SP98881	3.05E+00	1.78E+00	1.05E+00	2.84E+00	9.59E-01
SP98841	1.71E+00	1.33E+00	7.32E-01	1.28E+00	5.96E-01
SP98845	3.84E+00	0.00E+00	3.27E+00	2.08E+00	4.86E-01
SP98839	2.28E+00	1.38E+00	6.98E-01	2.16E+00	8.27E-01
SP98843	1.84E+00	1.38E+00	6.39E-01	1.29E+00	1.43E-01
SP98863	1.26E+00	1.00E+00	4.39E-01	9.59E-01	4.46E-01
SP98891	2.23E+00	1.50E+00	9.39E-01	1.78E+00	8.50E-01
SP98885	2.37E+00	1.78E+00	7.84E-01	1.88E+00	8.75E-01
SP107047	2.66E+00	1.90E+00	9.50E-01	2.40E+00	4.97E-01
SP107050	2.19E+00	1.90E+00	7.04E-01	1.21E+00	2.38E-01
SP99261	2.17E+00	1.59E+00	7.38E-01	1.88E+00	1.00E-01
SP107052	1.67E+00	1.56E+00	6.61E-01	1.35E+00	0.00E+00
SP99269	1.90E+00	1.49E+00	5.87E-01	1.58E+00	2.43E-02
SP99271	1.43E+00	9.30E-01	4.11E-01	1.07E+00	0.00E+00
SP107056	2.92E+00	2.27E+00	1.21E+00	2.13E+00	2.00E-02
SP107060	2.10E+00	1.86E+00	9.66E-01	1.77E+00	6.41E-01
SP99279	2.25E+00	1.69E+00	7.61E-01	1.60E+00	5.91E-01
SP107063	1.89E+00	1.25E+00	5.58E-01	1.41E+00	0.00E+00
SP107068	2.07E+00	1.78E+00	9.69E-01	1.25E+00	0.00E+00
SP107071	2.55E+00	1.87E+00	8.44E-01	2.14E+00	5.67E-01
SP107073	4.93E-01	3.51E-01	1.72E-01	4.30E-01	1.66E-01
SP98896	2.99E+00	2.65E+00	1.01E+00	2.07E+00	6.23E-01
SP99003	2.60E+00	2.37E+00	1.11E+00	2.19E+00	8.15E-01
SP107076	4.52E+00	2.52E+00	1.63E+00	4.71E+00	1.23E+00
SP107078	1.68E+00	1.19E+00	6.27E-01	1.29E+00	3.06E-01
SP107080	2.42E+00	1.60E+00	1.08E+00	2.65E+00	9.39E-01
SP98898	2.37E+00	2.02E+00	6.58E-01	1.73E+00	7.60E-01
SP107084	2.04E+00	1.62E+00	7.60E-01	1.69E+00	8.33E-01
SP107088	1.28E+00	1.03E+00	7.00E-01	1.33E+00	5.07E-01
SP107091	1.95E+00	1.83E+00	1.08E+00	1.76E+00	7.98E-01
SP107094	1.30E+00	9.60E-01	5.06E-01	1.05E+00	2.71E-01
SP112224	2.18E+00	1.50E+00	8.47E-01	2.00E+00	7.75E-01
SP107097	2.27E+00	1.63E+00	7.22E-01	1.60E+00	4.97E-01
SP107101	3.61E+00	2.68E+00	1.25E+00	2.90E+00	4.26E-01
SP98900	2.30E+00	1.79E+00	7.01E-01	1.75E+00	3.41E-01
SP107104	1.77E+00	1.12E+00	6.13E-01	1.51E+00	6.83E-01
SP107109	1.46E+00	1.33E+00	6.12E-01	1.29E+00	9.00E-02
SP107111	2.50E+00	2.04E+00	9.31E-01	1.71E+00	0.00E+00
SP107115	3.41E-01	2.32E-01	2.05E-01	2.03E-01	2.41E-01
SP98902	3.02E+00	1.77E+00	1.05E+00	2.96E+00	4.04E-01
SP107119	2.37E+00	2.01E+00	1.02E+00	1.48E+00	4.46E-01
SP98904	1.70E+00	9.44E-01	5.61E-01	1.32E+00	0.00E+00
SP98909	3.24E+00	1.87E+00	7.63E-01	2.64E+00	3.31E-01
SP107121	3.20E+00	2.17E+00	1.04E+00	2.59E+00	5.18E-01
SP107123	2.44E+00	1.67E+00	6.78E-01	2.03E+00	5.91E-01
SP98907	2.85E+00	2.05E+00	9.64E-01	2.11E+00	7.50E-01
SP107132	6.98E-01	5.54E-01	3.62E-01	5.79E-01	2.42E-01
SP107136	2.87E+00	1.80E+00	9.32E-01	2.71E+00	9.98E-01
SP107141	1.24E+00	9.58E-01	6.33E-01	1.12E+00	5.01E-01
SP98913	2.64E+00	1.73E+00	7.79E-01	2.03E+00	4.71E-01
SP107146	2.19E+00	1.64E+00	8.39E-01	1.84E+00	5.84E-01
SP107150	2.10E+00	1.37E+00	6.66E-01	1.76E+00	5.96E-01
SP98915	1.75E+00	1.45E+00	5.70E-01	1.23E+00	8.16E-01
SP107152	2.41E+00	1.99E+00	7.35E-01	1.58E+00	8.28E-01
SP107155	1.88E+00	1.35E+00	6.91E-01	1.60E+00	1.00E-02
SP112125	1.81E+00	1.18E+00	5.45E-01	1.52E+00	1.42E-01
SP98921	1.86E+00	1.21E+00	5.98E-01	1.71E+00	7.45E-01
