Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP97749	184	95	5	67	12
SP49235	195	122	21	73	16
SP50177	292	114	13	78	4
SP97775	484	207	63	223	29
SP97685	163	100	15	215	8
SP97747	303	130	24	110	18
SP97771	366	129	30	138	13
SP97681	411	114	54	113	3
SP98082	277	185	35	124	20
SP49334	235	139	17	88	5
SP49124	80	130	35	1006	29
SP115501	108	375	43	40	14
SP98305	396	591	70	92	12
SP49247	453	277	55	107	11
SP49328	267	179	32	73	17
SP98092	217	154	39	113	28
SP120755	82	8	5	39	5
SP49417	287	196	46	142	3
SP49175	168	417	22	35	0
SP49223	34	135	9	107	0
SP49187	266	75	27	45	4
SP49157	496	140	30	36	8
SP49379	256	301	23	66	5
SP49541	337	256	71	158	12
SP98164	542	206	39	87	8
SP49481	94	0	12	76	0
SP98078	442	109	22	191	21
SP106677	211	157	40	90	0
SP106743	90	90	21	46	20
SP98359	189	300	58	134	21
SP98192	35	366	10	31	0
SP98053	367	242	45	84	23
SP106631	251	68	17	85	4
SP49551	299	144	25	10	4
SP49651	0	149	0	649	0
SP98265	289	336	54	159	10
SP98297	505	98	40	99	12
SP98060	76	0	5	9	0
SP98289	371	183	30	161	13
SP115498	490	303	89	0	40
SP98096	327	268	47	71	22
SP49114	639	121	36	272	28
SP98090	778	979	122	0	0
SP49286	336	124	24	102	17
SP49469	178	235	72	190	7
SP49205	57	167	36	101	9
SP98327	323	154	25	89	19
SP49449	27	314	24	30	0
SP49391	128	87	10	97	10
SP49531	455	439	102	78	21
SP49322	169	344	59	50	11
SP49433	143	155	24	58	0
SP109384	126	103	21	87	7
SP98065	298	121	53	119	24
SP49591	153	119	57	68	2
SP49385	306	105	21	190	9
SP98313	84	454	39	41	12
SP49119	281	228	40	55	14
SP109301	449	204	57	40	1
SP115830	163	299	42	66	4
SP49229	16	843	8	32	0
SP98853	462	274	38	146	10
SP98855	169	218	13	79	4
SP98859	113	205	23	99	0
SP98865	79	106	35	60	3
SP98879	314	78	31	115	7
SP98871	180	134	22	69	0
SP98867	334	278	38	165	0
SP98861	430	107	53	162	21
SP98877	344	98	22	44	20
SP98889	352	245	47	148	21
SP98887	481	275	51	104	16
SP98875	377	259	28	137	8
SP98851	42	35	11	30	2
SP98833	206	45	19	78	6
SP98873	439	181	31	102	0
SP98883	276	338	48	77	2
SP98849	154	59	7	69	18
SP98869	111	252	48	64	16
SP98893	378	366	65	84	1
SP98847	237	148	30	53	9
SP98881	331	176	47	232	32
SP98841	238	83	21	32	4
SP98845	331	0	8840	29	14
SP98839	297	75	38	114	13
SP98843	253	101	19	53	4
SP98863	68	115	7	34	4
SP98891	311	128	44	103	18
SP98885	370	163	50	116	14
SP107047	512	150	30	111	4
SP107050	331	156	19	29	0
SP99261	322	131	34	109	5
SP107052	200	181	29	52	0
SP99269	295	110	20	59	0
SP99271	251	27	9	4	0
SP107056	474	318	46	84	4
SP107060	240	208	37	102	5
SP99279	309	178	19	74	6
SP107063	185	83	18	72	0
SP107068	219	267	37	29	0
SP107071	471	124	33	141	7
SP107073	39	7	1	2	0
SP98896	468	324	48	125	15
