MutationType	SP109953	SP107650	SP13206	SP13078	SP107607	SP109941	SP109801	SP13072	SP107595	SP107640	SP13084	SP107603	SP109957	SP114020	SP96540	SP114032	SP107624	SP107575	SP13242	SP114016	CPCT02070011T	CPCT02020317T	CPCT02010352T	CPCT02010362T	CPCT02010366T	CPCT02010383T	CPCT02050049T	CPCT02020350T	CPCT02060023T	CPCT02080030T	CPCT02060010T	CPCT02040037T	CPCT02070018T	CPCT02080041T	CPCT02070029T	CPCT02060033T	CPCT02020399T	CPCT02140024T	CPCT02080050T	CPCT02030293T	CPCT02010441T	CPCT02090030T	CPCT02010718T	CPCT02020653T	CPCT02340008TII	CPCT02020876T	CPCT02370016T	CPCT02070275T	CPCT02011028T	CPCT02230072T	CPCT02130028T	CPCT02060182T	CPCT02020657T	DRUP01090026T	CPCT02130029T	CPCT02340010TII	DRUP01020022T	CPCT02120103T	CPCT02300030T	CPCT02150044T	CPCT02020920T	CPCT02080192T	CPCT02130170T	CPCT02260014T	CPCT02020922T	CPCT02011072T	CPCT02010758T	WIDE01010006T	CPCT02040220T	CPCT02100157T	CPCT02230088T	CPCT02130178T	WIDE01010017T	WIDE01010025T	WIDE01010028T	WIDE01010012T	WIDE01010031T	CPCT02020956T	CPCT02010774T	CPCT02010756T	WIDE01010045T	CPCT02080204T	WIDE01010037T	WIDE01010056T	CPCT02070298T	WIDE01010594T	WIDE01010078T	CPCT02130054T	CPCT02040228T	WIDE01010051T	CPCT02050319T	CPCT02020689T	WIDE01010043T	WIDE01010112T	WIDE01010092T	WIDE01010119T	CPCT02170022T	WIDE01010120T	WIDE01010127T	CPCT02300036T	WIDE01010146T	CPCT02070309T	WIDE01010157T	WIDE01010170T	CPCT02020696T	CPCT02030471T	CPCT02130032T	CPCT02070310T	WIDE01010164T	WIDE01010190T	WIDE01010182T	DRUP01050040TII	WIDE01010225T	CPCT02050348T	WIDE01010275T	CPCT02010810T	CPCT02060206T	WIDE01010284T	WIDE01010330T	WIDE01010312T	WIDE01010317T	WIDE01010337T	CPCT02220043T	CPCT02130094T	WIDE01010329T	WIDE01010331T	CPCT02010828T	WIDE01010101T	WIDE01010349T	WIDE01010342T	WIDE01010359T	WIDE01010370T	WIDE01010369T	CPCT02340084T	DRUP01030015T	CPCT02060236T	CPCT02120125T	CPCT02230098T	DRUP01090015T	WIDE01010401T	CPCT02230105T	CPCT02080223T	CPCT02020730T	CPCT02010831T	WIDE01010428T	CPCT02290039T	CPCT02010843T	CPCT02130103T	CPCT02070337T	WIDE01010440T	WIDE01010404T	CPCT02080229T	CPCT02050363T	CPCT02040250T	CPCT02040251T	CPCT02260022T	CPCT02340090T	CPCT02450013T	CPCT02070347T	CPCT02060140T	CPCT02020720T	CPCT02230109T	DRUP01090019T	CPCT02120144T	CPCT02080240T	CPCT02130125T	CPCT02070355T	CPCT02010872T	CPCT02010878T	CPCT02090054T	CPCT02330117T	CPCT02170031T	CPCT02020765T	CPCT02010851T	CPCT02020756T	DRUP01170001T	WIDE01010617T	WIDE01010627T	CPCT02030502T	CPCT02030507T	WIDE01010595T	CPCT02040273T	CPCT02030520T	CPCT02110075T	CPCT02290050T	CPCT02290053T	CPCT02080257T	CPCT02290054T	CPCT02080256T	CPCT02030497T	DRUP01290001T	CPCT02070372T	CPCT02290051T	CPCT02020815T	CPCT02040271T	CPCT02130154T	CPCT02120164T	CPCT02020797T	DRUP01010099T	CPCT02340104T	CPCT02380018T	CPCT02340010TIII	CPCT02060033TII	CPCT02020582T	DRUP01050040T	CPCT02180041T	CPCT02060137T	CPCT02070403T	CPCT02050264T	CPCT02060143T	CPCT02010988T	CPCT02010993T	CPCT02450003T	CPCT02230049T	CPCT02010995T	CPCT02010878TII	CPCT02010656T	CPCT02010645T	DRUP01330016T	DRUP01080005T	CPCT02020879T	DRUP01090004T	CPCT02020613T	DRUP01110006T	CPCT02010993TII	CPCT02060125T	CPCT02010647T	CPCT02170013T	CPCT02170009T	CPCT02170012T	CPCT02020608T	CPCT02010653T	CPCT02230061T	CPCT02050282T	CPCT02010560T	CPCT02380007T	CPCT02380006T	CPCT02080105T	CPCT02340010T	CPCT02010574T	CPCT02180026T	CPCT02100074T	CPCT02120018T	CPCT02380008T	CPCT02170003T	CPCT02020523T	CPCT02060081T	CPCT02110035T	CPCT02080118T	CPCT02010589T	CPCT02030349T	CPCT02110039T	CPCT02030353T	CPCT02020540T	CPCT02010611T	CPCT02010608T	CPCT02330041T	CPCT02380013T	CPCT02010613T	CPCT02010577T	CPCT02050202T	CPCT02020559T	CPCT02050213T	CPCT02020568T	CPCT02030364T	CPCT02050192T	CPCT02010596T	CPCT02030365T	DRUP01010036T	CPCT02230043T	CPCT02080135T	CPCT02050229T	CPCT02010632T	CPCT02020579T	CPCT02020587T	CPCT02070040T	CPCT02070050T	CPCT02300004T	CPCT02020424T	CPCT02020433T	CPCT02010466T	CPCT02010454T	CPCT02140036T	CPCT02010350T	CPCT02100039T	CPCT02050106T	CPCT02020415T	CPCT02180014T	CPCT02090006T	CPCT02020444T	CPCT02030314T	CPCT02190010T	DRUP01010013T	CPCT02080086T	CPCT02010438T	CPCT02190012T	CPCT02010486T	CPCT02060077T	CPCT02020491T	CPCT02010538T	CPCT02170001T	CPCT02170002T	CPCT02050142T	CPCT02080071T	CPCT02020499T	CPCT02340008T	CPCT02020505T	CPCT02080158T	CPCT02010571T	CPCT02380010T	CPCT02110047T	CPCT02030425T	CPCT02080168T	CPCT02020641T	CPCT02230065T	CPCT02330074T	CPCT02010697T	CPCT02090028T	CPCT02450008T	CPCT02010688T	CPCT02020646T	CPCT02010704T	CPCT02010705T	CPCT02250003T	CPCT02010698T	WIDE01010622T	WIDE01010631T	WIDE01010635T	WIDE01010636T	WIDE01010658T	WIDE01010504T	WIDE01010493T	WIDE01010304T	WIDE01010568T	WIDE01010464T	WIDE01010467T	WIDE01010486T	WIDE01010516T	WIDE01010510T	WIDE01010583T	WIDE01010566T	WIDE01010578T	WIDE01010599T	WIDE01010604T	WIDE01010614T	WIDE01010662T	WIDE01010672T	WIDE01010686T	WIDE01010532T	WIDE01010703T	WIDE01010712T	WIDE01010721T	WIDE01010663T
3:Ins:R:1	4	2	1	2	2	0	1	3	2	0	1	1	6	7	1	2	0	0	1	3	0	0	1	0	0	1	2	1	4	5	6	5	2	1	3	3	8	3	1	4	4	2	0	1	0	0	1	0	3	27	0	0	0	1	0	2	0	1	2	1	2	1	3	4	1	0	2	2	2	4	6	0	5	2	12	3	7	2	1	1	1	3	2	6	2	2	3	2	0	1	3	1	1	2	0	1	0	2	2	1	2	0	5	0	0	4	1	5	4	2	2	4	1	0	8	1	1	2	0	1	1	1	6	9	7	1	2	4	0	2	1	1	1	0	2	0	4	1	0	2	1	3	0	5	1	12	1	9	3	2	2	0	3	3	2	1	4	1	1	1	4	0	5	1	1	3	1	0	5	10	1	5	0	0	1	1	0	0	0	1	7	3	3	6	2	2	1	0	2	4	14	0	1	5	2	1	5	2	5	1	2	0	2	0	1	1	1	0	2	2	0	8	4	3	2	6	4	2	6	3	0	4	2	2	8	2	2	3	1	4	1	0	1	5	0	2	3	2	0	3	6	5	0	3	2	3	2	1	1	1	6	3	2	5	0	0	7	1	3	0	0	2	1	2	3	3	0	1	1	2	4	1	2	0	1	4	2	2	0	1	1	3	3	0	5	2	0	4	1	5	2	1	2	3	0	3	2	2	6	1	1	1	2	5	0	1	1	1	1	5	4	0	2	2	1	8	0	7	3	0	1	2	0	351	1	1	6	0	0	3	2	4	1	0	10	0	0	5	3	1	1	4	4	3	4	2	3	0	7	1	0	1	2
3:Ins:R:2	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	3	1	0	3	0	0	0	0	0	0	6	1	0	1	0	0	1	0	3	13	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	2	0	0	0	1	3	2	0	0	0	0	2	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	1	0	0	1	0	1	0	0	3	1	0	0	0	1	0	0	1	0	2	1	0	0	1	0	1	0	0	0	0	2	0	1	1	2	0	0	0	2	0	0	2	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	2	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	1	2	0	0	0	1	0	0	0	3	2	0	0	0	3	2	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	2	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	1	1	3	0	1	0	0	2	0	0	0	1	1	1	1	0	1	1	0	1	0	3	0	0	0	0	0	59	0	1	0	0	2	1	0	0	1	0	1	0	0	1	1	0	0	0	2	1	1	0	0	0	1	0	0	1	0
3:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:4	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0
3:Ins:R:5	0	0	1	0	1	0	1	0	1	0	3	0	1	1	1	1	0	0	0	1	10	0	0	0	0	0	0	0	5	1	1	5	1	0	0	2	1	15	0	1	69	2	1	0	0	0	0	1	1	58	0	0	1	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0	1	1	2	0	0	0	0	0	4	0	0	0	0	0	5	0	2	1	0	1	1	1	0	0	0	2	0	0	0	0	2	2	1	0	0	2	1	0	0	5	1	0	2	3	0	0	0	0	1	0	0	1	0	0	3	2	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	5	0	2	0	0	1	0	0	1	0	1	0	1	3	0	0	0	3	0	1	0	0	0	0	2	2	4	0	0	0	3	0	1	0	1	2	0	1	7	0	0	0	0	0	0	5	0	0	1	0	1	3	0	1	0	1	2	3	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	1	2	1	1	1	2	0	0	0	0	1	3	0	1	2	0	2	0	3	1	0	1	0	0	0	0	3	0	64	0	6	0	0	0	8	0	0	0	1	1	0	0	0	0	0	0	0	1	3	0	0	0	0	3	2	0	0	0	1	0	1	0	4	1	0	0	0	1	0	0	0	0	0	2	0	0	4	0	1	0	0	6	0	0	0	3	0	0	3	0	0	0	0	5	0	1	2	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	4	2	0	0	35	1	1	1	2	1	0	3	0	1	0	1
4:Ins:R:0	0	0	0	0	2	1	2	0	2	0	1	0	2	2	0	0	0	0	0	0	12	4	2	1	0	0	1	3	7	17	11	21	3	3	3	10	11	6	2	3	52	3	6	3	1	2	3	6	6	178	10	1	1	4	2	6	4	1	1	3	4	6	3	11	2	0	3	2	8	7	37	2	7	1	11	4	16	0	4	6	5	0	17	6	4	2	4	12	3	8	1	4	3	6	3	4	3	6	28	5	3	5	13	7	2	7	1	29	7	1	7	30	5	3	2	5	20	5	2	17	11	10	26	5	13	3	8	17	2	2	4	2	0	14	11	7	8	23	2	1	4	11	4	21	3	16	4	10	7	2	16	3	6	2	2	13	4	8	7	8	0	9	6	1	3	6	4	2	11	16	6	10	4	1	2	10	5	2	6	4	7	6	3	10	3	4	4	5	3	20	11	2	3	23	2	2	11	4	1	2	8	5	6	4	17	2	0	2	4	12	5	8	5	14	2	12	0	3	19	30	4	13	4	2	5	2	4	5	6	2	2	1	9	15	3	2	12	17	8	4	13	5	5	2	4	4	3	3	7	1	44	5	15	8	1	4	29	0	3	3	1	8	9	2	0	5	5	0	4	7	7	12	0	2	4	16	5	3	5	6	3	4	4	2	23	5	5	6	1	5	1	0	1	18	0	8	8	7	26	4	1	4	2	12	1	1	1	10	6	14	13	9	2	3	5	7	4	29	7	5	4	1	7	44	5	11	6	10	5	7	6	1	1	3	18	1	1	6	4	6	4	53	3	3	4	8	4	3	6	7	0	2	4
4:Ins:R:1	3	0	2	1	1	0	3	2	3	1	0	4	10	4	1	2	0	3	0	2	10	0	1	0	0	0	2	2	3	5	6	3	5	3	3	7	4	1	1	1	9	1	1	2	1	0	2	3	4	21	1	0	2	3	0	4	2	2	2	0	5	4	2	7	2	0	1	1	1	2	10	1	2	0	9	3	7	1	1	3	3	3	13	9	3	3	3	2	1	1	2	4	0	6	0	0	0	2	5	2	0	4	6	1	1	0	2	5	2	2	5	3	1	2	1	1	6	2	1	2	1	0	5	4	5	1	1	2	2	1	1	1	1	1	3	1	3	4	0	0	0	4	4	5	3	16	1	5	2	1	2	1	2	1	0	3	2	0	3	0	0	3	3	2	1	3	1	1	4	7	3	11	0	2	0	1	2	3	2	0	5	4	1	5	1	1	0	1	2	3	16	1	3	2	2	1	9	1	1	0	2	4	7	0	1	2	0	2	1	3	1	4	1	3	1	6	0	2	6	1	1	1	1	3	4	2	5	2	0	1	1	1	2	1	1	0	4	5	5	0	3	2	5	1	1	2	2	2	3	2	4	3	4	0	0	2	9	1	0	3	2	4	1	0	3	1	1	1	0	2	4	0	1	1	2	7	7	1	0	2	0	0	0	0	7	6	0	2	1	1	1	4	3	0	0	6	2	6	10	0	1	0	2	5	0	1	1	0	0	4	10	0	0	1	2	6	0	6	3	0	1	0	0	581	2	3	6	6	2	5	4	3	0	0	2	2	2	2	1	1	3	4	4	4	6	2	3	2	3	0	0	6	1
4:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	4	1	0	1	0	1	1	0	1	4	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	1	2	0	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	2	0	0	1	1	0	0	1	1	0	1	4	1	0	0	0	1	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	2	1	0	0	0	0	0	0	1	0	5	0	1	0	0	0	1	1	1	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	2	2	1	2	0	1	0	0	2	0	1	0	1	2	1	0	1	0	1	0	1	0	1	0	23	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	4	1	1	1	0	0	0	1	1	0	0	0
4:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	25	0	0	0	0	0	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	2	0	2	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	9	2	0	0	2	1	0	0	0	0	0	1
4:Ins:R:4	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	2	2	0	0	1	1	0	6	0	0	34	1	0	0	1	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	3	3	0	1	2	0	0	0	0	3	0	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	2	1	4	0	0	0	1	0	0	0	1	1	0	0	3	0	1	0	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	2	0	1	1	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	13	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	2	0	1	1	0	4	0	0	0	0
4:Ins:R:5	2	0	1	0	0	1	0	0	0	0	1	0	2	1	0	1	0	0	0	1	5	1	0	0	0	0	1	0	2	0	2	1	1	0	0	0	0	2	0	0	26	0	2	0	0	0	1	0	0	24	0	1	0	1	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	2	0	0	0	1	0	1	1	0	2	1	0	0	0	1	3	0	1	0	0	0	0	0	3	0	0	3	0	1	0	1	0	0	0	0	0	1	0	2	0	1	0	1	0	0	1	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	6	0	2	1	0	0	0	2	0	0	2	1	0	2	0	0	5	1	0	0	1	0	0	2	3	1	3	0	0	0	0	0	0	0	1	2	1	0	4	0	0	0	1	0	1	7	0	0	0	0	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	1	0	0	1	0	1	1	0	1	0	0	0	0	3	3	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	15	1	3	2	0	0	9	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	2	1	1	0	1	1	3	4	2	0	0	2	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	2	0	1	15	1	2	2	0	1	0	1	0	0	0	1
5:Ins:R:0	2	1	1	0	0	2	2	2	4	0	0	1	6	7	1	2	1	1	2	1	44	28	13	11	9	35	22	16	14	131	28	95	21	29	16	48	47	52	34	25	234	49	57	58	67	11	51	53	20	377	64	27	47	15	28	102	16	39	46	11	19	71	17	54	10	8	58	13	36	53	136	10	21	19	28	39	47	9	19	41	15	25	32	29	17	15	14	54	36	24	54	55	12	21	17	12	59	13	46	31	3	38	32	14	39	117	61	71	23	13	31	55	33	23	13	28	120	14	7	51	45	32	88	32	58	14	46	33	13	16	13	9	15	22	23	46	31	64	28	19	33	64	50	47	15	93	55	62	60	10	40	45	63	39	45	21	18	36	45	24	25	66	28	13	14	25	25	24	54	55	21	44	50	51	40	42	15	9	16	33	21	21	29	59	52	33	21	22	48	67	85	32	66	59	69	14	81	33	37	31	93	112	121	28	25	55	20	10	51	46	29	17	30	83	29	36	41	40	48	222	9	45	33	20	17	84	61	66	71	69	70	63	54	62	11	16	22	36	31	19	25	31	31	13	81	23	17	24	7	18	176	49	55	42	15	13	38	14	19	43	44	49	57	15	45	88	41	42	70	23	81	31	32	38	80	96	35	29	15	15	18	12	15	16	45	14	16	13	22	43	12	20	13	39	15	22	25	18	66	24	11	19	20	42	27	17	14	50	80	34	61	35	14	54	45	78	52	99	54	20	21	71	48	43	23	25	15	27	20	17	13	19	11	9	45	8	8	18	18	11	21	112	25	30	27	44	20	17	14	18	15	18	15
5:Ins:R:1	6	8	2	5	5	2	4	14	13	5	8	6	44	39	4	3	1	0	5	3	25	3	2	3	1	3	2	15	19	16	11	51	15	3	2	14	12	8	5	9	34	13	3	8	3	5	5	4	10	61	2	1	4	5	4	10	2	10	5	4	12	8	12	30	6	1	0	4	2	9	23	6	10	2	26	9	9	5	2	3	3	4	31	3	4	3	13	7	6	6	3	11	4	16	6	11	4	4	6	15	6	2	16	6	5	2	2	11	6	4	13	5	5	5	11	5	14	4	2	14	16	11	30	15	15	3	10	14	6	4	3	3	9	9	12	6	10	3	5	8	2	8	3	11	7	26	4	12	9	3	9	3	9	5	7	5	3	8	14	8	3	18	10	8	8	13	4	6	8	29	12	12	4	5	1	8	5	1	13	5	13	5	12	18	4	5	2	8	12	16	25	5	5	18	0	6	14	5	13	3	10	19	14	3	3	8	2	3	7	12	4	18	6	18	6	9	0	2	25	10	5	1	9	7	14	15	9	8	5	4	3	2	15	16	3	2	7	9	16	9	22	10	6	10	2	13	5	7	6	8	3	10	15	13	2	7	33	5	3	4	10	4	7	3	6	7	3	3	8	7	8	4	3	4	6	32	28	8	2	5	2	1	7	3	27	9	4	10	5	4	2	3	4	14	2	10	1	6	34	4	9	6	5	24	7	3	9	14	1	13	18	7	3	2	7	10	7	62	12	3	7	12	2	21	3	21	17	8	10	8	6	5	0	4	24	2	2	9	4	2	13	9	9	18	12	5	4	1	14	4	7	13	5
5:Ins:R:2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	1	0	0	0	14	0	0	0	1	0	0	0	0	4	0	3	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	2	0	0	0	1	0	2	0	0	1	0	1	3	1	0	0	1	0	1	0	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	2	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	1	0	2	0	4	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	0	0	2	3	0	1	0	0	0	0	0	2	1	0	0	1	0	4	0	1	1	0	0	1	4	0	0	0	0	0	1	0	1	0	2	2	1	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	2	0	0	0	0	0	1	0	1	3	1	0	0	0	2	3	0	1	1	2	2	1	1	2	0	0	1	2	0	2	0	0	12	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	1	1	0	0	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	3	1	0	0	0	0	1	2	0	0	0	0	2	2	2	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	1	2	0	0	0	2	0	0	0	0	1	0	0	1	0	5	1	1	0	1
5:Ins:R:3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	10	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	1	1	1	1	0	0	0	1	0	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	1	2
