MutationType	CPCT02030262T	CPCT02190001T	CPCT02160010T	CPCT02330006T	CPCT02030290T	CPCT02060058T	CPCT02130025T	CPCT02060167T	CPCT02090031T	CPCT02220061T	DRUP01020037T	CPCT02380033T	CPCT02100135T	CPCT02080286T	CPCT02380032T	CPCT02250006T	CPCT02050312T	CPCT02270017T	CPCT02060210T	CPCT02090039T	CPCT02110060T	CPCT02130044T	CPCT02130047T	WIDE01010068T	WIDE01010103T	CPCT02440009T	WIDE01010243T	CPCT02130079T	CPCT02130082T	CPCT02210054T	CPCT02120131T	CPCT02370030T	CPCT02090047T	CPCT02130118T	CPCT02080238T	CPCT02130120T	CPCT02030501T	CPCT02190041T	CPCT02130133T	CPCT02130129T	CPCT02290049T	CPCT02380050T	CPCT02090060T	CPCT02210068T	CPCT02410012T	DRUP01090022T	CPCT02050246T	CPCT02050244T	CPCT02060111T	CPCT02050070T	CPCT02250001T	CPCT02070231T	CPCT02210016T	CPCT02070132T	CPCT02180029T	CPCT02050195T	CPCT02060107T	CPCT02070177T	CPCT02030366T	CPCT02050223T	CPCT02060116T	CPCT02050239T	CPCT02210031T	CPCT02230035T	CPCT02050089T	CPCT02180009T	CPCT02330014T	CPCT02230001T	CPCT02040083T	CPCT02180020T	CPCT02050135T	CPCT02020483T	CPCT02080091T	CPCT02260012T	CPCT02210036T	CPCT02130014T	CPCT02130010T	CPCT02250002T	CPCT02090027T	DRUP01070119T	CPCT02050447T	CPCT02330135T	CPCT02200008T	CPCT02200009T
2:Ins:R:5	4	10	11	13	20	12	20	10	8	35	13	10	11	1	12	6	5	13	17	12	14	10	21	23	3	11	4	7	10	12	12	12	14	11	16	19	4	18	9	2	27	11	6	13	5	21	11	16	8	4	9	7	2949	12	5	3	28	10	17	12	7	15	4	14	81	3	3	6	5	17	18	10	19	16	20	3	12	9	5	110	13	12	7	7
3:Ins:R:0	0	5	4	1	8	5	3	4	6	1	7	3	2	2	5	1	4	2	5	3	4	1	6	1	2	4	1	1	5	1	1	1	14	3	2	1	4	4	1	1	7	4	2	2	6	6	2	5	1	1	4	1	104	4	4	2	4	3	4	2	2	2	2	4	9	6	0	0	1	11	7	4	3	2	2	1	2	0	1	6	1	2	0	4
3:Ins:R:1	1	2	5	0	1	6	3	3	4	3	4	1	1	2	1	0	3	0	2	3	2	1	1	2	0	1	2	1	1	1	2	2	2	2	2	3	1	4	2	1	2	0	0	2	1	0	0	2	0	0	1	0	13	0	2	1	4	1	2	1	2	2	1	2	6	3	0	0	1	5	2	1	4	7	3	1	6	1	1	7	0	0	2	3
3:Ins:R:2	1	0	0	0	5	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	3	0	1	0	2	1	0	0	0	0	0	0	0	0	0
3:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
3:Ins:R:4	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1
3:Ins:R:5	0	0	0	1	0	0	1	0	1	3	0	0	0	0	1	2	0	0	0	4	0	0	1	1	0	2	0	1	1	0	2	1	2	1	1	0	1	2	1	0	0	0	1	0	0	0	2	1	0	0	1	1	196	1	0	0	3	0	1	0	0	2	0	0	5	0	0	0	0	2	1	3	0	1	4	0	3	0	0	4	0	1	0	0
4:Ins:R:0	2	5	5	1	10	7	3	4	2	10	9	6	1	1	6	4	2	0	2	5	3	2	10	5	1	6	1	2	6	3	3	9	14	0	3	6	3	9	2	4	6	5	3	4	2	2	7	8	1	4	8	1	299	1	2	5	7	1	3	3	1	5	3	7	10	3	3	3	3	21	12	5	9	3	3	1	6	1	5	38	4	5	1	6
4:Ins:R:1	0	4	2	0	2	3	3	3	0	3	0	1	0	1	6	1	1	1	0	0	1	2	3	1	0	1	2	0	3	0	2	0	3	4	1	3	3	3	2	0	1	0	2	1	1	2	0	4	0	2	2	2	40	1	3	1	3	1	3	2	0	3	2	1	2	2	0	1	2	7	2	1	0	4	5	2	1	1	1	13	2	4	0	1
4:Ins:R:2	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	48	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	5	1	0	0	0
4:Ins:R:3	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	1	0	75	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0
4:Ins:R:4	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	97	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	1	2	1	1	0	0
4:Ins:R:5	2	0	0	0	1	1	2	0	1	1	0	1	1	0	1	2	2	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	1	2	0	0	0	2	1	2	1	1	0	1	0	2	1	3	0	0	1	0	40	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	5	0	2	1	0	0	1	1	1	0	2	0	1	0	0
5:Ins:R:0	15	29	30	26	63	28	27	26	23	17	28	26	18	12	34	37	23	64	45	17	37	50	59	18	8	61	13	42	45	22	49	78	140	27	22	51	37	24	32	22	40	59	29	44	34	52	71	55	77	44	44	30	592	16	29	16	18	20	18	49	20	43	42	55	41	30	7	4	29	49	94	23	8	77	96	16	34	41	9	123	8	10	5	14
5:Ins:R:1	0	5	9	4	21	7	2	2	8	10	13	10	7	2	1	7	5	7	2	8	5	2	9	9	4	7	3	3	11	3	4	5	21	4	5	7	10	8	7	5	7	8	4	9	9	16	17	7	7	4	7	3	90	3	6	1	12	2	10	6	5	10	2	3	13	12	7	5	4	13	12	7	12	24	8	5	9	4	4	7	7	4	3	3
5:Ins:R:2	1	0	2	0	1	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	2	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	24	1	0	0	0	0	1	2	1	0	2	1	2	0	0	0	0	3	0	0	3	0	1	0	0	0	0	3	0	1	1	1
5:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
5:Ins:R:4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
5:Ins:R:5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
2:Del:M:1	5	4	9	0	15	9	5	8	3	18	13	9	6	3	9	7	7	3	7	4	3	8	8	12	1	5	3	6	11	4	4	8	22	11	10	12	2	5	8	3	7	7	16	7	3	14	13	12	5	5	12	7	650	6	9	8	9	2	8	7	4	11	7	11	15	22	0	2	4	10	18	6	12	6	9	6	13	5	2	26	7	9	3	7
3:Del:M:1	2	2	0	2	2	0	2	0	2	1	2	0	3	2	3	3	1	3	1	1	0	0	3	2	0	1	1	0	1	1	1	2	9	1	5	3	1	1	2	0	1	3	1	1	2	5	1	2	3	1	0	0	111	0	0	4	4	0	1	3	0	2	7	2	2	12	0	1	0	5	8	3	4	1	5	0	2	0	2	5	1	2	2	2
3:Del:M:2	1	2	2	4	5	5	4	2	3	6	13	2	2	3	3	2	3	4	4	0	2	2	7	3	0	2	3	0	1	3	3	4	19	4	5	6	3	4	7	2	4	1	4	3	4	9	2	3	1	1	7	3	303	2	6	3	4	2	3	5	1	5	2	3	7	18	2	1	2	9	10	5	5	3	5	5	5	2	0	9	4	3	2	0
4:Del:M:1	1	3	2	3	4	0	2	0	3	2	7	2	0	0	1	3	3	0	2	2	2	0	5	2	0	1	0	1	2	1	4	3	14	2	1	3	1	4	4	1	2	0	6	6	3	2	2	1	0	0	1	8	211	5	1	2	0	0	4	2	0	1	4	1	2	11	2	0	3	7	7	2	5	0	2	0	2	3	1	10	1	1	1	2
4:Del:M:2	1	1	4	2	9	1	5	2	6	2	13	3	0	1	2	4	0	3	4	2	1	0	1	5	0	2	2	0	2	2	1	4	36	1	4	6	1	4	10	4	3	0	6	5	1	6	5	0	2	1	3	2	114	2	3	3	6	1	2	0	2	3	7	2	3	21	0	0	3	9	20	0	4	3	0	0	5	1	4	4	4	1	1	2
4:Del:M:3	2	11	2	0	9	3	3	2	1	12	9	4	5	2	5	3	3	1	3	2	1	1	9	6	2	2	2	4	3	5	2	2	12	3	6	5	3	5	4	2	5	1	4	7	3	9	1	2	1	2	2	0	170	3	4	2	6	3	4	5	1	2	4	5	6	20	1	0	1	9	7	3	1	4	4	5	5	0	0	7	4	2	4	8
5:Del:M:1	8	12	13	6	76	8	9	18	60	14	113	9	8	5	11	76	6	16	12	7	15	8	23	17	9	11	10	10	16	8	12	20	208	9	10	16	12	11	11	3	9	13	14	51	6	90	12	16	74	6	21	8	403	8	11	21	3	9	7	7	5	14	26	15	13	118	3	4	17	87	145	6	5	27	25	11	18	9	6	25	7	4	9	11
5:Del:M:2	7	7	7	4	230	7	7	5	120	4	193	5	7	3	6	109	3	3	8	7	9	4	18	8	1	7	5	2	7	8	3	16	322	2	8	13	10	12	10	3	8	5	14	72	10	158	5	6	122	4	36	8	49	5	7	9	11	2	5	4	2	10	45	4	10	293	1	1	4	206	267	4	7	7	10	4	10	6	3	6	6	5	3	5
5:Del:M:3	2	9	11	4	170	7	6	4	117	8	167	1	0	3	10	68	1	3	6	2	3	7	8	5	2	1	3	9	7	5	0	5	245	5	9	6	3	9	5	1	4	6	3	73	7	156	4	4	92	5	34	3	109	2	5	6	4	0	6	1	1	3	38	6	9	281	2	2	1	159	193	4	3	3	6	4	8	3	2	14	9	4	4	3
5:Del:M:4	4	2	3	3	121	2	5	0	59	6	86	4	1	1	1	31	2	1	1	1	9	2	5	4	6	0	1	0	3	3	2	5	144	2	5	2	1	3	5	1	3	2	0	27	4	90	2	3	56	2	23	4	45	5	2	3	2	1	1	4	0	3	25	5	1	149	0	0	3	98	130	3	0	3	2	0	4	3	2	1	5	5	2	2
5:Del:M:5	3	6	10	6	88	4	1	2	43	7	84	4	1	2	3	34	5	6	4	6	8	1	9	9	1	2	1	3	4	5	4	6	136	4	3	7	2	12	6	3	7	1	4	28	7	72	6	7	35	4	22	2	99	0	5	8	4	1	3	4	3	7	21	2	10	119	2	0	5	98	85	7	3	11	12	2	10	0	1	10	6	1	5	2
