MutationType	SP24708	SP24301	SP27201	SP28791	SP23739	SP24702	SP25332	SP28335	SP26709	SP25350	SP25380	SP24565	SP25833	SP25905	SP26439	SP24236	SP23925	SP24815	SP27957	SP27603	SP27825	SP24135	SP26499	SP25518	SP28659	SP23622	SP27939	SP23754	SP29697	SP27339	SP29559	SP29331	SP26475	SP23775	SP28275	SP28581	SP23639	SP24391	SP28041	SP25494	SP26649	SP78927	SP78913	SP107375	SP107408	SP107439	SP78816	SP78663	SP78709	SP107462	SP78951	SP107435	SP78679	SP107360	SP78819	SP78821	SP107552	SP78865	SP107470	SP78673	SP78824	SP107550	SP78718	SP107451	SP107557	SP107358	SP78731	SP107455	SP107549	SP78814	SP107357	SP78919	SP107453	SP78719	SP78662	SP107457	SP107404	SP78714	SP107454	SP107359	SP78664	SP78931	SP78815	SP107466	SP78901	SP107384	SP107467	SP78680	SP78672	SP107365	SP78660	SP78659	SP107449	SP78813	SP78953	SP78804	SP107460	SP107548	SP78730	SP78727	SP78822	SP78818	SP78923	SP107405	SP107437	SP78675	SP107371	SP107556	SP78807	SP78945	SP107480	SP107448	SP107436	SP79150	SP107546	SP107459	SP78823	SP78666	SP78721	SP78665	SP78935	SP107458	SP79160	SP107479	SP107377	SP78937	SP107444	SP79144	SP107469	SP107373	SP107406	SP107369	SP107403	SP107363	SP78955	SP78711	SP78677	SP78805	SP107461	SP107472	SP107356	SP78825	SP107468	SP78851	SP78726	SP107379	SP107474	SP107438	SP107478	SP78716	SP78676	SP107443	SP107361	SP107464	SP78717	SP78671	SP78817	SP107381	SP107463	SP107477	SP78661	SP78939	SP78674	SP107553	SP107555	SP107446	SP78713	SP78720	SP78947	SP78875	SP107554	SP107407	SP78820	SP78668	SP107547	SP79148	SP107386	SP78921	SP107545	SP107440	SP79066	SP107473	SP107362	SP78722	SP78729	SP107441	SP78873	SP47708	SP47990	SP48414	SP48135	SP47652	SP48888	SP48426	SP48480	SP48263	SP47628	SP47808	SP48850	SP48189	SP48073	SP48008	SP48504	SP48534	SP48010	SP79365	SP79237	SP79462	SP79201	SP79371	SP79439	SP79175	SP79354	SP79184	SP79312	SP79252	SP79294	SP79246	SP79458	SP79222	SP79178	SP79474	SP79387	SP79306	SP79270	SP79210	SP79427	SP79297	SP79368	SP79351	SP79300	SP79435	SP79288	SP79447	SP79403	SP79377	SP79327	SP79324	SP79359	SP79330	SP79391	SP79399	SP79243	SP79192	SP79395	SP79195	SP79318	SP79282	SP79261	SP79228	SP79431	SP79172	SP79234	SP79345	SP79342	SP79415	SP79407	SP79374	SP79291	SP79336	SP79380	SP79455	SP79181	SP79207	SP79190	SP79303	SP79258	SP79249	SP79321	SP79423	SP79219	SP79240	SP79255	SP79466	SP79357	SP79443	SP79285	SP79470	SP79309	SP79383	SP79187	SP79315	SP79264	SP79333	SP79204	SP79419	SP79198	SP79339	SP79411	SP79279	SP79451	SP79231	SP79225	SP79267	CPCT02030434T	CPCT02060161T	CPCT02030441T	CPCT02030426T	CPCT02100147T	CPCT02030445T	CPCT02060147T	CPCT02030453T	CPCT02090038T	CPCT02100151T	CPCT02100159T	CPCT02030465T	CPCT02100166T	CPCT02070311T	CPCT02030467T	CPCT02060225T	CPCT02060224T	CPCT02030466T	CPCT02070341T	CPCT02080225T	CPCT02030476T	CPCT02070351T	CPCT02070353T	CPCT02060247T	CPCT02060257T	CPCT02030506T	CPCT02050390T	CPCT02030483T	CPCT02030487T	CPCT02070373T	CPCT02050396T	CPCT02030510T	CPCT02030516T	CPCT02030537T	CPCT02030529T	CPCT02060246T	CPCT02030532T	DRUP01060020T	CPCT02060264T	CPCT02030399T	CPCT02050254T	CPCT02030392T	CPCT02030397T	CPCT02100121T	CPCT02100116T	CPCT02030385T	CPCT02030387T	CPCT02080162T	CPCT02100122T	CPCT02030386T	CPCT02030400T	CPCT02030396T	CPCT02050176T	CPCT02100081T	CPCT02100084T	DRUP01050008T	CPCT02100085T	CPCT02100092T	CPCT02100090T	CPCT02100094T	CPCT02100089T	CPCT02100101T	CPCT02100095T	CPCT02030368T	CPCT02030369T	CPCT02100108T	CPCT02030375T	CPCT02030377T	CPCT02030374T	DRUP01050003T	CPCT02330058T	CPCT02030417T	CPCT02100129T	CPCT02100134T	CPCT02030410T	CPCT02030421T	CPCT02030430T	CPCT02030416T
[Del(C):R1]A	13	17	11	6	6	9	5	5	1	10	13	9	13	5	3	17	8	9	12	10	12	29	6	25	32	16	9	7	9	9	25	16	11	23	5	19	13	11	13	43	11	3	0	3	3	22	0	2	0	2	5	1	2	0	0	1	2	1	2	1	1	1	2	0	0	3	2	2	0	2	6	2	1	0	0	2	3	1	1	6	1	0	1	3	0	15	2	1	0	4	0	0	4	0	0	2	2	2	0	0	5	2	1	8	2	2	6	1	0	1	0	2	3	1	2	2	0	2	0	0	3	2	0	0	2	7	1	2	0	5	20	2	12	3	1	0	2	1	1	1	2	0	1	1	4	7	1	3	1	1	1	0	4	2	0	1	0	3	3	2	3	2	2	1	1	0	3	1	1	2	1	6	3	0	1	1	5	2	0	0	4	1	0	0	0	0	1	4	2	3	5	4	2	1	7	2	1	6	14	7	2	11	2	7	2	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	2	0	1	1	0	2	0	1	0	0	2	6	5	10	7	11	12	36	18	13	5	8	13	17	11	18	36	4	8	17	22	33	8	20	12	9	14	26	11	10	21	35	11	14	12	8	24	31	23	3	9	11	75	11	16	27	35	12	37	13	14	18	14	33	22	19	15	12	9	11	5	9	33	5	12	17	3	8	5	10	41	25	15	12	11	19	15	54	15
[Del(C):R1]T	18	17	28	14	17	16	1	22	7	15	28	11	20	22	6	37	13	27	18	21	20	30	14	36	41	16	13	4	5	14	18	28	15	33	6	11	21	23	25	110	12	1	2	6	7	21	1	1	1	3	2	3	8	2	0	10	1	1	1	3	1	2	4	0	0	1	0	1	0	7	4	2	2	0	5	2	3	5	3	7	5	0	1	4	2	12	5	2	2	1	0	0	5	2	0	4	3	3	2	2	6	1	0	3	2	2	14	2	1	2	1	1	4	0	1	0	0	1	0	0	2	3	1	1	1	21	1	3	2	3	9	3	9	5	0	0	0	0	1	2	2	2	0	9	12	7	8	5	5	9	3	0	3	3	1	0	0	1	1	1	1	0	2	1	6	3	2	7	0	2	8	11	0	0	0	2	2	0	0	1	6	2	6	2	1	6	1	4	7	8	8	3	0	2	4	1	4	5	34	3	0	4	4	5	6	0	1	0	0	0	1	0	0	0	1	1	1	2	2	6	0	0	0	2	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	2	0	0	1	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	2	1	1	0	0	0	2	0	0	0	0	12	9	19	16	23	26	32	14	10	21	25	12	22	20	24	40	14	13	24	26	51	10	26	14	9	15	59	22	22	37	150	6	24	16	14	21	56	49	11	11	18	54	17	17	38	49	26	213	2	18	18	16	42	39	27	10	9	20	16	8	6	41	4	22	21	7	10	6	24	71	27	17	11	19	22	30	50	22
[Del(C):R2]A	4	8	2	2	2	4	2	1	5	6	1	3	6	4	3	4	11	5	4	7	9	19	4	7	15	5	4	4	4	4	20	6	4	19	11	2	6	6	5	22	3	0	0	3	2	0	0	5	1	0	0	1	2	2	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	4	0	0	0	0	2	1	0	0	2	0	1	0	3	0	15	2	1	3	0	0	0	0	0	0	5	1	0	2	0	1	0	0	3	2	2	7	2	0	1	1	0	0	0	0	2	0	0	0	0	1	3	0	1	1	2	2	3	0	2	19	4	3	4	0	0	0	3	0	1	4	2	1	3	0	1	1	0	0	1	0	0	4	1	0	0	1	1	1	2	2	0	3	0	1	0	3	0	1	0	3	1	0	1	0	1	1	0	2	0	0	1	2	0	0	2	1	5	4	3	2	0	1	0	1	1	1	1	5	0	2	4	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	8	4	7	5	6	7	21	3	7	2	6	5	13	16	5	16	2	6	17	23	10	7	4	5	6	4	20	8	9	25	25	4	4	8	4	17	22	15	4	4	2	30	7	5	21	13	11	13	3	4	5	4	31	7	12	13	5	2	5	4	6	11	4	5	1	3	6	3	2	9	7	10	2	7	6	7	18	3
[Del(C):R2]T	8	17	13	4	7	5	2	11	4	12	11	12	7	7	3	18	11	18	8	14	13	30	3	7	15	6	10	4	6	7	16	14	6	30	5	10	16	11	7	45	8	0	0	6	1	0	0	3	2	0	2	3	3	0	0	3	0	3	0	0	2	0	1	0	0	1	0	2	0	1	3	0	1	0	3	1	3	0	0	2	0	0	1	4	0	4	2	0	0	0	0	0	3	1	0	1	1	0	2	1	3	0	0	3	3	0	8	3	1	1	2	1	2	0	3	1	0	1	0	2	1	1	1	3	2	5	3	4	1	3	13	7	5	0	0	0	1	1	0	0	3	2	1	4	4	5	0	5	2	2	0	1	3	1	0	1	0	0	2	3	3	1	1	0	0	0	4	1	0	0	1	3	2	0	0	2	0	3	1	0	1	0	3	0	0	3	0	3	2	3	11	3	2	0	3	0	1	2	13	2	1	4	3	8	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	2	14	15	19	10	24	7	7	9	17	6	12	17	15	25	4	4	22	22	15	6	7	9	8	7	32	5	12	28	50	4	10	13	5	16	23	13	11	7	14	29	8	15	22	23	17	40	5	7	13	9	16	10	14	10	7	5	15	3	4	13	5	10	14	6	11	6	7	26	20	11	6	11	10	16	29	10
[Del(C):R3]A	2	2	4	0	0	1	0	4	0	2	0	1	1	2	0	3	8	6	2	3	2	13	1	5	14	1	3	0	1	1	7	2	2	10	3	1	3	3	0	12	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	2	0	2	2	0	0	0	0	1	0	1	2	2	2	1	0	0	2	1	0	0	1	0	0	0	0	0	9	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	1	0	2	1	1	4	0	1	0	0	1	2	0	1	0	0	0	1	0	0	2	1	0	1	2	0	2	0	0	10	2	1	1	0	0	0	0	1	0	5	0	0	5	0	4	1	0	0	2	0	1	3	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	2	2	0	2	0	0	0	1	0	2	0	1	3	0	0	0	2	0	1	1	4	2	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	4	1	3	3	3	4	4	2	4	8	13	4	5	3	0	2	13	3	0	3	4	5	4	8	1	2	12	15	2	2	0	1	6	10	5	0	2	1	10	3	4	12	12	2	18	0	2	8	2	17	4	8	9	2	2	6	1	2	3	1	6	2	1	3	1	1	7	7	0	4	4	2	2	12	0
[Del(C):R3]T	1	3	5	1	1	4	1	5	4	5	4	2	2	3	0	3	2	2	3	2	6	6	2	4	22	1	0	1	1	0	15	2	3	7	4	3	3	4	3	13	6	0	0	2	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	2	0	5	0	0	0	0	1	1	2	0	0	0	2	0	0	1	0	0	0	2	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	3	2	1	0	4	6	2	1	0	0	0	0	1	0	0	0	1	0	1	2	3	0	0	0	2	1	1	1	0	0	2	0	1	3	0	0	0	2	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	1	0	1	0	3	0	0	1	0	3	1	0	1	0	1	1	2	0	0	2	4	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5	4	2	4	6	3	3	5	5	1	6	13	2	8	0	1	10	7	5	1	4	1	3	4	15	6	3	11	13	3	8	6	3	14	22	10	5	2	4	16	3	3	14	14	5	21	1	6	4	3	21	4	4	2	3	3	3	0	2	7	3	1	2	0	3	2	2	13	7	2	2	5	4	8	13	2
[Del(C):R(4,5)]A	1	3	1	3	0	1	0	0	2	5	6	5	3	4	0	5	4	5	3	1	4	12	2	4	7	1	1	2	3	4	5	5	4	10	2	3	6	3	2	23	2	0	1	2	2	0	0	0	1	1	2	1	3	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	4	0	0	1	2	0	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	1	0	1	2	0	0	1	3	1	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	4	0	0	9	3	3	1	0	0	0	1	1	0	0	0	0	5	3	4	1	2	2	0	0	0	2	0	0	0	0	0	4	2	0	1	0	0	1	1	0	1	0	0	1	2	1	0	0	1	1	0	1	3	0	1	1	0	0	1	0	1	1	1	4	1	1	0	6	3	1	4	2	3	2	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	4	3	3	8	1	1	3	4	3	11	4	4	7	1	1	9	7	4	0	5	5	1	4	13	3	2	10	23	3	2	5	2	13	38	9	2	1	1	113	10	3	6	10	1	62	0	3	3	1	17	3	6	9	1	1	2	2	3	9	6	1	3	4	4	4	3	22	9	0	0	6	4	0	46	2
[Del(C):R(4,5)]T	4	3	2	1	1	2	2	4	1	5	3	0	1	2	1	3	2	5	1	1	3	9	1	1	4	4	1	0	0	2	7	1	2	7	2	2	2	1	2	22	1	1	0	0	2	0	1	1	0	3	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	2	1	0	0	0	1	7	0	0	0	0	0	0	1	1	0	3	1	2	1	0	0	0	0	2	2	0	5	2	1	0	1	0	1	0	0	2	0	0	0	0	0	1	0	1	3	1	0	0	0	2	3	3	0	1	0	0	0	0	0	0	1	0	0	0	1	4	3	0	1	2	0	0	1	1	0	0	1	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2	2	0	1	0	3	2	0	1	3	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	2	8	1	3	1	2	3	6	5	3	6	2	2	4	1	10	1	2	2	1	3	11	3	6	11	15	1	1	4	2	13	25	5	2	2	2	82	2	3	8	8	3	31	2	2	4	2	10	1	2	3	0	1	2	2	0	11	2	0	5	0	1	0	1	16	3	1	1	1	1	4	52	1
[Del(C):R(1,5)]G	1	3	1	1	1	3	0	3	1	3	4	3	3	2	2	2	6	4	2	3	1	6	1	1	8	2	4	1	3	3	9	1	4	8	4	2	5	2	0	12	1	0	1	4	0	0	0	1	0	0	3	2	1	0	0	1	0	2	5	0	2	0	1	0	2	2	2	1	0	0	0	0	0	0	0	1	1	0	0	2	1	1	1	3	0	7	1	2	0	2	0	1	0	2	0	2	0	3	1	2	6	1	0	2	1	1	4	2	1	1	3	1	1	1	1	0	0	0	1	0	1	0	2	1	0	3	1	1	1	0	4	2	3	2	2	0	0	4	1	1	1	2	1	3	0	2	1	1	2	0	1	0	3	0	0	0	1	1	0	1	1	0	1	0	2	3	0	1	3	1	2	1	4	0	1	0	2	0	1	1	4	0	0	0	1	3	0	1	1	0	2	1	0	0	2	1	0	1	2	3	2	3	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	3	13	2	6	2	5	1	11	8	5	8	2	1	5	9	6	3	3	4	6	2	10	4	1	20	14	3	2	6	2	10	18	8	3	3	2	77	3	2	9	7	1	26	1	2	9	3	13	3	1	5	3	2	3	3	3	6	1	0	3	3	2	1	1	14	6	2	1	4	4	3	20	0
Del(C):R(6,9)	9	10	9	1	1	4	2	4	2	7	7	2	4	2	1	1	15	3	6	6	6	3	0	8	6	4	5	0	4	2	2	6	6	5	4	7	9	5	8	14	8	0	1	1	6	0	0	0	0	1	2	2	2	2	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	2	0	1	1	0	3	2	0	0	3	0	0	0	0	3	3	1	0	0	2	0	1	1	0	0	0	1	1	0	0	1	0	0	1	2	2	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	3	0	2	0	1	5	6	3	6	0	0	0	1	1	0	3	1	1	3	0	4	0	1	0	1	0	0	8	0	0	0	0	2	2	0	2	1	1	0	0	0	0	1	0	0	2	3	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	2	1	1	2	2	0	0	2	2	0	2	3	6	0	2	4	4	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	10	7	8	10	9	16	3	10	4	4	58	2	8	16	2	2	5	10	14	3	12	4	0	6	7	10	16	16	80	5	11	9	6	13	176	11	3	6	9	962	1	13	18	11	4	243	2	11	9	8	9	5	11	2	11	10	7	2	12	116	2	12	6	3	10	2	5	105	7	12	4	7	7	10	432	8
