MutationType	SP135192	SP135335	SP135278	SP135287	SP135345	SP85122	SP84384	SP135184	SP135226	SP135436	SP135262	SP135431	SP135425	SP135222	SP135230	SP135205	SP135180	SP135213	SP135217	SP135405	SP135238	SP135270	SP135411	SP135188	SP135194	SP135186	SP135420	SP135258	SP135234	SP135293	SP135393	SP135299	SP135415	SP135310	SP135323	SP135390	SP135209	SP135240	SP135182	SP85251	SP84408	SP84491	SP84743	SP83967	SP105253	SP84998	SP84062	SP84982	SP84790	SP105673	SP85339	SP84719	SP105425	SP84056	SP105261	SP85379	SP105086	SP84392	SP105018	SP84858	SP84086	SP105213	SP105577	SP85431	SP84962	SP105006	SP84439	SP105159	SP85230	SP84922	SP85130	SP104984	SP85222	SP105375	SP85287	CPCT02060042T	CPCT02130027T	CPCT02290024T	CPCT02230080T	CPCT02070282T	CPCT02060201T	CPCT02010752T	CPCT02130046T	CPCT02190033T	WIDE01010213T	CPCT02440010T	WIDE01010272T	DRUP01070085T	CPCT02380045T	CPCT02150013T	CPCT02010769T	CPCT02450014T	CPCT02130122T	CPCT02230107T	DRUP01090017T	CPCT02020781T	CPCT02310016T	CPCT02300050T	CPCT02020808T	CPCT02050414T	CPCT02230042T	CPCT02040170T	CPCT02330059T	CPCT02330063T	CPCT02020512T	CPCT02110031T	CPCT02030347T	CPCT02050179T	CPCT02010591T	CPCT02170007T	CPCT02210025T	CPCT02030376T	CPCT02050110T	CPCT02030318T	CPCT02100056T	CPCT02030326T	CPCT02120007T	WIDE01010573T	WIDE01010693T
G[Ins(C):R1]A	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	2	0	0	0	2	0	1	0	0	2	2	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	1	0	7	0	0	0	19	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	0	1	1	0	3
G[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
G[Ins(C):R1]T	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	4	0	0	0	27	0	1	3	1	0	0	0	0	0	1	1	0	0	1	4	0	0	0	1	0	0	1	0	0	0	0	0
G[Ins(C):R2]A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0
G[Ins(C):R2]G	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
G[Ins(C):R2]T	0	0	0	1	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	2	0	2	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	26	0	0	1	0	1	0	1	0	0	0	0	1	0	0	7	1	1	0	0	0	2	0	0	0	0	0	0
G[Ins(C):R3]A	0	0	0	3	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	6	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	1	0
G[Ins(C):R3]G	0	1	0	2	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	5	1	0	0	8	0	0	0	1	0	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R3]T	0	0	0	2	1	3	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	11	0	0	0	1	0	0	0	0	4	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	27	0	0	2	0	0	0	0	1	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	2	0
G[Ins(C):R4]A	0	0	0	35	0	41	65	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	15	2	1	1	0	0	0	0	2	1	42	1	1	0	0	0	0	0	0	44	0	0	2	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	2	0	20	0	0	1	1939	0	0	2	1	1	0	1	1	1	0	2	1	0	0	56	0	0	0	2	0	0	2	0	0	2	0	0
G[Ins(C):R4]G	0	0	0	3	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	1	100	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R4]T	0	0	0	12	0	17	27	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	5	1	0	2	0	0	0	0	1	0	26	0	0	0	0	1	0	0	0	28	0	0	0	1	0	0	1	0	0	1	1	1	2	1	0	0	0	0	0	0	10	0	1	0	2613	0	1	1	0	0	1	0	1	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R5]A	0	0	0	13	0	25	31	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	6	0	0	0	0	1	1	0	0	0	33	0	1	0	0	0	0	0	0	56	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	11	0	0	0	879	1	1	1	0	0	0	0	0	1	0	2	1	0	1	31	1	0	0	0	0	1	0	0	0	0	1	1
G[Ins(C):R5]G	0	0	0	5	0	10	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	1	0	0	0	0	1	0	0	0	0	0
G[Ins(C):R5]T	0	0	0	14	0	38	26	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	7	1	0	1	0	0	1	2	0	1	44	0	1	2	0	0	0	1	1	53	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	22	2	0	0	512	0	0	0	0	1	2	0	2	0	0	1	0	0	0	42	0	0	0	1	1	0	0	0	1	0	0	0
G[Ins(C):R6]A	0	0	0	38	0	73	84	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	2	0	1	4	0	1	0	2	0	28	0	0	0	2	2	1	0	1	0	67	0	0	1	0	0	0	1	0	97	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	2	0	2	0	43	0	0	0	1284	0	1	2	0	0	1	1	2	0	0	2	0	0	1	72	0	2	0	0	1	0	1	0	0	1	1	0
G[Ins(C):R6]G	0	0	0	10	0	34	30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	2	0	0	14	0	0	1	0	0	2	0	1	1	40	0	0	1	0	1	0	0	0	37	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	1	0	37	0	1	0	283	0	0	1	0	0	0	1	0	0	0	2	0	0	0	37	0	0	0	0	1	0	2	0	0	0	0	0
G[Ins(C):R6]T	0	0	0	21	0	51	40	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	3	0	2	1	1	18	1	0	1	0	0	0	0	1	0	55	0	1	0	0	0	0	0	0	55	0	0	0	0	1	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	35	0	0	0	769	1	0	0	4	0	1	0	0	0	0	0	0	1	0	58	0	0	0	1	0	1	1	0	1	0	2	0
G[Ins(C):R7]A	0	0	0	72	0	123	133	0	0	3	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	4	1	0	3	0	0	3	0	0	66	1	1	0	1	1	5	0	6	2	137	1	1	0	0	1	0	0	0	106	1	0	1	1	2	0	1	2	0	1	3	2	1	3	1	1	3	3	0	1	86	1	2	0	1075	1	0	1	1	0	0	1	3	0	0	1	0	1	3	121	2	7	1	2	0	3	4	0	3	6	1	2
G[Ins(C):R7]G	0	0	0	13	0	53	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	24	0	0	0	0	1	0	0	0	0	46	0	0	0	1	1	0	0	0	45	1	0	2	0	0	0	0	0	0	0	1	1	0	6	0	0	1	0	0	0	38	2	0	1	209	0	0	1	1	1	0	1	1	0	1	1	3	0	0	45	0	0	0	0	0	0	1	0	0	1	0	0
G[Ins(C):R7]T	0	0	0	23	0	43	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	15	0	0	1	1	0	2	0	1	0	51	0	3	1	1	0	0	1	1	33	0	0	1	1	0	0	1	3	0	0	0	0	0	3	1	0	0	0	1	0	35	0	0	0	545	1	2	1	0	0	0	2	2	0	0	1	1	1	0	45	2	1	0	2	0	0	3	0	1	0	0	1
G[Ins(C):R8]A	0	0	0	7	1	61	28	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	0	0	1	1	32	0	1	3	0	0	1	1	1	1	58	1	0	0	1	0	0	0	0	32	1	0	1	0	2	0	0	2	0	0	2	0	0	1	0	0	5	3	3	0	67	1	1	1	246	2	2	3	1	1	2	1	2	0	0	3	4	1	1	49	2	1	0	1	0	4	2	0	1	2	3	2
G[Ins(C):R8]G	0	0	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	14	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	14	0	1	0	48	0	0	1	1	0	0	0	0	0	0	0	1	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R8]T	0	0	0	4	0	18	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	12	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	12	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	20	1	0	0	102	0	0	1	0	0	1	1	0	0	0	0	1	1	0	15	0	0	0	1	0	0	2	0	0	1	0	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	0	2	1	1	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	3	1	0	1	0	0	0	2	0	0	0	1	2	0	1	0	1	1	0	2	0	2	0	0	0	32	0	1	6	0	1	1	1	2	1	1	1	1	0	1	8	2	1	1	0	2	1	3	1	1	1	2	0
T[Ins(C):R0]G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	4	1	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	1	0	1	0	2	1	0	0	0	0	0	0
T[Ins(C):R0]T	0	0	0	21	1	35	24	0	0	1	0	7	2	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	6	3	1	0	0	0	0	0	2	0	2	13	32	0	8	1	0	15	9	1	5	1	5	4	2	11	3	23	8	6	1	3	0	0	2	3	28	0	0	8	7	2	1	28	2	0	0	5	5	4	4	0	6	4	6	8	3	44	9	1	7	164	3	7	13	2	8	7	5	3	0	10	9	3	5	1	57	7	5	2	13	4	5	4	2	4	17	2	2
T[Ins(C):R1]A	0	1	0	1	2	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	6	1	0	0	0	0	0	1	0	1	6	1	0	0	0	0	0	0	2	3	0	0	3	0	0	0	3	0	0	0	0	2	0	0	1	0	0	2	1	0	7	0	0	1	72	2	2	1	2	0	2	1	1	0	2	0	1	0	1	11	0	0	0	1	1	2	1	0	0	2	1	0
T[Ins(C):R1]G	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
T[Ins(C):R1]T	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	6	0	1	0	0	4	2	0	0	1	0	1	0	2	1	3	1	1	0	0	1	0	0	1	12	0	0	0	1	0	1	5	0	0	1	4	3	1	1	0	2	4	3	2	0	11	3	0	1	193	1	3	1	1	1	1	3	2	2	0	2	5	2	3	13	3	3	2	0	1	2	2	0	3	2	4	1
T[Ins(C):R2]A	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	3	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	4	0	0	1	48	1	0	1	0	0	0	0	1	0	0	1	0	0	0	13	0	1	0	0	0	1	0	0	0	1	0	2
T[Ins(C):R2]G	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R2]T	0	0	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	1	0	1	0	0	0	1	1	1	1	6	2	1	0	0	1	0	0	1	7	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	10	1	0	0	78	0	1	1	0	0	1	1	0	0	0	2	1	0	0	8	0	0	2	1	0	0	1	0	1	0	0	0
T[Ins(C):R3]A	0	0	0	7	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	3	2	0	0	1	1	0	0	0	0	15	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	3	1	0	4	0	0	2	97	1	0	1	0	0	0	0	0	0	0	0	0	0	1	10	1	0	1	1	0	0	1	1	0	1	1	0
T[Ins(C):R3]G	0	0	0	2	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	17	0	0	0	0	0	0	0	0	0	0	2	0	1	0	5	1	0	0	0	0	1	0	0	0	0	0	0
