MutationType	SP135192	SP135335	SP135278	SP135287	SP135345	SP85122	SP84384	SP135184	SP135226	SP135436	SP135262	SP135431	SP135425	SP135222	SP135230	SP135205	SP135180	SP135213	SP135217	SP135405	SP135238	SP135270	SP135411	SP135188	SP135194	SP135186	SP135420	SP135258	SP135234	SP135293	SP135393	SP135299	SP135415	SP135310	SP135323	SP135390	SP135209	SP135240	SP135182	SP85251	SP84408	SP84491	SP84743	SP83967	SP105253	SP84998	SP84062	SP84982	SP84790	SP105673	SP85339	SP84719	SP105425	SP84056	SP105261	SP85379	SP105086	SP84392	SP105018	SP84858	SP84086	SP105213	SP105577	SP85431	SP84962	SP105006	SP84439	SP105159	SP85230	SP84922	SP85130	SP104984	SP85222	SP105375	SP85287	CPCT02060042T	CPCT02130027T	CPCT02290024T	CPCT02230080T	CPCT02070282T	CPCT02060201T	CPCT02010752T	CPCT02130046T	CPCT02190033T	WIDE01010213T	CPCT02440010T	WIDE01010272T	DRUP01070085T	CPCT02380045T	CPCT02150013T	CPCT02010769T	CPCT02450014T	CPCT02130122T	CPCT02230107T	DRUP01090017T	CPCT02020781T	CPCT02310016T	CPCT02300050T	CPCT02020808T	CPCT02050414T	CPCT02230042T	CPCT02040170T	CPCT02330059T	CPCT02330063T	CPCT02020512T	CPCT02110031T	CPCT02030347T	CPCT02050179T	CPCT02010591T	CPCT02170007T	CPCT02210025T	CPCT02030376T	CPCT02050110T	CPCT02030318T	CPCT02100056T	CPCT02030326T	CPCT02120007T	WIDE01010573T	WIDE01010693T
T[Ins(C):R3]T	0	0	0	3	0	3	9	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	4	0	1	0	0	4	1	0	0	0	1	0	0	0	0	9	0	0	0	0	1	0	0	0	10	0	0	1	1	1	0	2	1	0	0	0	1	0	2	0	1	2	1	0	0	12	1	1	0	104	0	1	1	1	1	2	1	0	0	1	0	0	0	0	12	0	0	1	0	0	1	1	0	1	0	0	0
T[Ins(C):R4]A	0	0	0	95	1	141	160	0	0	2	0	1	0	1	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	5	3	1	1	0	0	51	2	0	0	0	2	2	1	0	2	116	2	3	0	0	0	1	0	0	86	1	0	3	0	0	0	4	3	1	0	1	3	1	0	0	0	1	2	1	1	66	0	1	2	6173	1	1	1	3	0	3	0	2	1	2	2	3	1	2	121	1	1	1	1	1	2	2	0	0	1	3	0
T[Ins(C):R4]G	0	0	0	6	0	6	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	13	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	160	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R4]T	0	0	0	46	0	54	83	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	34	1	0	2	0	3	1	0	1	1	60	0	1	0	0	0	0	1	0	56	0	0	0	1	0	2	2	2	0	0	1	2	1	0	0	0	0	1	2	0	38	2	2	2	7786	0	0	0	0	0	2	0	0	0	0	1	1	1	2	67	0	1	1	1	1	1	3	0	1	2	0	2
T[Ins(C):R5]A	0	0	0	27	0	29	49	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	2	0	1	0	0	17	0	0	0	0	1	0	1	2	1	38	0	1	0	0	0	0	1	0	44	1	0	1	0	1	0	2	0	0	0	1	0	0	0	1	1	1	0	0	1	23	1	0	0	2246	0	1	0	0	0	1	0	0	1	0	2	0	0	0	45	0	1	0	0	0	0	0	0	0	0	3	0
T[Ins(C):R5]G	0	0	0	7	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	8	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	243	0	1	1	1	0	0	0	0	0	0	0	0	0	1	11	0	0	1	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]T	0	0	0	24	1	45	66	0	0	2	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	4	1	0	0	0	0	13	0	0	0	2	1	1	0	0	0	55	1	0	0	0	0	0	1	0	70	0	1	1	0	0	0	2	2	0	0	2	3	0	0	0	1	1	0	1	1	32	1	0	0	1678	0	1	3	0	0	0	0	0	0	0	0	0	1	2	40	0	0	0	0	0	0	0	0	1	2	0	1
T[Ins(C):R6]A	0	0	0	42	0	68	64	0	0	2	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	28	0	0	1	0	1	2	1	1	1	68	2	2	0	1	0	1	0	0	85	2	0	1	1	0	0	5	0	0	2	2	0	0	2	1	1	1	1	1	0	51	4	0	0	1783	1	3	1	0	1	1	2	3	0	0	4	2	1	1	57	0	0	1	1	0	0	2	0	2	1	1	2
T[Ins(C):R6]G	0	0	0	8	0	23	15	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	23	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	11	0	0	1	382	0	0	0	0	0	1	0	0	0	1	1	1	0	0	17	0	0	0	0	0	0	1	0	0	2	0	1
T[Ins(C):R6]T	0	0	0	19	0	40	35	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	18	0	0	0	1	1	0	0	0	0	21	0	0	1	0	0	0	0	0	46	0	1	2	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	14	0	0	0	1132	0	0	0	0	0	0	0	0	0	0	2	1	0	1	25	2	0	0	1	0	1	0	0	1	1	0	0
T[Ins(C):R7]A	0	0	0	66	0	108	124	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	1	1	0	0	0	0	0	1	2	1	0	7	2	0	3	2	2	69	2	0	1	1	3	2	1	5	2	112	1	1	0	1	2	0	0	1	103	0	1	2	1	3	0	6	0	1	0	4	1	1	0	0	0	4	3	2	1	86	1	0	1	1233	4	4	2	1	0	1	1	6	0	1	4	0	2	0	121	4	2	1	4	3	0	5	0	0	1	1	1
T[Ins(C):R7]G	0	0	0	15	0	30	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	17	0	1	2	0	1	2	0	0	0	32	0	0	0	1	1	0	0	0	23	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	35	0	0	1	197	1	1	1	0	0	0	1	0	0	0	1	0	0	0	33	0	1	1	0	0	0	0	0	0	2	0	1
T[Ins(C):R7]T	0	0	0	26	1	51	41	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	4	0	0	21	0	0	0	2	2	1	0	1	1	30	0	0	0	0	1	0	0	0	39	1	0	0	0	0	0	3	2	0	1	1	1	2	2	0	1	2	0	1	1	23	1	0	1	761	0	1	1	0	0	0	2	0	0	0	4	2	0	0	55	1	1	0	1	0	1	0	0	0	2	0	2
T[Ins(C):R8]A	0	0	0	25	0	42	35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	3	0	0	29	1	0	0	0	4	1	0	0	0	45	0	0	0	0	0	0	0	2	36	0	0	1	0	0	0	1	0	0	1	3	2	1	1	1	0	3	0	1	2	59	4	0	2	238	2	1	1	0	3	1	4	3	1	0	1	6	0	1	54	1	0	1	2	0	0	3	0	0	2	3	0
T[Ins(C):R8]G	0	0	0	4	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7	1	0	0	35	1	1	1	0	0	0	0	0	0	1	0	1	0	0	8	1	0	0	0	0	1	0	0	0	0	0	0
T[Ins(C):R8]T	0	0	0	2	0	20	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	5	0	0	0	1	0	2	0	0	0	10	1	1	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	4	0	0	0	22	1	2	0	112	1	0	0	0	0	0	0	0	0	0	2	0	0	0	27	4	0	0	1	0	1	0	0	0	0	0	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	0	0	0	20	0	25	14	0	0	2	0	3	3	2	1	1	0	0	0	1	0	2	0	1	1	0	2	0	6	0	3	4	2	0	1	0	0	1	5	0	1	11	40	1	3	1	1	6	4	1	3	1	3	2	0	8	2	23	8	1	0	4	3	3	0	2	30	1	2	7	2	1	2	23	2	0	4	11	10	10	8	3	9	17	13	7	8	128	8	5	10	295	7	10	26	7	5	11	5	16	2	10	24	12	0	5	93	10	8	4	23	3	15	17	2	6	12	9	4
A[Ins(T):R0]C	0	0	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	5	1	0	2	18	0	2	1	0	0	1	0	1	0	1	0	3	0	0	4	0	0	1	3	0	2	0	0	0	2	1	0
A[Ins(T):R0]G	0	0	0	4	0	14	19	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	1	0	0	19	4	0	1	0	1	1	0	4	0	28	1	2	1	0	1	0	0	1	30	0	0	1	0	0	0	3	2	0	0	2	1	1	2	0	3	0	0	4	1	13	0	0	0	31	0	3	2	1	1	3	1	2	0	1	1	2	0	1	39	0	4	0	0	0	1	0	1	0	0	5	0
A[Ins(T):R1]A	0	0	0	6	1	6	4	0	2	2	1	1	5	1	0	0	0	2	0	2	0	2	0	2	4	2	5	0	5	0	3	7	1	0	1	1	0	1	3	0	3	6	13	1	4	3	2	5	7	4	1	1	1	1	0	2	11	6	3	2	3	1	0	1	1	2	15	5	1	3	1	5	2	14	1	0	0	4	0	4	4	4	3	7	2	4	2	17	4	2	5	102	4	1	5	2	1	7	1	8	1	3	4	3	4	1	18	5	3	5	11	0	6	1	1	1	3	2	3
A[Ins(T):R1]C	0	0	0	1	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	1	0	2	1	0	2	1	0	1	1	0	2	1	1	0	0	0	2	1	0	0	0	6	1	1	0	1	0	0	4	1	0	1	1	2	0	0	0	0	1	0	2	0	2	0	0	0	29	1	1	2	2	0	1	0	0	0	0	0	1	0	1	9	0	0	2	1	0	0	0	0	0	0	0	0
A[Ins(T):R1]G	0	1	0	4	1	11	10	0	0	0	0	3	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	1	0	1	6	0	1	0	1	4	2	0	1	0	2	2	0	0	10	5	2	3	0	3	0	1	1	1	21	1	1	0	0	5	1	0	2	0	0	1	0	1	1	1	0	1	0	0	1	13	1	0	1	30	2	0	1	1	1	1	2	1	1	1	3	2	0	2	12	1	0	0	1	0	2	3	0	1	3	2	3
A[Ins(T):R2]A	0	1	0	10	0	9	16	0	1	5	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	5	0	0	0	0	0	0	1	3	0	0	2	5	1	0	2	1	3	2	0	1	1	1	1	1	1	0	22	1	3	1	4	1	0	0	1	17	0	1	0	1	0	1	5	0	1	3	2	1	0	0	0	1	2	2	3	2	21	0	0	2	126	1	1	3	2	2	6	3	3	0	0	4	3	2	2	30	4	1	1	1	2	1	1	1	5	1	4	2
A[Ins(T):R2]C	0	0	0	2	2	10	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	1	2	0	0	1	2	0	1	0	1	6	1	0	1	0	2	0	1	1	2	12	1	1	0	1	0	0	2	0	20	1	1	3	0	0	2	2	1	0	0	0	0	0	3	2	0	0	1	0	0	13	1	1	0	42	0	1	0	0	1	1	1	0	0	1	1	0	0	0	11	0	1	1	0	0	1	1	1	0	2	0	1
A[Ins(T):R2]G	0	0	0	21	0	34	45	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	4	3	0	0	1	0	18	2	0	1	1	2	1	2	2	2	47	5	3	0	0	1	0	0	1	62	1	1	1	1	1	0	3	1	0	0	1	0	1	0	0	0	0	0	4	0	26	0	1	1	75	0	1	4	4	0	0	0	2	0	1	2	2	0	1	42	5	1	0	0	0	3	2	0	2	1	2	1
A[Ins(T):R3]A	0	0	0	12	0	4	10	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	1	4	3	0	4	1	1	9	0	1	0	1	2	2	3	2	3	17	1	4	0	2	3	2	0	1	28	0	0	2	2	1	0	2	1	0	0	6	2	5	0	3	1	4	0	3	1	24	3	1	1	121	1	3	5	3	1	3	1	4	0	1	5	4	0	0	32	3	1	4	1	1	2	1	2	0	2	2	1
A[Ins(T):R3]C	0	0	0	4	0	8	16	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	1	0	0	1	2	1	1	0	1	1	0	0	1	0	0	1	0	0	0	15	1	0	0	0	0	0	0	1	21	0	1	1	0	0	0	1	1	1	0	0	1	0	2	0	0	0	1	0	2	10	0	0	0	45	0	0	0	0	0	2	1	1	0	0	0	2	1	1	25	0	2	0	0	0	2	0	1	0	0	1	0
A[Ins(T):R3]G	0	0	0	10	0	16	14	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	4	0	1	0	0	9	0	3	0	0	0	1	3	2	2	31	2	1	0	2	0	0	3	1	34	0	1	0	0	0	0	2	0	0	0	1	2	0	2	0	0	2	1	4	1	23	2	0	0	46	2	1	5	2	3	1	1	0	0	0	1	1	1	0	33	3	1	1	0	0	0	0	0	0	0	2	0
A[Ins(T):R4]A	0	0	0	52	0	77	80	0	1	1	1	6	3	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	0	0	1	0	0	0	0	0	2	11	3	0	3	5	0	4	0	1	23	1	0	3	1	3	3	0	5	3	65	4	1	0	2	0	1	0	1	94	1	0	1	1	1	0	11	4	1	0	3	2	2	2	0	1	3	3	1	0	60	1	3	4	1354	3	2	2	1	1	0	2	3	1	1	1	4	0	1	76	4	0	2	2	3	3	3	0	2	1	4	2
A[Ins(T):R4]C	0	0	0	50	0	53	63	0	0	2	0	6	2	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	5	0	2	1	1	0	0	0	1	3	6	2	2	4	3	0	5	0	0	18	2	2	1	2	2	5	0	0	3	42	5	3	3	2	1	1	3	1	130	0	3	2	2	0	0	5	2	1	0	4	3	5	1	0	1	3	2	4	0	66	5	1	3	4077	0	1	4	4	1	4	1	4	0	1	3	1	0	0	72	4	0	0	0	0	2	5	0	1	1	1	3
A[Ins(T):R4]G	0	0	0	42	0	56	69	0	0	2	1	7	3	2	0	0	0	0	0	2	0	1	1	0	1	1	0	0	3	0	0	1	0	0	0	0	0	1	8	0	0	2	2	1	3	1	1	20	3	0	4	1	4	2	0	2	0	88	5	3	0	0	2	1	1	0	144	0	0	3	3	3	1	10	2	0	1	5	3	2	1	1	5	2	1	3	0	48	1	0	2	624	1	1	3	1	3	1	2	1	0	0	5	3	1	0	73	3	2	1	3	0	8	4	0	0	1	1	1
A[Ins(T):R5]A	0	0	0	107	1	184	193	0	3	5	2	7	3	1	1	1	0	3	0	6	0	7	1	1	3	2	1	0	7	0	4	4	0	0	0	0	0	2	11	1	0	14	7	3	9	5	1	81	10	1	5	4	7	9	1	10	5	167	8	5	12	5	1	1	5	2	314	2	1	13	5	4	1	18	9	0	1	15	5	6	7	4	5	6	3	9	2	193	15	2	4	2773	8	6	12	3	3	3	8	10	3	2	8	9	4	1	199	7	0	0	5	3	7	12	0	4	11	6	3
A[Ins(T):R5]C	0	1	0	106	1	123	142	0	0	9	2	14	7	4	3	1	0	2	0	2	0	2	1	1	3	1	2	0	6	0	5	11	2	0	0	0	1	7	20	8	0	12	6	4	16	5	5	52	6	0	6	8	7	5	1	8	9	144	13	4	6	3	1	1	3	2	298	2	2	5	4	3	1	30	8	0	5	14	3	7	8	2	7	9	7	5	6	130	12	2	2	1093	11	1	9	3	4	2	11	7	2	4	7	8	3	3	168	14	3	5	9	5	12	12	0	12	4	7	6
A[Ins(T):R5]G	0	0	0	105	0	126	162	0	1	10	1	12	4	0	1	1	0	0	0	3	0	1	4	1	6	1	1	0	2	0	3	4	1	0	0	0	0	2	17	1	0	10	9	1	9	3	0	61	3	2	5	1	6	6	1	6	3	187	8	5	4	4	2	4	4	1	342	6	1	5	3	2	3	14	7	1	1	17	4	7	5	3	5	7	4	14	2	172	11	1	7	1393	2	5	15	5	9	7	6	7	2	1	12	4	10	3	232	8	2	8	2	4	7	5	0	5	4	5	5
A[Ins(T):R6]A	0	0	0	305	1	362	348	0	3	12	4	33	9	7	5	1	0	2	0	3	0	4	3	0	2	5	8	2	15	0	7	6	1	0	0	0	0	11	28	7	2	22	21	1	23	7	1	151	10	2	17	5	10	16	4	23	15	381	22	13	5	10	7	4	9	7	423	4	3	13	4	6	2	33	13	0	2	30	22	17	22	4	7	22	7	20	3	332	20	4	6	2719	15	10	24	10	9	13	13	21	5	5	23	11	10	7	412	23	6	6	10	7	16	24	1	12	17	13	6
A[Ins(T):R6]C	0	1	0	207	2	276	259	0	1	19	3	22	6	10	4	3	0	5	0	3	0	8	4	2	6	9	4	1	10	0	16	6	2	0	0	1	0	13	28	11	2	21	12	4	27	10	2	83	14	10	18	7	16	9	8	21	15	308	19	18	7	18	6	3	6	6	466	6	6	16	11	11	0	53	11	3	5	28	11	22	22	5	18	18	10	17	4	333	28	7	4	1459	19	14	17	11	10	14	15	22	4	5	22	12	14	11	330	22	4	9	15	3	16	23	3	12	7	19	16
A[Ins(T):R6]G	0	0	1	312	4	394	461	0	8	22	2	38	5	9	7	1	0	4	0	9	0	8	3	1	3	9	3	0	20	0	4	8	2	0	1	1	1	13	38	6	1	27	26	3	26	10	0	147	11	6	22	13	17	17	8	16	12	468	24	20	10	11	5	12	10	6	721	9	2	17	13	5	1	36	14	2	5	27	19	11	20	5	19	24	6	20	6	468	26	7	15	3068	9	16	25	17	11	10	15	21	4	3	27	27	11	10	440	33	8	10	17	6	29	21	4	20	13	15	9
A[Ins(T):R7]A	0	0	0	493	3	657	559	0	3	14	2	30	8	9	5	1	0	2	0	14	0	11	1	0	5	5	6	2	17	0	12	11	1	0	0	2	0	13	37	5	4	43	28	2	35	14	0	283	18	6	25	3	18	17	3	35	16	649	11	20	17	9	7	8	6	5	507	14	4	19	12	9	3	56	21	2	6	36	20	18	20	7	26	36	14	35	7	583	35	2	15	4578	18	18	32	16	8	19	17	37	5	9	36	25	12	12	684	30	11	10	23	12	18	39	4	10	22	17	10
A[Ins(T):R7]C	0	1	0	319	0	394	330	0	7	24	0	29	9	12	2	0	0	0	0	13	0	14	4	2	5	7	7	1	10	0	6	12	2	0	0	2	1	20	38	6	1	48	19	2	30	8	0	132	8	4	28	4	23	21	7	16	19	375	21	16	8	13	3	9	10	13	399	4	4	15	11	9	1	37	14	1	3	34	23	15	26	7	13	30	13	25	6	407	31	9	10	4038	12	20	27	17	5	13	20	31	2	3	34	37	9	6	472	29	7	7	23	4	32	32	2	18	15	18	14
A[Ins(T):R7]G	0	0	0	410	3	567	478	0	5	16	1	26	11	4	5	0	0	0	0	13	0	4	4	2	6	5	5	1	11	0	2	9	2	0	0	0	1	10	34	4	4	31	16	8	32	4	2	191	9	5	32	8	25	11	4	21	13	650	15	14	12	9	5	9	9	14	547	2	2	17	16	9	4	37	11	2	9	35	30	17	26	5	13	24	11	23	12	555	27	2	12	4363	23	15	29	7	11	15	10	25	4	1	38	20	10	4	616	27	10	11	19	10	28	23	2	19	15	11	5
A[Ins(T):R8]A	0	0	0	395	1	581	402	0	1	10	1	26	11	7	3	1	0	3	0	8	0	6	0	2	4	5	6	1	14	0	4	10	1	0	0	0	0	9	28	3	4	43	15	4	36	16	0	196	9	7	37	4	26	16	12	35	10	575	4	16	16	5	9	3	11	3	288	0	3	18	17	6	2	33	26	1	10	46	26	27	24	3	26	32	8	34	13	642	38	10	17	3886	13	29	37	19	12	21	17	41	4	14	45	41	16	17	670	46	12	12	23	11	37	41	5	30	19	19	11
A[Ins(T):R8]C	0	0	0	306	2	510	322	0	1	22	0	23	8	6	5	0	0	3	0	11	0	9	4	0	1	2	3	4	15	0	4	7	1	0	1	1	1	7	15	3	1	30	19	0	32	14	1	144	7	8	19	8	19	15	5	25	13	408	7	15	12	17	8	8	5	7	276	3	1	14	14	6	4	33	24	1	11	35	18	14	14	4	19	22	13	25	5	509	24	11	14	4523	12	24	31	23	13	23	13	26	5	6	42	27	17	10	594	29	6	12	17	10	37	31	4	19	18	25	13
A[Ins(T):R8]G	0	0	0	283	0	600	366	0	0	15	1	17	8	9	1	0	0	0	0	11	0	4	4	2	6	0	4	0	13	0	7	7	1	0	0	0	1	11	24	3	2	40	12	1	24	11	1	183	7	3	25	10	18	16	2	25	7	469	5	10	8	5	5	5	12	5	292	4	3	6	16	4	3	27	9	4	6	29	16	24	24	5	14	27	12	21	6	634	42	8	13	3634	11	16	24	13	10	17	17	45	3	3	27	25	16	14	559	28	10	7	27	10	29	33	6	24	20	16	14
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	1	0	0	2	2	1	2	5	4	0	7	1	0	1	23	1	0	3	0	2	2	1	2	0	0	1	2	0	1	6	0	1	3	1	1	1	4	0	0	0	0	1
C[Ins(T):R0]C	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	9	0	0	0	72	0	0	1	0	0	0	0	0	0	0	0	2	2	0	5	2	0	1	0	1	1	1	0	0	1	0	0
C[Ins(T):R0]G	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	3	0	0	0	14	0	2	1	2	0	1	0	1	0	0	0	1	0	0	6	0	1	0	1	0	0	0	1	0	1	0	0
