MutationType	DRUP01010001T	CPCT02010424T	CPCT02010349T	CPCT02020325T	CPCT02030246T	CPCT02070010T	CPCT02010370T	CPCT02010369T	CPCT02070013T	CPCT02060018T	CPCT02060022T	CPCT02070009T	CPCT02010398T	CPCT02010408T	CPCT02030246TII	CPCT02010386T	CPCT02020309T	CPCT02080045T	CPCT02020398T	CPCT02010392T	CPCT02090003T	CPCT02060274T	CPCT02020650T	CPCT02080181T	DRUP01340015T	CPCT02070436T	CPCT02050225TII	DRUP01070031T	CPCT02070278T	CPCT02010732T	CPCT02060181T	CPCT02080175T	CPCT02020903T	CPCT02070441T	CPCT02080181TII	CPCT02070290T	DRUP01090011T	CPCT02080297T	CPCT02010680T	CPCT02090064T	CPCT02020937T	CPCT02090065T	CPCT02060191T	CPCT02060192T	CPCT02011090T	CPCT02070463T	CPCT02011094T	CPCT02030458T	CPCT02060282T	DRUP01090012T	CPCT02090042T	CPCT02340078T	WIDE01010040T	CPCT02020683T	CPCT02020691T	DRUP01010077T	DRUP01050021T	CPCT02080206T	CPCT02060292T	CPCT02060290T	CPCT02090044T	WIDE01010138T	CPCT02130062T	WIDE01010160T	CPCT02020706T	CPCT02070313T	WIDE01010187T	WIDE01010169T	CPCT02100161T	CPCT02070317T	WIDE01010239T	WIDE01010233T	CPCT02070322T	WIDE01010262T	WIDE01010267T	WIDE01010293T	WIDE01010167T	CPCT02060211T	DRUP01080012T	WIDE01010356T	WIDE01010374T	WIDE01010393T	CPCT02090036T	CPCT02340018TII	CPCT02340088T	WIDE01010452T	CPCT02080227T	CPCT02060230T	CPCT02020750T	CPCT02060241T	CPCT02060245T	CPCT02070319T	CPCT02010856T	CPCT02090052T	CPCT02090053T	CPCT02070357T	CPCT02090057T	CPCT02270035T	CPCT02060254T	CPCT02070365T	CPCT02060258T	CPCT02080247T	CPCT02020794T	CPCT02020790T	CPCT02060253T	CPCT02020775T	CPCT02030513T	CPCT02380051T	CPCT02080248T	CPCT02070371T	CPCT02070366T	CPCT02050392T	CPCT02130147T	CPCT02020812T	CPCT02020820T	DRUP01090014T	CPCT02060240T	DRUP01060024T	CPCT02020848T	CPCT02010648T	CPCT02060130T	CPCT02010649T	CPCT02060127T	CPCT02340106T	CPCT02150034T	CPCT02030415T	CPCT02060235T	CPCT02010625T	CPCT02060275T	CPCT02340026T	CPCT02090063T	CPCT02010549T	CPCT02060066T	CPCT02020450T	CPCT02010406TII	CPCT02050167T	CPCT02110036T	CPCT02010599T	CPCT02010595T	CPCT02100091T	CPCT02060104T	CPCT02010600T	CPCT02110040T	CPCT02340018T	CPCT02050225T	CPCT02040141T	CPCT02340020T	CPCT02080139T	CPCT02060061T	CPCT02070051T	CPCT02010408TII	CPCT02010429T	CPCT02020438T	CPCT02040072T	CPCT02020428T	CPCT02010494T	CPCT02070095T	DRUP01070006T	DRUP01070005T	CPCT02020465T	CPCT02030325T	CPCT02090011T	CPCT02060071T	DRUP01070010T	CPCT02070111T	CPCT02070098T	CPCT02090012T	DRUP01090001T	CPCT02070108T	CPCT02010548T	CPCT02090014T	CPCT02010559T	CPCT02080102T	CPCT02030422T	CPCT02070249T	DRUP01070029T	CPCT02070247T	DRUP01010053T	DRUP01100003T	CPCT02070257T	CPCT02340046T	DRUP01080008T	DRUP01340002T	CPCT02010715T	WIDE01010465T	WIDE01010487T	WIDE01010492T	WIDE01010497T	WIDE01010521T	WIDE01010519T	WIDE01010527T	WIDE01010517T	WIDE01010699T	WIDE01010713T
A[Ins(T):R(8,)]C	7	4	0	6	4	6	2	7	7	4	8	5	1	8	5	17	10	3	3	0	8	6	7	4	6	13	8	16	2	9	4	10	4	8	4	6	7	1	3	7	7	11	9	1	1	7	0	3	1	10	3	1	1	4	11	8	45	3	6	0	6	7	5	10	0	6	5	18	26	6	19	22	4	1	11	0	1	5	5	4	2	11	23	5	5	12	5	14	0	3	4	2	7	3	2	22	0	5	10	4	3	3	9	1	2	4	7	1	1	0	1	4	12	2	6	8	7	27	0	2	2	22	10	4	18	7	1	7	9	3	3	5	0	2	2	7	2	4	4	6	0	6	19	5	7	5	2	0	13	4	8	2	2	4	10	7	8	2	8	0	7	10	20	3	1	9	7	13	1	5	8	5	6	2	7	9	0	10	8	16	0	10	1	3	4	2	2	1	20	7	0	1	3	19
A[Ins(T):R(8,)]G	5	4	0	4	2	7	0	7	6	5	2	9	3	1	2	11	11	5	3	1	7	4	8	5	4	11	7	11	2	7	1	6	2	13	5	4	4	2	5	3	13	7	11	1	1	1	2	3	3	8	2	3	4	11	8	6	37	1	7	0	8	5	2	11	1	2	4	14	26	8	9	9	3	3	6	0	0	2	5	1	2	10	18	3	4	7	5	8	2	2	3	2	2	3	0	12	0	9	5	2	3	5	9	2	1	4	7	2	5	0	2	0	20	5	3	14	16	30	0	0	1	20	7	4	18	5	1	12	3	3	2	1	3	0	0	5	0	0	4	3	0	13	13	4	6	10	1	0	10	3	1	3	0	3	13	2	5	1	7	3	8	6	10	10	3	4	5	5	0	4	20	9	10	3	6	5	0	9	6	9	1	9	0	2	4	5	3	0	14	3	0	1	4	24
C[Ins(T):R(8,)]A	2	3	1	3	1	3	1	6	7	2	1	4	1	4	5	3	10	2	0	1	7	11	3	2	3	7	2	3	1	2	2	3	0	4	2	6	2	2	0	2	7	0	8	0	2	1	2	1	2	6	0	2	3	3	4	1	32	1	6	1	4	5	1	7	0	2	6	11	14	3	10	8	3	2	5	0	1	4	2	1	1	3	7	4	2	9	2	4	0	1	1	0	6	3	2	19	1	1	4	1	2	3	8	3	0	0	6	4	0	0	0	1	7	5	2	10	4	10	0	0	3	8	7	2	11	0	3	6	2	0	1	1	1	2	0	1	0	1	3	0	0	7	11	4	3	3	0	0	11	2	4	9	1	5	29	2	1	0	4	0	1	3	10	4	0	3	1	3	0	0	7	7	4	0	5	0	0	6	3	8	1	4	1	1	1	0	1	1	8	1	0	0	3	10
C[Ins(T):R(8,)]C	7	4	0	5	3	5	1	5	4	2	0	2	1	3	2	11	11	2	1	1	6	7	7	3	2	8	4	9	0	6	0	4	1	5	4	4	5	2	2	2	3	8	2	3	2	0	1	2	1	6	2	0	1	5	8	5	26	2	5	0	5	2	2	6	0	4	3	8	19	4	4	4	1	1	6	0	1	2	1	1	1	6	8	4	1	5	3	9	0	3	3	5	2	4	0	11	0	6	8	1	2	4	12	1	3	1	4	0	5	0	1	1	16	4	2	4	10	12	0	1	4	10	7	3	14	6	0	4	7	3	3	0	2	0	0	2	1	3	2	6	0	4	20	4	5	6	1	2	7	3	3	5	0	2	7	3	2	0	3	1	4	2	10	6	0	2	4	3	4	1	5	6	10	0	4	3	1	4	5	13	1	10	2	3	8	1	2	1	12	3	0	1	3	12
C[Ins(T):R(8,)]G	3	6	1	4	4	2	0	5	4	4	3	4	1	2	4	9	6	6	1	0	7	2	5	2	3	10	7	6	2	6	2	8	1	6	3	3	5	3	2	4	4	5	3	0	2	1	0	2	1	4	3	1	4	3	4	6	22	1	1	0	2	5	2	8	0	2	2	8	13	4	13	10	3	3	1	0	1	2	6	2	1	7	14	2	1	6	4	6	3	1	2	4	2	2	2	11	0	7	5	0	3	4	6	2	0	1	5	4	1	0	5	1	6	3	1	8	6	14	0	5	2	13	1	5	13	1	4	8	5	1	6	2	4	0	1	1	1	2	2	2	0	7	11	1	4	7	1	0	4	2	2	2	6	0	5	6	1	0	3	0	4	8	7	5	0	4	1	1	1	5	6	7	8	1	4	2	0	3	1	14	0	9	1	4	7	0	0	1	19	8	0	0	1	24
G[Ins(T):R(8,)]A	2	3	1	4	1	4	1	9	2	3	5	5	3	1	3	5	6	4	1	1	4	3	7	1	2	6	3	6	4	4	2	1	1	2	1	4	3	2	2	0	1	4	3	2	1	1	2	0	1	6	4	0	1	3	5	6	13	3	4	1	2	2	3	2	0	2	2	12	12	3	4	9	1	1	3	0	4	2	4	1	1	3	10	0	4	7	7	8	1	2	2	2	1	1	2	13	1	4	4	2	1	7	4	1	4	3	2	1	4	1	1	2	3	1	0	11	0	16	0	1	1	10	1	3	4	2	3	6	3	0	1	3	2	0	0	1	0	1	1	5	1	5	8	0	2	3	2	0	5	1	1	7	1	1	25	1	4	1	4	1	4	4	8	2	0	4	4	2	2	1	8	1	5	0	1	4	0	4	4	14	0	5	0	2	5	1	1	0	10	0	0	1	3	13
G[Ins(T):R(8,)]C	5	5	0	3	4	2	0	8	2	1	10	5	1	0	5	6	3	5	0	0	1	2	4	3	1	6	3	4	1	7	1	4	2	4	3	10	6	2	0	4	4	5	4	0	0	1	0	0	1	4	0	0	2	0	9	3	19	2	3	0	3	2	0	1	1	1	4	11	20	8	5	6	1	1	1	0	0	2	7	2	2	2	8	1	2	5	6	5	0	1	3	1	4	0	2	10	0	4	3	1	0	0	9	1	4	3	3	0	6	1	1	0	12	4	5	6	6	14	0	2	1	14	2	2	15	1	1	4	3	0	1	4	2	0	1	5	0	4	0	4	0	10	12	1	5	2	1	0	7	2	0	3	3	1	13	4	0	0	4	1	6	4	3	5	0	5	0	2	1	2	6	3	7	2	7	6	1	5	3	12	2	9	0	2	2	1	2	1	8	3	0	0	2	15
G[Ins(T):R(8,)]G	1	4	1	3	0	0	0	4	4	0	6	3	3	0	3	3	8	3	1	0	2	4	6	3	2	9	1	8	1	5	1	5	1	3	4	1	2	1	3	7	10	5	8	2	2	2	1	4	3	5	1	0	3	4	5	7	22	1	3	2	1	1	3	7	1	1	4	12	15	3	8	8	3	4	4	0	0	2	4	1	1	5	10	8	1	10	5	4	2	1	4	2	4	0	1	14	1	6	6	5	2	7	3	5	2	3	3	0	2	0	1	1	13	3	5	4	9	18	0	0	4	13	2	2	7	1	1	8	2	1	0	0	0	1	0	2	1	0	1	3	0	9	6	5	4	5	1	0	7	2	0	2	3	4	10	2	3	0	5	0	5	4	10	7	1	5	3	7	2	3	10	5	8	1	3	2	0	6	2	10	1	8	1	3	5	0	2	0	10	3	0	0	4	9
Del(2,4):R1	21	21	12	9	9	4	9	26	43	5	8	14	24	9	10	12	10	59	6	7	7	11	40	12	14	38	7	4	10	14	5	20	7	7	13	17	6	3	7	6	6	9	41	5	13	6	4	8	2	15	10	5	49	77	17	13	68	2	31	7	20	7	16	11	2	8	43	18	75	12	9	13	5	44	14	7	8	9	59	12	10	48	5	25	15	6	15	8	2	9	5	12	27	8	3	54	8	7	8	7	4	9	40	11	10	6	8	5	9	13	6	10	47	9	8	14	13	29	23	11	19	12	8	10	25	40	3	3	6	6	8	11	14	2	8	2	2	6	11	91	4	13	23	24	10	11	5	3	19	10	11	9	16	7	8	15	6	2	10	2	13	11	15	6	5	5	31	5	6	7	6	12	23	5	49	6	10	9	105	16	10	37	6	10	12	11	12	8	29	36	0	3	4	19
Del(5,):R1	24	43	7	11	17	8	15	63	80	7	15	25	97	16	10	29	40	109	13	36	13	12	75	17	10	108	11	8	12	20	18	30	6	7	17	22	29	12	19	4	7	13	88	30	6	22	3	26	1	14	18	11	90	201	55	15	191	9	62	5	78	34	31	30	29	10	80	19	128	7	6	4	24	58	7	2	8	35	222	17	43	86	19	95	19	15	40	27	12	20	20	25	23	10	13	109	14	15	6	16	13	32	37	16	11	14	30	14	28	42	17	29	137	6	27	22	34	68	12	37	26	30	9	25	35	129	10	26	13	16	24	46	14	3	18	11	13	7	3	104	5	16	44	94	14	52	28	33	11	51	15	15	21	18	5	16	12	5	17	8	7	10	44	14	12	7	6	9	22	8	8	25	26	21	95	35	29	14	243	19	36	90	24	42	5	14	5	18	51	81	3	13	15	25
Del(2,8):U(1,2):R(2,4)	22	18	7	14	8	3	4	37	24	6	11	9	27	14	8	8	12	38	8	7	4	9	17	10	11	49	15	4	6	14	13	8	13	12	12	12	8	8	8	8	5	9	24	18	9	11	6	11	3	7	11	4	26	48	13	10	93	7	15	6	16	8	5	10	2	11	23	25	46	12	9	8	9	21	13	1	7	14	43	11	13	29	9	19	20	7	12	6	6	14	5	12	90	14	11	29	9	9	14	5	4	19	78	5	5	7	15	6	8	7	6	11	33	6	9	11	17	16	13	6	20	11	7	9	14	25	8	11	8	10	10	6	6	8	9	22	8	2	10	41	2	16	20	16	21	13	4	3	25	6	14	7	16	10	3	36	11	0	10	7	10	10	18	7	7	7	48	8	8	5	15	8	26	8	30	6	8	8	53	13	5	40	8	7	13	18	12	9	34	24	2	9	10	24
Del(2,):U(1,2):R(5,)	7	7	3	6	5	1	3	14	11	3	2	7	4	7	9	4	7	15	4	3	4	1	8	6	14	25	11	7	3	4	7	13	13	5	7	9	3	6	6	4	7	10	7	2	6	2	4	3	2	3	3	2	12	14	16	2	25	4	6	9	7	5	4	4	4	4	8	17	15	8	7	13	5	9	10	1	3	4	19	10	2	13	8	10	7	3	6	9	4	6	10	7	15	7	5	19	6	11	9	0	3	12	20	4	9	10	5	3	2	9	6	3	5	6	5	5	7	15	2	8	2	9	5	6	3	3	5	2	8	11	5	2	2	3	7	1	2	6	3	21	3	14	20	16	8	5	3	2	13	6	5	2	5	4	5	7	9	2	9	2	7	5	11	3	3	4	12	7	4	5	4	10	3	4	12	3	8	6	30	11	3	12	5	11	11	8	17	2	11	13	1	5	2	9
Del(3,):U(3,):R2	25	10	6	4	7	6	2	9	11	7	15	9	10	18	9	9	11	13	11	10	11	10	9	8	5	40	11	8	6	13	4	5	13	5	11	10	9	3	6	6	8	8	8	7	3	8	9	8	4	2	9	7	15	15	10	12	67	3	9	4	8	11	0	7	3	6	12	10	20	10	5	15	9	7	16	2	3	12	19	12	1	14	8	27	17	9	6	11	7	5	7	9	5	2	6	32	5	6	6	7	8	26	17	10	3	13	14	8	6	8	7	8	15	1	11	6	13	11	9	12	12	6	4	7	10	10	5	4	4	8	0	2	8	5	8	9	5	12	10	20	4	12	16	28	16	8	8	4	21	6	18	1	29	13	6	12	1	3	9	10	7	5	15	7	8	6	9	11	11	9	13	4	14	2	7	3	7	7	24	13	4	17	8	6	10	11	3	9	23	12	3	5	3	11
Del(3,):U(3,):R(3,)	10	4	2	5	3	1	2	10	5	4	6	3	4	9	3	6	5	10	7	3	6	4	5	5	2	18	6	3	5	7	0	5	9	2	5	6	4	2	5	4	6	10	3	6	2	2	5	1	0	6	5	3	8	6	4	5	41	1	4	1	2	5	1	5	2	2	3	9	11	5	6	9	6	5	16	3	7	3	9	8	2	2	2	14	5	2	1	4	2	0	2	0	1	3	2	16	3	4	5	3	3	5	11	8	1	3	10	4	2	0	2	6	8	4	3	4	4	3	3	13	2	3	1	3	4	4	8	2	6	2	2	1	6	1	4	2	9	3	3	2	0	10	9	15	8	4	2	0	8	6	8	3	10	9	1	8	3	0	3	6	4	1	6	2	5	2	4	5	6	4	7	9	5	1	4	4	3	6	4	12	2	8	2	1	6	3	8	2	12	7	1	2	9	6
Ins(2,4):R0	10	12	4	16	9	10	5	26	10	5	7	22	12	21	11	12	14	15	12	3	14	12	11	10	66	32	16	10	9	14	23	11	9	11	39	14	12	5	13	6	20	14	14	6	8	6	6	8	9	16	14	8	9	10	22	22	84	8	6	4	38	17	13	21	6	12	13	23	21	9	18	18	10	7	17	5	10	16	19	15	3	18	10	19	15	7	6	13	6	10	7	11	7	9	13	35	3	15	11	12	6	26	19	8	10	10	13	9	12	11	5	7	11	8	16	14	19	26	6	7	14	13	9	13	11	81	16	8	10	15	7	11	9	2	4	5	11	7	4	24	6	15	35	24	11	13	6	7	9	8	18	6	11	17	18	7	14	1	19	13	11	11	10	11	1	7	10	11	7	13	9	9	13	9	19	8	14	14	44	19	8	48	17	15	14	19	17	13	11	13	2	11	4	13
Ins(5,):R0	13	16	5	40	31	26	14	44	41	27	24	57	62	39	13	27	88	22	17	57	42	23	43	25	42	77	40	29	25	47	29	46	26	19	20	37	70	9	39	9	29	23	36	51	11	14	11	35	7	52	27	29	13	88	73	30	116	31	15	10	58	36	44	25	56	35	15	26	46	29	30	34	44	27	20	7	18	77	225	28	3	31	36	120	29	19	73	37	27	28	54	50	26	27	29	59	17	37	26	15	22	69	57	27	22	20	53	26	46	35	35	50	32	23	50	38	38	38	29	31	29	71	36	46	30	164	13	42	30	46	9	95	15	9	14	13	28	20	7	33	9	25	92	78	34	97	44	56	20	34	24	20	20	21	7	19	20	19	31	11	24	29	29	28	26	12	11	16	24	17	16	35	35	35	29	68	44	33	283	53	65	154	47	96	22	24	26	17	25	20	11	14	5	28
Ins(2,4):R1	7	12	2	8	9	5	4	12	6	7	3	6	7	8	9	7	6	9	1	0	3	18	8	2	14	20	5	2	8	10	5	6	5	4	8	9	5	4	1	5	6	3	7	7	5	3	2	8	1	8	4	4	6	10	6	8	37	4	2	1	19	7	15	4	4	11	8	9	18	5	9	10	3	7	7	2	1	6	22	11	2	8	6	9	9	1	3	3	4	7	1	5	3	4	7	8	2	5	4	5	5	5	6	2	8	2	9	5	1	1	0	5	8	2	3	12	8	6	1	3	7	3	7	7	10	30	10	6	1	8	5	6	3	0	3	2	2	3	2	11	1	8	17	9	4	6	4	0	4	2	7	1	3	5	8	4	5	1	10	0	6	11	7	9	0	8	2	3	3	8	12	3	13	4	18	4	5	3	23	7	0	31	4	0	6	7	8	5	6	7	0	6	5	10
Ins(5,):R1	5	12	2	2	5	1	3	7	4	4	5	5	1	7	5	4	6	5	4	3	1	3	3	1	4	42	2	3	3	4	5	6	5	5	5	9	8	5	6	2	6	6	5	4	2	2	4	1	0	7	3	1	7	4	9	4	52	2	1	5	11	1	5	8	3	5	7	7	10	1	4	3	1	6	6	3	2	4	8	3	2	11	4	15	5	6	5	3	1	4	5	2	7	0	2	8	1	6	9	1	5	10	7	8	5	2	9	1	1	3	3	4	12	4	4	3	4	14	1	8	7	3	5	2	9	14	3	3	3	3	5	5	3	6	3	0	2	2	5	11	2	4	16	18	4	3	5	1	4	5	8	6	6	1	1	1	2	2	7	0	6	5	12	5	4	1	7	3	5	2	8	8	4	4	7	2	1	3	16	0	2	10	2	1	8	1	8	5	6	6	1	4	3	20
Ins(2,):R(2,4)	2	8	2	4	7	3	5	14	9	8	4	13	8	5	8	7	8	10	5	2	5	15	1	5	8	31	4	6	5	7	2	5	5	7	5	9	3	4	8	7	6	8	11	5	4	3	3	4	3	7	6	3	11	5	10	6	24	4	6	5	13	9	7	6	3	2	8	10	7	3	8	6	5	11	11	1	3	3	26	4	2	16	10	6	5	4	8	3	3	10	2	5	6	12	5	13	4	10	11	9	2	17	5	1	6	7	5	6	2	5	1	3	7	2	2	2	3	14	2	4	7	8	4	10	5	13	6	11	3	4	6	5	2	2	3	4	6	3	4	13	1	8	25	11	6	1	2	4	6	4	4	4	9	2	4	7	4	1	8	3	4	8	8	3	3	6	10	10	5	1	17	8	11	4	9	6	4	8	17	8	1	18	4	5	7	8	3	2	15	2	0	4	2	18
Ins(2,):R(5,)	3	7	1	6	0	2	2	10	8	8	9	14	7	8	3	22	11	9	7	4	8	14	10	5	9	21	9	10	3	14	12	4	8	8	9	11	7	7	4	2	11	11	7	6	1	6	2	2	5	14	8	1	7	12	12	12	37	3	8	6	11	4	13	16	3	9	8	21	40	7	8	9	6	4	22	6	3	7	15	12	0	8	31	8	4	11	5	10	1	7	4	7	13	23	13	29	1	9	16	5	2	10	20	7	2	12	6	16	5	6	2	3	10	9	7	11	11	22	0	5	8	14	9	6	11	8	6	9	21	2	6	4	3	1	4	5	5	4	4	9	1	11	23	9	11	4	1	0	5	6	7	4	0	8	5	5	4	1	13	4	16	18	12	7	0	4	7	15	4	2	14	5	5	2	8	11	10	11	12	24	4	5	2	8	4	6	5	1	17	10	0	2	6	22
Del(2,5):M1	33	21	7	12	6	9	4	35	30	5	7	13	26	5	7	8	9	63	8	7	3	10	31	9	12	56	10	5	3	12	6	7	12	6	9	6	10	6	4	4	7	8	29	8	5	8	4	8	7	8	8	5	42	47	24	12	60	5	22	5	20	8	9	14	6	9	50	16	70	7	5	9	5	34	14	1	8	16	71	11	19	61	5	14	12	4	10	5	7	9	5	14	72	11	6	70	8	8	6	12	7	7	81	7	11	6	20	4	9	13	5	10	63	0	11	6	9	36	22	12	12	14	3	10	27	27	10	4	7	6	7	4	7	2	4	3	16	9	4	60	6	7	20	18	9	10	8	2	21	8	7	8	26	9	11	23	11	2	15	2	10	12	17	7	7	4	31	8	5	6	3	15	18	5	61	7	8	4	83	8	8	34	8	4	10	5	8	8	41	32	2	3	7	19
Del(3,5):M2	21	6	1	9	4	5	3	13	14	6	7	3	14	9	4	7	2	23	9	5	6	8	15	8	7	82	8	5	2	10	6	9	3	4	9	8	10	4	3	5	4	7	12	5	1	3	9	7	4	3	9	3	28	33	8	9	29	4	10	6	8	3	6	11	3	4	14	19	43	10	8	6	0	13	10	2	2	11	33	16	7	26	2	10	16	8	4	6	2	3	4	2	5	2	6	25	6	6	8	6	5	8	21	10	5	7	10	1	5	13	2	6	24	4	11	1	10	15	4	9	14	4	6	6	15	13	5	4	4	5	6	4	5	1	5	5	4	7	4	37	3	5	6	13	8	4	12	2	15	5	9	6	17	4	2	14	7	2	5	4	4	4	9	8	6	5	6	9	4	5	8	7	9	5	23	6	3	5	46	8	3	24	10	6	6	6	7	11	25	19	2	11	4	14
Del(4,5):M(3,4)	8	5	1	3	7	4	1	4	12	1	6	8	3	7	6	4	3	8	5	1	2	2	6	7	4	45	5	4	4	7	3	8	8	9	8	1	2	3	5	7	2	6	5	3	2	5	8	2	1	5	2	3	6	12	6	4	22	2	5	3	6	3	3	6	3	4	6	7	11	3	8	8	5	11	4	2	1	2	10	9	2	16	1	7	10	3	3	7	1	3	2	4	4	2	2	9	2	2	1	3	3	12	17	7	8	2	4	3	2	1	1	6	9	1	6	4	4	9	3	4	12	4	6	2	9	4	5	2	0	1	7	1	2	4	3	4	7	3	0	24	3	5	6	9	5	0	4	3	5	1	5	4	13	8	3	11	1	0	9	5	4	2	11	4	3	2	5	6	4	2	3	1	4	1	10	4	3	3	26	4	2	7	0	0	8	3	3	3	11	12	1	0	1	10
Del(6,):M1	18	37	4	10	11	3	18	45	61	5	10	22	49	10	8	10	14	94	13	16	14	15	46	7	9	166	9	6	2	15	8	20	8	7	7	13	9	12	11	6	6	13	46	13	3	17	3	9	3	10	9	4	83	119	33	11	161	8	56	6	44	22	13	23	15	14	55	22	104	6	6	9	10	65	7	1	11	16	136	30	32	72	9	105	7	8	24	7	7	4	9	20	10	7	8	82	9	9	2	2	3	22	21	7	12	2	16	5	11	26	14	20	108	9	25	11	22	77	14	17	10	12	9	10	28	91	7	7	7	6	13	17	10	8	7	11	14	6	4	88	4	5	15	96	9	31	10	10	8	25	10	10	22	9	4	10	15	5	16	8	5	8	22	10	8	4	9	8	11	6	9	7	15	8	80	13	10	13	146	13	13	23	8	23	6	15	6	14	46	58	3	8	13	27
Del(6,):M2	14	18	4	5	10	6	8	30	35	5	3	9	30	11	9	9	7	64	9	4	5	16	20	5	4	366	4	4	4	13	5	11	8	4	5	9	11	5	1	5	2	11	42	8	2	20	1	8	0	6	5	3	49	79	21	11	98	6	32	3	32	15	12	12	7	3	33	18	54	6	3	10	6	43	9	1	4	4	80	33	31	45	10	89	12	4	10	5	6	6	8	9	3	2	4	87	6	4	4	4	4	8	17	5	0	4	11	4	6	17	9	5	71	8	10	6	12	49	6	15	8	5	3	12	13	48	5	1	3	7	7	10	9	3	9	7	3	5	6	93	4	7	13	112	6	8	8	3	6	3	15	5	33	12	3	6	10	0	10	2	4	12	21	9	2	9	7	2	11	2	6	12	13	4	54	5	3	4	137	4	5	15	9	7	3	6	2	9	42	40	2	10	6	14
Del(6,):M3	14	8	1	2	5	3	3	14	16	1	4	8	11	3	3	5	4	32	6	1	4	6	6	2	1	291	3	1	2	3	3	6	7	0	2	2	4	1	3	3	1	4	16	1	1	13	3	1	1	1	4	0	22	30	12	2	53	0	16	1	6	10	10	4	3	4	19	7	24	1	5	10	3	21	0	0	1	4	36	22	5	22	6	44	4	6	5	1	0	1	0	5	4	2	2	65	1	2	2	4	3	4	10	8	4	1	11	2	3	4	0	3	36	4	16	3	5	20	5	11	9	1	3	6	9	20	1	2	2	3	4	3	2	0	6	2	1	5	1	67	1	3	8	61	5	3	5	3	6	3	3	2	14	2	0	3	7	2	10	3	1	13	13	4	4	1	2	0	2	2	7	7	10	0	25	5	4	4	92	2	2	9	2	3	0	3	0	6	11	25	3	6	5	7
Del(6,):M(4,)	6	9	5	5	7	2	12	37	16	4	3	6	14	9	10	4	7	24	10	4	4	12	8	5	8	309	8	1	3	10	3	6	5	6	4	7	1	2	3	4	0	2	22	4	3	23	3	7	4	9	5	1	12	34	15	6	51	2	13	2	15	37	9	7	8	2	19	8	15	4	9	13	5	16	3	5	0	5	32	25	5	21	3	58	6	9	13	5	3	6	4	7	8	1	3	74	5	5	8	6	5	4	12	1	4	1	9	3	5	6	6	2	30	3	9	13	8	18	4	56	5	3	5	6	17	23	4	7	6	1	5	3	2	1	0	3	2	6	1	62	2	7	37	65	6	2	6	2	2	6	7	4	12	10	3	8	2	1	8	1	5	6	12	9	3	4	4	5	4	5	10	8	15	3	21	4	4	7	84	4	5	12	2	2	0	8	6	8	18	22	2	5	12	15
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
