MutationType	CPCT02020318T	CPCT02010377T	CPCT02060017T	CPCT02060166T	DRUP01080024T	CPCT02300029T	CPCT02130024T	CPCT02370015T	CPCT02080291T	CPCT02330082T	CPCT02130035T	CPCT02020667T	CPCT02190030T	CPCT02070304T	CPCT02230093T	CPCT02170024T	CPCT02050342T	CPCT02130064T	CPCT02130063T	CPCT02080208T	CPCT02130066T	CPCT02130067T	CPCT02100172T	CPCT02130084T	CPCT02060220T	CPCT02100169T	CPCT02080218T	CPCT02050332T	DRUP01080031T	CPCT02040245T	DRUP01050048T	DRUP01010142T	CPCT02080224T	CPCT02260021T	CPCT02020762T	CPCT02130116T	CPCT02050342TII	CPCT02130138T	CPCT02130139T	CPCT02230115T	CPCT02010902T	CPCT02290056T	CPCT02130152T	DRUP01170003T	DRUP01010095T	DRUP01030024T	CPCT02040292T	DRUP01050035T	CPCT02020577T	CPCT02050263T	DRUP01010108T	DRUP01010109T	DRUP01010113T	CPCT02120059T	CPCT02170010T	CPCT02030398T	CPCT02050250T	CPCT02050076TII	CPCT02050182T	CPCT02070187T	CPCT02030373T	CPCT02020589T	CPCT02040154T	CPCT02050091T	CPCT02020406T	CPCT02020405T	CPCT02070052T	CPCT02060063T	CPCT02230004T	CPCT02300006T	CPCT02080066T	CPCT02010492T	CPCT02020460T	DRUP01010019T	CPCT02050133T	CPCT02050144T	CPCT02050286T	CPCT02130006T	CPCT02130003T	CPCT02340039T	CPCT02230075T	CPCT02080169T	CPCT02150005T	WIDE01010522T	WIDE01010696T
5:Ins:R:3	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	2	1	1	3	0	10	7	0	1	0	2	1	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1
5:Ins:R:4	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	6	0	7	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
5:Ins:R:5	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
2:Del:M:1	6	7	21	5	5	7	8	9	10	4	12	2	9	14	18	9	11	10	10	7	12	19	5	5	7	21	17	6	337	17	465	256	7	7	8	3	11	10	5	6	8	11	4	6	9	12	12	16	10	12	58	5	27	11	7	5	3	18	6	9	27	3	8	8	8	5	9	15	9	6	9	7	8	8	9	32	22	12	6	7	4	9	8	6	6
3:Del:M:1	1	3	2	2	0	1	3	2	0	2	2	3	4	7	3	3	2	1	4	0	1	4	0	5	3	4	4	1	26	2	75	24	3	0	1	5	2	2	3	6	2	3	0	1	3	3	5	5	2	1	4	4	16	3	3	0	0	5	1	2	4	4	1	1	3	2	2	7	2	2	2	0	1	6	2	4	9	1	2	4	2	2	2	2	1
3:Del:M:2	3	2	9	3	1	13	4	2	2	0	6	4	3	9	6	6	5	2	2	0	4	4	0	6	2	11	5	1	189	13	283	167	8	2	3	7	5	6	4	7	5	4	1	2	6	5	5	5	3	7	20	3	9	6	1	6	2	7	2	0	4	7	1	3	3	4	4	7	7	3	1	2	2	5	3	20	16	6	4	6	3	6	4	2	2
4:Del:M:1	2	0	4	1	1	2	4	1	2	1	4	6	4	3	4	1	1	1	7	3	2	3	1	1	3	8	2	0	80	3	130	52	1	3	3	1	1	3	6	1	3	4	0	2	3	3	5	5	3	1	13	2	11	2	1	1	1	1	2	3	4	5	3	0	3	2	1	3	0	3	3	2	3	2	3	5	6	4	1	4	0	1	4	0	2
4:Del:M:2	2	5	6	3	2	8	5	3	2	0	7	6	0	5	2	3	4	5	4	3	4	0	2	3	2	6	3	6	88	3	123	58	0	2	3	2	4	1	6	2	4	3	0	2	4	9	5	4	2	4	8	3	10	5	0	3	0	1	2	3	11	6	2	1	2	6	2	4	5	4	2	1	2	5	3	8	15	2	2	1	2	5	3	2	2
4:Del:M:3	3	2	9	5	1	4	7	2	7	4	4	3	2	3	10	1	10	7	8	1	2	6	0	1	3	13	10	7	114	13	180	90	4	6	2	1	10	8	7	1	10	3	1	4	10	8	6	8	6	1	8	2	5	3	6	1	1	11	9	4	10	10	5	0	3	1	4	9	4	4	3	2	2	3	5	13	7	7	0	5	0	5	4	4	0
5:Del:M:1	7	13	10	11	8	23	7	9	3	3	22	16	27	18	17	8	19	25	58	14	10	19	4	15	15	26	24	56	90	27	129	74	22	5	13	8	13	25	19	18	9	72	13	42	11	36	35	43	12	9	31	7	87	30	38	10	10	16	11	10	20	56	18	8	11	18	13	132	10	13	2	9	10	20	10	30	129	11	17	9	3	22	16	13	8
5:Del:M:2	2	7	11	9	3	9	9	6	6	3	12	6	13	19	12	4	9	5	41	4	7	12	2	7	9	10	18	59	23	10	38	15	9	2	15	8	8	11	12	5	7	55	8	63	8	17	24	41	17	8	26	4	63	24	26	6	5	7	9	3	22	67	9	5	7	40	8	246	8	13	5	4	7	12	11	21	215	6	13	8	6	6	7	5	6
5:Del:M:3	3	11	10	9	3	14	6	4	3	1	7	8	11	9	10	6	4	6	41	5	5	5	1	8	5	16	16	53	40	4	56	26	4	1	5	3	3	6	5	3	2	42	3	53	3	17	12	39	8	3	22	4	20	16	28	6	2	5	6	8	11	72	4	4	2	41	3	189	4	4	1	3	4	14	9	19	178	4	4	9	3	5	5	2	1
5:Del:M:4	2	5	5	4	2	5	3	5	4	0	2	5	4	3	8	1	1	6	23	1	1	2	1	4	2	8	9	26	21	2	25	19	1	2	4	3	2	3	8	4	2	17	0	31	3	10	8	17	6	2	12	0	7	12	14	5	3	4	0	5	3	36	1	2	4	23	2	114	2	4	3	0	2	5	2	9	106	2	2	5	4	4	5	5	1
5:Del:M:5	4	4	4	9	2	7	2	2	2	2	9	3	5	5	8	2	2	6	27	1	5	10	3	13	7	14	13	17	22	3	43	11	3	6	10	5	3	5	5	7	8	26	2	23	7	17	12	30	5	7	30	0	10	18	15	2	2	12	3	2	17	35	1	0	3	19	5	92	4	0	3	1	4	10	6	10	107	13	6	9	1	1	1	2	3
