MutationType	DRUP01010006T	CPCT02020319T	CPCT02040021T	CPCT02110003T	CPCT02140012T	CPCT02040027T	CPCT02100013T	CPCT02050048T	CPCT02060015T	CPCT02010397T	CPCT02040040T	CPCT02110008T	CPCT02050057T	CPCT02050061T	CPCT02110011T	CPCT02020383T	CPCT02010414T	CPCT02210001T	CPCT02210003T	CPCT02330007T	CPCT02050068T	CPCT02050075T	CPCT02040058T	CPCT02330009T	DRUP01010007T	DRUP01070001T	CPCT02040021TII	CPCT02340048T	CPCT02330131T	CPCT02190027T	CPCT02050300T	DRUP01070063T	CPCT02060160T	CPCT02030443T	CPCT02020651T	DRUP01090009T	CPCT02070273T	CPCT02210041T	CPCT02010750TII	CPCT02160059T	DRUP01340003T	CPCT02080283T	DRUP01330002T	CPCT02330078T	CPCT02010730T	CPCT02050307T	DRUP01340004T	CPCT02120078T	CPCT02100139T	CPCT02230077T	CPCT02230078T	CPCT02010735T	DRUP01010051TII	CPCT02440004T	CPCT02220032T	CPCT02130031T	DRUP01020018T	CPCT02310005T	CPCT02250005T	CPCT02330080T	CPCT02100144T	CPCT02330085T	CPCT02010742T	DRUP01010123T	DRUP01220007T	CPCT02300033T	DRUP01010059T	DRUP01010070T	CPCT02160038T	CPCT02440024T	CPCT02030442T	CPCT02330089T	CPCT02210042T	DRUP01070039T	CPCT02220067T	CPCT02340057T	CPCT02010743T	CPCT02030454T	CPCT02320001T	CPCT02390017T	CPCT02370012T	CPCT02240007TII	CPCT02010747T	CPCT02010750T	CPCT02330092T	DRUP01340017T	CPCT02060259T	CPCT02080197T	CPCT02110059T	CPCT02220076T	CPCT02010751T	CPCT02220077T	DRUP01060010T	CPCT02140061T	CPCT02270018T	CPCT02310007T	CPCT02230087T	CPCT02150048T	DRUP01010122T	CPCT02330095T	CPCT02340075T	DRUP01010072T	CPCT02330087T	CPCT02240010T	CPCT02110062T	WIDE01010038T	CPCT02050325T	CPCT02050327T	CPCT02050329T	WIDE01010060T	WIDE01010100T	DRUP01340006T	CPCT02220036T	WIDE01010066T	WIDE01010077T	CPCT02040226T	CPCT02330098T	WIDE01010091T	CPCT02110064T	WIDE01010063T	WIDE01010097T	WIDE01010096T	CPCT02370022T	CPCT02020695T	CPCT02100201T	CPCT02050335T	CPCT02160040T	CPCT02240012T	WIDE01010128T	CPCT02220081T	CPCT02100165T	DRUP01230004T	DRUP01060002T	WIDE01010206T	WIDE01010001T	CPCT02120112T	CPCT02120119T	WIDE01010154T	CPCT02370020T	CPCT02230090T	CPCT02210048T	WIDE01010159T	WIDE01010179T	WIDE01010177T	WIDE01010166T	CPCT02130069T	WIDE01010168T	CPCT02340074T	CPCT02290032T	WIDE01010200T	DRUP01340016T	WIDE01010228T	WIDE01010227T	WIDE01010232T	WIDE01010196T	CPCT02050352T	CPCT02100173T	CPCT02210049T	WIDE01010236T	CPCT02210050T	WIDE01010218T	WIDE01010261T	CPCT02350002T	CPCT02130089T	WIDE01010251T	WIDE01010273T	WIDE01010252T	WIDE01010258T	WIDE01010291T	CPCT02120124T	WIDE01010269T	CPCT02060231T	WIDE01010300T	WIDE01010319T	WIDE01010327T	CPCT02230100T	WIDE01010338T	CPCT02380040T	WIDE01010299T	WIDE01010353T	CPCT02190017T	WIDE01010366T	CPCT02190037T	WIDE01010389T	CPCT02050354T	CPCT02040122T	DRUP01070080T	WIDE01010027T	CPCT02050358T	WIDE01010407T	DRUP01050026T	CPCT02060136T	CPCT02290036T	WIDE01010426T	WIDE01010379T	CPCT02390022T	WIDE01010429T	WIDE01010434T	CPCT02050355T	CPCT02010835T	DRUP01020053T	DRUP01040016T	CPCT02010841T	WIDE01010441T	CPCT02010786T	WIDE01010439T	CPCT02010839T	DRUP01050025T	WIDE01010446T	WIDE01010447T	WIDE01010425T	WIDE01010442T	WIDE01010451T	CPCT02160049T	WIDE01010456T	CPCT02330111T	CPCT02120136T	CPCT02030493T	CPCT02020757T	DRUP01030018T	CPCT02060239T	CPCT02330112T	DRUP01330008T	CPCT02330043T	CPCT02010873T	CPCT02010860T	CPCT02090050T	CPCT02380047T	CPCT02050375T	CPCT02390027T	DRUP01050028T	CPCT02310013T	CPCT02120145T	WIDE01010606T	CPCT02110071T	CPCT02320005T	CPCT02290044T	CPCT02020758T	DRUP01010047TII	CPCT02010880T	CPCT02010884T	WIDE01010460T	CPCT02010882T	CPCT02080244T	CPCT02010881T	CPCT02170033T	CPCT02120079T	CPCT02040258T	CPCT02040269T	CPCT02090059T	CPCT02330102T	CPCT02390033T	CPCT02030514T	CPCT02010898T	CPCT02110073T	CPCT02340095T	CPCT02050387T	CPCT02390034T	CPCT02130144T	CPCT02210064T	CPCT02410008T	CPCT02170037T	CPCT02170035T	CPCT02020802T	CPCT02230117T	CPCT02350009T	CPCT02210070T	CPCT02120160T	CPCT02180072T	CPCT02350012T	CPCT02050397T	CPCT02030528T	CPCT02100182T	DRUP01050031T	CPCT02370036T	CPCT02050398T	CPCT02120162T	CPCT02130137T	CPCT02300048T	CPCT02250011T	CPCT02050261T	DRUP01160001T	CPCT02150025T	DRUP01020033T	CPCT02460002T	CPCT02040264T	CPCT02370037T	CPCT02100188T	DRUP01220004T	CPCT02380011T	CPCT02160057T	CPCT02050220T	CPCT02220059T	DRUP01090023T	CPCT02120171T	CPCT02050269T	CPCT02230023T	CPCT02180045T	CPCT02090023T	CPCT02050238T	CPCT02070405T	CPCT02060135T	CPCT02230053T	CPCT02330052T	CPCT02330049T	DRUP01010047T	CPCT02370002TII	CPCT02190023T	CPCT02230055T	CPCT02030414T	DRUP01030026T	CPCT02050278T	CPCT02210027T	CPCT02230045T	CPCT02110046T	CPCT02010674T	CPCT02050279T	CPCT02220027T	CPCT02160034T	CPCT02070239T	CPCT02340024T	CPCT02030382T	CPCT02120054T	CPCT02310002T	CPCT02120066T	CPCT02440001T	CPCT02100120T	DRUP01010051T	CPCT02340036T	CPCT02040165T	CPCT02450004T	CPCT02330051T	CPCT02080126T	CPCT02240007T	CPCT02340014T	CPCT02170016T	CPCT02330055T	CPCT02180042T	CPCT02010666T	CPCT02340029T	CPCT02070232T	CPCT02080042T	CPCT02240009T	CPCT02230057T	CPCT02040183T	CPCT02050256T	CPCT02050258T	CPCT02330053T	DRUP01010041T	DRUP01010044T	CPCT02020611T	CPCT02050252T	CPCT02290017T	CPCT02050259T	CPCT02060155T	CPCT02050260T	CPCT02290016T	CPCT02050118T	CPCT02090004T	CPCT02050115T	CPCT02210007T	CPCT02050175T	CPCT02380005T	CPCT02010543T	CPCT02270001T	CPCT02100019T	CPCT02010576T	CPCT02330024T	CPCT02120021T	CPCT02120023T	CPCT02030343T	CPCT02330036T	CPCT02050184T	DRUP01070017T	CPCT02210018T	CPCT02020521T	CPCT02110033T	CPCT02220019T	CPCT02010579T	CPCT02010587T	CPCT02220020T	CPCT02060096T	CPCT02070167T	CPCT02080077T	CPCT02300017T	CPCT02010590T	CPCT02220022T	CPCT02120031T	CPCT02120030T	DRUP01010025T	CPCT02010604T	CPCT02100086T	CPCT02050199T	CPCT02220023T	CPCT02010605T	CPCT02060103T	CPCT02010607T	CPCT02010598T	CPCT02140047T	CPCT02070171T	CPCT02220024T	CPCT02160028T	CPCT02370005T	CPCT02230024T	CPCT02230032T	CPCT02070185T	CPCT02230027T	CPCT02030357T	CPCT02080062T	CPCT02330045T	CPCT02010614T	CPCT02380015T	CPCT02050187T	CPCT02050211T	CPCT02020554T	CPCT02030361T	CPCT02080131T	CPCT02380016T	CPCT02340017T	CPCT02010623T	CPCT02010624T	DRUP01090003T	CPCT02210023T	CPCT02210024T	CPCT02050227T	CPCT02070198T	CPCT02030371T	CPCT02040140T	CPCT02060124T	CPCT02220025T	CPCT02120042T	CPCT02120048T	CPCT02120044T	CPCT02120041T	CPCT02050234T	CPCT02050241T	CPCT02100106T	CPCT02210029T	CPCT02340022T	CPCT02040148T	CPCT02040152T	CPCT02040151T	CPCT02180008T	CPCT02110012T	CPCT02050093T	CPCT02040068T	CPCT02050085T	CPCT02110013T	CPCT02100042T	CPCT02040067T	CPCT02030306T	CPCT02050097T	CPCT02040062T	CPCT02190004T	CPCT02070066T	CPCT02230003T	CPCT02210008T	CPCT02050095T	CPCT02210009T	CPCT02230005T	CPCT02010473T	CPCT02010485T	CPCT02050104T	CPCT02010483T	CPCT02020442T	CPCT02050107T	CPCT02070070T	CPCT02050113T	CPCT02020454T	CPCT02010474T	CPCT02010471T	CPCT02040075T	CPCT02210011T	CPCT02080075T	CPCT02100013TII	CPCT02210012T	CPCT02010506T	CPCT02190007T	CPCT02010488T	CPCT02010512T	CPCT02080080T	DRUP01050001T	CPCT02030319T	CPCT02080084T	CPCT02010514T	CPCT02230012T	CPCT02100036T	CPCT02100057T	CPCT02230006T	CPCT02230011T	CPCT02030323T	CPCT02010533T	CPCT02010527T	CPCT02010529T	CPCT02370001T	CPCT02220009T	CPCT02050139T	CPCT02040091T	CPCT02030328T	CPCT02010497T	CPCT02060072T	CPCT02010541T	CPCT02300010T	CPCT02010545T	CPCT02370002T	CPCT02380002T	CPCT02020486T	CPCT02110026T	CPCT02160020T	CPCT02340006T	CPCT02160021T	CPCT02100058T	CPCT02050114T	DRUP01010018T	CPCT02050136T	CPCT02050128T	CPCT02040100T	CPCT02040102T	DRUP01050002T	CPCT02070122T	CPCT02330025T	CPCT02030331T	CPCT02020497T	CPCT02050148T	CPCT02120005T	CPCT02120004T	CPCT02220015T	DRUP01010049T	DRUP01050012T	CPCT02380028T	CPCT02330070T	CPCT02050280T	DRUP01270001T	CPCT02040188T	CPCT02390007T	CPCT02230067T	CPCT02230073T	CPCT02100131T	CPCT02130019T	CPCT02330073T	CPCT02010700T	CPCT02030435T	CPCT02340045T	DRUP01340001T	DRUP01090008T	CPCT02070262T	CPCT02180048T	CPCT02140056T	CPCT02050296T	CPCT02040205T	DRUP01050017T	CPCT02080174T	CPCT02040204T	CPCT02120091T	CPCT02100130T	CPCT02380023T	WIDE01010596T	WIDE01010479T	WIDE01010436T	WIDE01010443T	WIDE01010506T	WIDE01010471T	WIDE01010488T	WIDE01010384T	WIDE01010454T	WIDE01010494T	WIDE01010470T	WIDE01010455T	CPCT02080048T	WIDE01010482T	WIDE01010499T	WIDE01010496T	WIDE01010508T	WIDE01010535T	WIDE01010544T	WIDE01010541T	WIDE01010524T	WIDE01010562T	WIDE01010543T	WIDE01010569T	WIDE01010500T	WIDE01010575T	WIDE01010597T	WIDE01010678T	WIDE01010683T	WIDE01010402TII	WIDE01010697T	WIDE01010669T	WIDE01010714T	WIDE01010709T	WIDE01010715T	WIDE01010718T
A[Del(C):R1]A	7	2	6	3	7	10	17	5	6	7	9	9	13	7	6	4	8	4	12	5	6	10	9	4	10	135	7	16	12	10	9	22	13	12	9	7	8	5	10	5	15	12	13	16	9	6	20	18	9	32	5	4	7	22	14	6	16	12	127	10	15	24	5	242	13	3	8	1	6	3	25	10	7	3	10	8	9	10	14	9	16	5	7	7	5	298	9	8	5	9	4	6	6	7	6	6	13	52	223	7	12	6	5	14	25	5	12	8	8	4	3	13	11	12	7	7	1	10	9	6	2	9	13	8	10	4	27	3	6	13	8	329	5	8	3	15	8	8	3	11	5	10	4	4	6	3	9	12	3	5	137	13	3	6	5	4	7	16	4	9	10	5	4	13	2	3	7	6	11	4	10	7	6	5	3	12	4	9	5	5	6	12	5	0	6	9	158	1	13	28	3	22	3	3	5	5	5	2	8	11	346	164	8	10	128	5	3	29	6	8	10	14	24	13	7	6	3	4	13	339	11	11	39	23	7	1	7	11	11	2	60	7	2	171	16	16	12	4	217	9	5	276	315	8	6	4	1	6	18	10	10	7	13	1	7	6	1	15	14	16	6	13	197	4	20	22	6	6	3	3	4	12	5	27	8	2	4	4	12	20	5	24	3	21	30	5	11	2	4	13	9	6	8	5	7	5	14	7	13	7	11	2	8	11	11	305	16	6	12	7	8	7	5	13	6	7	132	10	12	6	13	7	6	7	7	11	17	182	16	16	3	4	8	1	15	1	5	10	8	21	11	11	6	9	2	7	8	8	17	8	23	16	6	19	7	3	8	10	13	7	9	5	8	9	21	163	3	4	10	4	2	9	23	17	12	9	9	8	13	4	4	6	1	3	6	20	6	10	15	169	4	4	4	159	4	15	4	9	13	8	13	12	10	7	10	12	5	317	10	14	3	3	7	160	9	13	7	21	15	7	13	209	11	7	1	7	8	3	6	18	277	3	1	4	9	10	5	7	19	13	6	3	7	1	2	7	15	29	7	11	11	7	2	3	13	3	6	4	17	3	2	3	30	12	9	3	8	5	9	30	8	12	2	11	15	2	5	8	8	26	12	187	3	19	1	4	3	16	11	1	16	8	13	7	12	17	9	17	3	9	15	9	6	14	6	5	20	21	7	11	5	3	7	301	16	11	8	25	323	15	11	6	11	3	23	12	6	9	5	1	11	1	9	6	5	3	6	13	4	13	3	7	10	15	10	9	7	4	4	10	140	7	4	14	9	21	8	2	2	9	2	6	7	4	4	0	30	12	64	4	9	4	12	3	3	4	9	8	5	2	6	11	4	4	3	17	1	12	9	9	6	1
A[Del(C):R1]G	0	1	0	2	0	0	1	0	0	1	0	2	0	1	0	0	2	0	1	0	2	1	0	0	2	12	0	0	3	1	1	2	1	0	0	1	0	0	0	1	3	0	0	0	0	0	1	0	0	3	1	0	0	1	1	0	4	0	10	0	1	1	1	15	2	0	0	0	0	1	2	2	0	0	3	2	1	0	2	0	2	0	0	0	0	47	0	1	1	0	0	1	0	1	0	1	1	0	25	2	0	2	1	1	2	0	0	0	1	1	2	0	2	2	1	2	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	29	0	1	0	0	0	2	0	1	1	1	0	1	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	2	0	2	1	21	0	2	1	0	1	1	1	0	1	0	0	1	0	30	12	0	2	12	1	1	5	0	0	0	2	3	2	0	1	0	0	0	28	2	4	1	1	1	0	0	1	1	0	9	1	0	11	2	1	0	0	12	2	2	15	25	2	0	0	0	1	2	1	1	0	1	0	0	1	1	0	2	3	1	0	16	0	0	1	2	3	1	0	0	0	0	5	1	0	2	0	2	1	1	3	0	1	3	0	0	0	2	2	1	1	0	1	0	1	2	0	0	2	1	2	0	0	0	20	0	0	0	0	0	0	0	0	1	0	14	0	0	0	1	0	0	0	0	1	1	12	0	3	4	0	0	0	3	0	0	0	1	1	2	0	2	1	0	0	1	0	1	3	3	1	0	1	0	1	2	1	1	1	0	0	0	1	0	4	1	0	0	1	0	1	5	0	1	0	0	0	1	0	0	1	0	2	1	1	1	0	0	18	0	1	0	11	1	1	0	0	1	0	1	0	0	0	2	0	0	23	2	0	1	0	0	10	1	1	0	1	0	1	0	22	1	0	1	0	0	1	1	1	18	0	0	0	1	0	1	0	0	1	0	1	3	1	1	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	2	0	3	0	4	0	0	0	1	0	0	2	0	3	1	0	1	1	1	2	0	10	0	1	0	0	0	2	0	0	1	0	3	2	1	0	1	1	0	3	2	1	2	0	0	1	1	4	0	1	0	0	0	12	0	1	0	1	11	0	0	1	3	0	2	0	2	0	1	1	0	0	0	0	3	0	0	1	0	0	0	0	1	2	2	0	0	0	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	1	0	1	1	1	1	0	1	0	2	0	3	0	0	2	0	0	0
A[Del(C):R1]T	3	3	3	3	8	3	4	2	6	5	5	11	9	1	2	6	8	5	4	11	7	14	3	5	7	19	4	4	6	6	6	23	7	9	8	10	5	3	7	2	6	15	16	17	5	1	12	15	3	14	6	8	6	14	9	1	7	13	9	5	9	4	4	23	24	5	4	5	7	2	16	7	3	4	11	6	9	8	9	5	23	5	0	7	4	29	11	3	4	1	2	3	7	5	3	4	11	33	24	13	12	2	4	8	18	4	16	3	6	4	1	9	1	7	5	2	1	10	3	6	5	17	5	10	7	3	20	6	2	1	8	38	3	5	1	11	6	3	5	9	2	8	4	6	9	2	5	13	0	7	16	6	7	5	3	6	8	4	3	1	7	4	8	5	7	1	4	9	8	5	7	8	7	5	4	8	7	7	5	8	8	8	4	0	10	5	23	3	3	15	5	8	6	1	2	1	5	4	3	10	41	18	5	8	14	5	4	23	4	11	12	2	12	9	14	5	0	1	10	22	6	16	23	11	2	3	1	10	8	1	6	4	4	16	22	8	7	1	22	10	1	34	26	15	3	4	4	11	12	12	11	3	10	1	6	4	3	10	12	8	5	10	29	2	6	9	4	3	3	2	4	17	4	27	7	3	5	6	11	23	4	21	0	12	23	7	5	2	10	15	9	1	2	3	2	3	11	5	8	2	8	7	9	12	12	42	12	6	7	1	1	4	6	2	8	3	21	8	11	2	6	8	2	1	4	8	9	18	8	8	4	4	10	2	6	3	5	7	14	17	8	6	1	11	2	5	2	1	8	5	14	12	6	10	7	2	10	6	9	2	5	5	3	7	25	19	3	2	13	2	3	4	23	13	6	9	16	5	3	4	6	4	2	0	3	10	6	5	6	17	4	8	10	38	5	11	9	5	10	6	16	6	1	7	5	6	8	22	11	7	3	1	4	16	7	10	3	4	16	7	6	20	7	2	2	3	10	2	3	11	27	2	2	1	6	3	2	3	3	8	3	4	11	0	5	3	9	20	7	5	8	1	3	1	7	5	12	3	13	3	2	3	22	5	8	2	14	2	6	10	9	3	0	6	5	3	4	7	4	25	6	17	7	11	1	1	6	7	7	0	11	5	5	11	11	7	7	7	4	5	9	5	4	12	10	2	8	8	5	3	6	5	8	29	13	11	14	14	32	8	4	6	3	4	16	12	5	5	4	3	7	2	18	9	2	4	4	4	0	8	4	10	8	14	3	13	0	4	3	7	18	1	14	18	7	24	3	4	3	4	6	9	7	4	4	3	56	9	72	5	5	8	6	5	4	6	3	5	8	5	5	7	6	1	3	9	1	5	9	9	1	3
A[Del(C):R2]A	1	2	1	2	4	0	5	7	1	2	7	5	3	1	2	4	2	4	2	6	3	3	3	0	2	24	2	2	5	2	4	5	6	2	1	2	1	1	7	1	3	2	2	6	4	1	7	17	0	7	0	4	5	7	6	1	6	1	25	3	3	5	2	54	6	0	1	1	2	0	17	2	1	2	6	1	2	4	5	0	6	1	1	1	1	32	2	4	2	5	2	0	3	0	2	2	1	20	62	6	0	1	3	4	10	1	1	1	2	1	1	4	0	1	2	2	0	0	1	1	1	2	4	3	2	1	10	2	0	3	1	59	1	3	0	6	5	4	2	4	0	4	2	4	3	2	0	3	0	5	44	2	5	1	0	1	0	1	4	2	4	2	1	5	1	0	1	2	2	4	3	6	1	3	0	8	4	1	3	2	1	5	2	2	2	4	34	0	6	16	1	5	2	1	7	1	0	2	1	8	78	27	1	2	22	3	0	10	5	1	0	3	7	3	1	5	1	0	2	61	3	4	9	5	1	1	2	4	2	0	8	3	0	20	8	4	1	0	39	2	0	55	55	3	4	5	2	4	4	5	5	2	5	0	3	0	4	3	1	6	0	1	37	1	5	8	2	2	2	3	0	5	1	7	5	0	4	2	4	5	1	9	1	3	18	0	3	0	2	6	5	2	3	2	3	4	7	2	2	3	2	4	4	4	2	41	4	0	3	5	2	2	2	2	4	0	27	4	1	3	8	3	3	0	8	3	6	27	3	2	0	3	6	1	3	0	0	1	0	10	5	3	3	10	1	1	0	3	2	3	8	3	2	6	4	1	3	1	4	4	0	0	4	1	7	28	0	3	2	4	0	0	10	4	2	2	4	4	2	1	3	2	0	2	1	5	3	3	2	29	1	2	1	144	4	0	2	2	3	3	7	3	2	5	6	2	3	58	1	3	1	2	2	35	3	10	1	3	10	2	2	47	3	2	2	1	7	2	5	9	48	0	2	0	3	3	2	1	30	1	2	2	0	1	2	5	4	8	4	2	3	2	2	1	2	2	1	1	8	1	6	5	15	3	3	0	5	1	1	6	1	3	4	3	5	1	4	1	6	17	4	34	2	7	0	1	0	6	1	0	14	3	4	5	3	7	0	8	3	6	3	3	3	2	2	2	5	10	2	2	3	4	1	58	3	6	1	7	75	3	6	3	11	0	5	2	1	2	1	0	4	2	2	2	0	2	3	2	3	2	0	3	3	10	0	4	3	0	0	1	26	1	3	3	4	6	1	0	0	3	1	0	2	2	1	2	50	3	39	1	1	5	5	3	2	2	2	7	3	0	0	3	1	1	2	2	1	5	4	8	1	1
A[Del(C):R2]G	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	2	0	1	0	0	2	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	3	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	3	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	3	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	25	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	4	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	4	0	0	0	1	4	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	0	1
A[Del(C):R2]T	0	1	1	2	2	3	3	1	2	3	2	1	1	3	0	1	1	3	2	3	1	6	3	1	3	8	1	1	3	4	1	6	4	0	3	1	0	1	0	3	10	0	7	4	4	2	9	17	2	11	1	3	1	5	8	3	4	5	17	2	6	3	4	23	7	1	4	3	2	3	16	2	1	1	11	2	4	1	1	5	13	1	2	1	0	38	1	3	1	3	1	1	7	2	1	1	2	19	15	2	3	2	3	2	9	0	5	4	3	2	3	5	2	5	2	2	1	4	4	2	3	1	3	7	4	2	19	4	0	3	4	25	0	4	1	4	2	2	2	0	4	1	4	0	4	3	6	8	1	1	27	3	1	3	4	2	1	2	0	2	3	2	1	4	2	0	0	3	8	1	5	4	3	0	1	2	2	1	4	1	1	2	4	3	3	3	23	0	3	12	8	2	3	0	0	1	2	3	1	5	41	30	3	7	19	1	2	15	4	0	2	0	5	3	4	4	0	0	4	25	4	6	16	10	2	1	0	9	3	0	6	2	1	15	11	2	6	1	22	6	3	34	29	4	4	3	6	3	2	5	8	2	6	0	1	4	4	3	3	4	1	4	24	2	3	9	1	4	0	3	2	10	5	15	3	1	1	0	4	6	0	17	4	5	5	0	2	0	1	5	3	1	0	0	4	1	5	4	3	2	10	5	0	3	3	36	1	2	2	0	2	0	0	1	4	0	16	4	4	0	8	0	3	4	4	2	8	14	4	1	2	0	8	0	11	4	3	1	2	12	4	5	1	4	1	0	1	1	8	2	10	4	3	6	4	3	2	8	4	3	5	0	4	1	10	22	2	1	8	4	2	4	15	6	1	4	5	2	1	5	2	5	2	0	1	7	1	3	1	20	3	1	1	74	2	2	3	6	4	0	3	5	0	4	2	3	4	25	4	3	1	0	3	8	2	2	0	2	11	3	3	15	2	6	6	3	5	1	7	1	22	1	1	5	1	4	2	2	5	4	3	0	1	1	4	2	4	8	3	0	3	3	0	3	5	4	2	5	9	1	2	3	11	4	3	2	3	2	3	5	1	2	3	6	4	0	2	3	4	24	3	17	0	9	1	0	1	1	2	2	9	5	1	5	9	3	1	0	0	3	8	1	1	5	0	2	6	8	1	2	3	1	2	21	5	1	1	6	31	7	4	1	2	1	5	4	1	5	0	3	5	2	7	2	0	1	3	1	1	1	1	4	3	13	1	2	6	3	1	0	12	2	3	8	0	11	2	2	1	1	1	1	4	1	3	0	7	6	26	3	4	4	2	2	2	1	4	7	1	1	2	3	0	2	0	2	0	5	6	4	1	1
A[Del(C):R3]A	0	1	1	0	1	0	2	1	0	0	0	2	3	2	0	2	0	3	2	2	1	5	0	0	1	48	1	1	2	4	2	1	2	2	0	1	2	1	1	3	1	0	4	3	1	0	4	5	1	8	0	1	1	4	2	2	1	3	11	2	5	3	1	55	4	1	2	1	0	1	4	2	1	1	3	0	3	1	3	4	5	1	0	1	1	64	2	2	0	1	0	0	1	1	1	1	0	6	41	3	4	0	1	1	4	0	3	3	2	1	2	4	1	2	2	2	0	4	3	0	1	1	1	3	3	0	3	0	2	0	0	54	0	2	0	2	0	1	2	2	0	3	1	1	3	2	3	2	0	4	39	2	1	0	0	1	1	2	1	0	0	1	1	0	1	0	0	2	4	0	6	2	2	5	0	2	1	3	3	0	2	2	1	0	2	3	32	2	1	4	1	1	0	1	4	0	1	1	2	2	69	38	1	3	28	0	1	6	0	4	0	3	2	4	3	0	0	1	2	56	2	3	6	4	1	2	2	3	0	2	23	0	1	20	10	3	1	1	27	2	1	59	43	2	2	0	2	3	2	4	2	3	3	1	1	2	2	3	2	2	0	3	32	2	4	5	2	4	2	0	2	3	0	6	2	0	3	0	1	0	1	4	1	2	5	1	1	1	1	2	1	2	0	1	0	0	3	2	2	0	1	0	2	1	2	38	3	2	3	3	0	0	1	2	1	0	50	1	2	3	1	2	1	0	5	4	6	34	3	3	1	2	3	0	2	2	2	0	3	5	2	3	1	7	1	1	0	3	1	1	6	0	1	1	1	0	0	2	5	1	0	0	1	1	4	22	1	1	2	2	1	0	8	4	1	1	3	3	3	1	1	1	1	2	0	1	1	1	2	35	0	2	0	112	2	0	1	1	1	0	7	2	2	0	1	0	3	50	1	3	1	3	1	32	1	3	0	2	6	1	2	27	2	1	0	0	2	0	3	1	41	1	2	3	0	5	0	0	5	1	0	2	1	0	0	0	2	5	3	5	1	2	2	0	2	1	1	1	5	0	2	2	5	2	4	1	4	2	1	2	0	2	1	1	2	0	0	2	3	4	0	39	1	6	0	0	0	2	2	0	5	2	2	1	3	3	0	0	1	1	1	1	1	1	1	2	1	5	0	4	2	2	1	62	0	1	0	8	58	2	4	1	7	1	3	2	0	0	0	0	3	1	1	3	4	1	1	1	2	2	1	2	4	3	2	2	1	1	1	1	14	0	6	4	1	8	0	0	0	0	3	1	2	3	3	1	17	2	48	2	1	1	2	0	0	0	0	3	1	1	1	0	1	2	1	0	0	4	0	1	2	0
