MutationType	SP77443	SP72118	SP76891	SP125732	SP125716	SP125746	SP125797	SP76057	SP69565	SP75202	SP110736	SP107774	SP110779	SP107805	SP110789	SP71846	SP70122	SP71404	SP76955	SP107781	SP70202	SP70677	SP70082	SP70288	SP70266	SP107956	SP70956	SP108017	SP71536	SP70756	SP76675	SP71480	SP70313	SP73319	SP107813	SP77339	SP76017	SP76915	SP71974	SP70178	SP107920	SP110798	SP107952	SP70465	SP70780	SP110803	SP107915	SP71132	SP71552	SP69573	SP75681	SP107874	SP110816	SP77203	SP76515	SP110770	SP69812	SP76136	SP70106	SP108059	SP108020	SP76867	SP108088	SP71734	SP76001	SP108033	SP110822	SP69762	SP107945	SP107770	SP73263	SP77131	SP75322	SP70046	SP70932	SP71758	SP71228	SP76353	SP69587	SP69898	SP75977	SP70226	SP108068	SP107784	SP110824	SP76843	SP71456	SP108065	SP70860	SP71084	SP72262	SP69705	SP107786	SP71576	SP108123	SP74896	SP71950	SP108049	SP116965	SP77930	SP125807	SP125696	SP125725	SP125752	SP118048	SP117981	SP125749	SP125762	SP117164	SP117002	SP117158	SP125691	SP125721	SP125753	SP117972	SP125726	SP125800	SP117745	SP117351	SP117980	SP117878	SP125805	SP78013	SP118083	SP125772	SP117216	SP125784	SP117323	SP118046	SP77888	SP125766	SP125737	SP125763	SP125802	SP117656	SP77872	SP117309	SP117201	SP125685	SP117463	SP117568	SP125717	SP125707	SP125794	SP125756	SP117441	SP125780	SP125764	SP117690	SP125742	SP125804	SP125695	SP77986	SP125689	SP117523	SP125694	SP125745	SP117001	SP117949	SP117653	SP117522	SP125710	SP117214	SP125768	SP117722	SP125699	SP125771	SP125719	SP117648	SP125760	SP125770	SP77956	SP125785	SP125706	SP125705	SP125715	SP116962	SP117660	SP117643	SP125713	SP117760	SP116968	SP125775	SP125731	SP125733	SP78502	SP125791	SP125755	SP117340	SP125781	SP125783	SP116950	SP125712	SP125786	SP125693	SP116949	SP78533	SP117215	SP117040	SP117476	SP116985	SP125769	SP125778	SP117440	SP125730	SP125686	SP125758	SP77848	SP117974	SP117911	SP117165	SP117412	SP117650	SP117076	SP125757	SP125711	SP125811	SP125723	SP125809	SP125722	SP117908	SP125741	SP125724	SP117037	SP125777	SP117291	SP125793	SP125744	SP125795	SP125703	SP125761	SP117661	SP125776	SP117261	SP125698	SP125714	SP77972	SP77866	SP125704	SP117290	SP125738	SP135427	SP135403	SP102557	SP106801	SP106758	SP106808	SP102617	SP102605	SP117086	SP117700	SP135339	SP135324	SP102529	SP102507	SP102485	SP117043	SP135496	SP117228	SP118044	SP117984	SP135346	SP135492	SP102573	SP135460	SP117667	SP106815	SP106734	SP117796	SP102537	SP135334	SP102517	SP117493	SP106722	SP135434	SP106753	SP102523	SP102591	SP102547	SP118043	SP135478	SP102561	SP135274	SP106797	SP135488	SP135480	SP135455	SP135389	SP102597	SP102489	SP135410	SP135372	SP117223	SP135328	SP135444	SP106750	SP102511	SP102541	SP102567	SP117595	SP135440	SP135296	SP117294	SP135363	SP102499	SP117951	SP117085	SP106669	SP135316	SP135305	SP102581	SP106718	SP135451	SP135354	SP102611	SP135448	SP117758	SP135282	SP135288	SP135475	SP135416	SP117331	SP135468	SP135463	SP135422	SP135484	CPCT02030262T	CPCT02190001T	CPCT02160010T	CPCT02330006T	CPCT02030290T	CPCT02060058T	CPCT02130025T	CPCT02060167T	CPCT02090031T	CPCT02220061T	DRUP01020037T	CPCT02380033T	CPCT02100135T	CPCT02080286T	CPCT02380032T	CPCT02250006T	CPCT02050312T	CPCT02270017T	CPCT02060210T	CPCT02090039T	CPCT02110060T	CPCT02130044T	CPCT02130047T	WIDE01010068T	WIDE01010103T	CPCT02440009T	WIDE01010243T	CPCT02130079T	CPCT02130082T	CPCT02210054T	CPCT02120131T	CPCT02370030T	CPCT02090047T	CPCT02130118T	CPCT02080238T	CPCT02130120T	CPCT02030501T	CPCT02190041T	CPCT02130133T	CPCT02130129T	CPCT02290049T	CPCT02380050T	CPCT02090060T	CPCT02210068T	CPCT02410012T	DRUP01090022T	CPCT02050246T	CPCT02050244T	CPCT02060111T	CPCT02050070T	CPCT02250001T	CPCT02070231T	CPCT02210016T	CPCT02070132T	CPCT02180029T	CPCT02050195T	CPCT02060107T	CPCT02070177T	CPCT02030366T	CPCT02050223T	CPCT02060116T	CPCT02050239T	CPCT02210031T	CPCT02230035T	CPCT02050089T	CPCT02180009T	CPCT02330014T	CPCT02230001T	CPCT02040083T	CPCT02180020T	CPCT02050135T	CPCT02020483T	CPCT02080091T	CPCT02260012T	CPCT02210036T	CPCT02130014T	CPCT02130010T	CPCT02250002T	CPCT02090027T	DRUP01070119T	CPCT02050447T	CPCT02330135T	CPCT02200008T	CPCT02200009T
1:Del:C:0	16	12	16	19	21	76	22	11	53	22	10	13	25	18	44	31	9	26	14	14	26	5	11	10	10	24	18	14	11	10	42	6	15	6	22	14	14	20	31	15	14	12	12	23	13	18	18	16	19	8	6	23	8	49	16	11	14	28	25	9	10	17	18	9	13	10	25	13	20	13	11	16	50	12	11	11	25	14	3	26	10	12	13	18	8	22	23	11	17	15	14	14	14	12	11	24	18	12	104	7	24	18	15	9	26	11	21	19	12	13	19	27	12	13	15	14	1	12	13	13	17	12	7	42	9	17	14	40	11	7	10	33	33	15	30	7	9	17	15	9	31	12	1	10	43	15	19	46	11	25	42	12	3	32	14	13	12	7	18	8	14	8	15	14	15	23	67	17	19	9	73	10	20	47	15	5	4	10	55	68	9	11	10	11	10	6	11	12	29	10	15	13	22	30	19	29	8	29	12	6	10	13	57	17	7	14	13	5	7	10	19	37	15	11	17	26	13	13	10	7	16	9	8	11	42	25	7	11	14	16	28	21	18	13	55	13	9	3	11	16	13	15	2	3	1	10	11	32	4	0	6	17	3	17	9	3	13	8	7	0	5	7	2	3	5	3	7	3	6	23	12	18	1	11	5	2	15	5	12	27	5	1	7	9	47	1	13	9	4	5	4	7	5	7	2	2	11	8	25	2	16	22	0	11	11	3	4	11	6	58	4	16	6	10	59	7	22	6	13	4	11	20	3	2	11	12	9	21	25	9	77	9	17	26	31	14	59	17	11	10	13	29	11	11	15	16	12	8	19	14	4	7	11	10	14	14	17	21	62	10	16	30	7	32	18	8	16	13	27	30	12	40	17	18	37	4	12	24	841	14	12	15	26	13	22	14	13	11	30	16	42	103	5	3	15	43	42	16	20	12	14	25	19	10	4	49	19	15	14	14
1:Del:C:1	21	10	11	9	9	29	8	13	27	14	10	9	12	8	26	14	7	16	6	9	16	6	6	8	6	6	11	6	10	10	25	5	11	8	8	15	9	11	20	8	7	5	8	9	4	8	4	9	6	6	7	5	6	20	7	6	8	36	6	9	6	7	13	8	11	12	12	3	3	5	6	10	23	4	13	11	10	6	0	7	12	8	13	13	5	6	19	10	14	10	4	3	19	8	3	7	11	4	43	5	7	10	11	14	12	13	9	7	5	11	12	20	7	11	11	12	0	8	9	9	10	5	3	31	5	7	4	18	10	6	7	16	15	4	16	4	16	9	6	11	16	6	0	11	21	10	12	12	6	9	22	7	3	22	9	4	6	4	10	10	9	12	8	9	4	12	27	9	5	6	36	3	5	26	12	6	3	4	21	28	7	9	5	7	7	3	8	7	14	8	7	8	3	11	13	10	8	12	13	5	10	7	47	15	6	8	7	2	10	9	7	23	10	7	12	10	11	6	6	5	10	8	7	12	20	9	6	8	7	6	7	10	9	8	17	8	6	0	8	12	6	4	1	2	4	3	6	9	3	1	4	13	1	4	7	1	9	9	6	0	6	7	0	1	7	0	11	1	6	6	5	7	0	3	13	2	10	5	10	4	3	2	3	5	24	2	6	9	4	1	4	1	4	3	1	0	3	7	12	2	8	14	1	9	9	0	3	5	8	27	0	5	5	3	32	4	6	3	6	2	8	14	4	0	3	8	6	14	10	5	22	6	6	8	15	12	25	6	8	5	10	15	7	13	6	5	6	5	15	14	4	6	7	4	5	5	2	5	27	2	12	10	12	24	5	6	8	15	9	24	3	29	8	4	10	4	17	15	211	2	16	14	15	4	9	7	5	24	22	10	16	50	3	6	10	13	21	6	13	8	9	14	26	7	5	17	12	5	4	6
1:Del:C:2	12	5	5	7	8	63	4	8	8	4	2	1	5	4	6	11	2	8	2	3	9	2	2	6	3	4	1	3	1	3	15	3	5	5	6	3	2	2	12	2	4	7	3	9	6	7	3	5	9	3	4	2	1	14	4	6	4	12	7	4	4	4	4	2	8	4	6	3	9	5	2	8	8	3	4	4	7	5	0	5	1	6	7	5	6	7	10	5	6	4	6	4	7	2	6	7	1	3	29	1	6	6	7	7	7	7	3	2	4	5	5	8	5	4	1	9	1	5	2	8	3	4	9	10	3	4	2	17	6	3	6	6	12	3	11	1	8	4	3	1	9	1	0	2	9	4	5	19	0	10	17	4	1	10	6	8	3	6	2	2	6	9	3	4	6	7	10	1	5	4	29	2	4	11	5	2	2	2	13	32	3	5	3	2	0	3	2	0	14	7	3	3	4	2	10	7	5	3	5	6	2	2	20	4	1	10	4	2	2	4	5	11	8	2	3	2	1	4	4	2	7	6	2	5	15	2	2	5	2	1	2	9	4	3	9	1	2	2	3	8	6	0	0	1	1	2	0	6	2	1	3	3	2	5	2	1	4	4	0	0	1	4	0	2	1	0	4	2	2	2	3	4	0	3	3	2	2	1	6	2	2	0	1	1	10	1	0	2	2	1	0	0	2	0	0	1	0	6	6	0	1	4	1	8	3	0	1	4	1	14	1	6	2	2	9	1	4	2	5	1	1	2	1	1	5	5	3	5	7	2	35	7	8	11	11	11	10	4	3	3	7	11	6	7	7	6	3	6	5	5	1	2	2	3	6	11	3	4	20	2	5	4	6	8	9	4	5	5	4	11	2	19	3	5	8	5	6	2	221	4	8	7	7	1	2	3	4	9	5	5	9	30	1	1	6	18	10	6	8	6	7	2	8	2	3	6	4	6	1	3
1:Del:C:3	6	4	4	26	3	177	4	4	12	3	2	4	5	2	10	6	1	6	2	2	6	0	2	4	3	5	4	4	2	3	8	3	7	0	4	6	4	1	5	2	1	3	4	5	2	8	2	4	9	1	1	4	0	12	5	4	1	9	1	3	1	3	1	2	3	3	8	0	4	3	2	3	7	1	3	3	7	0	1	1	3	0	6	3	3	8	3	0	4	1	4	2	4	0	1	2	7	2	8	1	1	4	2	1	5	6	1	3	1	3	3	6	2	3	2	5	1	2	1	6	6	1	5	7	0	3	3	7	4	1	4	2	4	5	6	0	1	6	4	0	6	2	0	2	3	6	2	8	1	4	12	5	0	9	1	3	1	2	3	1	1	5	3	7	2	2	7	3	5	5	41	0	2	7	2	1	2	1	10	19	4	2	3	6	2	1	0	5	5	2	4	4	0	1	15	7	1	4	3	3	1	4	9	5	2	4	4	0	2	1	0	5	0	4	3	4	3	2	3	0	5	2	5	3	9	6	0	1	5	3	2	0	2	2	5	1	0	1	4	4	2	2	0	1	1	1	1	2	2	0	2	6	0	1	1	2	1	1	2	0	1	0	0	0	1	0	0	0	0	4	1	0	0	2	4	0	1	1	2	2	1	0	1	2	6	0	5	7	0	0	0	1	0	0	0	2	4	0	3	3	4	1	0	4	2	1	2	0	1	8	0	2	4	2	7	0	5	0	2	0	3	4	0	2	0	0	3	5	4	1	19	4	4	1	5	4	10	2	4	1	5	5	2	2	4	1	1	3	7	7	0	1	1	1	2	4	0	6	6	2	2	2	5	1	3	2	6	1	3	5	0	9	4	5	3	2	2	2	701	2	7	1	1	1	5	1	1	4	2	3	23	11	0	2	8	9	3	1	6	4	6	8	3	3	5	15	3	5	1	1
1:Del:C:4	1	3	0	73	1	625	7	1	5	0	1	2	1	6	5	4	1	4	1	0	3	0	0	3	1	2	0	1	1	0	9	0	1	0	3	3	0	2	9	2	2	0	1	3	2	1	1	1	1	2	3	0	1	3	2	1	0	10	2	1	1	2	5	4	2	0	1	3	3	0	2	0	4	3	1	0	8	1	0	2	1	3	2	2	1	3	3	4	1	1	1	5	2	3	2	2	2	1	11	0	4	1	3	5	4	1	2	1	2	2	0	4	1	3	0	1	0	4	2	2	1	4	2	3	0	3	3	0	2	4	1	1	2	3	5	0	0	4	2	2	6	2	0	1	2	1	4	3	4	1	6	3	3	9	1	2	1	5	9	1	1	4	2	4	2	1	5	3	2	2	67	0	1	8	5	0	1	2	18	9	2	2	0	3	2	0	1	2	3	1	2	4	0	0	22	2	0	2	2	3	2	1	8	2	1	1	0	0	4	0	1	4	0	0	1	0	1	6	2	2	2	3	4	2	3	2	0	4	0	1	0	3	3	1	6	0	4	0	3	3	2	0	0	1	0	0	0	3	0	0	2	4	1	0	1	0	2	1	2	0	2	1	0	0	0	0	2	0	0	2	0	1	0	0	1	0	0	0	2	1	0	0	1	0	7	0	9	0	0	0	0	2	4	1	0	0	0	1	3	1	1	6	0	2	1	2	0	3	0	7	0	0	2	1	8	0	1	0	2	1	1	2	1	0	2	2	0	1	3	0	12	3	2	0	2	9	5	4	1	1	2	3	3	4	0	3	6	0	3	4	0	0	4	2	3	0	3	2	9	4	3	2	0	3	2	2	2	2	2	1	3	4	4	1	1	0	3	3	2187	2	2	0	5	3	5	4	3	2	1	3	21	10	2	2	1	1	4	4	2	4	5	3	0	0	1	40	3	1	1	1
1:Del:C:5	1	4	1	183	6	1814	6	1	10	2	2	4	2	4	2	1	9	15	0	3	2	3	1	4	4	2	3	0	1	4	5	5	2	3	3	4	6	3	10	7	1	2	4	1	2	2	2	5	4	2	1	4	1	19	10	7	0	2	4	2	2	7	2	2	0	7	6	4	3	1	3	6	23	0	2	0	10	8	1	5	2	4	4	9	0	7	3	2	6	1	4	2	8	2	1	2	3	2	18	2	7	5	6	8	4	0	0	6	2	10	0	10	7	2	4	3	1	8	3	0	6	5	6	4	2	6	9	12	7	0	5	2	3	4	4	0	3	5	3	2	2	3	0	4	1	2	7	12	1	0	6	3	0	6	3	2	3	3	10	2	5	2	9	6	8	2	12	2	2	2	235	2	8	4	2	1	4	3	8	6	5	4	2	4	3	0	1	2	8	1	2	5	2	2	22	1	1	0	4	4	1	1	3	2	2	1	4	2	6	3	6	3	1	2	5	3	2	2	3	0	6	6	11	4	4	3	4	6	0	4	6	5	2	2	6	3	3	1	5	5	2	0	0	0	0	0	0	0	1	0	0	2	0	2	1	1	0	2	0	0	0	0	0	0	1	0	2	1	2	2	0	3	0	2	0	0	0	0	1	0	1	0	1	0	4	0	25	0	0	0	1	1	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	5	0	1	2	0	5	1	2	3	1	0	1	1	0	0	0	1	1	8	5	3	6	5	13	10	3	13	4	10	3	0	9	4	5	5	1	3	6	4	9	16	1	10	1	6	5	4	5	6	6	5	10	8	4	16	5	2	7	4	3	5	7	6	6	11	2	2	4	4	6963	5	1	5	10	3	6	3	0	2	3	7	56	10	3	0	1	18	8	13	7	9	11	3	9	4	1	275	5	5	4	1
1:Del:T:0	15	18	8	23	10	60	13	16	33	9	3	11	15	17	15	13	6	14	7	13	14	8	5	12	12	14	10	6	6	14	31	3	13	5	16	10	10	17	23	18	5	7	16	16	10	11	9	12	24	8	11	12	9	23	9	14	8	34	9	12	9	8	9	15	9	10	6	12	13	11	8	10	22	6	12	10	24	6	4	12	13	10	8	14	9	7	19	13	16	11	7	10	25	14	6	8	10	4	26	6	12	18	10	12	14	4	14	11	6	10	6	22	11	7	9	11	1	5	13	6	10	10	11	30	9	14	12	21	13	8	14	13	14	11	13	5	12	16	12	9	14	12	0	13	23	16	13	28	12	27	24	16	4	27	11	7	9	14	13	5	10	5	10	22	5	14	29	10	9	11	64	6	12	26	15	8	10	12	29	46	8	14	10	11	4	9	13	16	10	12	14	6	12	11	11	18	6	12	6	13	9	8	45	10	6	5	7	3	5	12	12	18	15	4	8	15	11	17	6	5	14	9	14	9	33	12	6	9	5	14	9	13	17	6	19	10	7	2	15	11	6	10	0	1	5	4	9	5	3	1	6	7	2	6	10	3	14	4	4	0	5	3	0	0	5	1	4	4	9	12	6	7	2	10	10	1	9	7	7	8	6	0	3	8	19	1	13	6	6	4	7	3	3	2	1	6	10	7	16	6	10	10	5	11	4	6	0	7	2	13	4	11	5	4	18	6	14	4	9	6	7	11	4	5	7	5	7	14	13	9	26	8	16	4	10	19	29	19	8	9	14	20	9	6	10	15	11	14	15	17	5	6	13	12	19	7	5	14	31	7	13	10	5	18	20	4	14	18	16	23	6	18	9	13	19	8	12	8	463	7	10	21	22	16	7	10	3	14	11	10	30	40	7	3	9	31	25	11	18	10	10	14	11	3	10	30	10	12	1	11
1:Del:T:1	18	9	8	25	8	65	5	12	13	5	8	7	4	14	11	12	10	16	9	2	7	4	1	5	14	5	3	7	4	7	20	8	6	8	5	1	6	23	11	12	7	6	10	10	9	12	4	10	13	6	8	9	5	10	9	8	2	11	9	6	6	7	3	3	4	5	7	11	8	7	13	5	16	5	4	7	15	5	4	11	11	5	18	4	5	7	9	8	5	3	7	6	17	4	5	7	8	0	21	2	11	10	13	9	12	10	11	9	3	8	6	17	4	2	9	3	0	6	7	12	4	4	6	13	3	10	6	17	11	6	6	5	9	5	6	1	3	13	8	6	11	7	0	7	11	14	11	13	7	18	12	3	5	21	4	4	4	8	7	1	4	7	9	14	10	5	6	8	9	6	38	3	4	15	4	3	3	8	10	29	6	10	3	9	5	3	4	10	8	5	7	11	5	7	8	11	6	4	6	4	9	9	17	10	4	4	4	3	7	7	12	12	8	4	8	5	7	6	7	2	6	2	6	4	9	6	1	3	9	7	2	10	5	7	6	10	4	0	6	7	6	2	0	1	0	3	4	8	1	1	2	5	0	4	6	2	5	3	2	0	2	2	0	6	2	1	7	0	6	6	4	7	0	2	3	1	3	4	6	3	3	0	1	1	16	3	5	1	1	2	3	2	3	4	0	2	6	3	8	5	4	6	3	6	1	1	1	4	2	8	0	2	2	6	14	3	8	2	5	2	2	7	3	0	3	5	4	8	7	5	15	5	5	7	12	9	20	3	10	6	6	11	4	6	9	8	3	2	16	9	2	5	6	10	4	7	2	9	19	7	9	7	8	7	11	2	11	10	6	9	9	16	8	12	8	2	7	9	303	4	8	14	9	3	12	8	4	9	4	6	34	26	2	2	9	12	9	9	5	5	16	7	11	5	6	22	4	10	1	5
1:Del:T:2	14	12	9	31	12	133	8	5	28	8	2	5	5	7	18	18	4	17	4	8	12	4	6	8	9	15	6	6	4	14	17	8	9	4	8	9	8	12	17	9	11	8	11	8	6	12	4	11	14	5	11	10	3	22	9	14	3	26	2	2	4	6	10	6	8	5	8	7	3	8	2	5	23	4	11	8	14	4	3	10	8	8	8	7	11	9	10	7	4	10	6	11	20	6	4	11	11	3	53	4	7	9	6	5	12	12	5	6	5	6	7	17	4	8	13	9	0	4	6	11	6	8	8	7	2	7	7	15	5	13	5	20	16	5	15	3	3	10	6	5	21	7	0	8	18	5	12	16	5	12	18	3	1	15	5	5	10	5	9	2	5	5	5	14	6	5	18	8	3	6	65	3	12	17	8	2	6	11	16	45	7	6	3	8	13	1	4	9	20	10	5	12	5	11	13	14	7	9	7	8	12	2	29	10	3	6	11	0	9	4	9	16	12	5	6	5	5	7	4	8	6	7	6	6	14	9	5	8	4	7	4	9	7	6	24	7	6	4	8	7	9	7	0	3	0	1	2	4	1	0	2	5	1	5	5	1	8	3	3	0	8	1	0	3	2	1	5	2	4	6	1	6	1	1	7	2	7	3	3	5	5	2	0	4	16	1	5	1	4	2	1	2	1	3	0	3	4	11	11	6	0	7	0	6	6	1	2	2	0	22	2	3	1	2	26	2	3	4	3	3	3	7	6	0	2	3	7	4	6	5	21	7	9	6	11	12	22	8	3	3	4	21	2	7	9	11	5	10	11	5	4	5	9	3	9	5	2	14	21	7	8	10	12	13	11	1	7	6	11	18	4	16	5	14	11	4	11	10	453	8	4	16	11	3	10	5	3	8	10	6	31	50	1	6	12	21	12	6	6	9	5	7	13	6	5	20	4	7	2	9
1:Del:T:3	15	12	5	189	8	509	7	11	35	7	6	2	20	9	36	16	11	32	6	9	12	5	4	12	3	15	8	4	3	10	25	12	10	6	12	4	7	14	26	19	9	9	11	13	9	7	4	6	12	7	10	13	4	35	13	14	7	26	18	9	9	7	9	5	2	10	14	11	4	4	9	8	26	9	7	8	20	9	3	11	7	8	9	22	2	12	11	10	10	11	5	14	8	5	8	13	4	6	66	7	13	12	10	3	24	7	9	11	6	11	9	18	10	5	12	13	2	9	11	8	6	12	3	17	1	9	15	32	15	5	10	17	15	12	14	1	6	13	8	10	16	7	0	7	21	12	8	37	9	11	25	4	4	16	8	13	4	5	14	6	8	5	8	20	12	7	35	8	1	6	233	4	9	21	7	3	2	8	29	40	12	10	10	14	12	2	7	3	15	7	9	8	6	10	21	22	4	12	8	9	3	9	30	8	3	6	5	2	12	8	10	13	6	3	6	8	6	8	11	7	3	12	6	7	24	9	6	4	6	8	12	9	9	7	22	11	7	6	4	12	5	3	0	4	1	2	2	10	3	1	1	9	1	9	3	2	0	2	2	1	4	2	0	4	1	0	5	1	2	1	7	4	2	2	7	0	8	3	1	5	2	0	1	3	27	3	7	9	2	2	4	2	4	1	0	4	5	6	6	2	3	8	0	5	4	1	1	1	0	27	2	0	0	5	21	3	6	1	2	4	3	7	2	2	8	2	5	16	10	7	43	9	14	8	16	11	35	6	7	4	11	21	7	5	7	8	4	4	12	17	2	6	4	12	8	9	3	7	23	9	14	13	8	17	6	9	9	3	13	25	7	30	6	9	20	7	7	14	2178	6	3	10	18	4	13	9	7	12	17	10	66	56	5	1	4	42	23	15	8	7	10	9	8	10	5	93	9	8	5	4
