MutationType	SP53460	SP50827	SP50263	SP50317	SP54113	SP50406	SP51824	SP55387	SP52779	SP55235	SP50713	SP50611	SP50485	SP51037	SP55142	SP53387	SP54745	SP52284	SP53618	SP52232	SP50412	SP50321	SP53548	SP55004	SP56079	SP56168	SP54363	SP53810	SP50518	SP56303	SP55711	SP55509	SP55309	SP52607	SP52667	SP51446	SP50592	SP53073	SP56638	SP56537	SP57586	SP56541	SP56553	SP56771	SP57941	SP57818	SP56460	SP56474	SP56704	SP56533	SP56730	SP59245	SP57024	SP57933	SP56754	SP56827	SP57084	SP57538	SP57735	SP57669	SP56566	SP56569	SP58342	SP58349	SP56644	SP57629	SP56941	SP57619	SP58245	SP57251	SP56502	SP58668	SP58101	SP58991	SP56607	SP58326	SP57267	SP57066	SP57901	SP57651	SP57450	SP57846	SP58612	SP56821	SP58882	SP57189	CPCT02020306T	CPCT02110002T	CPCT02020308T	CPCT02020305T	CPCT02010356T	CPCT02020337T	CPCT02010373T	CPCT02020343T	CPCT02020353T	CPCT02020334T	CPCT02140018T	CPCT02140021T	CPCT02040039T	CPCT02010409T	CPCT02110010T	CPCT02070025T	CPCT02040045T	CPCT02040051T	CPCT02040054T	CPCT02140028T	CPCT02011006T	CPCT02040302T	CPCT02011015T	DRUP01040009T	CPCT02011018T	CPCT02270045T	CPCT02120088T	CPCT02011022T	CPCT02010722T	CPCT02011021T	CPCT02011019T	CPCT02011008T	CPCT02011017T	DRUP01010116T	CPCT02011029T	CPCT02020887T	CPCT02040214T	CPCT02190052T	CPCT02010699T	CPCT02040213T	CPCT02070276T	CPCT02040208T	DRUP01040010T	CPCT02040315T	CPCT02040313T	CPCT02040312T	CPCT02010727T	CPCT02010728T	CPCT02011031T	CPCT02011035T	CPCT02011038T	CPCT02010927T	CPCT02070447T	DRUP01020043T	DRUP01270007T	CPCT02011040T	CPCT02011032T	CPCT02010738T	CPCT02011044T	CPCT02011036T	CPCT02020906T	CPCT02011046T	CPCT02011047T	CPCT02011050T	CPCT02390011T	CPCT02080188T	CPCT02020912T	CPCT02120100T	CPCT02011053T	CPCT02011055T	DRUP01010119T	DRUP01010116TII	CPCT02040317T	CPCT02040320T	CPCT02010955T	CPCT02011057T	CPCT02011059T	CPCT02011052T	CPCT02011056T	CPCT02270046T	CPCT02011042T	CPCT02100145T	CPCT02130173T	CPCT02011067T	CPCT02190029T	CPCT02020925T	CPCT02011051T	DRUP01010066T	CPCT02011065T	CPCT02011080T	CPCT02010741T	CPCT02011082T	CPCT02011079T	CPCT02011077T	CPCT02270047T	CPCT02410018T	CPCT02011074T	CPCT02011089T	CPCT02011086T	CPCT02011088T	CPCT02011087T	CPCT02020671T	CPCT02011071T	CPCT02040216T	CPCT02140057T	CPCT02040221T	WIDE01010002T	CPCT02010500T	CPCT02010966TII	CPCT02010942TII	WIDE01010003T	CPCT02190031T	CPCT02011093T	CPCT02011097T	DRUP01060011T	CPCT02011069T	DRUP01060014T	DRUP01010064T	CPCT02120107T	CPCT02011102T	CPCT02040330T	CPCT02040299TII	WIDE01010034T	CPCT02040332T	CPCT02230086T	CPCT02011070T	WIDE01010026T	CPCT02390020T	CPCT02011106T	CPCT02410019T	CPCT02270022T	CPCT02011040TII	CPCT02010760T	WIDE01010057T	WIDE01010065T	CPCT02020964T	CPCT02050321T	CPCT02010779T	CPCT02011105T	CPCT02011107T	WIDE01010615T	WIDE01010130TII	WIDE01010041T	CPCT02040225T	WIDE01010058T	WIDE01010083T	CPCT02040234T	CPCT02011089TII	CPCT02010781T	WIDE01010088T	WIDE01010081T	DRUP01010078T	WIDE01010079T	WIDE01010089T	WIDE01010082T	WIDE01010075T	CPCT02270049T	WIDE01010099T	CPCT02040341T	WIDE01010104T	WIDE01010090T	CPCT02040338T	WIDE01010105T	CPCT02040340T	CPCT02100156T	WIDE01010115T	WIDE01010122T	CPCT02100149T	WIDE01010121T	CPCT02010776T	CPCT02050339T	CPCT02050439T	WIDE01010130T	WIDE01010134T	WIDE01010139T	CPCT02050344T	WIDE01010192T	WIDE01010005T	CPCT02011068T	WIDE01010151T	CPCT02050346T	CPCT02160045T	WIDE01010189T	CPCT02040215T	WIDE01010176T	WIDE01010175T	WIDE01010188T	CPCT02370019T	CPCT02010802T	CPCT02010807T	WIDE01010224T	CPCT02070320T	WIDE01010217T	CPCT02070321T	WIDE01010191T	WIDE01010256T	WIDE01010241T	WIDE01010253T	WIDE01010260T	CPCT02010797T	WIDE01010276T	WIDE01010019T	WIDE01010263T	CPCT02270029T	WIDE01010287T	WIDE01010194T	WIDE01010193T	CPCT02010780T	WIDE01010307T	CPCT02270026T	WIDE01010315T	WIDE01010316T	WIDE01010306T	CPCT02010722TII	WIDE01010313T	WIDE01010334T	WIDE01010333T	WIDE01010363T	WIDE01010343T	WIDE01010036T	CPCT02010782T	DRUP01080030T	WIDE01010368T	WIDE01010242T	WIDE01010399T	WIDE01010395T	DRUP01230005T	DRUP01340010T	WIDE01010419T	WIDE01010403T	WIDE01010398T	WIDE01010422T	WIDE01010390T	DRUP01010149T	WIDE01010449T	WIDE01010238TII	WIDE01010417T	CPCT02370031T	CPCT02010811T	CPCT02010842T	CPCT02010836T	CPCT02010683T	CPCT02010852T	CPCT02040255T	CPCT02010858T	CPCT02010849T	CPCT02390026T	CPCT02010870T	CPCT02010847T	CPCT02190039T	CPCT02120147T	CPCT02010865T	CPCT02190040T	CPCT02120140T	CPCT02120138T	CPCT02370034T	CPCT02390028T	CPCT02010874T	CPCT02010867T	DRUP01010086T	CPCT02190043T	CPCT02270034T	CPCT02390030T	DRUP01270004T	WIDE01010591T	CPCT02390032T	CPCT02010853T	CPCT02190045T	CPCT02030508T	CPCT02010567TII	CPCT02040215TII	DRUP01010090T	CPCT02020784T	CPCT02010904T	CPCT02330122T	CPCT02270036T	CPCT02010894T	CPCT02010897T	DRUP01010092T	CPCT02010903T	CPCT02410006T	CPCT02190047T	DRUP01140006T	CPCT02120152T	CPCT02010895T	CPCT02040286T	CPCT02010913T	CPCT02010911T	CPCT02100184T	CPCT02330123T	CPCT02010919T	CPCT02410013T	CPCT02120161T	CPCT02010924T	CPCT02030531T	CPCT02060261T	CPCT02060265T	CPCT02010918T	CPCT02010925T	CPCT02070380T	CPCT02010931T	DRUP01010096T	CPCT02010938T	CPCT02010894TII	CPCT02010945T	CPCT02120167T	DRUP01190001T	CPCT02010776TII	CPCT02070393T	CPCT02070396T	DRUP01010101T	CPCT02030546T	CPCT02240013T	CPCT02010953T	DRUP01010102T	CPCT02010967T	CPCT02390005T	CPCT02010966T	DRUP01010038T	CPCT02050412T	DRUP01020006T	CPCT02010954T	DRUP01010104T	CPCT02070399T	DRUP01050038T	CPCT02390006T	CPCT02120172T	CPCT02010655T	CPCT02010869T	CPCT02040298T	CPCT02040299T	CPCT02010981T	CPCT02010979T	CPCT02010977T	CPCT02010982T	CPCT02040173T	CPCT02010926T	CPCT02010965T	CPCT02070404T	CPCT02010986T	CPCT02270041T	CPCT02010980T	CPCT02040174T	CPCT02010972T	CPCT02010990T	CPCT02010976T	CPCT02080156T	CPCT02010985T	CPCT02010984T	DRUP01060026T	CPCT02270043T	CPCT02010989T	CPCT02040301T	DRUP01010111T	DRUP01010110T	CPCT02011001T	CPCT02040305T	CPCT02011004T	DRUP01090005T	CPCT02020872T	CPCT02011009T	CPCT02120070T	CPCT02040309T	CPCT02040115TII	CPCT02190020T	CPCT02040172T	CPCT02020630T	CPCT02010667T	CPCT02010676T	CPCT02230060T	CPCT02010660T	CPCT02040186T	CPCT02020458T	CPCT02110017T	CPCT02010567T	CPCT02080092T	CPCT02390002T	DRUP01010024T	CPCT02040113T	CPCT02080114T	CPCT02300015T	CPCT02010531T	CPCT02010478TII	CPCT02020535T	DRUP01010023T	CPCT02040121T	CPCT02010603T	CPCT02010606T	CPCT02010609T	CPCT02010450TII	CPCT02020555T	CPCT02040117T	CPCT02040136T	DRUP01010034T	CPCT02010612T	CPCT02040115T	CPCT02010621T	CPCT02010618T	CPCT02010507T	CPCT02120040T	CPCT02080138T	CPCT02040157T	CPCT02040149T	CPCT02180002T	CPCT02020417T	CPCT02010455T	DRUP01010010T	CPCT02010452T	CPCT02010451T	CPCT02010450T	CPCT02010453T	CPCT02010407T	CPCT02020429T	CPCT02010477T	CPCT02010478T	CPCT02010484T	CPCT02020452T	CPCT02190006T	CPCT02010481T	CPCT02110015T	DRUP01010016T	DRUP01010017T	CPCT02080088T	CPCT02020482T	CPCT02010524T	CPCT02010530T	CPCT02010536T	CPCT02040093T	CPCT02020485T	CPCT02040092T	CPCT02080089T	CPCT02040077T	CPCT02010498T	CPCT02190013T	CPCT02060086T	CPCT02040106T	CPCT02040104T	CPCT02230013T	CPCT02230017T	CPCT02180023T	DRUP01010054T	DRUP01010058T	CPCT02010690T	CPCT02020639T	CPCT02040194T	CPCT02010670T	CPCT02040198T	CPCT02050283T	CPCT02010702T	DRUP01010024TII	DRUP01070030T	CPCT02050294T	CPCT02120097T	CPCT02170019T	CPCT02010706T	CPCT02040202T	CPCT02040201T	WIDE01010634T	WIDE01010610T	WIDE01010630T	WIDE01010491T	WIDE01010495T	WIDE01010485T	WIDE01010474T	WIDE01010513T	WIDE01010523T	WIDE01010528T	WIDE01010457T	WIDE01010427T	WIDE01010472T	WIDE01010501T	WIDE01010480T	WIDE01010557T	WIDE01010589T	WIDE01010549T	WIDE01010593T	WIDE01010558T	WIDE01010657T	WIDE01010667T	WIDE01010675T	WIDE01010646T	WIDE01010666T	WIDE01010648T	WIDE01010677T	WIDE01010671T	WIDE01010679T	WIDE01010685T	WIDE01010689T	WIDE01010707T	WIDE01010708T
A[Del(C):R1]A	38	44	2	9	108	0	15	7	34	87	12	31	2	1	136	24	18	3	72	22	2	13	1	1	43	4	29	210	3	10	7	56	0	1	32	1	2	25	26	30	18	31	46	8	97	53	12	5	31	13	27	34	14	38	17	32	29	21	25	31	14	24	35	30	20	23	0	22	40	28	39	35	29	17	10	62	43	34	16	16	3	38	23	20	5	83	40	60	110	19	10	40	143	1	37	47	2	2	21	25	3	0	121	55	14	40	143	6	250	28	54	13	3	2	27	5	22	10	40	54	5	2	39	80	69	19	33	4	96	49	3	8	47	5	9	31	3	19	4	2	2	1	3	38	19	13	11	17	6	62	4	134	11	1	19	53	1	61	49	39	13	7	1	80	9	20	2	34	6	8	6	79	2	16	11	5	2	21	94	3	41	61	13	7	17	65	50	240	1	4	65	18	32	7	9	5	3	9	2	26	3	45	4	10	24	4	39	29	2	25	45	5	4	22	7	77	7	1	39	1	83	35	10	11	16	57	0	0	38	79	3	16	64	8	41	35	5	222	2	2	12	23	8	3	2	61	1	2	40	17	22	19	55	56	4	1	25	5	2	10	122	6	0	6	5	8	34	30	26	2	9	1	24	11	7	34	84	53	104	6	0	18	10	4	52	41	77	81	34	172	39	5	5	147	39	108	15	2	35	30	2	18	27	63	3	14	68	3	3	2	5	4	65	4	3	12	54	105	72	1	11	76	6	22	23	3	9	104	69	19	1	1	95	73	115	12	72	1	9	14	7	38	17	34	307	67	98	36	36	10	2	128	13	45	77	4	2	87	3	16	17	25	1	19	5	5	19	31	66	4	31	86	56	201	24	45	3	76	47	24	22	50	20	56	58	42	9	163	12	3	49	37	10	5	69	3	11	291	7	7	12	77	10	7	6	5	3	58	10	3	3	18	2	1	0	0	31	5	31	21	5	33	11	14	5	42	1	24	19	108	3	29	7	34	60	2	14	6	38	21	1	4	89	94	39	62	6	32	16	13	145	29	58	63	43	108	30	42	12	21	4	49	44	0	63	22	45	48	4	63	96	37	20	46	37	65	74	47	49	138	123	15	9	20	11	102	96	4	35	55	29	24	12	0	1	51	74	103	24	2	5	18	31	21	8	21	17	79	29	33	67	46	97	5	4	26	48	21	45	28	2	27	115	4	10	53	2	37	1	37	34	79	106	3	15	0	22	100	18	39	47	7	12	8	68	19	0	3	13	11	77	55	5	37	1	21	33	8	189	7	1	5	5	41	19	6	67	2	108	38	13	2	12	12	24	7
A[Del(C):R1]G	2	5	0	0	9	0	1	2	5	6	1	8	1	0	9	3	0	0	9	2	0	3	0	0	5	1	3	24	0	2	0	8	0	0	5	1	0	1	5	5	2	2	3	2	8	1	2	0	4	2	5	2	2	2	2	5	3	3	2	7	3	4	6	2	1	1	0	5	2	1	5	4	2	2	0	6	3	16	2	3	1	2	5	3	2	11	7	7	7	1	2	6	15	0	3	3	0	0	1	2	2	0	8	5	1	7	10	0	18	1	7	1	0	0	3	1	6	0	4	15	1	1	1	6	6	6	1	0	11	0	2	1	2	1	4	1	1	2	1	0	0	0	1	2	1	3	2	4	1	6	1	13	1	1	1	6	1	15	7	9	0	3	0	8	2	4	1	1	2	3	6	4	1	1	0	0	1	2	14	0	4	10	5	1	5	6	3	23	0	0	5	4	3	0	0	0	0	4	0	5	2	1	1	1	3	1	4	1	0	3	4	1	2	4	0	12	2	0	2	0	4	6	1	1	1	5	1	0	1	4	0	0	3	0	8	2	0	22	1	0	1	0	3	0	1	12	0	1	2	1	1	5	2	6	0	1	4	0	0	0	5	2	0	0	1	2	8	4	6	0	1	0	1	1	0	4	7	5	12	2	0	1	1	0	4	7	4	4	2	20	6	1	0	12	3	12	4	0	0	3	0	1	4	3	1	2	8	2	0	0	0	0	5	1	1	1	3	9	11	0	1	4	1	2	0	1	3	12	2	4	0	0	9	8	12	1	9	0	0	1	0	5	1	4	24	6	4	8	2	1	1	6	0	3	5	1	1	5	1	1	2	2	1	4	1	1	2	4	4	0	7	3	5	15	0	4	2	3	2	2	3	7	0	12	7	6	1	13	0	1	5	4	0	3	8	2	4	26	1	0	2	8	1	0	0	1	1	10	2	1	1	5	0	0	1	1	1	0	6	2	1	3	1	1	0	3	0	7	2	9	0	5	1	3	5	1	0	0	4	2	0	1	9	5	3	14	0	2	2	0	11	4	7	7	2	6	4	10	0	0	0	5	9	0	8	8	5	3	0	4	8	4	2	5	4	6	8	5	4	11	11	1	0	1	0	7	14	0	3	5	1	2	1	1	2	4	6	7	4	0	0	2	4	6	1	2	1	10	1	7	4	7	13	0	0	4	8	0	7	4	1	3	13	2	0	2	0	5	0	2	5	3	15	0	5	0	0	15	3	4	2	3	1	1	8	0	0	0	3	1	7	6	0	1	0	2	5	0	28	1	1	2	0	5	0	0	6	0	12	5	1	0	0	1	3	1
A[Del(C):R1]T	18	14	4	6	23	0	10	4	11	32	2	24	0	2	49	11	4	1	16	9	0	8	0	0	11	1	12	48	3	12	4	20	0	2	20	4	0	4	11	13	9	5	21	7	32	15	12	7	13	7	11	13	7	29	8	8	17	10	9	13	8	6	11	18	15	14	0	13	12	19	14	29	17	9	5	30	13	13	13	5	7	10	4	8	7	32	7	18	21	0	5	11	29	3	14	11	5	1	5	8	5	0	26	19	6	11	27	1	76	6	16	6	2	3	10	3	8	1	13	33	3	0	10	15	14	4	10	3	23	8	8	1	12	7	4	8	0	11	4	5	0	2	3	7	3	9	11	5	3	8	6	37	2	5	7	27	4	37	9	15	17	3	1	30	6	12	4	7	10	5	10	26	8	3	2	0	6	9	29	2	12	15	4	2	7	24	13	87	3	0	40	4	7	3	4	2	1	8	0	7	2	14	3	5	7	5	12	18	0	5	10	4	9	5	9	22	5	2	7	1	17	24	3	15	9	20	1	2	14	18	3	1	12	2	20	10	4	55	7	1	4	3	10	2	6	16	1	0	12	7	8	8	13	15	4	3	10	7	2	3	31	4	0	6	4	4	8	9	21	4	4	0	3	3	6	14	31	27	23	3	0	7	8	1	12	19	29	21	8	33	18	6	4	29	14	28	19	2	6	6	2	4	11	22	4	13	22	2	4	9	1	6	19	2	1	4	12	18	34	0	5	21	4	7	8	2	9	26	26	9	0	1	33	15	54	2	11	4	4	5	4	18	6	14	89	13	20	19	9	5	2	37	12	11	24	0	6	28	2	8	18	13	5	9	11	5	5	24	41	5	10	23	12	68	14	4	1	19	9	7	12	21	16	21	17	12	5	52	4	3	15	12	6	4	19	6	16	48	5	5	5	18	7	2	3	2	8	30	10	5	1	9	1	3	1	4	17	2	16	13	2	11	9	4	7	7	0	8	13	26	1	16	4	11	9	1	7	8	6	7	1	1	16	16	12	18	2	21	5	7	58	13	35	10	16	26	15	33	4	5	0	32	13	1	18	4	19	18	2	12	21	13	12	16	13	18	23	22	19	33	33	8	1	6	4	35	24	7	14	18	8	0	3	0	1	15	18	25	8	5	2	20	5	21	3	7	4	17	6	15	19	25	24	5	3	8	13	6	14	11	1	9	28	4	2	15	2	14	4	12	7	33	24	2	7	2	6	27	10	8	7	5	5	2	26	16	0	3	12	11	14	24	6	17	0	7	8	5	47	1	2	1	1	15	6	1	19	8	26	7	6	0	6	2	13	11
A[Del(C):R2]A	18	41	2	1	89	0	22	5	34	69	8	59	2	1	113	30	15	2	64	18	1	10	1	0	37	2	22	154	2	4	1	61	0	2	28	3	0	18	26	26	12	27	63	10	70	35	13	4	58	18	37	35	15	30	26	36	36	38	35	38	7	25	58	28	40	14	2	30	48	35	47	68	30	23	6	70	52	47	20	10	7	35	28	25	9	103	29	53	17	17	14	58	151	3	32	43	2	2	12	13	14	1	86	21	12	35	109	1	200	25	28	13	0	2	34	4	22	5	30	62	7	2	36	31	57	32	50	0	95	43	9	4	52	5	10	20	0	12	2	2	3	1	4	37	10	11	10	12	2	12	5	147	7	1	19	44	2	63	55	58	2	9	0	111	4	23	1	28	2	6	3	50	0	28	3	3	2	17	63	2	42	54	15	3	19	51	29	216	2	2	38	21	31	0	1	5	0	1	2	17	4	38	1	3	16	0	41	14	2	26	6	3	2	23	8	63	18	2	21	1	76	37	5	1	7	52	0	1	36	45	3	9	35	4	36	14	2	223	2	2	16	5	7	0	2	59	1	0	22	6	22	6	49	44	9	2	30	2	1	4	149	3	2	1	1	2	46	35	22	2	1	0	16	9	4	24	59	54	98	0	1	22	1	4	31	75	61	53	41	135	32	0	1	142	28	75	4	0	20	34	4	17	28	29	5	27	72	5	3	4	1	0	51	1	0	5	36	97	71	0	6	45	0	13	15	0	13	55	60	6	1	0	91	66	88	2	74	0	3	6	6	46	14	17	273	55	70	29	39	4	3	95	5	50	61	2	2	62	2	23	1	27	1	29	3	0	30	21	39	2	52	53	43	143	21	51	1	47	37	30	20	60	20	59	50	43	11	103	17	1	40	57	14	3	65	1	10	165	0	4	13	51	3	1	2	3	8	77	10	4	3	21	4	2	2	1	11	1	23	18	4	42	4	4	10	34	1	33	42	110	3	36	5	30	37	2	10	1	61	18	1	0	71	53	45	120	2	27	13	16	144	31	69	36	28	51	51	64	14	13	2	43	74	3	60	26	44	24	1	72	65	26	22	67	37	36	59	40	52	134	107	17	6	28	3	62	119	3	38	61	10	18	4	1	4	30	107	68	25	0	2	6	32	21	1	33	14	83	24	24	60	21	87	2	3	25	47	21	44	42	1	28	69	2	8	28	2	35	1	50	61	45	72	3	20	3	10	93	6	26	47	2	7	4	39	23	1	3	15	5	65	47	4	24	0	8	23	2	176	4	1	3	0	43	12	2	51	4	107	24	9	1	4	10	27	4
A[Del(C):R2]G	3	6	0	0	18	0	3	1	5	12	3	2	0	0	15	4	2	0	9	4	0	0	0	0	2	0	8	30	0	0	0	7	0	0	1	1	0	3	7	7	6	10	12	1	12	12	0	1	4	2	7	6	0	10	2	11	5	4	6	3	2	5	4	2	7	2	0	6	9	5	5	8	8	3	2	7	6	8	2	1	2	8	3	12	2	13	4	3	5	3	0	11	22	0	7	5	0	1	3	2	1	1	14	5	4	4	21	0	37	1	6	3	0	0	4	0	2	1	7	8	1	0	9	4	9	8	11	0	9	4	5	1	8	0	4	2	0	6	0	0	0	1	0	5	2	2	0	3	0	2	0	18	2	0	1	6	1	9	15	9	0	3	1	23	1	2	0	0	0	0	0	11	0	3	0	0	1	6	13	0	10	6	2	2	2	8	3	49	1	1	2	4	5	1	0	2	0	0	0	4	0	8	0	0	6	0	6	1	0	4	1	0	0	9	2	11	3	1	5	0	20	5	2	0	0	8	1	0	4	9	1	0	7	2	3	3	0	40	0	0	0	1	1	0	0	7	0	0	1	0	1	3	13	8	2	0	9	0	0	1	22	2	0	0	1	0	5	3	9	1	0	0	6	0	2	5	5	5	16	1	0	1	0	0	2	15	11	11	9	34	7	0	0	22	4	11	1	0	4	6	0	4	3	3	1	5	20	1	0	1	0	0	10	0	1	0	8	14	12	0	2	4	0	4	9	0	2	8	9	2	0	1	15	17	14	0	19	0	0	0	0	7	4	2	37	9	10	4	5	0	0	18	0	11	15	0	1	9	0	1	0	7	0	2	0	0	4	2	2	1	26	8	5	26	4	11	0	11	8	7	5	13	3	7	7	8	3	18	3	0	9	15	0	0	8	0	2	19	0	0	3	7	0	0	1	0	3	13	3	1	0	4	0	0	1	0	1	1	0	9	0	7	1	0	0	6	0	10	6	24	0	11	1	6	3	0	0	0	13	4	0	1	14	8	10	17	0	8	5	0	24	9	19	3	7	3	7	7	2	5	0	11	14	0	14	8	4	8	0	4	18	4	6	13	7	9	7	9	15	26	18	0	1	2	0	11	15	0	4	13	1	1	2	1	0	8	16	16	2	0	0	1	3	6	0	4	4	10	1	3	7	2	17	1	0	2	9	3	7	6	0	4	13	0	0	4	0	7	0	2	9	3	9	0	1	0	2	10	2	6	4	0	0	1	10	4	0	1	3	0	12	6	0	5	0	0	3	2	46	2	0	0	0	12	1	0	6	0	16	3	2	1	0	3	4	0
A[Del(C):R2]T	13	12	2	4	43	0	6	1	15	26	9	18	2	1	56	9	5	1	24	10	1	4	1	0	15	3	7	68	1	2	2	31	0	3	10	1	0	11	14	12	14	22	28	1	20	13	8	5	29	5	12	8	4	37	10	7	13	15	16	16	4	10	28	17	16	7	0	15	22	19	24	31	15	8	7	32	30	36	12	7	7	17	16	11	5	61	11	22	14	7	3	34	60	0	15	14	1	3	1	7	4	0	38	18	7	16	38	0	91	7	16	1	1	1	15	1	12	1	13	36	2	1	10	19	23	15	18	1	42	16	7	2	19	8	4	7	2	5	2	0	0	1	2	16	5	7	8	5	2	8	4	50	5	1	12	24	0	36	25	21	3	5	1	40	2	6	2	14	4	0	10	23	0	10	7	1	4	14	36	0	19	26	3	3	6	20	17	93	0	1	19	8	14	2	2	0	2	7	0	17	1	6	0	3	16	0	8	14	1	25	6	2	1	13	3	25	5	1	15	1	29	17	7	8	4	19	2	1	23	27	0	3	30	2	23	9	3	96	1	2	4	3	14	0	0	19	1	0	14	10	12	5	21	18	6	0	13	1	2	1	65	4	1	1	1	1	21	13	16	0	3	0	4	5	2	17	27	27	31	2	1	7	5	3	19	27	26	31	20	68	13	2	0	54	15	46	4	7	6	14	0	3	13	18	2	12	32	3	4	4	2	1	35	3	0	4	20	46	42	1	1	27	1	8	9	0	4	26	27	9	2	2	30	26	51	3	27	0	3	2	2	20	5	10	118	23	28	19	9	2	0	37	5	8	34	1	2	32	1	13	5	15	1	15	3	2	8	14	18	1	32	29	13	80	10	17	2	23	12	8	11	19	10	34	25	25	9	57	4	0	24	17	8	1	23	1	9	60	4	3	11	22	2	1	2	4	2	41	7	2	1	12	2	2	4	0	13	2	8	13	4	20	4	1	4	17	0	9	15	47	0	16	9	14	10	1	5	6	16	6	2	3	32	26	9	70	2	9	3	5	70	11	35	23	22	41	18	25	2	5	1	30	28	0	30	11	14	17	1	20	23	8	18	35	18	24	23	18	13	63	47	5	2	10	2	31	43	2	12	38	8	5	1	2	2	18	42	25	8	3	1	14	8	11	0	21	1	31	10	12	22	18	37	0	4	13	20	12	27	14	0	11	42	1	2	13	0	17	3	21	15	19	26	2	8	0	5	50	5	14	18	2	2	3	19	12	0	0	5	5	28	26	7	14	0	9	17	1	97	3	0	2	1	20	5	2	29	1	47	7	9	2	4	4	17	0
A[Del(C):R3]A	18	23	2	2	58	0	8	3	19	43	6	22	1	0	57	19	8	0	29	9	1	5	0	0	30	2	17	86	0	1	1	34	0	0	15	1	1	12	21	28	15	14	25	4	35	16	11	2	28	9	17	23	10	19	7	25	29	18	15	18	8	16	21	21	20	6	0	24	22	11	19	20	16	12	14	49	26	17	10	4	1	22	15	25	8	84	16	27	18	11	4	34	89	3	20	19	1	1	6	4	5	0	54	12	11	22	70	1	108	14	28	4	1	1	19	1	13	0	24	20	5	0	16	18	28	15	32	0	57	21	8	3	25	1	8	9	0	11	0	0	0	0	1	17	5	5	2	10	2	12	3	72	4	3	9	27	2	21	39	19	1	2	1	48	4	7	1	15	2	5	2	39	3	5	1	0	3	10	49	1	25	37	12	2	9	34	14	120	2	0	15	11	12	2	0	0	0	2	0	13	0	28	1	2	17	0	26	6	1	17	19	2	1	11	1	35	6	0	18	1	40	19	10	3	6	20	1	0	26	25	2	4	21	2	9	15	2	106	0	3	7	4	5	0	0	26	1	0	11	5	22	9	27	29	6	1	14	1	1	5	65	9	0	0	0	0	27	21	14	0	2	0	12	9	2	10	31	35	69	2	0	6	1	2	23	38	39	34	20	91	19	0	1	63	19	47	0	1	10	19	0	8	13	22	2	12	55	3	1	2	0	1	43	1	0	9	26	33	33	0	2	30	1	8	12	0	7	35	30	6	1	0	36	51	45	0	37	1	2	2	3	40	5	5	141	29	38	12	13	2	0	49	2	26	48	0	0	52	0	13	5	14	2	23	3	2	14	28	15	1	46	36	17	84	11	25	0	29	19	11	16	26	4	19	30	31	7	73	14	1	29	28	3	1	17	0	8	115	2	2	9	28	2	1	2	3	4	43	7	0	0	12	2	1	0	0	5	2	7	10	4	28	2	1	5	17	0	19	12	75	1	14	2	15	21	2	7	2	20	7	0	1	33	30	28	54	0	17	5	7	89	33	55	25	23	23	29	30	5	4	0	25	41	1	41	20	12	17	0	26	26	13	13	42	21	35	24	26	23	58	44	8	7	5	5	39	61	1	28	31	4	12	1	1	1	30	63	40	8	1	1	3	15	18	0	13	7	40	5	9	31	17	44	2	2	13	20	15	34	13	0	23	54	1	6	20	0	19	2	26	20	31	40	2	8	1	4	66	1	21	19	3	5	3	34	18	0	1	8	2	33	30	3	21	0	6	10	0	100	2	0	3	0	27	6	1	28	0	53	15	3	0	9	7	15	0
