Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP116536	9.88E-01	7.37E-01	8.34E-01	0.00E+00	1.19E+00	4.66E-01	8.00E-01
SP116539	5.34E-01	1.16E-01	3.19E-01	5.50E-02	4.65E-01	2.75E-01	6.42E-02
SP116542	2.10E-01	2.75E-01	3.04E-01	2.00E-02	4.84E-01	0.00E+00	4.53E-01
SP116545	1.00E-02	2.14E-01	6.42E-01	0.00E+00	7.03E-01	1.27E-01	2.67E-01
SP116548	4.77E-01	4.11E-01	5.01E-01	0.00E+00	5.86E-01	9.33E-02	3.91E-01
SP116550	1.68E-01	8.33E-02	5.37E-02	2.23E-02	1.40E-01	3.26E-02	1.54E-01
SP116553	2.67E-01	4.50E-01	2.69E-01	1.27E-01	3.77E-01	2.71E-01	4.55E-01
SP116557	3.71E-02	3.00E-02	6.61E-02	1.54E-01	1.86E-01	2.16E-01	2.36E-01
SP116559	2.89E-01	4.34E-01	5.24E-01	2.00E-02	7.98E-01	0.00E+00	4.69E-01
SP116562	4.87E-01	4.63E-01	2.55E-01	1.58E-01	2.81E-01	2.97E-01	4.49E-01
SP116564	3.22E-01	3.92E-01	4.34E-01	2.07E-01	3.83E-01	4.58E-01	4.59E-01
SP116571	2.27E-01	1.92E-01	3.57E-01	3.62E-02	3.08E-01	1.71E-01	3.03E-01
SP116393	2.00E-02	0.00E+00	0.00E+00	6.59E-02	3.39E-02	7.29E-02	7.94E-02
SP116442	0.00E+00	0.00E+00	1.11E-01	0.00E+00	1.53E-01	0.00E+00	1.30E-01
SP116446	9.00E-02	1.44E-01	1.09E-01	1.74E-01	2.23E-01	1.26E-01	2.77E-01
SP116419	1.08E+00	3.57E-01	1.42E+00	2.00E-02	2.13E+00	4.96E-01	1.02E+00
SP116383	4.40E+00	2.14E+00	2.31E+00	2.43E-01	1.86E+00	3.45E+00	1.48E+00
SP116385	1.16E+00	9.55E-01	9.19E-01	4.52E-02	9.32E-01	1.18E+00	1.12E+00
SP116440	1.31E+00	8.63E-01	8.05E-01	0.00E+00	1.22E+00	7.96E-01	1.14E+00
SP116450	4.40E+00	1.93E+00	1.53E+00	1.99E-01	2.33E+00	3.47E+00	1.66E+00
SP116493	3.53E-01	6.47E-01	4.83E-01	0.00E+00	8.43E-01	2.82E-01	6.43E-01
SP116391	4.83E-01	5.88E-01	8.54E-01	0.00E+00	9.32E-01	3.57E-01	4.89E-01
SP116401	8.13E-01	4.81E-01	4.19E-01	0.00E+00	5.48E-01	4.19E-01	5.62E-01
SP116409	8.08E-01	9.83E-01	9.83E-01	0.00E+00	9.58E-01	4.65E-01	8.67E-01
SP116416	3.84E-01	1.95E-01	4.06E-01	0.00E+00	5.29E-01	2.77E-01	4.50E-01
SP116424	4.95E-01	2.25E-01	2.73E-01	0.00E+00	4.06E-01	2.97E-01	4.66E-01
SP116515	1.30E+00	1.70E-01	6.65E-01	2.80E-01	1.09E+00	1.16E+00	5.39E-01
SP116499	8.29E-01	4.84E-01	1.59E+00	5.28E-01	1.67E+00	7.59E-01	6.54E-01
SP116505	5.08E-01	2.14E+00	1.97E+00	2.46E-01	1.24E+00	6.16E-01	5.75E-01
SP116509	1.02E+00	8.89E-01	1.64E+00	3.08E-01	1.97E+00	9.63E-01	8.29E-01
SP116437	9.01E-01	3.81E-01	6.35E-01	0.00E+00	1.20E+00	2.81E-01	6.06E-01
SP116512	1.40E+00	1.15E+00	1.38E+00	0.00E+00	3.51E+00	8.46E-01	3.64E+00
SP116465	3.80E-01	4.67E-01	1.14E+00	0.00E+00	1.21E+00	7.51E-01	1.57E+00
SP116496	6.21E+00	1.28E+00	1.68E+00	1.00E-02	3.68E+00	5.07E+00	1.93E+00
SP116525	2.00E+00	1.02E+00	1.67E+00	0.00E+00	3.18E+00	1.33E+00	1.51E+00
SP116481	3.58E-01	4.94E-01	7.88E-01	1.56E-01	6.56E-01	2.58E-01	3.02E-01
SP116586	7.51E-01	2.60E-01	9.07E-01	0.00E+00	1.52E+00	5.56E-01	7.50E-01
SP116528	1.70E+00	1.80E+00	1.51E+00	0.00E+00	1.45E+00	1.01E+00	1.18E+00
SP116589	2.57E+00	1.45E+00	2.70E+00	4.52E-01	3.54E+00	1.96E+00	1.25E+00
SP116406	6.56E-01	4.92E-01	1.15E+00	0.00E+00	1.53E+00	6.62E-01	8.40E-01
SP116484	4.11E-01	2.68E-01	7.07E-01	1.61E-01	9.25E-01	2.56E-01	5.46E-01
SP116453	8.11E-01	5.88E-01	7.25E-01	8.00E-02	1.34E+00	4.45E-01	8.89E-01
SP116469	7.05E+00	8.61E-01	1.22E+00	0.00E+00	3.16E+00	5.43E+00	1.47E+00
SP116578	1.24E+01	1.11E+00	1.70E+00	3.00E-02	2.32E+00	1.09E+01	1.91E+00
SP116531	6.38E-01	6.45E-01	7.11E-01	0.00E+00	1.15E+00	1.44E-01	6.80E-01
SP116593	1.81E-01	2.65E-01	1.48E+00	1.71E-01	1.62E+00	2.48E-01	6.18E-01
SP116487	3.04E-01	3.40E-01	2.54E-01	1.00E-02	4.05E-01	4.11E-01	4.12E-01
SP116456	6.45E-01	2.90E-01	4.28E-01	4.67E-01	7.83E-01	2.43E-01	7.18E-01
