Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP116536	31	17	21	0	27	0	4
SP116539	4	0	6	0	9	4	0
SP116542	1	4	3	0	10	0	12
SP116545	0	0	8	0	21	0	0
SP116548	7	9	6	0	10	0	8
SP116550	1	1	0	0	1	0	3
SP116553	2	16	0	1	10	2	4
SP116557	0	0	0	2	1	5	1
SP116559	3	7	6	0	18	0	6
SP116562	16	22	0	2	2	0	4
SP116564	3	4	13	2	0	7	17
SP116571	3	0	14	0	3	1	5
SP116393	0	0	0	0	0	2	0
SP116442	0	0	0	0	3	0	1
SP116446	0	1	3	0	1	0	5
SP116419	23	1	19	0	70	3	15
SP116383	178	35	165	5	3	64	53
SP116385	31	71	20	2	18	30	54
SP116440	43	40	26	0	17	7	46
SP116450	186	112	69	4	26	1	46
SP116493	2	35	2	0	29	3	12
SP116391	5	14	30	0	18	4	3
SP116401	31	14	3	0	8	0	10
SP116409	16	43	20	0	14	5	46
SP116416	2	1	6	0	14	3	5
SP116424	8	3	2	0	7	2	12
SP116515	27	0	12	2	34	16	3
SP116499	3	1	59	7	61	27	0
SP116505	0	156	93	2	15	10	2
SP116509	23	10	63	3	48	25	10
SP116437	22	8	5	0	29	0	1
SP116512	22	32	38	0	26	8	260
SP116465	0	0	62	0	0	12	118
SP116496	229	52	59	0	86	69	57
SP116525	69	17	54	0	76	10	28
SP116481	0	11	6	2	15	6	1
SP116586	5	3	7	0	38	13	9
SP116528	42	234	18	0	37	13	31
SP116589	79	77	65	10	95	66	3
SP116406	8	3	40	1	35	10	20
SP116484	0	2	7	3	22	2	7
SP116453	16	12	14	1	38	0	18
SP116469	218	26	17	0	75	52	44
SP116578	466	20	26	3	0	175	29
SP116531	3	44	7	0	27	2	15
SP116593	0	2	8	1	48	1	2
SP116487	2	8	1	0	5	8	6
SP116456	5	4	5	1	23	0	11
SP116472	13	39	82	5	22	53	25
SP116518	1	126	224	6	130	31	49
SP116412	3	21	38	0	36	2	3
SP116534	17	9	24	0	18	20	1
SP116596	135	28	16	0	143	35	41
SP116490	0	17	71	0	39	23	7
SP116459	26	31	47	0	55	15	27
SP116475	0	35	32	0	36	4	6
SP116520	24	16	56	0	122	21	13
SP116431	22	57	42	5	122	9	27
SP116582	56	122	72	0	73	57	13
SP116599	3	33	83	0	25	2	13
SP116478	0	18	50	1	87	10	3
SP116462	12	32	23	0	15	6	14
SP116523	16	49	37	0	17	8	0
SP116434	18	8	1	0	0	0	0
SP122725	38	75	67	0	31	23	61
SP122476	39	18	25	8	129	44	16
SP122372	213	0	0	0	54	8	12
SP122489	16	34	34	0	72	5	20
SP122560	26	50	30	3	38	28	8
SP122590	25	11	36	0	86	17	18
SP122714	15	18	12	3	56	16	28
SP121870	11	47	83	0	46	10	29
SP123010	41	92	22	2	39	17	65
SP121865	59	16	49	3	57	7	23
SP122676	4	154	54	4	109	29	17
SP122412	41	31	8	6	37	29	36
SP122392	45	144	95	3	145	223	105
SP122634	46	31	33	0	54	19	34
SP122702	42	34	38	5	124	7	26
SP121828	44	36	9	0	85	22	13
SP121783	67	8	18	0	99	37	13
SP121774	64	42	60	0	203	47	33
SP121790	18	12	36	1	124	30	10
SP121859	28	28	32	0	104	16	22
SP121808	46	17	5	3	37	2	22
SP121781	83	38	102	0	221	42	68
SP121763	44	16	10	1	48	27	15
SP121811	44	21	4	1	60	60	11
SP121852	59	34	35	6	88	31	2
SP122361	54	48	296	2	105	45	139
SP121837	50	7	12	2	42	20	21
SP121824	37	0	0	0	45	19	16
SP121841	20	0	31	0	52	3	10
SP121831	24	36	42	6	80	32	0
SP121761	32	71	35	1	191	33	21
SP121816	36	22	33	1	134	20	22
SP121861	8	2	0	1	3	1	1
SP121847	44	34	32	1	99	23	12
DRUP01010001T	128	73	52	29	91	59	126
CPCT02010424T	242	124	39	37	132	35	42
