Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP117655	0	214	867	383	0	0	0
SP117556	55	375	254	71	5	26	0
SP117627	0	180	129	117	5	25	1
SP117775	0	179	565	187	17	34	0
SP117332	0	32	33	62	3	19	5
SP117712	33	138	0	283	0	30	43
SP117017	26	206	0	121	9	23	0
SP117031	101	437	232	61	0	46	65
SP117759	0	404	997	138	0	3	0
SP117621	0	300	279	243	7	25	13
SP117425	0	92	221	141	0	14	122
SP117930	306	985	124	200	0	33	2
SP99287	0	51	14	98	0	3	0
SP99293	18	53	0	220	5	5	13
SP99289	38	139	0	503	0	40	5
SP99297	1	3	0	9	3	0	7
SP99301	576	37	636	27	1	0	0
SP99305	5	75	18	111	7	19	30
SP99309	0	208	61	206	0	0	17
SP99313	12	57	0	219	37	219	0
SP99317	0	3	0	30	0	1	3
SP99321	32	84	28	78	0	11	13
SP99325	111960	5908	8204	0	0	0	0
SP99329	0	0	23	86	0	411	0
SP99333	14	126	0	83	3	14	10
SP99337	0	251	68	93	0	12	16
SP99341	0	177	41	75	5	8	28
SP99345	0	9	2	35	0	9	0
SP99113	4	0	0	73	0	2	0
SP99185	11	38	0	363	0	21	0
SP99209	0	134	41	320	2	39	0
SP99213	109	251	0	116	9	12	40
SP99221	0	2	0	41	0	0	5
SP99225	2	42	20	101	0	17	15
SP99241	55	128	0	516	12	142	5
CPCT02020318T	54	161	162	34	62	4	25
CPCT02010377T	44	253	0	169	59	31	40
CPCT02060017T	26	291	66	67	71	41	115
CPCT02060166T	128	185	235	0	133	26	124
DRUP01080024T	10	0	0	0	30	0	286
CPCT02300029T	233	396	165	98	202	50	41
CPCT02130024T	83	203	51	60	127	15	51
CPCT02370015T	0	28	42	141	52	16	45
CPCT02080291T	70	206	0	52	28	10	47
CPCT02330082T	23	146	0	81	45	1	18
CPCT02130035T	295	335	0	102	147	42	63
CPCT02020667T	24	202	4	100	130	36	2
CPCT02190030T	83	224	0	296	91	48	22
CPCT02070304T	85	355	143	115	112	50	99
CPCT02230093T	277	264	284	138	106	46	0
CPCT02170024T	26	187	0	150	153	1	52
CPCT02050342T	111	302	0	163	146	11	151
CPCT02130064T	35	203	0	93	199	31	58
CPCT02130063T	400	28	1084	172	276	191	0
CPCT02080208T	28	43	0	87	116	15	15
CPCT02130066T	0	327	786	142	77	0	0
CPCT02130067T	39	325	146	299	138	16	2
CPCT02100172T	0	55	81	14	126	1	0
CPCT02130084T	0	254	92	123	81	36	20
CPCT02060220T	75	267	0	126	216	26	0
CPCT02100169T	720	513	196	58	227	56	177
CPCT02080218T	378	712	97	149	229	68	47
CPCT02050332T	77	71	0	83	58	319	22
DRUP01080031T	69984	695	0	0	1089	0	284
CPCT02040245T	315	727	114	107	70	22	155
DRUP01050048T	99333	9356	55	0	1637	0	48
DRUP01010142T	51309	2902	34	0	520	0	90
CPCT02080224T	0	164	95	142	119	32	4
CPCT02260021T	25	159	0	111	109	1	12
CPCT02020762T	20	91	0	76	187	56	0
CPCT02130116T	0	213	49	79	54	15	70
CPCT02050342TII	112	300	0	167	64	9	142
CPCT02130138T	0	212	164	120	137	40	20
CPCT02130139T	83	234	245	0	124	15	352
CPCT02230115T	109	124	94	76	177	26	0
CPCT02010902T	6	577	45	24	168	24	0
CPCT02290056T	22	240	0	248	105	266	90
CPCT02130152T	28	65	0	80	71	28	5
DRUP01170003T	0	54	9	33	95	297	18
DRUP01010095T	44	777	0	35	69	23	57
DRUP01030024T	351	258	0	127	191	114	0
CPCT02040292T	81	322	0	70	410	95	0
DRUP01050035T	552	100	1070	338	173	155	0
CPCT02020577T	33	213	0	134	169	51	19
CPCT02050263T	208	315	63	114	73	10	57
DRUP01010108T	2103	1473	930	161	229	14	505
DRUP01010109T	24	255	27	115	28	5	48
DRUP01010113T	34	84	0	455	71	243	92
CPCT02120059T	163	982	155	48	177	93	196
CPCT02170010T	0	77	34	115	207	144	24
CPCT02030398T	162	234	0	54	148	23	45
CPCT02050250T	197	229	0	47	67	17	31
CPCT02050076TII	274	503	94	80	123	21	89
CPCT02050182T	4	176	56	99	45	24	44
CPCT02070187T	60	431	0	32	118	19	40
CPCT02030373T	476	416	776	198	170	41	0
CPCT02020589T	0	151	92	53	151	369	16
CPCT02040154T	106	260	0	113	105	28	13
CPCT02050091T	10	91	30	64	52	14	23
CPCT02020406T	0	129	76	94	64	16	21
CPCT02020405T	56	463	160	0	103	196	0
CPCT02070052T	79	371	98	88	80	17	42
CPCT02060063T	71	90	157	0	174	1108	243
CPCT02230004T	0	296	187	140	45	17	22
CPCT02300006T	104	285	49	43	111	35	21
CPCT02080066T	33	82	135	73	24	4	22
CPCT02010492T	23	0	0	95	47	11	17
CPCT02020460T	9	67	0	61	68	26	30
DRUP01010019T	179	573	0	274	61	41	82
CPCT02050133T	388	559	0	32	63	25	188
CPCT02050144T	1229	771	415	0	131	24	709
CPCT02050286T	106	257	235	0	374	1050	209
CPCT02130006T	248	246	392	118	121	12	0
CPCT02130003T	61	88	13	83	103	46	12
CPCT02340039T	39	305	391	34	129	28	5
CPCT02230075T	97	62	127	15	55	18	0
CPCT02080169T	101	153	0	96	150	34	11
CPCT02150005T	0	74	63	140	102	23	31
WIDE01010522T	15	66	0	87	61	20	56
WIDE01010696T	16	81	0	100	21	11	64
