Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP117655	2.15E+01	1.03E+01	3.61E+01	9.34E+00	0.00E+00	1.07E+00	1.02E+01
SP117556	6.00E+00	4.13E+00	9.99E+00	2.32E+00	4.04E-01	9.28E-01	3.95E+00
SP117627	2.92E+00	3.55E+00	5.93E+00	2.47E+00	3.17E-01	8.87E-01	4.07E+00
SP117775	1.17E+01	6.26E+00	1.90E+01	5.98E+00	7.49E-01	1.38E+00	5.99E+00
SP117332	7.78E-01	1.41E+00	2.03E+00	1.79E+00	3.67E-01	6.90E-01	2.23E+00
SP117712	1.40E+00	2.23E+00	3.22E+00	3.74E+00	2.12E-01	9.76E-01	4.17E+00
SP117017	1.14E+00	2.13E+00	2.27E+00	2.00E+00	4.84E-01	8.05E-01	2.56E+00
SP117031	9.50E+00	4.69E+00	1.49E+01	2.84E+00	0.00E+00	1.13E+00	4.79E+00
SP117759	2.08E+01	1.02E+01	3.35E+01	7.30E+00	3.49E-01	1.15E+00	9.11E+00
SP117621	6.00E+00	4.29E+00	1.03E+01	4.37E+00	4.07E-01	9.47E-01	3.91E+00
SP117425	5.01E+00	4.65E+00	9.95E+00	4.14E+00	2.50E-01	1.02E+00	4.41E+00
SP117930	1.26E+01	7.55E+00	1.96E+01	4.87E+00	0.00E+00	1.25E+00	7.16E+00
SP99287	3.83E-01	9.18E-01	1.02E+00	1.37E+00	0.00E+00	5.19E-01	1.28E+00
SP99293	8.15E-01	1.54E+00	1.94E+00	2.83E+00	4.61E-01	6.13E-01	2.88E+00
SP99289	1.86E+00	2.51E+00	4.89E+00	6.38E+00	0.00E+00	1.15E+00	5.17E+00
SP99297	1.39E-01	3.25E-01	2.83E-01	4.58E-01	2.84E-01	1.00E-02	4.16E-01
SP99301	3.40E+01	5.23E+00	3.96E+01	5.13E+00	2.17E-01	7.15E-02	1.11E+01
SP99305	7.42E-01	1.65E+00	1.90E+00	2.18E+00	5.47E-01	6.66E-01	2.59E+00
SP99309	1.18E+00	3.22E+00	4.06E+00	3.38E+00	0.00E+00	3.71E-01	4.23E+00
SP99313	6.99E-01	1.37E+00	2.17E+00	3.26E+00	9.20E-02	2.50E+00	2.13E+00
SP99317	0.00E+00	2.73E-01	7.25E-02	5.46E-01	0.00E+00	1.34E-01	5.45E-01
SP99321	1.67E+00	1.72E+00	2.93E+00	1.76E+00	0.00E+00	5.55E-01	2.54E+00
SP99325	2.93E+03	1.53E+02	3.02E+03	2.82E+01	0.00E+00	6.94E-01	2.86E+02
SP99329	6.61E-01	0.00E+00	1.50E+00	2.34E+00	3.03E-01	1.96E+00	1.36E+00
SP99333	7.32E-01	1.59E+00	1.05E+00	1.52E+00	0.00E+00	5.67E-01	2.24E+00
SP99337	1.35E+00	2.20E+00	2.81E+00	1.84E+00	0.00E+00	6.52E-01	2.13E+00
SP99341	1.14E+00	2.06E+00	2.18E+00	2.13E+00	4.20E-01	4.68E-01	2.34E+00
SP99345	7.16E-02	3.57E-01	3.09E-01	6.82E-01	0.00E+00	4.36E-01	4.70E-01
SP99113	2.37E-01	0.00E+00	5.94E-01	8.64E-01	0.00E+00	3.26E-01	6.50E-01
SP99185	5.49E-01	1.76E+00	3.78E+00	4.77E+00	0.00E+00	1.03E+00	3.53E+00
SP99209	8.49E-01	2.32E+00	3.10E+00	3.88E+00	0.00E+00	1.02E+00	3.53E+00
SP99213	3.91E+00	3.71E+00	6.27E+00	2.39E+00	4.26E-01	6.96E-01	4.19E+00
SP99221	0.00E+00	2.08E-01	3.37E-01	7.15E-01	0.00E+00	3.01E-01	6.67E-01
SP99225	6.63E-01	1.21E+00	1.89E+00	1.86E+00	0.00E+00	6.34E-01	1.99E+00
SP99241	2.02E+00	2.47E+00	4.97E+00	6.73E+00	3.10E-01	2.02E+00	5.34E+00
CPCT02020318T	4.87E+00	2.83E+00	7.65E+00	1.89E+00	1.23E+00	5.89E-01	3.03E+00
CPCT02010377T	2.01E+00	2.06E+00	2.96E+00	2.68E+00	1.33E+00	9.96E-01	2.60E+00
CPCT02060017T	3.17E+00	6.21E+00	7.31E+00	4.82E+00	2.29E+00	1.04E+00	9.76E+00
CPCT02060166T	6.49E+00	3.85E+00	1.10E+01	1.67E+00	2.04E+00	1.09E+00	5.44E+00
DRUP01080024T	1.70E+00	2.67E+00	6.90E+00	1.98E+00	2.74E+00	3.47E-01	8.98E+00
CPCT02300029T	6.13E+00	4.80E+00	9.89E+00	3.04E+00	3.05E+00	1.25E+00	4.86E+00
CPCT02130024T	2.77E+00	2.58E+00	3.47E+00	2.38E+00	1.94E+00	9.17E-01	2.74E+00
CPCT02370015T	9.98E-01	1.41E+00	2.63E+00	2.36E+00	1.47E+00	7.34E-01	2.61E+00
CPCT02080291T	2.27E+00	2.31E+00	3.82E+00	1.57E+00	9.89E-01	5.86E-01	2.74E+00
CPCT02330082T	1.04E+00	1.39E+00	1.54E+00	1.43E+00	1.35E+00	3.18E-01	1.60E+00
CPCT02130035T	6.07E+00	3.66E+00	9.22E+00	2.91E+00	2.72E+00	1.00E+00	3.57E+00
CPCT02020667T	1.05E+00	2.26E+00	2.50E+00	1.89E+00	1.96E+00	9.56E-01	2.81E+00
CPCT02190030T	3.01E+00	2.65E+00	5.31E+00	3.82E+00	2.04E+00	1.26E+00	2.90E+00
CPCT02070304T	5.13E+00	4.77E+00	9.05E+00	3.94E+00	2.46E+00	1.21E+00	5.03E+00
CPCT02230093T	1.19E+01	5.75E+00	1.82E+01	4.74E+00	2.09E+00	1.25E+00	7.52E+00
CPCT02170024T	1.42E+00	2.09E+00	2.49E+00	2.56E+00	2.31E+00	6.60E-01	2.49E+00
CPCT02050342T	3.56E+00	4.07E+00	6.84E+00	3.33E+00	3.30E+00	6.41E-01	4.22E+00
CPCT02130064T	1.57E+00	2.56E+00	2.45E+00	2.25E+00	2.54E+00	1.09E+00	2.35E+00
CPCT02130063T	3.99E+01	9.93E+00	6.03E+01	1.38E+01	4.18E+00	2.85E+00	7.88E+00
CPCT02080208T	1.26E+00	1.67E+00	2.08E+00	1.56E+00	1.99E+00	6.95E-01	1.61E+00
CPCT02130066T	1.51E+01	6.77E+00	2.40E+01	5.71E+00	1.67E+00	4.49E-01	6.76E+00
CPCT02130067T	3.81E+00	3.33E+00	5.92E+00	4.23E+00	2.17E+00	9.86E-01	4.41E+00
CPCT02100172T	1.95E+00	1.37E+00	3.52E+00	1.33E+00	1.53E+00	3.62E-01	1.52E+00
CPCT02130084T	1.86E+00	2.20E+00	2.70E+00	2.27E+00	1.71E+00	1.05E+00	2.99E+00
CPCT02060220T	2.91E+00	2.56E+00	4.60E+00	2.50E+00	2.71E+00	9.42E-01	1.96E+00
CPCT02100169T	1.07E+01	6.98E+00	1.60E+01	2.64E+00	3.78E+00	1.58E+00	7.35E+00
CPCT02080218T	9.21E+00	5.28E+00	1.42E+01	3.24E+00	3.10E+00	1.49E+00	4.95E+00
CPCT02050332T	2.96E+00	1.84E+00	4.57E+00	2.30E+00	1.87E+00	2.15E+00	2.24E+00
DRUP01080031T	1.39E+03	0.00E+00	1.39E+03	1.47E+00	1.40E+01	2.28E+00	9.38E+01
CPCT02040245T	6.46E+00	6.51E+00	1.06E+01	3.49E+00	1.74E+00	9.06E-01	4.97E+00
DRUP01050048T	2.15E+03	5.80E+01	2.19E+03	0.00E+00	2.02E+01	1.24E+00	1.53E+02
DRUP01010142T	1.12E+03	2.99E+01	1.13E+03	1.75E+00	7.03E+00	1.88E+00	8.60E+01
CPCT02080224T	1.89E+00	2.06E+00	2.94E+00	2.31E+00	1.99E+00	9.80E-01	2.83E+00
CPCT02260021T	1.17E+00	2.30E+00	2.12E+00	2.00E+00	1.95E+00	4.80E-01	2.92E+00
CPCT02020762T	9.87E-01	2.27E+00	2.01E+00	1.87E+00	2.77E+00	1.19E+00	2.48E+00
CPCT02130116T	1.31E+00	2.11E+00	2.87E+00	2.25E+00	1.45E+00	6.87E-01	2.76E+00
CPCT02050342TII	3.29E+00	3.99E+00	6.61E+00	4.01E+00	1.85E+00	8.03E-01	4.31E+00
CPCT02130138T	2.93E+00	2.63E+00	5.09E+00	2.45E+00	2.42E+00	1.08E+00	3.54E+00
CPCT02130139T	9.90E+00	6.01E+00	1.75E+01	2.28E+00	2.38E+00	1.31E+00	1.15E+01
CPCT02230115T	5.46E+00	3.06E+00	8.43E+00	2.22E+00	2.43E+00	9.57E-01	2.12E+00
CPCT02010902T	1.44E+00	3.69E+00	2.87E+00	1.80E+00	2.64E+00	9.40E-01	3.96E+00
CPCT02290056T	1.60E+00	2.42E+00	4.08E+00	3.86E+00	1.95E+00	2.50E+00	3.42E+00
CPCT02130152T	1.08E+00	1.18E+00	1.57E+00	1.73E+00	1.48E+00	8.88E-01	1.25E+00
