MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.28E-05	9.97E-04	1.31E-03
1:Del:C:1	6.67E-06	4.94E-04	6.69E-04
1:Del:C:2	8.24E-06	2.58E-04	3.14E-04
1:Del:C:3	1.58E-05	1.22E-04	1.30E-04
1:Del:C:4	1.85E-05	3.09E-05	4.16E-05
1:Del:C:5	3.26E-05	5.36E-05	2.59E-05
1:Del:T:0	1.12E-05	7.88E-04	1.19E-03
1:Del:T:1	1.50E-05	7.02E-04	1.01E-03
1:Del:T:2	1.89E-05	5.11E-04	6.84E-04
1:Del:T:3	5.42E-05	5.76E-04	6.75E-04
1:Del:T:4	9.99E-05	4.47E-04	4.78E-04
1:Del:T:5	7.54E-04	9.22E-04	1.33E-03
1:Ins:C:0	2.24E-05	3.10E-03	3.48E-03
1:Ins:C:1	2.14E-06	1.63E-04	1.94E-04
1:Ins:C:2	1.96E-06	3.96E-05	5.60E-05
1:Ins:C:3	3.14E-06	3.19E-05	3.15E-05
1:Ins:C:4	3.77E-05	6.94E-04	1.51E-03
1:Ins:C:5	1.05E-04	1.19E-03	1.90E-03
1:Ins:T:0	4.18E-06	2.52E-04	3.36E-04
1:Ins:T:1	3.68E-06	3.41E-04	5.45E-04
1:Ins:T:2	7.70E-06	1.44E-04	2.30E-04
1:Ins:T:3	5.30E-06	1.23E-04	2.09E-04
1:Ins:T:4	3.43E-05	5.06E-04	8.35E-04
1:Ins:T:5	7.13E-04	8.62E-03	5.90E-03
2:Del:R:0	9.56E-06	3.02E-04	4.76E-04
2:Del:R:1	1.94E-05	5.65E-04	8.76E-04
2:Del:R:2	1.13E-05	1.57E-04	2.43E-04
2:Del:R:3	1.66E-05	1.33E-05	1.81E-05
2:Del:R:4	1.19E-05	1.32E-05	1.68E-05
2:Del:R:5	1.72E-05	1.82E-05	3.07E-05
3:Del:R:0	3.29E-06	8.85E-05	1.32E-04
3:Del:R:1	1.88E-05	5.52E-04	8.68E-04
3:Del:R:2	6.82E-06	1.33E-04	2.14E-04
3:Del:R:3	3.95E-06	3.65E-05	5.22E-05
3:Del:R:4	2.25E-06	2.24E-05	3.68E-05
3:Del:R:5	3.56E-06	1.40E-05	1.87E-05
4:Del:R:0	2.16E-06	9.02E-05	1.25E-04
4:Del:R:1	8.27E-06	3.59E-04	5.82E-04
4:Del:R:2	3.48E-06	8.00E-05	1.28E-04
4:Del:R:3	3.25E-06	4.03E-05	6.24E-05
4:Del:R:4	3.05E-06	1.96E-05	1.71E-05
4:Del:R:5	2.26E-06	8.44E-06	1.37E-05
5:Del:R:0	3.39E-06	5.80E-04	4.87E-04
5:Del:R:1	2.67E-06	2.03E-04	3.13E-04
5:Del:R:2	1.79E-06	3.14E-05	5.05E-05
5:Del:R:3	1.60E-06	1.50E-05	2.36E-05
5:Del:R:4	1.20E-06	7.54E-06	7.94E-06
5:Del:R:5	5.03E-07	5.40E-06	5.52E-06
2:Ins:R:0	4.53E-06	2.29E-04	3.01E-04
2:Ins:R:1	2.48E-06	7.51E-05	1.39E-04
2:Ins:R:2	3.33E-06	3.08E-05	4.21E-05
2:Ins:R:3	8.42E-06	1.16E-04	2.04E-04
2:Ins:R:4	3.50E-05	3.71E-04	6.65E-04
2:Ins:R:5	1.09E-04	1.26E-03	1.78E-03
3:Ins:R:0	5.84E-07	1.24E-04	1.58E-04
3:Ins:R:1	1.25E-06	1.04E-04	1.63E-04
3:Ins:R:2	1.47E-06	2.62E-05	4.82E-05
3:Ins:R:3	1.40E-06	2.28E-05	4.20E-05
3:Ins:R:4	2.85E-06	2.51E-05	2.87E-05
3:Ins:R:5	6.47E-06	7.26E-05	8.23E-05
4:Ins:R:0	1.78E-06	1.27E-04	1.64E-04
4:Ins:R:1	1.70E-06	1.06E-04	1.80E-04
4:Ins:R:2	1.61E-06	2.95E-05	6.13E-05
4:Ins:R:3	3.75E-06	7.49E-05	1.53E-04
4:Ins:R:4	3.62E-06	6.48E-05	1.08E-04
4:Ins:R:5	3.59E-06	5.44E-05	3.70E-05
5:Ins:R:0	2.32E-06	4.76E-04	6.69E-04
5:Ins:R:1	2.01E-06	4.04E-04	5.61E-04
5:Ins:R:2	7.78E-07	3.91E-05	8.00E-05
5:Ins:R:3	1.00E-06	1.70E-05	1.92E-05
5:Ins:R:4	1.01E-06	1.45E-05	1.10E-05
5:Ins:R:5	6.46E-07	9.05E-06	8.22E-06
2:Del:M:1	1.33E-05	4.42E-04	7.11E-04
3:Del:M:1	2.18E-06	8.06E-05	1.25E-04
3:Del:M:2	8.25E-06	2.69E-04	4.08E-04
4:Del:M:1	3.17E-06	9.71E-05	1.38E-04
4:Del:M:2	4.20E-06	1.73E-04	2.49E-04
4:Del:M:3	4.78E-06	2.65E-04	4.03E-04
5:Del:M:1	3.45E-06	4.55E-04	5.24E-04
5:Del:M:2	3.08E-06	2.19E-04	1.86E-03
5:Del:M:3	2.24E-06	1.19E-04	1.62E-03
5:Del:M:4	1.71E-06	9.44E-05	7.87E-04
5:Del:M:5	1.85E-06	1.79E-04	5.48E-04
