Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
CPCT02010710T	126	0	107	21	38	12	0	24	52	100	97	26	10	0	0	63	24	0	10
CPCT02340068T	23	0	42	25	26	0	0	13	34	0	39	49	79	30	25	2	14	0	14
CPCT02130050T	98	8	130	0	4	13	0	26	37	24	209	99	0	102	185	0	47	0	1
DRUP01060016T	24	25	30	10	0	1	0	17	32	26	91	329	0	19	38	40	46	0	1
CPCT02260017T	188	32	300	5	0	8	0	32	27	29	62	52	266	35	0	0	24	0	57
CPCT02020682T	728	108	362	0	108	11	0	0	50	6	120	66	89	54	0	43	57	0	36
DRUP01030013T	34050	3716	4599	6366	0	1828	1355	0	0	23	668	91	0	55	0	0	43	0	0
CPCT02130059T	81	14	60	3	176	5	0	0	0	20	123	35	0	97	0	220	31	5	0
WIDE01010296T	161	84	235	11	151	0	0	15	29	21	32	406	246	86	0	0	192	0	21
CPCT02380044T	16	0	174	29	2	0	0	55	13	35	74	103	0	76	0	75	291	0	19
CPCT02060117T	59	21	86	6	177	7	0	13	9	5	59	42	25	12	0	0	10	46	1
CPCT02080220T	54	0	229	0	156	0	0	43	0	21	109	67	15	44	199	0	7	0	5
CPCT02210056T	70	0	98	10	61	2	0	33	19	7	125	22	160	0	0	0	2	0	4
CPCT02020734T	73	0	50	0	118	2	0	10	0	18	218	21	0	0	188	0	0	33	0
CPCT02020716T	19	0	44	0	91	2	18	1	6	15	73	15	98	14	0	0	8	11	6
CPCT02080226T	10	0	97	4	0	6	0	22	49	51	108	0	172	5	0	129	71	0	14
DRUP01080014T	16001	2100	1219	1664	432	865	0	333	0	6	232	0	0	0	0	0	0	0	0
DRUP01270003T	82	22	83	8	62	4	11	0	0	1	40	15	0	63	0	0	52	113	3
CPCT02190044T	25	0	35	12	0	8	0	7	98	21	110	44	32	66	0	0	23	0	8
CPCT02130131T	55	0	143	24	15	0	0	8	0	2	64	0	0	266	2	0	0	0	48
CPCT02220054T	136	80	132	0	31	10	0	14	0	53	94	11	0	41	0	0	13	333	5
CPCT02330075T	266	88	155	0	276	10	0	0	2	31	90	55	87	45	155	3	47	166	29
CPCT02130134T	8	60	31	6	91	0	22	0	14	34	170	70	61	86	0	0	16	0	9
CPCT02130148T	0	0	98	0	18	0	0	0	34	25	77	13	0	24	114	323	22	107	9
CPCT02070381T	0	0	19	8	0	3	0	17	20	6	87	28	74	21	0	0	3	0	1
DRUP01070053T	73	45	9	0	49	7	0	0	0	0	128	55	97	50	17	0	0	80	17
DRUP01060025T	39	70	108	18	11	46	0	1	28	1937	250	0	163	31	0	141	79	0	63
DRUP01100007T	197	0	189	6	159	7	0	0	2	25	76	50	0	45	176	0	8	145	27
CPCT02380019T	33	0	117	14	39	24	0	7	94	100	189	11	92	117	0	0	61	0	33
CPCT02020598T	17	21	0	6	11	5	0	1	4	7	126	60	12	51	111	0	12	0	0
DRUP01070059T	2	0	5	0	0	4	0	126	15	12	52	30	65	21	0	0	0	0	17
CPCT02080152T	14602	598	1370	2326	1547	1070	0	0	17	26	281	0	0	23	0	0	0	0	21
CPCT02070406T	19	0	0	3	0	26	0	0	97	0	63	42	134	89	0	0	55	51	130
CPCT02450002T	301	0	262	0	276	8	0	0	0	49	141	28	0	47	6	216	68	77	8
DRUP01070024T	18	41	130	0	0	4	0	23	0	25	68	89	0	71	0	0	62	61	14
DRUP01060027T	40	0	0	30	25	0	0	0	70	456	49	169	0	62	84	0	9	49	17
CPCT02030381T	0	0	67	0	66	0	0	15	46	95	92	174	43	1	0	72	22	0	7
DRUP01220005T	142	77	148	0	2	6	0	64	0	28	88	0	0	47	0	0	13	212	330
CPCT02370010T	44	85	101	30	0	22	0	9	12	1935	247	0	208	62	0	68	67	0	72
CPCT02020623T	206	50	68	0	180	3	0	0	0	39	71	0	0	181	48	0	14	58	21
CPCT02290023T	99	7	154	0	245	15	0	5	29	26	68	156	90	37	0	81	25	0	15
DRUP01010022T	35453	3495	2739	5374	867	1731	3350	0	0	0	167	0	0	233	0	0	0	0	0
CPCT02070159T	7	9	248	18	42	11	0	34	0	23	100	44	0	81	0	0	63	42	29
CPCT02030354T	59	0	20	4	15	5	0	0	30	34	31	3	97	0	0	27	16	0	23
CPCT02020565T	45	15	21	0	42	6	0	0	0	28	43	35	108	5	120	0	4	0	21
CPCT02060114T	15	50	0	6	0	3	0	27	0	11	58	243	0	31	45	0	24	7	0
CPCT02060118T	48	0	71	30	18	3	0	0	25	104	135	50	28	62	0	41	8	0	18
CPCT02220002T	5	13	66	1	0	6	0	12	0	6	42	48	0	3	2	140	11	0	6
DRUP01030002T	38	6	1	4	101	1	0	17	21	30	74	13	76	31	154	0	91	0	31
CPCT02070060T	76	44	58	6	66	1	69	0	15	265	78	188	276	81	0	52	65	0	21
CPCT02030320T	127	0	185	0	277	0	0	0	0	18	68	13	155	0	292	0	0	0	8
CPCT02060035T	90	0	84	2	59	0	0	22	0	24	30	20	75	10	89	0	18	0	17
CPCT02070110T	25	26	134	0	0	2	0	1	6	39	35	72	77	66	0	0	66	36	16
CPCT02020492T	34	0	26	23	43	3	0	15	13	81	42	174	0	170	0	0	6	105	31
CPCT02030327T	36	32	1	3	114	0	0	0	25	11	5	21	0	14	0	141	14	0	17
CPCT02020503T	113	15	0	2	0	8	0	12	0	75	29	381	0	100	219	92	111	92	11
CPCT02380029T	61004	5321	1240	5614	0	7763	5047	0	0	0	108	0	0	195	0	0	0	0	0
CPCT02020636T	51	0	31	11	56	18	7	18	72	83	97	277	170	59	0	0	65	0	19
CPCT02130013T	74	57	73	6	0	17	0	12	30	92	98	346	0	0	0	0	422	0	14
DRUP01110002T	51303	4412	3250	7973	9114	4361	1286	148	0	0	944	0	0	344	0	0	0	0	361
WIDE01010639T	154	0	132	7	87	5	0	21	0	7	32	7	8	22	74	0	11	41	18
DRUP01010167T	27152	4922	2377	4881	382	2226	0	522	0	0	222	0	0	0	0	0	0	0	0
WIDE01010570T	196	50	101	24	44	0	0	25	40	31	41	0	106	85	36	0	210	0	53
