Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
CPCT02080033T	34	54	447	69	0	169	0	139	30
CPCT02060156T	285	0	225	80	37	207	63	193	60
DRUP01340014T	19	0	0	0	0	0	360	62	0
DRUP01010121T	384	52	131	55	31	223	43	79	67
CPCT02130034T	79	109	119	30	0	272	12	180	58
CPCT02260015T	271	123	95	0	0	233	110	331	246
CPCT02220071T	10875	217	1192	617	1021	111	163	305	39
CPCT02010710T	138	49	111	32	20	50	24	161	125
CPCT02340068T	18	37	51	42	2	110	74	67	14
CPCT02130050T	77	68	207	13	16	205	0	323	74
DRUP01060016T	26	29	0	0	0	133	236	150	155
CPCT02260017T	179	68	360	14	12	236	85	111	52
CPCT02020682T	751	129	468	0	0	208	45	200	37
DRUP01030013T	37542	1186	3220	6811	2895	0	0	1022	118
CPCT02130059T	134	13	212	13	0	259	0	200	39
WIDE01010296T	144	106	269	0	0	324	634	56	157
CPCT02380044T	29	9	66	65	0	167	468	107	51
CPCT02060117T	63	24	221	27	6	52	68	97	20
CPCT02080220T	51	1	465	48	0	102	49	180	53
CPCT02210056T	73	13	185	40	0	73	0	207	22
CPCT02020734T	78	0	247	31	0	0	0	343	32
CPCT02020716T	32	6	149	7	2	77	0	123	25
CPCT02080226T	25	64	116	38	5	233	8	186	63
DRUP01080014T	17265	986	1525	1354	1149	0	155	404	14
DRUP01270003T	92	16	138	19	4	195	20	69	6
CPCT02190044T	5	92	0	0	18	157	0	172	45
CPCT02130131T	43	0	157	10	7	314	0	96	0
CPCT02220054T	139	77	179	31	3	295	0	166	63
CPCT02330075T	286	84	483	47	1	281	107	165	51
CPCT02130134T	20	70	113	0	2	142	0	261	70
CPCT02130148T	54	76	152	43	0	370	0	136	33
CPCT02070381T	0	14	25	25	0	59	0	141	23
DRUP01070053T	73	39	93	0	6	178	0	215	23
DRUP01060025T	36	95	127	43	82	2	0	404	2196
DRUP01100007T	206	7	429	42	3	228	9	138	50
CPCT02380019T	0	107	121	0	51	235	0	301	116
CPCT02020598T	13	30	60	14	6	94	0	191	36
DRUP01070059T	4	0	0	25	2	27	181	97	13
CPCT02080152T	15584	0	2010	2235	1563	0	0	472	17
CPCT02070406T	2	21	0	0	58	326	160	142	0
CPCT02450002T	369	0	537	0	0	270	0	240	71
DRUP01070024T	10	38	114	0	6	147	124	110	57
DRUP01060027T	22	70	0	33	6	185	85	84	575
CPCT02030381T	4	44	80	0	3	96	152	150	171
DRUP01220005T	151	72	58	18	26	10	625	197	0
CPCT02370010T	37	87	128	74	34	19	0	397	2186
CPCT02020623T	208	35	252	0	0	290	0	116	38
CPCT02290023T	108	40	319	0	22	149	213	117	84
DRUP01010022T	40939	1163	2567	5244	2916	210	0	343	27
CPCT02070159T	0	7	267	45	12	132	89	160	39
CPCT02030354T	62	36	37	0	13	86	34	56	40
CPCT02020565T	42	30	136	8	11	86	54	80	46
CPCT02060114T	15	22	0	0	4	100	177	97	105
CPCT02060118T	52	19	78	30	9	111	0	208	134
CPCT02220002T	32	19	62	9	10	89	40	73	27
DRUP01030002T	35	46	116	47	0	95	199	124	27
CPCT02070060T	126	65	137	2	10	332	183	137	369
CPCT02030320T	140	0	647	52	0	133	13	125	33
CPCT02060035T	95	2	188	26	0	61	83	54	31
CPCT02070110T	14	33	136	0	3	186	103	59	67
CPCT02020492T	22	4	25	12	14	314	159	74	142
CPCT02030327T	68	68	58	4	0	111	101	11	13
CPCT02020503T	116	29	20	1	12	371	434	61	216
CPCT02380029T	67638	1379	965	1276	14333	334	0	367	0
CPCT02020636T	31	79	0	0	32	214	333	157	188
CPCT02130013T	85	0	0	0	0	178	574	169	235
DRUP01110002T	56442	178	8878	8146	7142	0	974	1736	0
WIDE01010639T	163	0	246	30	0	74	49	57	7
DRUP01010167T	29333	2545	1321	5517	3571	0	0	397	0
WIDE01010570T	199	96	78	52	0	195	349	65	8
