MutationType	ID83A	ID83B
1:Del:C:0	1.73E-04	6.14E-05
1:Del:C:1	1.72E-04	4.40E-05
1:Del:C:2	1.36E-04	3.35E-05
1:Del:C:3	6.22E-05	2.28E-05
1:Del:C:4	4.77E-05	3.29E-05
1:Del:C:5	4.54E-05	8.68E-05
1:Del:T:0	1.48E-04	4.29E-05
1:Del:T:1	1.10E-04	2.80E-05
1:Del:T:2	9.58E-05	4.33E-05
1:Del:T:3	1.00E-04	5.74E-05
1:Del:T:4	7.93E-05	1.32E-04
1:Del:T:5	4.34E-04	1.75E-03
1:Ins:C:0	5.69E-05	4.72E-05
1:Ins:C:1	3.15E-05	2.71E-05
1:Ins:C:2	2.62E-05	1.34E-05
1:Ins:C:3	2.75E-05	1.49E-05
1:Ins:C:4	2.85E-05	4.45E-05
1:Ins:C:5	5.98E-05	1.24E-04
1:Ins:T:0	5.39E-05	3.65E-05
1:Ins:T:1	1.16E-04	3.76E-05
1:Ins:T:2	8.28E-05	4.02E-05
1:Ins:T:3	5.36E-05	2.95E-05
1:Ins:T:4	4.10E-05	5.94E-05
1:Ins:T:5	4.93E-04	1.41E-03
2:Del:R:0	1.13E-04	2.16E-04
2:Del:R:1	5.43E-04	9.19E-04
2:Del:R:2	1.59E-04	2.77E-04
2:Del:R:3	5.24E-05	8.30E-05
2:Del:R:4	1.92E-05	3.13E-05
2:Del:R:5	2.78E-05	4.06E-05
3:Del:R:0	3.59E-05	2.74E-05
3:Del:R:1	1.22E-04	1.76E-04
3:Del:R:2	2.99E-05	5.84E-05
3:Del:R:3	1.25E-05	2.91E-05
3:Del:R:4	7.69E-06	1.77E-05
3:Del:R:5	7.19E-06	2.31E-05
4:Del:R:0	3.15E-05	2.20E-05
4:Del:R:1	1.07E-04	1.82E-04
4:Del:R:2	3.56E-05	5.99E-05
4:Del:R:3	1.88E-05	3.05E-05
4:Del:R:4	8.69E-06	1.83E-05
4:Del:R:5	5.30E-06	1.24E-05
5:Del:R:0	1.54E-04	4.92E-05
5:Del:R:1	4.77E-05	6.37E-05
5:Del:R:2	1.43E-05	1.50E-05
5:Del:R:3	7.68E-06	1.65E-05
5:Del:R:4	3.74E-06	9.91E-06
5:Del:R:5	1.50E-06	6.07E-06
2:Ins:R:0	4.61E-05	2.74E-05
2:Ins:R:1	3.38E-05	3.56E-05
2:Ins:R:2	2.48E-05	2.49E-05
2:Ins:R:3	1.58E-05	2.33E-05
2:Ins:R:4	2.32E-05	3.83E-05
2:Ins:R:5	6.85E-05	1.58E-04
3:Ins:R:0	2.60E-05	1.77E-05
3:Ins:R:1	3.99E-05	4.97E-05
3:Ins:R:2	1.74E-05	2.82E-05
3:Ins:R:3	6.29E-06	7.53E-06
3:Ins:R:4	5.88E-06	1.30E-05
3:Ins:R:5	1.38E-05	2.43E-05
4:Ins:R:0	2.96E-05	3.30E-05
4:Ins:R:1	4.01E-05	5.23E-05
4:Ins:R:2	1.06E-05	1.30E-05
4:Ins:R:3	7.08E-06	1.07E-05
4:Ins:R:4	1.07E-05	1.86E-05
4:Ins:R:5	1.64E-05	2.95E-05
5:Ins:R:0	9.53E-05	6.55E-05
5:Ins:R:1	6.90E-05	9.82E-05
5:Ins:R:2	1.23E-05	1.43E-05
5:Ins:R:3	1.07E-05	1.31E-05
5:Ins:R:4	8.25E-06	1.06E-05
5:Ins:R:5	7.80E-06	1.20E-05
2:Del:M:1	5.95E-04	1.05E-03
3:Del:M:1	3.30E-05	3.12E-05
3:Del:M:2	8.31E-05	1.47E-04
4:Del:M:1	3.64E-05	3.15E-05
4:Del:M:2	5.15E-05	9.27E-05
4:Del:M:3	8.84E-05	1.45E-04
5:Del:M:1	1.32E-04	4.47E-05
5:Del:M:2	1.23E-04	3.69E-05
5:Del:M:3	8.39E-05	3.07E-05
5:Del:M:4	5.28E-05	3.66E-05
5:Del:M:5	7.16E-05	3.98E-05
