Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP110846	2:Del:R:1	0.11723611504964186	0.1299951840032246	0.003534333504309125	0.005783966542784198	0.6826835251833441	0.06076687571669614
SP110846	2:Del:R:2	0.10815318930616823	0.10109133547618251	0.001870998650930938	0.007978807426175046	0.7413293015360438	0.039576367604499486
SP110846	2:Del:R:3	0.5210027091041919	0.002108184648624269	0.0005087824993692323	0.021666164544583075	0.44825549825902833	0.006458660944203256
SP110846	2:Del:R:4	0.6001238979120364	0.0014660674795674961	0.001007460660002777	0.02939996692508093	0.3450083759850486	0.022994231038263962
SP110846	2:Del:R:5	0.8251518173586708	0.0	0.0	0.048612061459832635	0.06394990920020562	0.062286211981291056
SP110846	3:Del:R:0	0.05103381987063023	0.001627519201224863	0.002009284341672375	0.01467707111172294	0.712600981474687	0.2180513240000626
SP110846	3:Del:R:1	0.13393717228823898	0.1616224639587312	0.0034571128089744578	0.004038280102329476	0.6601259154704662	0.036819055371259714
SP110846	3:Del:R:2	0.21096451838807773	0.15394646846831375	0.003262931295588641	0.009181398614290385	0.6049329612291715	0.01771172200455794
SP110846	3:Del:R:3	0.18684415237163635	0.04885858657656997	0.0014570135018184991	0.013805429001923794	0.7487433324161702	0.00029148613188133743
SP110846	3:Del:R:4	0.4375508785229914	0.11612190468666389	0.006104367451168169	0.07890077628152421	0.1365406050018501	0.22478146805580232
